Date,PEG
2015-07-01,27.16256332397461
2015-07-02,27.49994659423828
2015-07-06,27.768476486206055
2015-07-07,28.67045021057129
2015-07-08,28.491439819335938
2015-07-09,28.367494583129883
2015-07-10,28.4088077545166
2015-07-13,28.21601676940918
2015-07-14,28.14716148376465
2015-07-15,28.264205932617188
2015-07-16,28.842578887939453
2015-07-17,28.512086868286133
2015-07-20,28.46389389038086
2015-07-21,27.878637313842773
2015-07-22,28.064538955688477
2015-07-23,27.376007080078125
2015-07-24,27.389780044555664
2015-07-27,27.672073364257812
2015-07-28,27.747804641723633
2015-07-29,28.009449005126953
2015-07-30,28.4088077545166
2015-07-31,28.69109535217285
2015-08-03,28.663572311401367
2015-08-04,27.981918334960938
2015-08-05,28.360607147216797
2015-08-06,28.64290428161621
2015-08-07,29.221269607543945
2015-08-10,28.863224029541016
2015-08-11,29.24193000793457
2015-08-12,29.262569427490234
2015-08-13,29.131763458251953
2015-08-14,29.544889450073242
2015-08-17,29.710132598876953
2015-08-18,29.627498626708984
2015-08-19,29.937347412109375
2015-08-20,29.744548797607422
2015-08-21,28.94585609436035
2015-08-24,27.988811492919922
2015-08-25,27.46552276611328
2015-08-26,27.727153778076172
2015-08-27,28.1884765625
2015-08-28,27.899290084838867
2015-08-31,27.713390350341797
2015-09-01,26.838953018188477
2015-09-02,26.818302154541016
2015-09-03,27.10059356689453
2015-09-04,26.676389694213867
2015-09-08,27.19100570678711
2015-09-09,26.87110137939453
2015-09-10,27.038015365600586
2015-09-11,27.343997955322266
2015-09-14,27.330081939697266
2015-09-15,27.531766891479492
2015-09-16,27.921194076538086
2015-09-17,28.234132766723633
2015-09-18,28.053325653076172
2015-09-21,28.241090774536133
2015-09-22,27.587390899658203
2015-09-23,27.775157928466797
2015-09-24,27.921194076538086
2015-09-25,28.435806274414062
2015-09-28,28.22718048095703
2015-09-29,28.44972038269043
2015-09-30,29.31899642944336
2015-10-01,28.74875259399414
2015-10-02,29.451122283935547
2015-10-05,29.715377807617188
2015-10-06,29.819698333740234
2015-10-07,29.43721580505371
2015-10-08,29.833599090576172
2015-10-09,29.416351318359375
2015-10-12,29.69451904296875
2015-10-13,29.576290130615234
2015-10-14,29.673662185668945
2015-10-15,30.139591217041016
2015-10-16,30.229997634887695
2015-10-19,30.522064208984375
2015-10-20,30.292583465576172
2015-10-21,30.02832794189453
2015-10-22,30.33429718017578
2015-10-23,29.66670036315918
2015-10-26,29.096454620361328
2015-10-27,29.05472755432129
2015-10-28,28.78352165222168
2015-10-29,28.818294525146484
2015-10-30,28.713972091674805
2015-11-02,28.248044967651367
2015-11-03,28.52620506286621
2015-11-04,28.57489776611328
2015-11-05,28.296720504760742
2015-11-06,26.885025024414062
2015-11-09,26.961511611938477
2015-11-10,27.05886459350586
2015-11-11,27.225772857666016
2015-11-12,27.1075496673584
2015-11-13,27.16317367553711
2015-11-16,27.73343276977539
2015-11-17,27.128406524658203
2015-11-18,27.1075496673584
2015-11-19,27.483081817626953
2015-11-20,27.587390899658203
2015-11-23,27.469165802001953
2015-11-24,27.253583908081055
2015-11-25,27.1075496673584
2015-11-27,27.204906463623047
2015-11-30,27.19100570678711
2015-12-01,27.55261993408203
2015-12-02,26.745929718017578
2015-12-03,26.537307739257812
2015-12-04,26.864147186279297
2015-12-07,26.74472999572754
2015-12-08,26.68149757385254
2015-12-09,26.8360538482666
2015-12-10,26.295116424560547
2015-12-11,26.007083892822266
2015-12-14,26.316190719604492
2015-12-15,26.070308685302734
2015-12-16,26.906301498413086
2015-12-17,26.7728271484375
2015-12-18,26.330249786376953
2015-12-21,26.505878448486328
2015-12-22,26.653398513793945
2015-12-23,27.159212112426758
2015-12-24,27.117053985595703
2015-12-28,27.194334030151367
2015-12-29,27.433185577392578
2015-12-30,27.39103889465332
2015-12-31,27.180282592773438
2016-01-04,27.187307357788086
2016-01-05,27.348888397216797
2016-01-06,27.124082565307617
2016-01-07,27.264583587646484
2016-01-08,26.990610122680664
2016-01-11,27.117053985595703
2016-01-12,27.117053985595703
2016-01-13,27.243507385253906
2016-01-14,27.917922973632812
2016-01-15,27.819570541381836
2016-01-19,27.981157302856445
2016-01-20,27.37699317932129
2016-01-21,27.461280822753906
2016-01-22,28.00925636291504
2016-01-25,27.38401222229004
2016-01-26,27.665014266967773
2016-01-27,27.819570541381836
2016-01-28,28.360504150390625
2016-01-29,29.013843536376953
2016-02-01,29.07004737854004
2016-02-02,29.119218826293945
2016-02-03,29.61098289489746
2016-02-04,29.800661087036133
2016-02-05,30.144895553588867
2016-02-08,29.49858283996582
2016-02-09,29.772573471069336
2016-02-10,29.955209732055664
2016-02-11,29.42833137512207
2016-02-12,29.42833137512207
2016-02-16,29.55479621887207
2016-02-17,29.421308517456055
2016-02-18,30.095714569091797
2016-02-19,30.187049865722656
2016-02-22,30.798229217529297
2016-02-23,30.62260627746582
2016-02-24,30.4891357421875
2016-02-25,30.72797966003418
2016-02-26,29.89198875427246
2016-02-29,29.969261169433594
2016-03-01,29.941160202026367
2016-03-02,30.26432991027832
2016-03-03,30.81227684020996
2016-03-04,31.332138061523438
2016-03-07,31.34619140625
2016-03-08,31.792882919311523
2016-03-09,31.870874404907227
2016-03-10,31.920507431030273
2016-03-11,31.431285858154297
2016-03-14,31.629806518554688
2016-03-15,31.721988677978516
2016-03-16,32.01268768310547
2016-03-17,32.65080261230469
2016-03-18,32.3671989440918
2016-03-21,32.409732818603516
2016-03-22,32.49483108520508
2016-03-23,32.76425552368164
2016-03-24,32.64372634887695
2016-03-28,32.672088623046875
2016-03-29,33.02660369873047
2016-03-30,32.998233795166016
2016-03-31,33.42364501953125
2016-04-01,33.5512809753418
2016-04-04,33.281837463378906
2016-04-05,32.757164001464844
2016-04-06,32.69334411621094
2016-04-07,32.54444122314453
2016-04-08,32.60116958618164
2016-04-11,32.3530158996582
2016-04-12,32.79969787597656
2016-04-13,32.45228576660156
2016-04-14,32.51609420776367
2016-04-15,32.89897537231445
2016-04-18,33.140037536621094
2016-04-19,33.40947341918945
2016-04-20,32.615352630615234
2016-04-21,31.828338623046875
2016-04-22,32.055213928222656
2016-04-25,32.07650375366211
2016-04-26,32.232479095458984
2016-04-27,32.657894134521484
2016-04-28,32.81388854980469
2016-04-29,32.707523345947266
2016-05-02,32.735897064208984
2016-05-03,32.679168701171875
2016-05-04,33.06913757324219
2016-05-05,32.93442153930664
2016-05-06,32.409732818603516
2016-05-09,32.757164001464844
2016-05-10,32.79262161254883
2016-05-11,32.87770080566406
2016-05-12,32.87061309814453
2016-05-13,32.523189544677734
2016-05-16,32.572811126708984
2016-05-17,32.026859283447266
2016-05-18,31.431285858154297
2016-05-19,31.75743293762207
2016-05-20,31.88505744934082
2016-05-23,31.56598472595215
2016-05-24,31.906333923339844
2016-05-25,31.048402786254883
2016-05-26,31.381643295288086
2016-05-27,31.580183029174805
2016-05-31,31.729068756103516
2016-06-01,31.9346923828125
2016-06-02,31.79997444152832
2016-06-03,32.161582946777344
2016-06-06,32.1190299987793
2016-06-07,31.611026763916016
2016-06-08,31.689733505249023
2016-06-09,31.925853729248047
2016-06-10,31.739824295043945
2016-06-13,31.854293823242188
2016-06-14,31.83283233642578
2016-06-15,31.70404815673828
2016-06-16,31.89723014831543
2016-06-17,32.061798095703125
2016-06-20,31.746978759765625
2016-06-21,31.675418853759766
2016-06-22,31.54662322998047
2016-06-23,31.69689178466797
2016-06-24,31.54662322998047
2016-06-27,31.78275489807129
2016-06-28,31.868616104125977
2016-06-29,32.40523910522461
2016-06-30,33.34970474243164
2016-07-01,33.27099609375
2016-07-05,33.3997917175293
2016-07-06,33.44987869262695
2016-07-07,32.59127426147461
2016-07-08,33.013427734375
2016-07-11,32.877479553222656
2016-07-12,32.512569427490234
2016-07-13,32.891788482666016
2016-07-14,32.712894439697266
2016-07-15,32.82024002075195
2016-07-18,32.84169387817383
2016-07-19,32.80592346191406
2016-07-20,32.4911003112793
2016-07-21,32.891788482666016
2016-07-22,33.342552185058594
2016-07-25,33.185142517089844
2016-07-26,32.748687744140625
2016-07-27,32.30507278442383
2016-07-28,32.254981994628906
2016-07-29,32.92039108276367
2016-08-01,32.47677230834961
2016-08-02,32.31222915649414
2016-08-03,32.061798095703125
2016-08-04,31.9186954498291
2016-08-05,31.4536190032959
2016-08-08,31.5108642578125
2016-08-09,31.374900817871094
2016-08-10,31.33197784423828
2016-08-11,31.42500114440918
2016-08-12,31.46076202392578
