Date,PFG
2015-07-01,34.82026290893555
2015-07-02,34.61183547973633
2015-07-06,34.349632263183594
2015-07-07,34.537872314453125
2015-07-08,33.7445182800293
2015-07-09,34.01345443725586
2015-07-10,34.44375228881836
2015-07-13,35.08918380737305
2015-07-14,35.095916748046875
2015-07-15,35.23039245605469
2015-07-16,35.694305419921875
2015-07-17,35.51276779174805
2015-07-20,35.754798889160156
2015-07-21,35.73463439941406
2015-07-22,35.66739273071289
2015-07-23,35.284175872802734
2015-07-24,36.615386962890625
2015-07-27,36.5078239440918
2015-07-28,36.527984619140625
2015-07-29,36.917945861816406
2015-07-30,37.17343521118164
2015-07-31,37.32135009765625
2015-08-03,37.576839447021484
2015-08-04,37.47598648071289
2015-08-05,37.48942947387695
2015-08-06,37.35496139526367
2015-08-07,37.13309097290039
2015-08-10,38.034027099609375
2015-08-11,37.66423797607422
2015-08-12,37.63734817504883
2015-08-13,38.26933670043945
2015-08-14,38.98200225830078
2015-08-17,38.77360153198242
2015-08-18,38.78030776977539
2015-08-19,38.42399215698242
2015-08-20,37.731468200683594
2015-08-21,36.25904846191406
2015-08-24,34.05379104614258
2015-08-25,32.789798736572266
2015-08-26,33.66383361816406
2015-08-27,34.57148742675781
2015-08-28,34.22188186645508
2015-08-31,33.85209274291992
2015-09-01,32.48725891113281
2015-09-02,32.853187561035156
2015-09-03,33.01584243774414
2015-09-04,32.23652267456055
2015-09-08,33.076820373535156
2015-09-09,32.37882614135742
2015-09-10,32.128089904785156
2015-09-11,32.64988708496094
2015-09-14,32.39237594604492
2015-09-15,33.3885498046875
2015-09-16,33.46986770629883
2015-09-17,33.25301742553711
2015-09-18,32.56180191040039
2015-09-21,32.99550247192383
2015-09-22,32.46015548706055
2015-09-23,32.23652267456055
2015-09-24,32.12132263183594
2015-09-25,32.56180191040039
2015-09-28,31.43687629699707
2015-09-29,31.707944869995117
2015-09-30,32.080665588378906
2015-10-01,32.100990295410156
2015-10-02,32.27717590332031
2015-10-05,33.266571044921875
2015-10-06,33.049713134765625
2015-10-07,33.564735412597656
2015-10-08,33.693504333496094
2015-10-09,33.51729965209961
2015-10-12,33.49018478393555
2015-10-13,32.826087951660156
2015-10-14,32.37205123901367
2015-10-15,33.049713134765625
2015-10-16,33.158138275146484
2015-10-19,33.29367446899414
2015-10-20,33.429203033447266
2015-10-21,32.975162506103516
2015-10-22,33.727386474609375
2015-10-23,34.228851318359375
2015-10-26,34.2830696105957
2015-10-27,33.19880294799805
2015-10-28,34.56090545654297
2015-10-29,34.425376892089844
2015-10-30,33.99168014526367
2015-11-02,34.804874420166016
2015-11-03,34.83197784423828
2015-11-04,34.43215560913086
2015-11-05,34.51347351074219
2015-11-06,35.20468521118164
2015-11-09,34.19496154785156
2015-11-10,34.2830696105957
2015-11-11,34.235633850097656
2015-11-12,33.23268508911133
2015-11-13,33.049713134765625
