Date,BG
2015-07-01,65.74822235107422
2015-07-02,65.49947357177734
2015-07-06,63.01178741455078
2015-07-07,63.67027282714844
2015-07-08,62.682533264160156
2015-07-09,62.63130569458008
2015-07-10,62.719112396240234
2015-07-13,63.22396469116211
2015-07-14,63.75075149536133
2015-07-15,63.43614196777344
2015-07-16,64.3653793334961
2015-07-17,64.46048736572266
2015-07-20,64.21173095703125
2015-07-21,63.28249740600586
2015-07-22,64.0361099243164
2015-07-23,63.75075149536133
2015-07-24,63.12882614135742
2015-07-27,62.60204315185547
2015-07-28,63.35566711425781
2015-07-29,62.63863754272461
2015-07-30,59.448524475097656
2015-07-31,58.4241828918457
2015-08-03,58.39491653442383
2015-08-04,57.86809539794922
2015-08-05,57.56080627441406
2015-08-06,56.51450729370117
2015-08-07,55.768192291259766
2015-08-10,56.33159637451172
2015-08-11,55.797462463378906
2015-08-12,56.57305145263672
2015-08-13,56.05354309082031
2015-08-14,55.83405303955078
2015-08-17,56.032569885253906
2015-08-18,55.561988830566406
2015-08-19,54.223663330078125
2015-08-20,53.61333084106445
2015-08-21,52.17943572998047
2015-08-24,51.64264678955078
2015-08-25,50.694053649902344
2015-08-26,51.20878219604492
2015-08-27,52.74563217163086
2015-08-28,53.36332702636719
2015-08-31,53.27508544921875
2015-09-01,51.804412841796875
2015-09-02,52.15737533569336
2015-09-03,52.11326599121094
2015-09-04,51.50291442871094
2015-09-08,51.96617126464844
2015-09-09,51.26762008666992
2015-09-10,51.62057113647461
2015-09-11,51.17201232910156
2015-09-14,51.36321258544922
2015-09-15,52.18679428100586
2015-09-16,52.70150375366211
2015-09-17,52.43680191040039
2015-09-18,51.9955940246582
2015-09-21,52.24560546875
2015-09-22,51.245540618896484
2015-09-23,51.1352653503418
2015-09-24,51.84117126464844
2015-09-25,52.31916046142578
2015-09-28,50.81906509399414
2015-09-29,53.23095703125
2015-09-30,53.900115966796875
2015-10-01,53.981014251708984
2015-10-02,54.833984375
2015-10-05,55.15753173828125
2015-10-06,55.23106384277344
2015-10-07,55.936988830566406
2015-10-08,56.392906188964844
2015-10-09,56.70908737182617
2015-10-12,56.71644592285156
2015-10-13,56.966453552246094
2015-10-14,56.84146499633789
2015-10-15,56.70908737182617
2015-10-16,57.194435119628906
2015-10-19,57.21649169921875
2015-10-20,57.31208801269531
2015-10-21,57.31942367553711
2015-10-22,58.15769958496094
2015-10-23,58.39301300048828
2015-10-26,58.275390625
2015-10-27,58.2459602355957
2015-10-28,58.17977523803711
2015-10-29,54.48101043701172
2015-10-30,53.650108337402344
2015-11-02,53.42950439453125
2015-11-03,52.65739822387695
2015-11-04,52.23826217651367
2015-11-05,53.91484069824219
2015-11-06,53.6574592590332
2015-11-09,52.65739822387695
2015-11-10,51.91471481323242
2015-11-11,51.39262771606445
2015-11-12,50.05438995361328
2015-11-13,50.30577850341797
2015-11-16,50.54975509643555
2015-11-17,48.76050567626953
2015-11-18,49.16714859008789
2015-11-19,48.89358901977539
2015-11-20,48.442604064941406
2015-11-23,50.54975509643555
2015-11-24,49.57379913330078
2015-11-25,50.106136322021484
2015-11-27,49.54423522949219
2015-11-30,49.248504638671875
2015-12-01,48.730934143066406
2015-12-02,48.37606430053711
2015-12-03,47.6145133972168
2015-12-04,48.043338775634766
2015-12-07,48.06551742553711
2015-12-08,46.88993835449219
2015-12-09,46.91213607788086
2015-12-10,46.963890075683594
2015-12-11,46.549842834472656
2015-12-14,45.6995849609375
2015-12-15,46.26887893676758
2015-12-16,46.705108642578125
2015-12-17,47.34834671020508
2015-12-18,48.87142562866211
2015-12-21,48.53132629394531
2015-12-22,49.43333053588867
2015-12-23,50.091373443603516
2015-12-24,50.586727142333984
2015-12-28,50.29835891723633
2015-12-29,50.95640182495117
2015-12-30,50.830726623535156
2015-12-31,50.48321533203125
2016-01-04,49.403751373291016
2016-01-05,49.226314544677734
2016-01-06,49.35200500488281
2016-01-07,49.196720123291016
2016-01-08,48.88621520996094
2016-01-11,49.130191802978516
2016-01-12,48.18381118774414
2016-01-13,47.962013244628906
2016-01-14,47.281803131103516
2016-01-15,45.69218444824219
2016-01-19,44.989810943603516
2016-01-20,44.09519577026367
2016-01-21,43.93251419067383
2016-01-22,44.309608459472656
2016-01-25,43.644161224365234
2016-01-26,43.85858917236328
2016-01-27,43.33364486694336
2016-01-28,44.420501708984375
2016-01-29,45.84745788574219
2016-02-01,45.27814483642578
2016-02-02,43.20055389404297
2016-02-03,43.79203414916992
2016-02-04,43.99167251586914
2016-02-05,43.93990707397461
2016-02-08,43.170982360839844
2016-02-09,41.958438873291016
2016-02-10,43.20055389404297
2016-02-11,35.33381652832031
2016-02-12,38.35220718383789
2016-02-16,38.87390899658203
2016-02-17,37.562217712402344
2016-02-18,37.69636535644531
2016-02-19,36.3772087097168
2016-02-22,38.255313873291016
2016-02-23,37.0405158996582
2016-02-24,36.958526611328125
2016-02-25,38.00192642211914
2016-02-26,37.614383697509766
2016-02-29,37.055419921875
2016-03-01,37.264095306396484
2016-03-02,38.38200759887695
2016-03-03,40.260135650634766
2016-03-04,40.91596984863281
2016-03-07,41.69853210449219
2016-03-08,40.856361389160156
2016-03-09,41.28862380981445
2016-03-10,41.5196533203125
2016-03-11,41.89229202270508
2016-03-14,40.990501403808594
2016-03-15,40.81162643432617
2016-03-16,40.856361389160156
2016-03-17,41.43022155761719
2016-03-18,41.60908508300781
2016-03-21,41.243892669677734
2016-03-22,41.05757522583008
2016-03-23,40.42408752441406
2016-03-24,41.62398910522461
2016-03-28,41.862491607666016
2016-03-29,42.42890167236328
2016-03-30,42.108428955078125
2016-03-31,42.23512649536133
2016-04-01,42.406532287597656
2016-04-04,41.71342086791992
2016-04-05,41.51220703125
2016-04-06,41.45257568359375
2016-04-07,42.05625915527344
2016-04-08,41.92210388183594
2016-04-11,41.84011459350586
2016-04-12,42.04134750366211
2016-04-13,42.13077926635742
2016-04-14,42.13823699951172
2016-04-15,42.86116409301758
2016-04-18,43.151817321777344
2016-04-19,44.11323547363281
2016-04-20,44.35918045043945
2016-04-21,44.29209518432617
2016-04-22,44.63492202758789
2016-04-25,44.18031692504883
2016-04-26,44.694557189941406
2016-04-27,45.05974578857422
2016-04-28,46.58757019042969
2016-04-29,46.58011245727539
2016-05-02,46.59502410888672
2016-05-03,46.05096435546875
2016-05-04,46.259647369384766
2016-05-05,45.1566276550293
2016-05-06,45.4249267578125
2016-05-09,45.22370910644531
2016-05-10,45.69324493408203
2016-05-11,45.59635543823242
2016-05-12,45.73794174194336
2016-05-13,45.20134353637695
2016-05-16,45.417484283447266
2016-05-17,45.102500915527344
2016-05-18,45.657470703125
2016-05-19,45.82246017456055
2016-05-20,47.0523796081543
2016-05-23,47.802345275878906
2016-05-24,48.33481216430664
2016-05-25,49.13727569580078
2016-05-26,49.42224884033203
2016-05-27,49.33976745605469
2016-05-31,50.29969787597656
2016-06-01,50.61468505859375
2016-06-02,50.80217361450195
2016-06-03,50.824676513671875
2016-06-06,50.58469009399414
2016-06-07,50.35971450805664
2016-06-08,49.87222671508789
2016-06-09,49.61724853515625
2016-06-10,49.04727554321289
2016-06-13,46.81990051269531
2016-06-14,46.62492370605469
2016-06-15,46.489933013916016
2016-06-16,46.032447814941406
2016-06-17,46.17494201660156
2016-06-20,46.294918060302734
2016-06-21,46.16744613647461
2016-06-22,46.15243148803711
2016-06-23,46.21242904663086
2016-06-24,44.06753921508789
2016-06-27,42.86760711669922
2016-06-28,43.64757537841797
2016-06-29,44.29254150390625
2016-06-30,44.36003875732422
2016-07-01,43.91756057739258
2016-07-05,43.317588806152344
2016-07-06,43.58758544921875
2016-07-07,43.467586517333984
2016-07-08,44.99749755859375
2016-07-11,44.63001251220703
2016-07-12,45.34248352050781
2016-07-13,45.154991149902344
2016-07-14,45.37998580932617
2016-07-15,45.78495407104492
2016-07-18,45.85994338989258
2016-07-19,45.54497146606445
2016-07-20,46.06243896484375
2016-07-21,46.2574348449707
2016-07-22,46.64742660522461
2016-07-25,46.039947509765625
2016-07-26,45.89745330810547
2016-07-27,45.91994094848633
2016-07-28,49.0097770690918
2016-07-29,49.377254486083984
2016-08-01,47.26987838745117
2016-08-02,47.494869232177734
2016-08-03,48.342315673828125
2016-08-04,48.85979461669922
2016-08-05,49.654747009277344
2016-08-08,49.36975860595703
2016-08-09,49.5422477722168
2016-08-10,49.33976745605469
2016-08-11,48.85228729248047
2016-08-12,49.317256927490234
2016-08-15,49.45974349975586
2016-08-16,48.37230682373047
2016-08-17,49.03660202026367
2016-08-18,48.266632080078125
2016-08-19,48.289276123046875
2016-08-22,48.30437469482422
2016-08-23,48.39495086669922
2016-08-24,47.95713424682617
2016-08-25,47.50421142578125
2016-08-26,47.156959533691406
2016-08-29,47.40607833862305
2016-08-30,47.19472122192383
2016-08-31,48.2364387512207
2016-09-01,47.526851654052734
2016-09-02,47.97977828979492
2016-09-06,48.372314453125
2016-09-07,48.42516326904297
2016-09-08,48.123199462890625
2016-09-09,46.741790771484375
2016-09-12,47.14186096191406
2016-09-13,46.009559631347656
2016-09-14,45.59438705444336
2016-09-15,45.58682632446289
2016-09-16,45.85859298706055
2016-09-19,45.06596755981445
2016-09-20,44.748924255371094
2016-09-21,45.541534423828125
2016-09-22,46.326602935791016
2016-09-23,45.37546157836914
2016-09-26,44.8923454284668
2016-09-27,44.77156448364258
2016-09-28,44.89988708496094
2016-09-29,44.356388092041016
2016-09-30,44.711185455322266
2016-10-03,44.83195877075195
2016-10-04,45.19429397583008
2016-10-05,46.00200271606445
2016-10-06,46.70404815673828
2016-10-07,46.017112731933594
2016-10-10,46.63610076904297
2016-10-11,45.496238708496094
2016-10-12,45.40566635131836
2016-10-13,45.420753479003906
2016-10-14,44.65833282470703
2016-10-17,44.26580047607422
2016-10-18,44.78667068481445
2016-10-19,45.33771896362305
2016-10-20,45.19429397583008
2016-10-21,45.93407440185547
2016-10-24,46.356807708740234
2016-10-25,46.386993408203125
2016-10-26,46.40208435058594
2016-10-27,46.26621627807617
2016-10-28,46.59081268310547
2016-10-31,46.809730529785156
2016-11-01,47.24000549316406
2016-11-02,51.942867279052734
2016-11-03,52.32785415649414
2016-11-04,52.320308685302734
2016-11-07,52.146690368652344
2016-11-08,52.878910064697266
2016-11-09,51.693763732910156
2016-11-10,50.84830856323242
2016-11-11,48.538387298583984
2016-11-14,50.25194549560547
2016-11-15,51.376708984375
2016-11-16,51.255184173583984
2016-11-17,51.21721267700195
2016-11-18,51.15645217895508
2016-11-21,51.460262298583984
2016-11-22,51.35392379760742
2016-11-23,50.974159240722656
2016-11-25,51.69572448730469
2016-11-28,50.4880256652832
2016-11-29,50.974159240722656
2016-11-30,51.862831115722656
2016-12-01,53.169281005859375
2016-12-02,52.50086212158203
2016-12-05,53.43512725830078
2016-12-06,54.31623077392578
2016-12-07,55.44795227050781
2016-12-08,55.75178909301758
2016-12-09,55.721405029296875
2016-12-12,55.911285400390625
2016-12-13,54.77954864501953
2016-12-14,53.97440719604492
2016-12-15,54.111122131347656
2016-12-16,55.31884002685547
2016-12-19,54.3390007019043
2016-12-20,54.63522720336914
2016-12-21,54.74916076660156
2016-12-22,54.27824401855469
2016-12-23,54.255462646484375
2016-12-27,54.68839645385742
2016-12-28,53.93644714355469
2016-12-29,53.79972839355469
2016-12-30,54.87070083618164
2017-01-03,55.630252838134766
2017-01-04,54.893489837646484
2017-01-05,54.004798889160156
2017-01-06,53.275611877441406
2017-01-09,53.275611877441406
2017-01-10,53.47311782836914
2017-01-11,53.62502670288086
2017-01-12,52.47048568725586
2017-01-13,52.28059005737305
2017-01-17,52.022335052490234
2017-01-18,52.41731262207031
2017-01-19,51.65016174316406
2017-01-20,51.619781494140625
2017-01-23,52.04512023925781
2017-01-24,52.18185043334961
2017-01-25,52.85784912109375
2017-01-26,51.862831115722656
2017-01-27,52.1514778137207
2017-01-30,51.505836486816406
2017-01-31,52.56923294067383
2017-02-01,52.17426681518555
2017-02-02,52.478065490722656
2017-02-03,52.88823699951172
2017-02-06,52.71352767944336
2017-02-07,52.45528793334961
2017-02-08,52.029930114746094
2017-02-09,52.083106994628906
2017-02-10,52.06790542602539
2017-02-13,51.999534606933594
2017-02-14,52.19061279296875
2017-02-15,57.42573165893555
2017-02-16,57.601497650146484
2017-02-17,59.44335174560547
2017-02-21,59.947757720947266
2017-02-22,60.71201705932617
2017-02-23,61.17818832397461
2017-02-24,61.94245529174805
2017-02-27,62.20993423461914
2017-02-28,62.5538444519043
2017-03-01,62.721988677978516
2017-03-02,61.85836410522461
2017-03-03,62.40098190307617
2017-03-06,62.148780822753906
2017-03-07,62.22521209716797
2017-03-08,61.468589782714844
2017-03-09,61.82017135620117
2017-03-10,61.99595260620117
2017-03-13,61.82017135620117
