Date,MA
2015-07-01,88.39985656738281
2015-07-02,88.15660858154297
2015-07-06,88.41856384277344
2015-07-07,87.9781494140625
2015-07-08,86.6662826538086
2015-07-09,87.18169403076172
2015-07-10,88.66218566894531
2015-07-13,89.48677062988281
2015-07-14,89.271240234375
2015-07-15,89.25251007080078
2015-07-16,89.78661346435547
2015-07-17,90.03026580810547
2015-07-20,91.13594818115234
2015-07-21,90.62059783935547
2015-07-22,90.7799072265625
2015-07-23,89.16820526123047
2015-07-24,89.79601287841797
2015-07-27,88.4466552734375
2015-07-28,89.16820526123047
2015-07-29,90.63932037353516
2015-07-30,92.2135238647461
2015-07-31,91.26713562011719
2015-08-03,91.30461120605469
2015-08-04,91.17342376708984
2015-08-05,92.08236694335938
2015-08-06,91.042236328125
2015-08-07,91.61383819580078
2015-08-10,91.90433502197266
2015-08-11,91.07974243164062
2015-08-12,90.92981719970703
2015-08-13,91.10784912109375
2015-08-14,91.72628784179688
2015-08-17,91.69818878173828
2015-08-18,91.45455169677734
2015-08-19,90.51751708984375
2015-08-20,88.60594940185547
2015-08-21,84.97027587890625
2015-08-24,82.29974365234375
2015-08-25,81.35330200195312
2015-08-26,85.9354019165039
2015-08-27,88.1280746459961
2015-08-28,88.15618133544922
2015-08-31,86.55386352539062
2015-09-01,83.44290924072266
2015-09-02,84.73602294921875
2015-09-03,85.87921142578125
2015-09-04,84.8297119140625
2015-09-08,87.05047607421875
2015-09-09,84.30496978759766
2015-09-10,84.03324890136719
2015-09-11,85.59807586669922
2015-09-14,85.21389770507812
2015-09-15,86.31021881103516
2015-09-16,86.89117431640625
2015-09-17,87.34098052978516
2015-09-18,86.34770202636719
2015-09-21,87.1910171508789
2015-09-22,86.27274322509766
2015-09-23,86.33834075927734
2015-09-24,85.382568359375
2015-09-25,85.55123138427734
2015-09-28,82.78695678710938
2015-09-29,83.17115783691406
2015-09-30,84.44552612304688
2015-10-01,85.01713562011719
2015-10-02,86.27274322509766
2015-10-05,88.39044189453125
2015-10-06,88.00625610351562
2015-10-07,89.33910369873047
2015-10-08,89.98677825927734
2015-10-09,89.9398193359375
2015-10-12,90.70954895019531
2015-10-13,90.0430679321289
2015-10-14,89.1983413696289
2015-10-15,91.1976089477539
2015-10-16,91.6481704711914
2015-10-19,91.74203491210938
2015-10-20,91.67631530761719
2015-10-21,90.67196655273438
2015-10-22,92.00482940673828
