Date,AIZ
2015-07-01,55.381072998046875
2015-07-02,55.42954635620117
2015-07-06,55.25181198120117
2015-07-07,56.18090057373047
2015-07-08,55.04984664916992
2015-07-09,55.744625091552734
2015-07-10,56.714088439941406
2015-07-13,57.57854461669922
2015-07-14,58.11981964111328
2015-07-15,59.065067291259766
2015-07-16,59.41246032714844
2015-07-17,58.74998474121094
2015-07-20,58.48338317871094
2015-07-21,58.73382568359375
2015-07-22,59.09736633300781
2015-07-23,58.73382568359375
2015-07-24,59.02469253540039
2015-07-27,58.67728042602539
2015-07-28,58.887332916259766
2015-07-29,59.86488342285156
2015-07-30,60.71316146850586
2015-07-31,60.268829345703125
2015-08-03,61.66648483276367
2015-08-04,61.448360443115234
2015-08-05,61.94117736816406
2015-08-06,61.95732879638672
2015-08-07,62.256263732910156
2015-08-10,63.02375411987305
2015-08-11,63.9285774230957
2015-08-12,63.70238494873047
2015-08-13,64.27598571777344
2015-08-14,64.30829620361328
2015-08-17,64.21134185791016
2015-08-18,64.13056182861328
2015-08-19,63.775089263916016
2015-08-20,62.29663848876953
2015-08-21,60.47081756591797
2015-08-24,57.837074279785156
2015-08-25,58.19252395629883
2015-08-26,60.05877685546875
2015-08-27,60.91861343383789
2015-08-28,60.66716384887695
2015-08-31,60.31021499633789
2015-09-01,58.55812454223633
2015-09-02,59.28816604614258
2015-09-03,59.32061004638672
2015-09-04,58.76091766357422
2015-09-08,59.84787368774414
2015-09-09,59.4747428894043
2015-09-10,61.210636138916016
2015-09-11,62.31382751464844
2015-09-14,62.167789459228516
2015-09-15,63.108741760253906
2015-09-16,62.394927978515625
2015-09-17,62.17591094970703
2015-09-18,61.24308395385742
2015-09-21,61.908226013183594
2015-09-22,61.32419204711914
2015-09-23,61.973121643066406
2015-09-24,62.443599700927734
2015-09-25,63.34400177001953
2015-09-28,62.15158462524414
2015-09-29,62.82485580444336
2015-09-30,64.09027099609375
2015-10-01,63.66848373413086
2015-10-02,63.473785400390625
2015-10-05,64.6337661743164
2015-10-06,65.0150146484375
2015-10-07,64.92577362060547
2015-10-08,66.28853607177734
2015-10-09,65.34756469726562
2015-10-12,65.2340316772461
2015-10-13,65.28270721435547
2015-10-14,64.62566375732422
2015-10-15,64.8933334350586
2015-10-16,64.95011138916016
2015-10-19,65.74504852294922
2015-10-20,66.67790985107422
2015-10-21,64.82030487060547
2015-10-22,65.53414916992188
2015-10-23,66.39397430419922
2015-10-26,66.54811096191406
2015-10-27,65.7693862915039
2015-10-28,66.02893829345703
2015-10-29,66.87258911132812
2015-10-30,66.13440704345703
2015-11-02,67.27005004882812
2015-11-03,67.74052429199219
2015-11-04,67.23759460449219
2015-11-05,68.0000991821289
2015-11-06,68.86805725097656
2015-11-09,68.19477844238281
2015-11-10,68.84370422363281
2015-11-11,68.45436096191406
2015-11-12,67.13214111328125
2015-11-13,66.63733673095703
2015-11-16,67.70809173583984
2015-11-17,68.12175750732422
2015-11-18,69.37907409667969
2015-11-19,69.4926528930664
2015-11-20,69.99556732177734
2015-11-23,69.67109680175781
2015-11-24,69.4439697265625
2015-11-25,69.19920349121094
2015-11-27,69.47660064697266
2015-11-30,69.77849578857422
2015-12-01,69.56636047363281
2015-12-02,69.04419708251953
2015-12-03,67.71418762207031
2015-12-04,70.6270751953125
2015-12-07,70.8310546875
2015-12-08,70.03961944580078
2015-12-09,68.6117172241211
2015-12-10,68.62804412841797
2015-12-11,67.14305114746094
2015-12-14,66.44135284423828
2015-12-15,66.7840347290039
2015-12-16,67.35518646240234
2015-12-17,66.00076293945312
2015-12-18,64.53205871582031
2015-12-21,65.24192810058594
2015-12-22,65.66621398925781
2015-12-23,66.05787658691406
2015-12-24,65.99259185791016
2015-12-28,66.0415267944336
2015-12-29,66.89825439453125
2015-12-30,66.39239501953125
2015-12-31,65.71517944335938
2016-01-04,64.06696319580078
2016-01-05,65.13587188720703
2016-01-06,64.27911376953125
2016-01-07,62.834922790527344
2016-01-08,62.06793212890625
2016-01-11,63.153160095214844
2016-01-12,63.47136306762695
2016-01-13,64.00984954833984
2016-01-14,64.72791290283203
2016-01-15,63.86298751831055
2016-01-19,64.06696319580078
2016-01-20,62.53300094604492
2016-01-21,62.989925384521484
2016-01-22,64.84212493896484
2016-01-25,63.73247146606445
2016-01-26,64.6299819946289
2016-01-27,64.41785430908203
2016-01-28,64.8257827758789
2016-01-29,66.34343719482422
2016-02-01,66.07417297363281
2016-02-02,64.72791290283203
2016-02-03,64.8257827758789
2016-02-04,64.16490936279297
2016-02-05,64.03433990478516
2016-02-08,62.19851303100586
2016-02-09,62.41065216064453
2016-02-10,54.039180755615234
2016-02-11,54.59402084350586
2016-02-12,54.72455978393555
2016-02-16,54.871437072753906
2016-02-17,56.50331115722656
2016-02-18,55.834228515625
2016-02-19,57.384490966796875
2016-02-22,57.59662628173828
2016-02-23,57.25394058227539
2016-02-24,57.61296081542969
2016-02-25,59.552276611328125
2016-02-26,59.774173736572266
2016-02-29,58.42647933959961
2016-03-01,60.2672119140625
2016-03-02,60.2097053527832
2016-03-03,60.932830810546875
2016-03-04,60.899967193603516
2016-03-07,60.35760498046875
2016-03-08,61.81211471557617
2016-03-09,62.97077941894531
2016-03-10,63.09403991699219
2016-03-11,63.76789474487305
2016-03-14,63.62818908691406
2016-03-15,64.64714813232422
2016-03-16,64.0390625
2016-03-17,64.50746154785156
2016-03-18,64.11299133300781
2016-03-21,64.36773681640625
2016-03-22,64.59784698486328
2016-03-23,64.0636978149414
2016-03-24,63.42274856567383
2016-03-28,63.8089485168457
2016-03-29,63.365238189697266
2016-03-30,64.39240264892578
2016-03-31,63.39811325073242
2016-04-01,64.18698120117188
2016-04-04,63.882904052734375
2016-04-05,63.58710479736328
2016-04-06,64.0636978149414
2016-04-07,63.34877014160156
2016-04-08,64.0226058959961
2016-04-11,64.60606384277344
2016-04-12,65.49356842041016
2016-04-13,66.78369140625
2016-04-14,66.46321105957031
2016-04-15,66.43033599853516
2016-04-18,66.84944915771484
2016-04-19,66.9891357421875
2016-04-20,66.89875030517578
2016-04-21,64.90190124511719
2016-04-22,65.43602752685547
2016-04-25,64.90190124511719
2016-04-26,65.17308044433594
2016-04-27,70.12002563476562
2016-04-28,69.51191711425781
2016-04-29,69.49547576904297
2016-05-02,70.87603759765625
2016-05-03,70.85958862304688
2016-05-04,70.711669921875
2016-05-05,70.87603759765625
2016-05-06,70.96643829345703
2016-05-09,70.72808837890625
2016-05-10,71.50056457519531
2016-05-11,70.99105072021484
2016-05-12,71.73063659667969
2016-05-13,71.50056457519531
2016-05-16,71.79638671875
2016-05-17,70.93354034423828
2016-05-18,72.28121948242188
2016-05-19,71.62380981445312
2016-05-20,72.06755065917969
2016-05-23,71.60740661621094
2016-05-24,72.86466217041016
2016-05-25,72.1004409790039
