Date,MKTX
2020-06-16,498.989990234375
2020-06-17,508.989990234375
2020-06-18,500.8599853515625
2020-06-19,520.280029296875
2020-06-22,519.0700073242188
2020-06-23,519.52001953125
2020-06-24,505.19000244140625
2020-06-25,507.3599853515625
2020-06-26,489.8299865722656
2020-06-29,498.6099853515625
2020-06-30,500.9200134277344
2020-07-01,506.010009765625
2020-07-02,501.8800048828125
2020-07-06,520.7899780273438
2020-07-07,533.1599731445312
2020-07-08,544.4199829101562
2020-07-09,548.6099853515625
2020-07-10,537.22998046875
2020-07-13,517.5700073242188
2020-07-14,522.219970703125
2020-07-15,531.8599853515625
2020-07-16,530.760009765625
2020-07-17,532.5399780273438
2020-07-20,534.0499877929688
2020-07-21,533.4500122070312
2020-07-22,527.1099853515625
2020-07-23,509.17999267578125
2020-07-24,505.80999755859375
2020-07-27,521.0
2020-07-28,509.6000061035156
2020-07-29,517.3900146484375
2020-07-30,516.5499877929688
2020-07-31,516.7000122070312
2020-08-03,511.69000244140625
2020-08-04,508.6700134277344
2020-08-05,510.0899963378906
2020-08-06,503.6499938964844
2020-08-07,508.20001220703125
2020-08-10,482.6700134277344
2020-08-11,482.7900085449219
2020-08-12,492.5400085449219
2020-08-13,496.760009765625
2020-08-14,496.5
2020-08-17,500.5899963378906
2020-08-18,499.0299987792969
2020-08-19,491.8800048828125
2020-08-20,501.3699951171875
2020-08-21,499.8399963378906
2020-08-24,489.4800109863281
2020-08-25,484.489990234375
2020-08-26,499.4100036621094
2020-08-27,496.20001220703125
2020-08-28,484.3699951171875
2020-08-31,485.94000244140625
2020-09-01,490.4200134277344
2020-09-02,494.0899963378906
2020-09-03,471.2300109863281
2020-09-04,454.45001220703125
2020-09-08,449.6199951171875
2020-09-09,458.6700134277344
2020-09-10,451.5299987792969
2020-09-11,453.07000732421875
2020-09-14,461.8500061035156
2020-09-15,464.05999755859375
2020-09-16,461.9200134277344
2020-09-17,447.489990234375
2020-09-18,438.6600036621094
2020-09-21,443.0
2020-09-22,446.95001220703125
2020-09-23,449.4599914550781
2020-09-24,452.1199951171875
2020-09-25,465.1000061035156
2020-09-28,476.04998779296875
2020-09-29,485.42999267578125
2020-09-30,481.5899963378906
2020-10-01,482.9700012207031
2020-10-02,482.5199890136719
2020-10-05,497.2799987792969
2020-10-06,498.5799865722656
2020-10-07,510.2300109863281
2020-10-08,518.4199829101562
2020-10-09,522.0499877929688
2020-10-12,532.22998046875
2020-10-13,540.0900268554688
2020-10-14,535.4299926757812
2020-10-15,540.47998046875
2020-10-16,538.0700073242188
2020-10-19,539.260009765625
2020-10-20,549.989990234375
2020-10-21,558.0800170898438
2020-10-22,567.3699951171875
2020-10-23,558.9099731445312
2020-10-26,547.3099975585938
2020-10-27,573.0
2020-10-28,557.02001953125
2020-10-29,555.8599853515625
2020-10-30,538.8499755859375
2020-11-02,538.7899780273438
2020-11-03,539.6900024414062
2020-11-04,579.9199829101562
2020-11-05,581.1699829101562
2020-11-06,579.1799926757812
2020-11-09,534.8400268554688
2020-11-10,525.0399780273438
2020-11-11,544.9099731445312
2020-11-12,534.8099975585938
2020-11-13,522.9299926757812
2020-11-16,521.989990234375
2020-11-17,514.0900268554688
2020-11-18,512.260009765625
2020-11-19,534.219970703125
2020-11-20,546.1400146484375
2020-11-23,519.9099731445312
2020-11-24,518.4600219726562
2020-11-25,514.3499755859375
2020-11-27,533.8900146484375
2020-11-30,539.1799926757812
2020-12-01,546.6099853515625
2020-12-02,540.780029296875
2020-12-03,555.6300048828125
2020-12-04,539.1699829101562
2020-12-07,569.9400024414062
2020-12-08,566.010009765625
2020-12-09,564.6699829101562
2020-12-10,551.5800170898438
2020-12-11,547.6699829101562
2020-12-14,551.1500244140625
2020-12-15,553.7899780273438
2020-12-16,560.5
2020-12-17,577.3499755859375
2020-12-18,578.8800048828125
2020-12-21,578.4400024414062
2020-12-22,590.3200073242188
2020-12-23,572.969970703125
2020-12-24,573.0800170898438
2020-12-28,565.77001953125
2020-12-29,564.7899780273438
2020-12-30,562.27001953125
2020-12-31,570.5599975585938
2021-01-04,562.780029296875
2021-01-05,554.25
2021-01-06,545.0800170898438
2021-01-07,549.2100219726562
2021-01-08,552.0900268554688
2021-01-11,543.719970703125
2021-01-12,528.6799926757812
2021-01-13,536.3200073242188
2021-01-14,512.0800170898438
2021-01-15,523.0
2021-01-19,515.8900146484375
2021-01-20,517.3699951171875
2021-01-21,514.1300048828125
2021-01-22,509.70001220703125
2021-01-25,509.3500061035156
2021-01-26,509.80999755859375
2021-01-27,534.4299926757812
2021-01-28,536.5499877929688
2021-01-29,540.760009765625
2021-02-01,568.72998046875
2021-02-02,580.1099853515625
2021-02-03,563.8099975585938
2021-02-04,566.2000122070312
2021-02-05,571.6599731445312
2021-02-08,569.719970703125
2021-02-09,557.760009765625
2021-02-10,553.989990234375
2021-02-11,545.719970703125
2021-02-12,552.5499877929688
2021-02-16,537.52001953125
2021-02-17,535.7100219726562
2021-02-18,543.6900024414062
2021-02-19,550.2100219726562
2021-02-22,541.0700073242188
2021-02-23,549.1400146484375
2021-02-24,545.4600219726562
2021-02-25,551.77001953125
2021-02-26,555.9400024414062
2021-03-01,579.0700073242188
2021-03-02,578.8800048828125
2021-03-03,509.3500061035156
2021-03-04,484.92999267578125
2021-03-05,504.3699951171875
2021-03-08,512.969970703125
2021-03-09,524.0900268554688
2021-03-10,516.7899780273438
2021-03-11,523.8200073242188
2021-03-12,518.969970703125
2021-03-15,525.4099731445312
2021-03-16,516.9099731445312
2021-03-17,513.0
2021-03-18,501.4200134277344
2021-03-19,510.1199951171875
2021-03-22,521.280029296875
2021-03-23,526.1199951171875
2021-03-24,500.92999267578125
2021-03-25,497.7099914550781
2021-03-26,517.7999877929688
2021-03-29,516.6799926757812
2021-03-30,495.75
2021-03-31,497.9200134277344
2021-04-01,520.280029296875
2021-04-05,520.0
2021-04-06,533.0599975585938
2021-04-07,521.010009765625
2021-04-08,531.47998046875
2021-04-09,534.5599975585938
2021-04-12,535.4500122070312
2021-04-13,539.6799926757812
2021-04-14,534.8400268554688
2021-04-15,539.1500244140625
2021-04-16,534.9500122070312
2021-04-19,533.6199951171875
2021-04-20,529.1199951171875
2021-04-21,523.25
2021-04-22,502.8800048828125
2021-04-23,507.4599914550781
2021-04-26,505.2099914550781
2021-04-27,495.6499938964844
2021-04-28,489.3699951171875
2021-04-29,495.7699890136719
2021-04-30,488.4599914550781
2021-05-03,488.67999267578125
2021-05-04,474.0
2021-05-05,456.6199951171875
2021-05-06,438.6099853515625
2021-05-07,437.1700134277344
2021-05-10,439.7900085449219
2021-05-11,448.0400085449219
2021-05-12,444.82000732421875
2021-05-13,452.2200012207031
2021-05-14,456.29998779296875
2021-05-17,455.0899963378906
2021-05-18,446.70001220703125
2021-05-19,443.1400146484375
2021-05-20,450.94000244140625
2021-05-21,455.989990234375
2021-05-24,456.3999938964844
2021-05-25,458.5199890136719
2021-05-26,462.760009765625
2021-05-27,462.0299987792969
2021-05-28,466.5400085449219
2021-06-01,454.3299865722656
2021-06-02,460.4599914550781
2021-06-03,444.2099914550781
2021-06-04,450.2300109863281
2021-06-07,448.5899963378906
2021-06-08,440.760009765625
2021-06-09,433.6199951171875
2021-06-10,432.8900146484375
2021-06-11,440.8599853515625
2021-06-14,454.7099914550781
2021-06-15,452.5199890136719
2021-06-16,449.3599853515625
2021-06-17,461.0899963378906
2021-06-18,449.5400085449219
2021-06-21,455.20001220703125
2021-06-22,457.80999755859375
2021-06-23,457.82000732421875
2021-06-24,461.05999755859375
2021-06-25,467.9599914550781
2021-06-28,469.6199951171875
2021-06-29,472.1400146484375
2021-06-30,463.5899963378906
2021-07-01,464.2099914550781
2021-07-02,463.8699951171875
2021-07-06,471.79998779296875
2021-07-07,450.0799865722656
2021-07-08,459.0199890136719
2021-07-09,460.7699890136719
2021-07-12,461.82000732421875
2021-07-13,459.0
2021-07-14,459.4599914550781
2021-07-15,454.6700134277344
2021-07-16,459.0899963378906
2021-07-19,462.67999267578125
2021-07-20,460.5
2021-07-21,455.8500061035156
2021-07-22,464.4200134277344
2021-07-23,475.19000244140625
2021-07-26,466.95001220703125
2021-07-27,466.7200012207031
2021-07-28,470.94000244140625
2021-07-29,475.7799987792969
2021-07-30,475.1700134277344
2021-08-02,480.0
2021-08-03,479.94000244140625
2021-08-04,492.1300048828125
2021-08-05,490.7300109863281
2021-08-06,485.70001220703125
2021-08-09,484.6400146484375
2021-08-10,467.54998779296875
2021-08-11,462.5
2021-08-12,463.30999755859375
2021-08-13,463.4200134277344
2021-08-16,470.04998779296875
2021-08-17,474.5299987792969
2021-08-18,461.8399963378906
2021-08-19,472.2699890136719
2021-08-20,475.5
2021-08-23,476.7799987792969
2021-08-24,480.75
2021-08-25,472.3299865722656
2021-08-26,476.5299987792969
2021-08-27,484.7699890136719
2021-08-30,477.5199890136719
2021-08-31,475.9200134277344
2021-09-01,479.5400085449219
2021-09-02,479.4700012207031
2021-09-03,475.2200012207031
2021-09-07,451.29998779296875
2021-09-08,451.8500061035156
2021-09-09,443.6300048828125
2021-09-10,438.489990234375
2021-09-13,432.0799865722656
2021-09-14,426.239990234375
2021-09-15,425.7900085449219
2021-09-16,427.6199951171875
2021-09-17,426.0
2021-09-20,425.4800109863281
2021-09-21,421.80999755859375
2021-09-22,425.6499938964844
2021-09-23,425.1000061035156
2021-09-24,424.0
2021-09-27,417.2200012207031
2021-09-28,418.8599853515625
2021-09-29,423.6600036621094
2021-09-30,420.69000244140625
2021-10-01,417.82000732421875
2021-10-04,417.82000732421875
2021-10-05,431.5299987792969
2021-10-06,412.42999267578125
2021-10-07,419.8399963378906
2021-10-08,410.1499938964844
2021-10-11,402.9599914550781
2021-10-12,397.79998779296875
2021-10-13,400.0799865722656
2021-10-14,403.1700134277344
2021-10-15,405.7699890136719
2021-10-18,405.0
2021-10-19,411.19000244140625
2021-10-20,405.69000244140625
2021-10-21,410.7300109863281
2021-10-22,415.42999267578125
2021-10-25,407.25
2021-10-26,404.5400085449219
2021-10-27,403.4700012207031
2021-10-28,405.05999755859375
2021-10-29,408.6700134277344
2021-11-01,408.6099853515625
2021-11-02,407.1099853515625
2021-11-03,404.5400085449219
2021-11-04,388.5299987792969
2021-11-05,388.30999755859375
2021-11-08,390.05999755859375
2021-11-09,387.19000244140625
2021-11-10,388.739990234375
2021-11-11,382.7200012207031
2021-11-12,388.82000732421875
2021-11-15,389.2699890136719
2021-11-16,392.5799865722656
2021-11-17,382.8299865722656
2021-11-18,366.8299865722656
2021-11-19,359.7900085449219
2021-11-22,367.25
2021-11-23,362.75
2021-11-24,361.4200134277344
2021-11-26,360.5199890136719
2021-11-29,352.9599914550781
2021-11-30,352.69000244140625
2021-12-01,343.7300109863281
2021-12-02,351.07000732421875
2021-12-03,349.0799865722656
2021-12-06,362.0
2021-12-07,380.67999267578125
2021-12-08,384.8699951171875
2021-12-09,379.7799987792969
2021-12-10,385.8399963378906
2021-12-13,401.8699951171875
2021-12-14,395.4200134277344
2021-12-15,414.2099914550781
2021-12-16,408.3800048828125
2021-12-17,410.4200134277344
2021-12-20,403.4599914550781
2021-12-21,411.55999755859375
2021-12-22,409.0199890136719
2021-12-23,410.6700134277344
2021-12-27,413.6099853515625
2021-12-28,414.17999267578125
2021-12-29,411.3399963378906
2021-12-30,412.6600036621094
2021-12-31,411.2699890136719
2022-01-03,396.8299865722656
2022-01-04,394.3699951171875
2022-01-05,379.0299987792969
2022-01-06,373.3500061035156
2022-01-07,378.739990234375
2022-01-10,380.80999755859375
2022-01-11,380.5400085449219
2022-01-12,371.3699951171875
2022-01-13,363.9200134277344
2022-01-14,371.5400085449219
2022-01-18,364.9100036621094
2022-01-19,373.4200134277344
2022-01-20,369.2900085449219
2022-01-21,364.5799865722656
2022-01-24,365.2200012207031
2022-01-25,352.010009765625
2022-01-26,332.6499938964844
2022-01-27,330.1199951171875
2022-01-28,335.30999755859375
2022-01-31,344.4800109863281
2022-02-01,350.7200012207031
2022-02-02,344.260009765625
2022-02-03,349.9200134277344
2022-02-04,366.7099914550781
2022-02-07,370.3500061035156
2022-02-08,368.0899963378906
2022-02-09,370.9800109863281
2022-02-10,369.8299865722656
2022-02-11,378.0
2022-02-14,370.3299865722656
2022-02-15,381.8399963378906
2022-02-16,374.7799987792969
2022-02-17,374.8800048828125
2022-02-18,372.010009765625
2022-02-22,373.1499938964844
2022-02-23,368.4200134277344
2022-02-24,377.0
2022-02-25,379.32000732421875
2022-02-28,381.42999267578125
2022-03-01,379.8900146484375
2022-03-02,378.55999755859375
2022-03-03,360.67999267578125
2022-03-04,368.3299865722656
2022-03-07,353.989990234375
2022-03-08,340.9599914550781
2022-03-09,348.44000244140625
2022-03-10,342.79998779296875
2022-03-11,342.5899963378906
2022-03-14,343.8399963378906
2022-03-15,347.510009765625
2022-03-16,354.4100036621094
2022-03-17,354.3399963378906
2022-03-18,353.8399963378906
2022-03-21,348.67999267578125
2022-03-22,352.45001220703125
2022-03-23,346.6099853515625
2022-03-24,353.6000061035156
2022-03-25,351.8900146484375
2022-03-28,359.739990234375
2022-03-29,357.30999755859375
2022-03-30,346.9100036621094
2022-03-31,340.20001220703125
2022-04-01,339.44000244140625
2022-04-04,345.510009765625
2022-04-05,307.6000061035156
2022-04-06,287.8299865722656
2022-04-07,287.239990234375
2022-04-08,281.05999755859375
2022-04-11,280.8399963378906
2022-04-12,273.95001220703125
2022-04-13,271.5799865722656
2022-04-14,265.45001220703125
2022-04-18,257.1199951171875
2022-04-19,263.7099914550781
2022-04-20,273.92999267578125
2022-04-21,272.8800048828125
2022-04-22,265.92999267578125
2022-04-25,267.95001220703125
2022-04-26,260.80999755859375
2022-04-27,261.2699890136719
2022-04-28,271.5299987792969
2022-04-29,263.6099853515625
2022-05-02,261.45001220703125
2022-05-03,265.0799865722656
2022-05-04,280.739990234375
2022-05-05,275.9700012207031
2022-05-06,265.0400085449219
2022-05-09,257.010009765625
2022-05-10,255.52000427246094
2022-05-11,252.97000122070312
2022-05-12,257.260009765625
2022-05-13,263.3800048828125
2022-05-16,257.8999938964844
2022-05-17,260.30999755859375
2022-05-18,250.17999267578125
2022-05-19,267.94000244140625
2022-05-20,279.30999755859375
2022-05-23,282.8500061035156
2022-05-24,279.0199890136719
2022-05-25,276.5400085449219
2022-05-26,282.1199951171875
2022-05-27,287.8900146484375
2022-05-31,281.67999267578125
2022-06-01,276.9100036621094
2022-06-02,287.3900146484375
2022-06-03,278.4800109863281
2022-06-06,281.42999267578125
2022-06-07,284.489990234375
2022-06-08,281.010009765625
2022-06-09,274.010009765625
2022-06-10,273.8900146484375
2022-06-13,267.7799987792969
2022-06-14,268.4800109863281
2022-06-15,270.0400085449219
2022-06-16,269.1199951171875
2022-06-17,264.2099914550781
2022-06-21,265.739990234375
2022-06-22,269.0400085449219
2022-06-23,272.7300109863281
2022-06-24,277.6400146484375
2022-06-27,272.0
2022-06-28,265.6300048828125
2022-06-29,260.489990234375
2022-06-30,256.010009765625
2022-07-01,257.7699890136719
2022-07-05,264.7699890136719
2022-07-06,259.6300048828125
2022-07-07,267.5799865722656
2022-07-08,266.1099853515625
2022-07-11,261.8599853515625
2022-07-12,256.6700134277344
2022-07-13,259.4599914550781
2022-07-14,260.29998779296875
2022-07-15,266.57000732421875
2022-07-18,266.9200134277344
2022-07-19,274.739990234375
2022-07-20,267.4100036621094
2022-07-21,270.6700134277344
2022-07-22,270.8399963378906
2022-07-25,264.7099914550781
2022-07-26,256.3699951171875
2022-07-27,258.2300109863281
2022-07-28,267.3900146484375
2022-07-29,270.7799987792969
2022-08-01,269.3999938964844
2022-08-02,271.7900085449219
2022-08-03,266.3900146484375
2022-08-04,269.42999267578125
2022-08-05,264.2300109863281
2022-08-08,268.9100036621094
2022-08-09,265.2300109863281
2022-08-10,269.7300109863281
2022-08-11,265.989990234375
2022-08-12,270.8599853515625
2022-08-15,276.5799865722656
2022-08-16,277.5199890136719
2022-08-17,274.25
2022-08-18,272.5299987792969
2022-08-19,262.30999755859375
2022-08-22,258.07000732421875
2022-08-23,251.75
2022-08-24,254.02999877929688
2022-08-25,255.99000549316406
2022-08-26,244.9499969482422
2022-08-29,242.47999572753906
2022-08-30,244.0
2022-08-31,248.58999633789062
2022-09-01,251.32000732421875
2022-09-02,249.91000366210938
2022-09-06,242.5800018310547
2022-09-07,247.72000122070312
2022-09-08,256.94000244140625
2022-09-09,265.92999267578125
2022-09-12,264.0299987792969
2022-09-13,261.5400085449219
2022-09-14,262.92999267578125
2022-09-15,256.80999755859375
2022-09-16,252.10000610351562
2022-09-19,238.52999877929688
2022-09-20,235.8000030517578
2022-09-21,234.38999938964844
2022-09-22,227.89999389648438
2022-09-23,227.47999572753906
2022-09-26,225.38999938964844
2022-09-27,219.05999755859375
2022-09-28,223.16000366210938
2022-09-29,224.60000610351562
2022-09-30,222.49000549316406
2022-10-03,231.58999633789062
2022-10-04,236.13999938964844
2022-10-05,239.5399932861328
2022-10-06,238.25
2022-10-07,235.6199951171875
2022-10-10,232.80999755859375
2022-10-11,231.60000610351562
2022-10-12,237.14999389648438
2022-10-13,238.89999389648438
2022-10-14,229.77000427246094
2022-10-17,235.86000061035156
2022-10-18,241.16000366210938
2022-10-19,233.47000122070312
2022-10-20,231.47999572753906
2022-10-21,243.02000427246094
2022-10-24,241.8699951171875
2022-10-25,246.77000427246094
2022-10-26,238.3000030517578
2022-10-27,237.8000030517578
2022-10-28,244.57000732421875
2022-10-31,244.0399932861328
2022-11-01,238.57000732421875
2022-11-02,232.08999633789062
2022-11-03,228.8699951171875
2022-11-04,233.99000549316406
2022-11-07,238.19000244140625
2022-11-08,246.88999938964844
2022-11-09,251.9199981689453
2022-11-10,277.4700012207031
2022-11-11,283.29998779296875
2022-11-14,266.5899963378906
2022-11-15,264.70001220703125
2022-11-16,262.239990234375
2022-11-17,256.510009765625
2022-11-18,259.7900085449219
2022-11-21,255.8800048828125
2022-11-22,256.2799987792969
2022-11-23,256.80999755859375
2022-11-25,256.8399963378906
2022-11-28,254.6199951171875
2022-11-29,256.0799865722656
2022-11-30,267.9200134277344
2022-12-01,273.2699890136719
2022-12-02,281.1600036621094
2022-12-05,284.7799987792969
2022-12-06,285.04998779296875
2022-12-07,275.1400146484375
2022-12-08,283.1600036621094
2022-12-09,280.92999267578125
2022-12-12,286.75
2022-12-13,289.44000244140625
2022-12-14,285.5299987792969
2022-12-15,278.5400085449219
2022-12-16,278.5899963378906
2022-12-19,271.4800109863281
2022-12-20,266.6499938964844
2022-12-21,277.9800109863281
2022-12-22,281.760009765625
2022-12-23,280.8500061035156
2022-12-27,279.8500061035156
2022-12-28,276.45001220703125
2022-12-29,283.3299865722656
2022-12-30,278.8900146484375
2023-01-03,284.8699951171875
2023-01-04,286.7699890136719
2023-01-05,298.2300109863281
2023-01-06,314.0
2023-01-09,319.1000061035156
2023-01-10,321.1199951171875
2023-01-11,327.260009765625
2023-01-12,323.6099853515625
2023-01-13,329.0199890136719
2023-01-17,328.0400085449219
2023-01-18,328.7799987792969
2023-01-19,327.1300048828125
2023-01-20,335.9800109863281
2023-01-23,334.0400085449219
2023-01-24,329.5199890136719
2023-01-25,363.2799987792969
2023-01-26,369.3500061035156
2023-01-27,372.3699951171875
2023-01-30,367.1600036621094
2023-01-31,363.8500061035156
2023-02-01,377.0
2023-02-02,379.94000244140625
2023-02-03,345.8999938964844
2023-02-06,350.7200012207031
2023-02-07,355.8399963378906
2023-02-08,355.0299987792969
2023-02-09,352.30999755859375
2023-02-10,350.19000244140625
2023-02-13,353.8699951171875
2023-02-14,356.0799865722656
2023-02-15,358.5299987792969
2023-02-16,359.5400085449219
2023-02-17,355.1700134277344
2023-02-21,355.25
2023-02-22,351.44000244140625
2023-02-23,347.8599853515625
2023-02-24,346.6199951171875
2023-02-27,342.3699951171875
2023-02-28,341.45001220703125
2023-03-01,347.2699890136719
2023-03-02,354.7799987792969
2023-03-03,369.5199890136719
2023-03-06,366.9200134277344
2023-03-07,359.30999755859375
2023-03-08,359.0899963378906
2023-03-09,353.3500061035156
2023-03-10,346.7300109863281
2023-03-13,364.3299865722656
2023-03-14,371.5199890136719
2023-03-15,379.8699951171875
2023-03-16,388.3500061035156
2023-03-17,389.7699890136719
2023-03-20,386.5899963378906
2023-03-21,384.5
2023-03-22,377.4599914550781
2023-03-23,383.2099914550781
2023-03-24,385.989990234375
2023-03-27,381.0899963378906
2023-03-28,382.5400085449219
2023-03-29,384.5199890136719
2023-03-30,387.8599853515625
2023-03-31,391.2900085449219
2023-04-03,389.1600036621094
2023-04-04,392.2900085449219
2023-04-05,337.739990234375
2023-04-06,343.2900085449219
2023-04-10,335.70001220703125
2023-04-11,338.3699951171875
2023-04-12,337.5899963378906
2023-04-13,340.5
