Date,AVB
2015-07-01,113.65834045410156
2015-07-02,114.37671661376953
2015-07-06,115.0533218383789
2015-07-07,116.78311157226562
2015-07-08,116.23905181884766
2015-07-09,116.2599868774414
2015-07-10,116.69248962402344
2015-07-13,116.73429107666016
2015-07-14,117.31321716308594
2015-07-15,117.61315155029297
2015-07-16,118.46411895751953
2015-07-17,118.02474212646484
2015-07-20,118.15718841552734
2015-07-21,117.60621643066406
2015-07-22,118.59660339355469
2015-07-23,117.57833099365234
2015-07-24,118.0665283203125
2015-07-27,117.60621643066406
2015-07-28,118.49900817871094
2015-07-29,119.00816345214844
2015-07-30,119.43365478515625
2015-07-31,120.2078857421875
2015-08-03,121.34477996826172
2015-08-04,120.42413330078125
2015-08-05,120.23577117919922
2015-08-06,120.50782775878906
2015-08-07,121.26110076904297
2015-08-10,121.19829559326172
2015-08-11,122.21669006347656
2015-08-12,122.55148315429688
2015-08-13,122.81656646728516
2015-08-14,123.54194641113281
2015-08-17,124.56727600097656
2015-08-18,125.34150695800781
2015-08-19,124.25336456298828
2015-08-20,123.73723602294922
2015-08-21,120.97515106201172
2015-08-24,115.47186279296875
2015-08-25,113.33047485351562
2015-08-26,116.12744140625
2015-08-27,117.62708282470703
2015-08-28,117.67594909667969
2015-08-31,115.13003540039062
2015-09-01,112.87012481689453
2015-09-02,113.78385162353516
2015-09-03,113.78385162353516
2015-09-04,111.9703140258789
2015-09-08,113.53277587890625
2015-09-09,112.38886260986328
2015-09-10,112.89802551269531
2015-09-11,115.62525939941406
2015-09-14,114.98358917236328
2015-09-15,116.51109313964844
2015-09-16,117.58524322509766
2015-09-17,118.47106170654297
2015-09-18,119.15467834472656
2015-09-21,120.19391632080078
2015-09-22,118.93840789794922
2015-09-23,119.55919647216797
2015-09-24,118.11536407470703
2015-09-25,119.02911376953125
2015-09-28,117.51133728027344
2015-09-29,121.42515563964844
2015-09-30,122.83747863769531
2015-10-01,123.13961029052734
2015-10-02,123.52604675292969
2015-10-05,124.39738464355469
2015-10-06,123.36445617675781
2015-10-07,124.21465301513672
2015-10-08,125.23348236083984
2015-10-09,125.73238372802734
2015-10-12,126.61064147949219
2015-10-13,126.2874755859375
2015-10-14,124.88218688964844
2015-10-15,127.01824951171875
2015-10-16,128.8802490234375
2015-10-19,130.17311096191406
2015-10-20,129.77264404296875
2015-10-21,129.44937133789062
2015-10-22,129.84291076660156
2015-10-23,128.47979736328125
2015-10-26,127.88249206542969
2015-10-27,125.71131134033203
2015-10-28,124.4113998413086
2015-10-29,125.03677368164062
2015-10-30,122.84449005126953
2015-11-02,126.58261108398438
2015-11-03,124.86811828613281
2015-11-04,125.14216613769531
2015-11-05,124.66438293457031
2015-11-06,121.5234603881836
2015-11-09,119.5982666015625
2015-11-10,121.20030212402344
2015-11-11,122.21915435791016
2015-11-12,122.13485717773438
2015-11-13,121.30570983886719
2015-11-16,122.55641174316406
2015-11-17,123.07637023925781
2015-11-18,123.94766998291016
2015-11-19,124.65029907226562
2015-11-20,126.49124908447266
2015-11-23,127.53113555908203
2015-11-24,126.09075164794922
2015-11-25,127.20794677734375
2015-11-27,128.12844848632812
2015-11-30,127.73497009277344
2015-12-01,129.91314697265625
2015-12-02,127.0814437866211
2015-12-03,123.81413269042969
2015-12-04,127.95978546142578
2015-12-07,125.7956314086914
2015-12-08,126.02750396728516
2015-12-09,124.45358276367188
2015-12-10,122.1066665649414
2015-12-11,122.90771484375
2015-12-14,122.4861068725586
2015-12-15,124.27787780761719
2015-12-16,127.1236343383789
2015-12-17,125.760498046875
2015-12-18,125.21945190429688
2015-12-21,126.44207000732422
2015-12-22,127.0533676147461
2015-12-23,128.6343536376953
2015-12-24,128.3954620361328
2015-12-28,129.21754455566406
2015-12-29,131.2620849609375
2015-12-30,131.10647583007812
2015-12-31,130.2646026611328
2016-01-04,127.85211944580078
2016-01-05,130.795166015625
2016-01-06,129.81887817382812
2016-01-07,129.22459411621094
2016-01-08,126.93241882324219
2016-01-11,127.72479248046875
2016-01-12,126.99607849121094
2016-01-13,125.22040557861328
2016-01-14,124.64030456542969
2016-01-15,124.30068969726562
2016-01-19,126.17544555664062
2016-01-20,121.34351348876953
2016-01-21,121.18785858154297
2016-01-22,123.33150482177734
2016-01-25,123.28900909423828
2016-01-26,125.92784118652344
2016-01-27,124.22283172607422
2016-01-28,120.79170989990234
2016-01-29,121.3222885131836
2016-02-01,121.6618881225586
2016-02-02,119.1504135131836
2016-02-03,119.62435150146484
2016-02-04,121.06050872802734
2016-02-05,117.62932586669922
2016-02-08,115.70507049560547
2016-02-09,113.97884368896484
2016-02-10,116.39839935302734
2016-02-11,114.29720306396484
2016-02-12,116.32049560546875
2016-02-16,116.99268341064453
2016-02-17,118.6834716796875
2016-02-18,119.10790252685547
2016-02-19,120.34599304199219
2016-02-22,121.02519226074219
2016-02-23,120.60066986083984
2016-02-24,120.0771484375
2016-02-25,122.18537139892578
2016-02-26,121.27272033691406
2016-02-29,121.42839813232422
2016-03-01,125.66610717773438
2016-03-02,126.30278015136719
2016-03-03,127.19419860839844
2016-03-04,127.35691833496094
2016-03-07,127.49137115478516
2016-03-08,126.88291931152344
2016-03-09,127.66111755371094
2016-03-10,126.94660949707031
2016-03-11,129.6137237548828
2016-03-14,129.67738342285156
2016-03-15,130.19378662109375
2016-03-16,131.0074005126953
2016-03-17,133.67457580566406
2016-03-18,132.3232879638672
2016-03-21,130.90130615234375
2016-03-22,131.48138427734375
2016-03-23,131.24087524414062
2016-03-24,130.9437255859375
2016-03-28,132.24545288085938
2016-03-29,135.1172637939453
2016-03-30,134.56141662597656
2016-03-31,135.5376739501953
2016-04-01,135.30252075195312
2016-04-04,135.181396484375
2016-04-05,135.16717529296875
2016-04-06,135.0032501220703
2016-04-07,133.92718505859375
2016-04-08,134.8250732421875
2016-04-11,132.2169952392578
2016-04-12,132.266845703125
2016-04-13,130.47109985351562
2016-04-14,127.04344940185547
2016-04-15,129.28102111816406
2016-04-18,130.48529052734375
2016-04-19,130.84878540039062
2016-04-20,127.84867858886719
2016-04-21,126.57311248779297
2016-04-22,128.39024353027344
2016-04-25,129.44491577148438
2016-04-26,129.5161895751953
2016-04-27,127.92709350585938
2016-04-28,127.95560455322266
2016-04-29,125.98165893554688
2016-05-02,128.8605499267578
2016-05-03,129.25250244140625
2016-05-04,131.93905639648438
2016-05-05,132.9224395751953
2016-05-06,133.7633514404297
2016-05-09,134.66830444335938
2016-05-10,136.10780334472656
2016-05-11,133.31436157226562
2016-05-12,133.7205810546875
2016-05-13,132.60888671875
2016-05-16,133.72769165039062
2016-05-17,131.36895751953125
2016-05-18,129.5946044921875
2016-05-19,127.77742767333984
2016-05-20,128.5826873779297
2016-05-23,128.41880798339844
2016-05-24,128.333251953125
2016-05-25,128.84632873535156
2016-05-26,128.22634887695312
2016-05-27,128.3760223388672
2016-05-31,128.18359375
2016-06-01,125.71798706054688
2016-06-02,125.8106460571289
2016-06-03,123.57302856445312
2016-06-06,121.30696105957031
2016-06-07,120.99341583251953
2016-06-08,120.86514282226562
2016-06-09,121.32121276855469
2016-06-10,121.18584442138672
2016-06-13,121.59199523925781
2016-06-14,121.1430892944336
2016-06-15,123.00294494628906
2016-06-16,124.13599395751953
2016-06-17,123.63716888427734
2016-06-20,123.99349212646484
2016-06-21,124.75596618652344
2016-06-22,124.67047119140625
2016-06-23,124.51368713378906
2016-06-24,122.97445678710938
2016-06-27,124.69181823730469
2016-06-28,127.76551055908203
2016-06-29,127.93781280517578
2016-06-30,129.54653930664062
2016-07-01,129.7834930419922
2016-07-05,131.35623168945312
2016-07-06,130.61659240722656
2016-07-07,129.8768310546875
2016-07-08,132.8140869140625
2016-07-11,132.5340118408203
2016-07-12,133.3383331298828
2016-07-13,134.60223388671875
2016-07-14,133.18038940429688
2016-07-15,131.6075897216797
2016-07-18,131.53578186035156
2016-07-19,132.3114013671875
2016-07-20,131.97386169433594
2016-07-21,132.1390380859375
2016-07-22,133.0869903564453
2016-07-25,132.97927856445312
2016-07-26,131.00437927246094
2016-07-27,129.09408569335938
2016-07-28,130.90379333496094
2016-07-29,133.32395935058594
2016-08-01,134.09959411621094
2016-08-02,132.7063446044922
2016-08-03,131.2987823486328
2016-08-04,130.32931518554688
2016-08-05,131.1479949951172
2016-08-08,133.45321655273438
2016-08-09,133.56094360351562
2016-08-10,131.95233154296875
2016-08-11,130.2071990966797
2016-08-12,129.83375549316406
2016-08-15,130.5375518798828
2016-08-16,128.4333953857422
2016-08-17,128.0456085205078
2016-08-18,127.27715301513672
2016-08-19,126.50875854492188
2016-08-22,126.35796356201172
2016-08-23,125.65411376953125
2016-08-24,125.30230712890625
2016-08-25,125.80497741699219
2016-08-26,124.63440704345703
2016-08-29,126.07069396972656
2016-08-30,125.25916290283203
2016-08-31,125.682861328125
2016-09-01,126.25737762451172
2016-09-02,126.00605773925781
2016-09-06,128.42617797851562
2016-09-07,129.13717651367188
2016-09-08,126.3507308959961
2016-09-09,121.86237335205078
2016-09-12,123.91625213623047
2016-09-13,121.30217742919922
2016-09-14,122.98982238769531
2016-09-15,124.44046783447266
2016-09-16,124.47640228271484
2016-09-19,125.97016143798828
2016-09-20,126.5015869140625
2016-09-21,128.41184997558594
2016-09-22,130.78170776367188
2016-09-23,131.25570678710938
2016-09-26,131.76559448242188
2016-09-27,130.53036499023438
2016-09-28,131.3841094970703
2016-09-29,129.7996063232422
2016-09-30,128.6708984375
2016-10-03,125.69721984863281
2016-10-04,124.90138244628906
2016-10-05,120.8930435180664
2016-10-06,120.79181671142578
2016-10-07,119.83673095703125
2016-10-10,120.91477966308594
2016-10-11,120.74113464355469
2016-10-12,121.30545806884766
2016-10-13,121.63104248046875
2016-10-14,122.22434997558594
2016-10-17,122.34011840820312
2016-10-18,122.10857391357422
2016-10-19,122.37632751464844
2016-10-20,121.63831329345703
2016-10-21,121.50807189941406
2016-10-24,121.71064758300781
2016-10-25,120.73387908935547
2016-10-26,122.36902618408203
2016-10-27,119.8873519897461
2016-10-28,121.16082763671875
2016-10-31,123.85223388671875
2016-11-01,122.46310424804688
2016-11-02,122.68742370605469
2016-11-03,123.43991088867188
2016-11-04,124.16336822509766
2016-11-07,123.51946258544922
2016-11-08,125.11121368408203
2016-11-09,122.49207305908203
2016-11-10,120.4878921508789
2016-11-11,121.30545806884766
2016-11-14,123.86673736572266
2016-11-15,119.47496032714844
2016-11-16,120.60367584228516
2016-11-17,118.72250366210938
2016-11-18,117.44187927246094
2016-11-21,115.58242797851562
2016-11-22,117.499755859375
2016-11-23,116.08164978027344
2016-11-25,116.41444396972656
2016-11-28,118.23772430419922
2016-11-29,119.20728302001953
2016-11-30,119.01190948486328
2016-12-01,118.29564666748047
2016-12-02,119.11322021484375
2016-12-05,119.10598754882812
2016-12-06,118.80211639404297
2016-12-07,121.6239013671875
2016-12-08,122.10857391357422
2016-12-09,122.31121063232422
2016-12-12,123.28795623779297
2016-12-13,123.4543685913086
2016-12-14,123.0202407836914
2016-12-15,122.7091064453125
2016-12-16,125.11842346191406
