Date,WFC
2015-07-01,42.135528564453125
2015-07-02,42.00967025756836
2015-07-06,41.78754425048828
2015-07-07,41.646888732910156
2015-07-08,40.90648651123047
2015-07-09,41.091590881347656
2015-07-10,41.52101135253906
2015-07-13,42.00967025756836
2015-07-14,42.387264251708984
2015-07-15,42.77967071533203
2015-07-16,43.068424224853516
2015-07-17,42.89814376831055
2015-07-20,42.97957229614258
2015-07-21,42.90553665161133
2015-07-22,43.32755661010742
2015-07-23,43.09803009033203
2015-07-24,42.77967071533203
2015-07-27,42.63898849487305
2015-07-28,42.498329162597656
2015-07-29,42.91294479370117
2015-07-30,43.05361557006836
2015-07-31,42.8463134765625
2015-08-03,42.87592697143555
2015-08-04,42.80929183959961
2015-08-05,42.962074279785156
2015-08-06,42.87262725830078
2015-08-07,42.827919006347656
2015-08-10,43.17816925048828
2015-08-11,42.634159088134766
2015-08-12,42.269004821777344
2015-08-13,42.39569854736328
2015-08-14,42.723594665527344
2015-08-17,42.738494873046875
2015-08-18,42.88010025024414
2015-08-19,42.52238464355469
2015-08-20,41.821876525878906
2015-08-21,40.219635009765625
2015-08-24,38.19264221191406
2015-08-25,37.27602005004883
2015-08-26,38.97513198852539
2015-08-27,40.26435089111328
2015-08-28,39.899200439453125
2015-08-31,39.74269104003906
2015-09-01,37.9988899230957
2015-09-02,38.74409484863281
2015-09-03,39.071998596191406
2015-09-04,38.22244644165039
2015-09-08,39.444618225097656
2015-09-09,38.893150329589844
2015-09-10,39.16887283325195
2015-09-11,39.213584899902344
2015-09-14,39.32538604736328
2015-09-15,39.84703826904297
2015-09-16,40.03335189819336
2015-09-17,38.908050537109375
2015-09-18,38.03614807128906
2015-09-21,38.416202545166016
2015-09-22,37.77531051635742
2015-09-23,37.84237289428711
2015-09-24,37.67096710205078
2015-09-25,38.364036560058594
2015-09-28,37.53683853149414
2015-09-29,37.924354553222656
2015-09-30,38.26715850830078
2015-10-01,38.334228515625
2015-10-02,38.20009231567383
2015-10-05,39.057090759277344
2015-10-06,38.7739143371582
2015-10-07,38.893150329589844
2015-10-08,39.15397644042969
2015-10-09,38.855892181396484
2015-10-12,38.885711669921875
2015-10-13,38.64722442626953
2015-10-14,38.378944396972656
2015-10-15,39.26575469970703
2015-10-16,39.4073486328125
2015-10-19,39.16887283325195
2015-10-20,39.556396484375
2015-10-21,39.58620071411133
2015-10-22,40.286705017089844
2015-10-23,40.80091094970703
2015-10-26,40.45811080932617
2015-10-27,40.3314208984375
2015-10-28,41.32257080078125
2015-10-29,41.05427551269531
2015-10-30,40.34632110595703
2015-11-02,40.87543869018555
2015-11-03,40.93504333496094
2015-11-04,40.953819274902344
2015-11-05,41.16391372680664
2015-11-06,41.90675735473633
2015-11-09,41.621620178222656
2015-11-10,41.951786041259766
2015-11-11,41.869232177734375
2015-11-12,41.39651870727539
2015-11-13,40.946311950683594
2015-11-16,41.4715690612793
2015-11-17,41.238948822021484
2015-11-18,41.77169418334961
2015-11-19,41.99679946899414
2015-11-20,41.884254455566406
2015-11-23,41.71916580200195
2015-11-24,41.479068756103516
2015-11-25,41.434051513671875
2015-11-27,41.56159591674805
2015-11-30,41.343997955322266
2015-12-01,41.80170440673828
2015-12-02,41.329002380371094
2015-12-03,40.6686897277832
2015-12-04,41.77169418334961
2015-12-07,41.584102630615234
2015-12-08,40.81875991821289
2015-12-09,40.6086540222168
2015-12-10,40.77373123168945
2015-12-11,40.00088119506836
2015-12-14,39.918338775634766
2015-12-15,41.20143508911133
2015-12-16,41.90675735473633
2015-12-17,41.621620178222656
2015-12-18,40.361045837402344
2015-12-21,40.53361892700195
2015-12-22,40.77373123168945
2015-12-23,41.29897689819336
2015-12-24,41.133888244628906
2015-12-28,41.028846740722656
2015-12-29,41.4865608215332
2015-12-30,41.18642044067383
2015-12-31,40.788734436035156
2016-01-04,39.70073318481445
2016-01-05,39.685733795166016
2016-01-06,38.927886962890625
2016-01-07,37.8173713684082
2016-01-08,37.18709182739258
2016-01-11,37.58476257324219
2016-01-12,38.537696838378906
2016-01-13,37.31464767456055
2016-01-14,37.9974479675293
2016-01-15,36.6318244934082
2016-01-19,36.17412185668945
2016-01-20,35.919010162353516
2016-01-21,36.024070739746094
2016-01-22,36.781898498535156
2016-01-25,35.76143264770508
2016-01-26,36.211639404296875
2016-01-27,36.444252014160156
2016-01-28,36.70685958862305
2016-01-29,37.6898193359375
2016-02-01,37.47221755981445
2016-02-02,36.639339447021484
2016-02-03,35.99282455444336
2016-02-04,36.484317779541016
2016-02-05,36.189422607421875
2016-02-08,35.16106033325195
2016-02-09,35.123260498046875
2016-02-10,34.911521911621094
2016-02-11,34.14780807495117
2016-02-12,35.773536682128906
2016-02-16,36.476768493652344
2016-02-17,36.393585205078125
2016-02-18,36.09111785888672
2016-02-19,36.363338470458984
2016-02-22,37.19511032104492
2016-02-23,36.37089157104492
2016-02-24,36.0003776550293
2016-02-25,36.10624313354492
2016-02-26,36.34822082519531
