Date,BALL
2015-07-01,32.045894622802734
2015-07-02,32.05036163330078
2015-07-06,31.87145233154297
2015-07-07,31.974327087402344
2015-07-08,31.146787643432617
2015-07-09,31.164676666259766
2015-07-10,31.379405975341797
2015-07-13,31.535959243774414
2015-07-14,31.594106674194336
2015-07-15,32.01905822753906
2015-07-16,32.23375701904297
2015-07-17,31.987749099731445
2015-07-20,31.361492156982422
2015-07-21,30.753143310546875
2015-07-22,30.618946075439453
2015-07-23,30.180580139160156
2015-07-24,29.974811553955078
2015-07-27,29.809303283691406
2015-07-28,30.261093139648438
2015-07-29,30.7486629486084
2015-07-30,31.106517791748047
2015-07-31,30.346084594726562
2015-08-03,30.104541778564453
2015-08-04,30.323719024658203
2015-08-05,30.53396224975586
2015-08-06,31.008115768432617
2015-08-07,31.008115768432617
2015-08-10,31.696990966796875
2015-08-11,31.379405975341797
2015-08-12,31.173635482788086
2015-08-13,31.47332000732422
2015-08-14,32.077205657958984
2015-08-17,32.05484390258789
2015-08-18,32.032470703125
2015-08-19,31.603044509887695
2015-08-20,30.82918357849121
2015-08-21,30.041908264160156
2015-08-24,28.986242294311523
2015-08-25,28.444982528686523
2015-08-26,28.56128692626953
2015-08-27,29.469337463378906
2015-08-28,29.814456939697266
2015-08-31,29.541051864624023
2015-09-01,28.859785079956055
2015-09-02,29.08837127685547
2015-09-03,29.67551040649414
2015-09-04,28.689464569091797
2015-09-08,29.975812911987305
2015-09-09,29.939952850341797
2015-09-10,29.96236228942871
2015-09-11,29.854793548583984
2015-09-14,29.51864242553711
2015-09-15,30.168535232543945
2015-09-16,30.401609420776367
2015-09-17,30.11924171447754
2015-09-18,30.011659622192383
2015-09-21,30.05200958251953
2015-09-22,29.079397201538086
2015-09-23,28.402618408203125
2015-09-24,28.138181686401367
2015-09-25,28.218856811523438
2015-09-28,27.228322982788086
2015-09-29,27.116275787353516
2015-09-30,27.87822151184082
2015-10-01,28.299522399902344
2015-10-02,28.71187973022461
2015-10-05,28.998727798461914
2015-10-06,28.420541763305664
2015-10-07,28.93597412109375
2015-10-08,29.62619972229004
2015-10-09,29.823421478271484
2015-10-12,29.930994033813477
2015-10-13,29.59035873413086
2015-10-14,29.706884384155273
2015-10-15,29.814456939697266
2015-10-16,30.00270652770996
2015-10-19,29.850318908691406
2015-10-20,30.05648422241211
2015-10-21,29.635175704956055
2015-10-22,30.666038513183594
2015-10-23,30.401609420776367
2015-10-26,30.36125373840332
2015-10-27,30.24921989440918
2015-10-28,30.459869384765625
2015-10-29,30.173011779785156
2015-10-30,30.70189666748047
2015-11-02,31.481761932373047
2015-11-03,30.39711570739746
2015-11-04,30.217836380004883
2015-11-05,30.383668899536133
2015-11-06,30.37919807434082
2015-11-09,29.733776092529297
2015-11-10,30.374710083007812
2015-11-11,30.558475494384766
2015-11-12,29.321434020996094
2015-11-13,29.5455322265625
2015-11-16,29.706884384155273
2015-11-17,29.63966178894043
2015-11-18,30.6391544342041
2015-11-19,30.661563873291016
2015-11-20,31.123207092285156
2015-11-23,30.827392578125
2015-11-24,31.06942367553711
2015-11-25,30.83635902404785
2015-11-27,30.989036560058594
2015-11-30,31.173145294189453
2015-12-01,30.91269874572754
2015-12-02,30.31097412109375
2015-12-03,30.490591049194336
2015-12-04,31.330318450927734
2015-12-07,30.894742965698242
2015-12-08,30.28403091430664
2015-12-09,30.91269874572754
2015-12-10,32.28231430053711
2015-12-11,32.03532409667969
2015-12-14,31.815290451049805
2015-12-15,31.94552230834961
