Date,GRMN
2015-07-01,32.32235336303711
2015-07-02,32.381103515625
2015-07-06,31.800905227661133
2015-07-07,32.07264709472656
2015-07-08,31.85967254638672
2015-07-09,31.991863250732422
2015-07-10,32.43986129760742
2015-07-13,34.05561447143555
2015-07-14,34.07764434814453
2015-07-15,34.07764434814453
2015-07-16,31.65401840209961
2015-07-17,31.499786376953125
2015-07-20,31.2206974029541
2015-07-21,31.33822250366211
2015-07-22,31.455726623535156
2015-07-23,31.521818161010742
2015-07-24,31.19867515563965
2015-07-27,30.926923751831055
2015-07-28,31.42634391784668
2015-07-29,31.352901458740234
2015-07-30,30.985685348510742
2015-07-31,30.780046463012695
2015-08-03,30.442211151123047
2015-08-04,30.119049072265625
2015-08-05,30.427513122558594
2015-08-06,29.898725509643555
2015-08-07,29.832639694213867
2015-08-10,30.17047882080078
2015-08-11,29.553537368774414
2015-08-12,29.626989364624023
2015-08-13,29.340564727783203
2015-08-14,29.303836822509766
2015-08-17,29.685739517211914
2015-08-18,29.590259552001953
2015-08-19,29.274456024169922
2015-08-20,28.642847061157227
2015-08-21,28.099363327026367
2015-08-24,27.181337356567383
2015-08-25,26.953657150268555
2015-08-26,27.702775955200195
2015-08-27,28.025928497314453
2015-08-28,27.901073455810547
2015-08-31,27.621984481811523
2015-09-01,27.034442901611328
2015-09-02,27.3355655670166
2015-09-03,27.36493492126465
2015-09-04,26.806760787963867
2015-09-08,27.666061401367188
2015-09-09,26.93897247314453
2015-09-10,26.703943252563477
2015-09-11,26.733747482299805
2015-09-14,26.67415428161621
2015-09-15,26.91996192932129
2015-09-16,27.344547271728516
2015-09-17,27.240264892578125
2015-09-18,26.986997604370117
2015-09-21,27.217920303344727
2015-09-22,26.741193771362305
2015-09-23,26.532625198364258
2015-09-24,26.54007339477539
2015-09-25,26.406003952026367
2015-09-28,26.22722816467285
2015-09-29,26.212326049804688
2015-09-30,26.72629737854004
2015-10-01,26.35385513305664
2015-10-02,26.703941345214844
2015-10-05,27.292407989501953
2015-10-06,27.19556427001953
2015-10-07,27.486082077026367
2015-10-08,27.5456600189209
2015-10-09,27.612701416015625
2015-10-12,27.523326873779297
2015-10-13,27.426485061645508
2015-10-14,27.5307674407959
2015-10-15,24.044729232788086
2015-10-16,25.39295768737793
2015-10-19,25.3482666015625
2015-10-20,25.117351531982422
2015-10-21,25.400409698486328
2015-10-22,26.115495681762695
2015-10-23,26.368749618530273
2015-10-26,26.249568939208984
2015-10-27,25.91437339782715
2015-10-28,26.167631149291992
2015-10-29,26.368749618530273
2015-10-30,26.4208984375
2015-11-02,26.763534545898438
2015-11-03,26.763534545898438
2015-11-04,27.277498245239258
2015-11-05,27.709543228149414
2015-11-06,27.888315200805664
2015-11-09,27.791473388671875
2015-11-10,28.372486114501953
2015-11-11,28.029834747314453
2015-11-12,27.024246215820312
2015-11-13,26.361305236816406
2015-11-16,26.77098274230957
2015-11-17,26.57731819152832
2015-11-18,27.568017959594727
2015-11-19,27.560556411743164
2015-11-20,27.865962982177734
2015-11-23,27.791473388671875
2015-11-24,28.506563186645508
2015-11-25,28.260761260986328
2015-11-27,27.91809844970703
2015-11-30,28.193714141845703
2015-12-01,28.20860481262207
2015-12-02,27.91809844970703
2015-12-03,27.68718910217285
2015-12-04,28.03728485107422
2015-12-07,28.163911819458008
2015-12-08,28.03728485107422
2015-12-09,27.836158752441406
2015-12-10,27.649940490722656
2015-12-11,26.773855209350586
2015-12-14,26.282930374145508
2015-12-15,26.819164276123047
2015-12-16,27.52154541015625
2015-12-17,26.82671546936035
2015-12-18,26.63035011291504
2015-12-21,26.8493709564209
2015-12-22,27.385602951049805
2015-12-23,27.853866577148438
2015-12-24,27.92938804626465
2015-12-28,27.921846389770508
2015-12-29,28.140859603881836
2015-12-30,28.178625106811523
2015-12-31,28.07288932800293
2016-01-04,27.7934513092041
2016-01-05,27.8991756439209
2016-01-06,27.136367797851562
2016-01-07,26.358455657958984
2016-01-08,25.338863372802734
2016-01-11,25.074525833129883
2016-01-12,25.036760330200195
2016-01-13,24.515634536743164
2016-01-14,25.051862716674805
2016-01-15,24.56094741821289
2016-01-19,24.387237548828125
2016-01-20,24.432544708251953
2016-01-21,25.02165985107422
2016-01-22,25.55788230895996
2016-01-25,25.074525833129883
2016-01-26,25.55788230895996
2016-01-27,25.489913940429688
2016-01-28,25.588092803955078
2016-01-29,26.569931030273438
2016-02-01,26.501955032348633
2016-02-02,25.776914596557617
2016-02-03,25.844884872436523
2016-02-04,26.53971290588379
2016-02-05,26.199853897094727
2016-02-08,25.943069458007812
2016-02-09,25.640968322753906
2016-02-10,26.0336971282959
2016-02-11,25.55788230895996
2016-02-12,25.95061683654785
2016-02-16,26.607698440551758
2016-02-17,31.010835647583008
2016-02-18,30.791812896728516
2016-02-19,30.187610626220703
2016-02-22,30.95041847229004
2016-02-23,30.769161224365234
2016-02-24,30.663415908813477
2016-02-25,30.44439697265625
2016-02-26,30.51236343383789
2016-02-29,30.595443725585938
2016-03-01,31.29783058166504
2016-03-02,30.905105590820312
2016-03-03,30.920202255249023
2016-03-04,30.769161224365234
2016-03-07,30.56525230407715
2016-03-08,29.734460830688477
2016-03-09,29.6589298248291
2016-03-10,30.08188247680664
2016-03-11,29.998798370361328
2016-03-14,30.044689178466797
2016-03-15,29.853435516357422
2016-03-16,30.10590171813965
2016-03-17,30.289527893066406
2016-03-18,30.32012939453125
2016-03-21,30.534345626831055
2016-03-22,30.580251693725586
2016-03-23,30.090599060058594
2016-03-24,29.815174102783203
2016-03-28,29.914636611938477
2016-03-29,30.21302032470703
2016-03-30,30.4960880279541
2016-03-31,30.572601318359375
2016-04-01,30.366024017333984
2016-04-04,30.61086082458496
2016-04-05,30.641468048095703
2016-04-06,30.618511199951172
2016-04-07,30.27422332763672
2016-04-08,30.32012939453125
2016-04-11,30.55730628967285
2016-04-12,30.924530029296875
2016-04-13,32.37818908691406
2016-04-14,32.202232360839844
2016-04-15,32.309329986572266
2016-04-18,32.33993911743164
2016-04-19,32.592411041259766
2016-04-20,32.814292907714844
2016-04-21,32.31698989868164
2016-04-22,32.67658233642578
2016-04-25,32.1945686340332
2016-04-26,32.35523986816406
2016-04-27,33.57171630859375
2016-04-28,33.097373962402344
2016-04-29,32.6153678894043
2016-05-02,32.906105041503906
2016-05-03,32.34758758544922
2016-05-04,31.58249855041504
2016-05-05,31.414182662963867
2016-05-06,31.245880126953125
2016-05-09,30.916881561279297
2016-05-10,31.238235473632812
2016-05-11,30.817424774169922
2016-05-12,30.73326301574707
2016-05-13,30.61086082458496
2016-05-16,30.924530029296875
2016-05-17,30.64910125732422
2016-05-18,30.55730628967285
2016-05-19,30.465490341186523
2016-05-20,30.825077056884766
2016-05-23,30.947494506835938
2016-05-24,31.467754364013672
2016-05-25,31.59015464782715
2016-05-26,31.712583541870117
2016-05-27,31.9114990234375
2016-05-31,32.531219482421875
2016-06-01,32.37055206298828
2016-06-02,32.74542999267578
2016-06-03,32.42409896850586
2016-06-06,32.73777770996094
2016-06-07,33.06676483154297
2016-06-08,33.06676483154297
2016-06-09,33.08207321166992
2016-06-10,32.5235481262207
2016-06-13,32.462345123291016
2016-06-14,32.53886032104492
2016-06-15,32.301700592041016
2016-06-16,32.425594329833984
2016-06-17,32.58822250366211
2016-06-20,32.928977966308594
2016-06-21,32.92123031616211
2016-06-22,32.75860595703125
2016-06-23,33.51754379272461
2016-06-24,31.5737247467041
2016-06-27,30.729583740234375
2016-06-28,31.44980812072754
2016-06-29,32.084835052490234
2016-06-30,32.851524353027344
