Date,INVH
2017-02-01,15.78626823425293
2017-02-02,15.967806816101074
2017-02-03,16.28353500366211
2017-02-06,16.36246681213379
2017-02-07,16.41771697998047
2017-02-08,16.449289321899414
2017-02-09,16.480859756469727
2017-02-10,16.591371536254883
2017-02-13,16.575584411621094
2017-02-14,16.599260330200195
2017-02-15,16.504545211791992
2017-02-16,16.544010162353516
2017-02-17,16.693971633911133
2017-02-21,16.946556091308594
2017-02-22,17.025487899780273
2017-02-23,17.033384323120117
2017-02-24,17.049165725708008
2017-02-27,17.21492576599121
2017-02-28,17.19913673400879
2017-03-01,16.993919372558594
2017-03-02,17.143890380859375
2017-03-03,17.21492576599121
2017-03-06,17.30175018310547
2017-03-07,17.21492576599121
2017-03-08,17.00970458984375
2017-03-09,16.765016555786133
2017-03-10,16.89130210876465
2017-03-13,16.875524520874023
2017-03-14,16.77290916442871
2017-03-15,16.986024856567383
2017-03-16,16.954456329345703
2017-03-17,17.049165725708008
2017-03-20,17.00181007385254
2017-03-21,16.88341522216797
2017-03-22,16.97023582458496
2017-03-23,16.962343215942383
2017-03-24,17.033384323120117
2017-03-27,16.993919372558594
2017-03-28,17.08073616027832
2017-03-29,17.120206832885742
2017-03-30,17.167564392089844
2017-03-31,17.230712890625
2017-04-03,17.072851181030273
2017-04-04,17.00181007385254
2017-04-05,17.033384323120117
2017-04-06,17.128101348876953
2017-04-07,17.057064056396484
2017-04-10,17.08073616027832
2017-04-11,17.00970458984375
2017-04-12,17.00970458984375
2017-04-13,16.804481506347656
2017-04-17,17.104413986206055
2017-04-18,17.183353424072266
2017-04-19,17.167564392089844
2017-04-20,16.962343215942383
2017-04-21,17.096532821655273
2017-04-24,17.08073616027832
2017-04-25,17.143890380859375
2017-04-26,17.112316131591797
2017-04-27,17.04126739501953
2017-04-28,17.00970458984375
2017-05-01,17.112316131591797
2017-05-02,16.986024856567383
2017-05-03,16.954456329345703
2017-05-04,16.733442306518555
2017-05-05,16.788694381713867
2017-05-08,16.79659080505371
2017-05-09,16.930776596069336
2017-05-10,17.104413986206055
2017-05-11,17.33395767211914
2017-05-12,17.246891021728516
2017-05-15,17.33395767211914
