Date,RTX
2015-07-01,54.12977600097656
2015-07-02,53.51436996459961
2015-07-06,53.41667938232422
2015-07-07,53.77322769165039
2015-07-08,53.07963562011719
2015-07-09,53.20175552368164
2015-07-10,53.81721115112305
2015-07-13,54.50102615356445
2015-07-14,54.4668083190918
2015-07-15,54.339847564697266
2015-07-16,54.344730377197266
2015-07-17,54.09072494506836
2015-07-20,53.96372604370117
2015-07-21,50.168487548828125
2015-07-22,49.60188674926758
2015-07-23,49.40162658691406
2015-07-24,48.50777053833008
2015-07-27,48.29285430908203
2015-07-28,48.34170150756836
2015-07-29,48.53219223022461
2015-07-30,49.20136260986328
2015-07-31,48.99622344970703
2015-08-03,48.561485290527344
2015-08-04,48.371002197265625
2015-08-05,48.29285430908203
2015-08-06,48.34657669067383
2015-08-07,48.009552001953125
2015-08-10,48.62498474121094
2015-08-11,48.16584396362305
2015-08-12,48.51983642578125
2015-08-13,48.367435455322266
2015-08-14,48.52475357055664
2015-08-17,48.84923553466797
2015-08-18,48.873817443847656
2015-08-19,48.28384780883789
2015-08-20,47.10883331298828
2015-08-21,45.72732925415039
2015-08-24,44.67522430419922
2015-08-25,43.65753173828125
2015-08-26,45.014442443847656
2015-08-27,45.85514831542969
2015-08-28,45.84040069580078
2015-08-31,45.039024353027344
2015-09-01,44.10983657836914
2015-09-02,44.85712432861328
2015-09-03,45.186527252197266
2015-09-04,44.58181381225586
2015-09-08,45.633914947509766
2015-09-09,45.15702438354492
2015-09-10,44.935791015625
2015-09-11,45.39302062988281
2015-09-14,45.14719772338867
2015-09-15,45.565086364746094
2015-09-16,46.18455123901367
2015-09-17,45.87480163574219
2015-09-18,44.77355194091797
2015-09-21,45.0095329284668
2015-09-22,43.36252975463867
2015-09-23,42.7529182434082
2015-09-24,42.684085845947266
2015-09-25,42.92006301879883
2015-09-28,42.68899917602539
2015-09-29,43.2543830871582
2015-09-30,43.75093078613281
2015-10-01,43.441219329833984
2015-10-02,44.13442611694336
2015-10-05,45.35859680175781
2015-10-06,45.501163482666016
2015-10-07,45.973148345947266
2015-10-08,46.376285552978516
2015-10-09,46.88759231567383
2015-10-12,46.91709518432617
2015-10-13,46.35170364379883
2015-10-14,45.31435012817383
2015-10-15,45.8109016418457
2015-10-16,45.72240447998047
2015-10-19,45.255348205566406
2015-10-20,47.01051330566406
2015-10-21,48.165855407714844
2015-10-22,49.06064224243164
2015-10-23,49.46868896484375
2015-10-26,49.27695846557617
2015-10-27,48.613250732421875
2015-10-28,48.82956314086914
2015-10-29,48.69682312011719
2015-10-30,48.38218688964844
2015-11-02,48.86397171020508
2015-11-03,49.16387939453125
2015-11-04,49.32613754272461
2015-11-05,49.557193756103516
2015-11-06,49.557193756103516
2015-11-09,48.99671936035156
2015-11-10,48.8284912109375
2015-11-11,48.62066650390625
2015-11-12,49.0956916809082
2015-11-13,47.739891052246094
2015-11-16,48.40790557861328
2015-11-17,48.26934814453125
2015-11-18,48.3485221862793
2015-11-19,48.640464782714844
2015-11-20,48.60087203979492
2015-11-23,48.53654479980469
2015-11-24,48.175331115722656
2015-11-25,48.13079833984375
2015-11-27,47.898231506347656
2015-11-30,47.527130126953125
2015-12-01,47.84874725341797
2015-12-02,47.131263732910156
2015-12-03,46.8591194152832
2015-12-04,47.36878204345703
2015-12-07,47.45784378051758
2015-12-08,46.626548767089844
2015-12-09,46.59192657470703
2015-12-10,46.44841384887695
2015-12-11,46.16637420654297
2015-12-14,46.03277587890625
2015-12-15,46.14657974243164
2015-12-16,47.071876525878906
2015-12-17,46.44841384887695
2015-12-18,45.69135284423828
2015-12-21,46.319766998291016
2015-12-22,46.943241119384766
2015-12-23,47.65081787109375
2015-12-24,47.65081787109375
2015-12-28,47.54691696166992
2015-12-29,48.13079833984375
2015-12-30,47.94771194458008
2015-12-31,47.53702163696289
2016-01-04,47.289608001708984
2016-01-05,47.363834381103516
2016-01-06,46.07729721069336
2016-01-07,45.473628997802734
2016-01-08,44.731414794921875
2016-01-11,44.78086853027344
2016-01-12,44.78086853027344
2016-01-13,43.95454788208008
2016-01-14,44.04361343383789
2016-01-15,42.37112808227539
2016-01-19,42.17815399169922
2016-01-20,41.97528076171875
2016-01-21,42.34143829345703
2016-01-22,42.727394104003906
2016-01-25,42.009918212890625
2016-01-26,42.38103485107422
2016-01-27,42.460208892822266
2016-01-28,42.77688217163086
2016-01-29,43.39045715332031
2016-02-01,43.32612991333008
2016-02-02,42.26722717285156
2016-02-03,42.534423828125
2016-02-04,43.60321807861328
2016-02-05,43.46467208862305
2016-02-08,42.94017028808594
2016-02-09,43.16777420043945
2016-02-10,43.029239654541016
2016-02-11,41.89115905761719
2016-02-12,42.52946472167969
2016-02-16,42.7917366027832
2016-02-17,43.92832565307617
2016-02-18,44.047969818115234
2016-02-19,43.983150482177734
2016-02-22,46.04697036743164
2016-02-23,45.66311264038086
2016-02-24,46.66511535644531
2016-02-25,48.88844680786133
2016-02-26,48.69902038574219
2016-02-29,48.165626525878906
2016-03-01,47.38295364379883
2016-03-02,47.62223815917969
2016-03-03,47.9113883972168
2016-03-04,48.35506057739258
2016-03-07,48.315181732177734
2016-03-08,48.305198669433594
2016-03-09,48.155643463134766
2016-03-10,47.94628143310547
2016-03-11,48.23042678833008
2016-03-14,48.27031707763672
2016-03-15,48.001102447509766
2016-03-16,48.59931945800781
2016-03-17,49.27229690551758
2016-03-18,49.376983642578125
2016-03-21,49.43681335449219
2016-03-22,49.18257522583008
2016-03-23,49.40690231323242
2016-03-24,49.38197708129883
2016-03-28,49.30720138549805
2016-03-29,49.9103889465332
2016-03-30,49.975189208984375
2016-03-31,49.900413513183594
2016-04-01,49.83561706542969
2016-04-04,49.985164642333984
2016-04-05,49.78078079223633
2016-04-06,50.03500747680664
2016-04-07,50.29423904418945
2016-04-08,50.50858688354492
2016-04-11,50.91736602783203
2016-04-12,51.385955810546875
2016-04-13,52.148681640625
2016-04-14,52.183563232421875
2016-04-15,52.12873840332031
2016-04-18,52.40789794921875
2016-04-19,52.34309005737305
2016-04-20,52.6073112487793
2016-04-21,52.55746078491211
2016-04-22,52.69205856323242
2016-04-25,52.44280242919922
2016-04-26,52.243385314941406
2016-04-27,52.78676223754883
2016-04-28,51.95924377441406
2016-04-29,52.02903747558594
2016-05-02,52.02903747558594
2016-05-03,50.912376403808594
2016-05-04,50.18456268310547
2016-05-05,49.99513244628906
2016-05-06,50.408897399902344
2016-05-09,49.89542770385742
2016-05-10,50.927330017089844
2016-05-11,50.648170471191406
2016-05-12,50.5783805847168
2016-05-13,49.985164642333984
2016-05-16,50.75785446166992
2016-05-17,49.88046646118164
2016-05-18,49.82527160644531
2016-05-19,49.43385696411133
2016-05-20,49.72993469238281
2016-05-23,49.62955856323242
2016-05-24,50.13640213012695
2016-05-25,50.34214782714844
2016-05-26,50.38730239868164
2016-05-27,50.56294631958008
2016-05-31,50.472618103027344
2016-06-01,50.35719680786133
2016-06-02,50.578006744384766
2016-06-03,50.397342681884766
2016-06-06,50.86403274536133
2016-06-07,50.9091911315918
2016-06-08,51.22031784057617
2016-06-09,51.34577560424805
2016-06-10,51.1851921081543
2016-06-13,50.788761138916016
2016-06-14,50.77872085571289
2016-06-15,50.452537536621094
2016-06-16,50.74361038208008
2016-06-17,50.78374481201172
2016-06-20,51.0346565246582
2016-06-21,50.96942138671875
