Date,PCAR
2015-07-01,28.542402267456055
2015-07-02,28.693191528320312
2015-07-06,28.466997146606445
2015-07-07,28.569007873535156
2015-07-08,27.912561416625977
2015-07-09,27.899250030517578
2015-07-10,28.116588592529297
2015-07-13,28.653276443481445
2015-07-14,28.78191566467285
2015-07-15,28.879486083984375
2015-07-16,29.070209503173828
2015-07-17,28.600059509277344
2015-07-20,28.78191566467285
2015-07-21,28.93272590637207
2015-07-22,29.03472328186035
2015-07-23,28.95932960510254
2015-07-24,28.78635025024414
2015-07-27,28.675453186035156
2015-07-28,28.742000579833984
2015-07-29,29.123449325561523
2015-07-30,28.724241256713867
2015-07-31,28.759733200073242
2015-08-03,28.600059509277344
2015-08-04,28.005706787109375
2015-08-05,28.209732055664062
2015-08-06,28.076677322387695
2015-08-07,27.921428680419922
2015-08-10,28.30731964111328
2015-08-11,27.93916130065918
2015-08-12,27.948070526123047
2015-08-13,27.90355110168457
2015-08-14,28.014860153198242
2015-08-17,28.06382942199707
2015-08-18,28.023761749267578
2015-08-19,27.818950653076172
2015-08-20,27.079837799072266
2015-08-21,26.020151138305664
2015-08-24,25.107404708862305
2015-08-25,24.889232635498047
2015-08-26,25.948923110961914
2015-08-27,26.527748107910156
2015-08-28,26.469860076904297
2015-08-31,26.256147384643555
2015-09-01,25.392364501953125
2015-09-02,25.891040802001953
2015-09-03,25.855417251586914
2015-09-04,25.307764053344727
2015-09-08,25.646148681640625
2015-09-09,25.54819679260254
2015-09-10,25.5303897857666
2015-09-11,25.58827018737793
2015-09-14,25.405725479125977
2015-09-15,25.944467544555664
2015-09-16,26.113643646240234
2015-09-17,25.712928771972656
2015-09-18,25.07177734375
2015-09-21,25.178638458251953
2015-09-22,24.506319046020508
2015-09-23,24.4796085357666
2015-09-24,24.261444091796875
2015-09-25,23.66925811767578
2015-09-28,23.05036163330078
2015-09-29,23.246280670166016
2015-09-30,23.228464126586914
2015-10-01,23.00139045715332
2015-10-02,23.179485321044922
2015-10-05,24.154579162597656
2015-10-06,24.08333969116211
2015-10-07,24.510774612426758
2015-10-08,24.84469985961914
2015-10-09,24.61318016052246
2015-10-12,24.426183700561523
2015-10-13,24.003190994262695
2015-10-14,23.731592178344727
2015-10-15,23.811737060546875
2015-10-16,23.388751983642578
2015-10-19,23.26854133605957
2015-10-20,23.606924057006836
2015-10-21,23.495616912841797
2015-10-22,24.012109756469727
2015-10-23,24.42172622680664
2015-10-26,24.439533233642578
2015-10-27,22.796585083007812
2015-10-28,23.923053741455078
2015-10-29,23.660354614257812
2015-10-30,23.442195892333984
2015-11-02,23.914148330688477
2015-11-03,23.700429916381836
2015-11-04,23.49116325378418
2015-11-05,23.811737060546875
2015-11-06,24.0210018157959
2015-11-09,23.18394660949707
2015-11-10,22.991601943969727
2015-11-11,22.915563583374023
2015-11-12,22.356420516967773
2015-11-13,22.36983871459961
2015-11-16,22.526395797729492
2015-11-17,22.36983871459961
2015-11-18,23.03632354736328
2015-11-19,22.839513778686523
2015-11-20,23.00948715209961
2015-11-23,22.96475601196289
2015-11-24,23.018434524536133
2015-11-25,23.081058502197266
2015-11-27,23.18841552734375
2015-11-30,23.242090225219727
2015-12-01,23.07659149169922
2015-12-02,22.924509048461914
2015-12-03,21.824138641357422
2015-12-04,22.266965866088867
2015-12-07,21.926998138427734
2015-12-08,21.672040939331055
2015-12-09,21.846494674682617
2015-12-10,21.864383697509766
2015-12-11,21.13527488708496
2015-12-14,21.25157356262207
2015-12-15,21.41707420349121
2015-12-16,21.527666091918945
2015-12-17,20.93787384033203
2015-12-18,20.80884552001953
2015-12-21,21.089921951293945
2015-12-22,21.882469177246094
2015-12-23,22.416973114013672
2015-12-24,22.324813842773438
2015-12-28,22.117464065551758
2015-12-29,22.292564392089844
2015-12-30,22.126676559448242
2015-12-31,21.84099769592285
2016-01-04,21.730405807495117
2016-01-05,21.73502540588379
2016-01-06,21.739625930786133
2016-01-07,21.08070945739746
2016-01-08,20.841106414794922
2016-01-11,20.841106414794922
2016-01-12,20.822673797607422
2016-01-13,20.412580490112305
2016-01-14,21.062278747558594
2016-01-15,20.877962112426758
2016-01-19,20.748947143554688
2016-01-20,20.887178421020508
2016-01-21,21.108360290527344
2016-01-22,21.440114974975586
2016-01-25,21.062278747558594
2016-01-26,21.91011619567871
2016-01-27,21.615215301513672
2016-01-28,21.82256317138672
2016-01-29,22.610496520996094
2016-02-01,22.366287231445312
2016-02-02,21.900897979736328
2016-02-03,22.020708084106445
2016-02-04,23.03902244567871
2016-02-05,23.089712142944336
2016-02-08,22.988344192504883
2016-02-09,22.965309143066406
2016-02-10,22.562484741210938
2016-02-11,22.358755111694336
2016-02-12,23.150501251220703
2016-02-16,23.78020477294922
2016-02-17,24.09967803955078
2016-02-18,23.743162155151367
2016-02-19,23.56722068786621
2016-02-22,24.18764877319336
2016-02-23,23.845012664794922
2016-02-24,23.692228317260742
2016-02-25,23.993186950683594
2016-02-26,24.05337905883789
2016-02-29,23.845012664794922
2016-03-01,24.40526008605957
2016-03-02,24.201536178588867
2016-03-03,25.03032875061035
2016-03-04,24.73400115966797
2016-03-07,24.840496063232422
2016-03-08,24.224687576293945
2016-03-09,24.178394317626953
2016-03-10,23.97467041015625
2016-03-11,24.414522171020508
2016-03-14,24.87290382385254
2016-03-15,24.7293643951416
2016-03-16,25.011804580688477
2016-03-17,25.43777084350586
2016-03-18,25.54888916015625
2016-03-21,25.433143615722656
2016-03-22,25.215530395507812
2016-03-23,24.85439109802246
2016-03-24,24.747888565063477
2016-03-28,24.90068244934082
2016-03-29,25.354434967041016
2016-03-30,25.266454696655273
2016-03-31,25.322021484375
2016-04-01,25.099777221679688
2016-04-04,24.849754333496094
2016-04-05,24.460830688476562
2016-04-06,24.60435676574707
2016-04-07,24.270994186401367
2016-04-08,24.377487182617188
2016-04-11,24.409894943237305
2016-04-12,24.840496063232422
2016-04-13,25.724842071533203
2016-04-14,25.84058952331543
2016-04-15,25.826704025268555
2016-04-18,25.891521453857422
2016-04-19,25.98412322998047
2016-04-20,26.127662658691406
2016-04-21,25.88688850402832
2016-04-22,26.155437469482422
2016-04-25,25.951719284057617
2016-04-26,27.285179138183594
2016-04-27,27.887100219726562
2016-04-28,27.586145401000977
2016-04-29,27.27592658996582
2016-05-02,27.1648006439209
2016-05-03,26.789758682250977
2016-05-04,25.877634048461914
2016-05-05,25.74799156188965
2016-05-06,25.715578079223633
2016-05-09,25.85447883605957
2016-05-10,26.67401695251465
2016-05-11,26.363800048828125
2016-05-12,26.359161376953125
2016-05-13,25.937828063964844
2016-05-16,26.39621353149414
2016-05-17,26.22416877746582
2016-05-18,25.680156707763672
2016-05-19,24.80137062072754
2016-05-20,24.82461929321289
2016-05-23,24.731626510620117
2016-05-24,25.18729591369629
2016-05-25,25.791748046875
2016-05-26,25.791748046875
2016-05-27,25.86614418029785
2016-05-31,25.921932220458984
2016-06-01,25.884746551513672
2016-06-02,26.154430389404297
2016-06-03,25.52672004699707
2016-06-06,25.926589965820312
2016-06-07,26.121871948242188
2016-06-08,26.45665740966797
2016-06-09,26.0474796295166
2016-06-10,25.522069931030273
2016-06-13,25.363983154296875
2016-06-14,25.159395217895508
2016-06-15,25.04779624938965
2016-06-16,25.20588493347168
2016-06-17,25.280277252197266
2016-06-20,25.540664672851562
2016-06-21,25.377925872802734
2016-06-22,25.498817443847656
2016-06-23,26.20092010498047
2016-06-24,24.164363861083984
2016-06-27,22.72761344909668
2016-06-28,23.169328689575195
2016-06-29,23.54595184326172
2016-06-30,24.117868423461914
2016-07-01,24.103918075561523
2016-07-05,23.471559524536133
2016-07-06,23.615697860717773
2016-07-07,23.597103118896484
2016-07-08,24.23410415649414
2016-07-11,24.643278121948242
2016-07-12,25.1733455657959
2016-07-13,25.061748504638672
2016-07-14,25.14079475402832
2016-07-15,25.019899368286133
2016-07-18,25.359323501586914
2016-07-19,24.945512771606445
2016-07-20,25.559261322021484
2016-07-21,25.43836784362793
2016-07-22,25.573211669921875
2016-07-25,25.9963321685791
2016-07-26,27.1355037689209
2016-07-27,27.470285415649414
2016-07-28,27.21455192565918
2016-07-29,27.419145584106445
2016-08-01,27.21920394897461
2016-08-02,26.88442611694336
2016-08-03,26.851879119873047
2016-08-04,26.665882110595703
2016-08-05,26.949514389038086
2016-08-08,27.023910522460938
2016-08-09,26.940223693847656
2016-08-10,26.949552536010742
2016-08-11,27.033597946166992
2016-08-12,26.944889068603516
2016-08-15,27.467819213867188
2016-08-16,27.491159439086914
2016-08-17,27.58454704284668
2016-08-18,27.7993106842041
2016-08-19,27.976741790771484
2016-08-22,27.97206687927246
2016-08-23,28.023426055908203
2016-08-24,27.89736557006836
2016-08-25,27.981414794921875
2016-08-26,27.944059371948242
2016-08-29,28.14483642578125
2016-08-30,28.247541427612305
2016-08-31,27.93939208984375
2016-09-01,27.803993225097656
2016-09-02,27.645244598388672
2016-09-06,27.00558090209961
2016-09-07,26.842172622680664
2016-09-08,26.837499618530273
2016-09-09,26.19784927368164
2016-09-12,26.692758560180664
2016-09-13,26.3145694732666
2016-09-14,26.491992950439453
2016-09-15,26.58070182800293
2016-09-16,26.412609100341797
2016-09-19,26.4639835357666
2016-09-20,26.744115829467773
2016-09-21,26.97756004333496
2016-09-22,27.2904109954834
2016-09-23,27.047609329223633
2016-09-26,26.702106475830078
2016-09-27,26.79081153869629
2016-09-28,27.318410873413086
2016-09-29,27.0289306640625
2016-09-30,27.444473266601562
2016-10-03,27.43979835510254
2016-10-04,27.589218139648438
2016-10-05,27.93004608154297
2016-10-06,27.90203857421875
2016-10-07,27.561189651489258
2016-10-10,27.318410873413086
2016-10-11,26.81415367126465
2016-10-12,26.82349395751953
2016-10-13,26.468645095825195
2016-10-14,26.529342651367188
2016-10-17,26.524667739868164
2016-10-18,26.57603645324707
2016-10-19,26.590051651000977
2016-10-20,26.44062614440918
2016-10-21,26.375267028808594
2016-10-24,26.30523681640625
2016-10-25,25.586198806762695
2016-10-26,25.800979614257812
2016-10-27,25.810314178466797
2016-10-28,25.861671447753906
2016-10-31,25.642227172851562
2016-11-01,25.492828369140625
2016-11-02,25.460142135620117
2016-11-03,25.278053283691406
2016-11-04,25.455467224121094
2016-11-07,26.0344295501709
2016-11-08,25.94104766845703
2016-11-09,27.061609268188477
2016-11-10,28.16817283630371
2016-11-11,27.626556396484375
2016-11-14,27.803993225097656
2016-11-15,28.3082332611084
2016-11-16,28.266054153442383
2016-11-17,28.134794235229492
2016-11-18,28.022300720214844
2016-11-21,28.19104766845703
2016-11-22,28.47700309753418
