Date,BRO
2021-07-01,53.52000045776367
2021-07-02,53.66999816894531
2021-07-06,53.560001373291016
2021-07-07,53.599998474121094
2021-07-08,52.310001373291016
2021-07-09,52.95000076293945
2021-07-12,53.279998779296875
2021-07-13,52.61000061035156
2021-07-14,52.779998779296875
2021-07-15,53.529998779296875
2021-07-16,53.7400016784668
2021-07-19,52.66999816894531
2021-07-20,53.38999938964844
2021-07-21,53.27000045776367
2021-07-22,53.56999969482422
2021-07-23,54.349998474121094
2021-07-26,54.400001525878906
2021-07-27,54.779998779296875
2021-07-28,54.099998474121094
2021-07-29,54.84000015258789
2021-07-30,54.400001525878906
2021-08-02,54.2400016784668
2021-08-03,54.119998931884766
2021-08-04,53.70000076293945
2021-08-05,54.20000076293945
2021-08-06,54.47999954223633
2021-08-09,54.790000915527344
2021-08-10,54.869998931884766
2021-08-11,55.380001068115234
2021-08-12,55.380001068115234
2021-08-13,55.75
2021-08-16,56.380001068115234
2021-08-17,56.56999969482422
2021-08-18,56.720001220703125
2021-08-19,56.86000061035156
2021-08-20,57.7599983215332
2021-08-23,57.720001220703125
2021-08-24,57.68000030517578
2021-08-25,57.86000061035156
2021-08-26,57.61000061035156
2021-08-27,58.150001525878906
2021-08-30,58.029998779296875
2021-08-31,58.04999923706055
2021-09-01,58.459999084472656
2021-09-02,58.72999954223633
2021-09-03,58.939998626708984
2021-09-07,58.130001068115234
2021-09-08,58.56999969482422
2021-09-09,58.43000030517578
2021-09-10,57.77000045776367
2021-09-13,57.45000076293945
2021-09-14,56.099998474121094
2021-09-15,57.47999954223633
2021-09-16,57.459999084472656
2021-09-17,57.0099983215332
2021-09-20,56.34000015258789
2021-09-21,56.630001068115234
2021-09-22,57.400001525878906
2021-09-23,57.47999954223633
2021-09-24,58.099998474121094
2021-09-27,57.31999969482422
2021-09-28,55.790000915527344
2021-09-29,56.22999954223633
2021-09-30,55.45000076293945
2021-10-01,57.599998474121094
2021-10-04,57.18000030517578
2021-10-05,58.130001068115234
2021-10-06,58.79999923706055
2021-10-07,59.45000076293945
2021-10-08,59.9900016784668
2021-10-11,60.25
2021-10-12,60.75
2021-10-13,61.630001068115234
2021-10-14,63.130001068115234
2021-10-15,64.31999969482422
2021-10-18,64.01000213623047
2021-10-19,64.08999633789062
2021-10-20,64.56999969482422
2021-10-21,65.62999725341797
2021-10-22,66.48999786376953
2021-10-25,66.45999908447266
2021-10-26,63.900001525878906
2021-10-27,62.650001525878906
2021-10-28,62.95000076293945
2021-10-29,63.11000061035156
2021-11-01,61.869998931884766
2021-11-02,62.72999954223633
2021-11-03,61.81999969482422
2021-11-04,61.529998779296875
2021-11-05,61.970001220703125
2021-11-08,62.709999084472656
2021-11-09,63.0099983215332
2021-11-10,63.189998626708984
2021-11-11,63.689998626708984
2021-11-12,64.5199966430664
2021-11-15,64.30000305175781
2021-11-16,64.93000030517578
2021-11-17,64.72000122070312
2021-11-18,64.13999938964844
2021-11-19,64.54000091552734
2021-11-22,65.27999877929688
2021-11-23,65.80999755859375
2021-11-24,66.33999633789062
2021-11-26,64.76000213623047
2021-11-29,65.41000366210938
2021-11-30,64.41000366210938
2021-12-01,63.689998626708984
2021-12-02,65.87000274658203
2021-12-03,65.20999908447266
2021-12-06,65.88999938964844
2021-12-07,67.05000305175781
2021-12-08,67.68000030517578
2021-12-09,67.05999755859375
2021-12-10,67.20999908447266
2021-12-13,66.94999694824219
2021-12-14,66.95999908447266
2021-12-15,68.05999755859375
2021-12-16,67.23999786376953
2021-12-17,65.87000274658203
2021-12-20,65.94999694824219
2021-12-21,66.48999786376953
2021-12-22,67.56999969482422
2021-12-23,68.02999877929688
2021-12-27,69.45999908447266
2021-12-28,69.33999633789062
2021-12-29,69.83000183105469
2021-12-30,69.80999755859375
2021-12-31,70.27999877929688
2022-01-03,68.79000091552734
2022-01-04,69.12000274658203
2022-01-05,67.44999694824219
2022-01-06,68.54000091552734
2022-01-07,68.5999984741211
2022-01-10,68.08000183105469
2022-01-11,68.3499984741211
2022-01-12,69.43000030517578
2022-01-13,68.58000183105469
2022-01-14,67.05000305175781
2022-01-18,65.95999908447266
2022-01-19,64.62999725341797
2022-01-20,64.23999786376953
2022-01-21,63.130001068115234
2022-01-24,64.61000061035156
2022-01-25,64.41999816894531
2022-01-26,63.25
2022-01-27,61.970001220703125
2022-01-28,64.37999725341797
2022-01-31,66.27999877929688
2022-02-01,66.66999816894531
2022-02-02,68.08000183105469
2022-02-03,66.63999938964844
2022-02-04,67.52999877929688
2022-02-07,67.5999984741211
2022-02-08,68.02999877929688
2022-02-09,70.0199966430664
2022-02-10,69.0999984741211
2022-02-11,66.91000366210938
2022-02-14,65.9800033569336
2022-02-15,66.58000183105469
2022-02-16,66.61000061035156
2022-02-17,65.62999725341797
2022-02-18,66.13999938964844
2022-02-22,65.68000030517578
2022-02-23,64.2300033569336
2022-02-24,66.1500015258789
2022-02-25,67.58999633789062
2022-02-28,67.61000061035156
2022-03-01,66.87000274658203
2022-03-02,67.70999908447266
2022-03-03,68.11000061035156
2022-03-04,68.41000366210938
2022-03-07,66.2300033569336
2022-03-08,61.130001068115234
2022-03-09,63.540000915527344
2022-03-10,63.18000030517578
2022-03-11,62.709999084472656
2022-03-14,63.560001373291016
2022-03-15,65.9800033569336
2022-03-16,66.87999725341797
2022-03-17,68.02999877929688
2022-03-18,69.58999633789062
2022-03-21,69.51000213623047
2022-03-22,69.20999908447266
2022-03-23,68.68000030517578
2022-03-24,68.98999786376953
2022-03-25,70.37000274658203
2022-03-28,72.11000061035156
2022-03-29,72.4800033569336
2022-03-30,72.70999908447266
2022-03-31,72.2699966430664
2022-04-01,72.55999755859375
2022-04-04,72.19999694824219
2022-04-05,72.36000061035156
2022-04-06,72.87999725341797
2022-04-07,73.4000015258789
2022-04-08,72.95999908447266
2022-04-11,72.51000213623047
2022-04-12,71.94000244140625
2022-04-13,71.8499984741211
2022-04-14,71.26000213623047
2022-04-18,69.91999816894531
2022-04-19,70.16000366210938
2022-04-20,71.05999755859375
2022-04-21,70.68000030517578
2022-04-22,67.7300033569336
2022-04-25,68.44999694824219
2022-04-26,65.68000030517578
2022-04-27,64.70999908447266
2022-04-28,65.7699966430664
2022-04-29,61.97999954223633
2022-05-02,60.08000183105469
2022-05-03,59.959999084472656
2022-05-04,61.5099983215332
2022-05-05,58.959999084472656
2022-05-06,58.2400016784668
2022-05-09,56.58000183105469
2022-05-10,57.54999923706055
2022-05-11,56.09000015258789
2022-05-12,56.060001373291016
2022-05-13,57.900001525878906
2022-05-16,57.459999084472656
2022-05-17,58.279998779296875
2022-05-18,55.2599983215332
2022-05-19,54.709999084472656
2022-05-20,55.0
2022-05-23,55.970001220703125
2022-05-24,55.959999084472656
2022-05-25,56.18000030517578
2022-05-26,58.099998474121094
2022-05-27,59.95000076293945
2022-05-31,59.369998931884766
2022-06-01,58.0099983215332
2022-06-02,59.61000061035156
2022-06-03,58.7400016784668
2022-06-06,58.91999816894531
2022-06-07,59.25
2022-06-08,58.439998626708984
2022-06-09,56.84000015258789
2022-06-10,55.75
2022-06-13,54.4900016784668
2022-06-14,54.65999984741211
2022-06-15,54.939998626708984
2022-06-16,53.279998779296875
2022-06-17,53.5
2022-06-21,54.869998931884766
2022-06-22,55.4900016784668
2022-06-23,57.290000915527344
2022-06-24,59.060001373291016
2022-06-27,59.02000045776367
2022-06-28,57.709999084472656
2022-06-29,58.0
2022-06-30,58.34000015258789
2022-07-01,59.33000183105469
2022-07-05,59.900001525878906
2022-07-06,60.41999816894531
2022-07-07,60.45000076293945
2022-07-08,60.08000183105469
2022-07-11,59.650001525878906
2022-07-12,59.040000915527344
2022-07-13,58.88999938964844
2022-07-14,58.29999923706055
2022-07-15,59.310001373291016
2022-07-18,58.7599983215332
2022-07-19,60.849998474121094
2022-07-20,60.68000030517578
2022-07-21,62.36000061035156
2022-07-22,61.970001220703125
2022-07-25,62.38999938964844
2022-07-26,61.689998626708984
2022-07-27,63.08000183105469
2022-07-28,64.37999725341797
2022-07-29,65.0999984741211
2022-08-01,63.18000030517578
2022-08-02,62.880001068115234
2022-08-03,64.29000091552734
2022-08-04,64.30999755859375
2022-08-05,64.9000015258789
2022-08-08,65.27999877929688
2022-08-09,65.5199966430664
2022-08-10,66.37000274658203
2022-08-11,66.54000091552734
2022-08-12,67.55000305175781
2022-08-15,67.98999786376953
2022-08-16,68.13999938964844
2022-08-17,67.94000244140625
2022-08-18,67.80999755859375
2022-08-19,67.2699966430664
2022-08-22,65.93000030517578
2022-08-23,65.05000305175781
2022-08-24,65.3499984741211
2022-08-25,66.56999969482422
2022-08-26,65.08999633789062
2022-08-29,64.37000274658203
2022-08-30,63.79999923706055
2022-08-31,63.040000915527344
2022-09-01,63.65999984741211
2022-09-02,62.88999938964844
2022-09-06,63.36000061035156
2022-09-07,65.26000213623047
2022-09-08,65.55000305175781
2022-09-09,65.41000366210938
2022-09-12,65.30000305175781
2022-09-13,62.7599983215332
2022-09-14,62.52000045776367
2022-09-15,61.4900016784668
2022-09-16,61.540000915527344
2022-09-19,61.75
2022-09-20,61.439998626708984
2022-09-21,60.400001525878906
2022-09-22,59.2400016784668
2022-09-23,58.91999816894531
2022-09-26,58.619998931884766
2022-09-27,59.45000076293945
2022-09-28,60.2400016784668
2022-09-29,60.88999938964844
2022-09-30,60.47999954223633
2022-10-03,62.040000915527344
2022-10-04,63.29999923706055
2022-10-05,63.709999084472656
2022-10-06,62.650001525878906
2022-10-07,61.220001220703125
2022-10-10,62.06999969482422
2022-10-11,61.959999084472656
2022-10-12,60.68000030517578
2022-10-13,62.560001373291016
2022-10-14,59.47999954223633
2022-10-17,61.290000915527344
2022-10-18,62.15999984741211
2022-10-19,62.900001525878906
2022-10-20,60.88999938964844
2022-10-21,61.529998779296875
2022-10-24,63.08000183105469
2022-10-25,55.099998474121094
2022-10-26,55.95000076293945
2022-10-27,56.70000076293945
2022-10-28,58.63999938964844
2022-10-31,58.790000915527344
2022-11-01,58.650001525878906
2022-11-02,57.13999938964844
2022-11-03,56.540000915527344
2022-11-04,55.77000045776367
2022-11-07,56.02000045776367
2022-11-08,56.45000076293945
2022-11-09,55.72999954223633
2022-11-10,58.689998626708984
2022-11-11,56.66999816894531
2022-11-14,55.63999938964844
2022-11-15,55.79999923706055
2022-11-16,56.849998474121094
2022-11-17,56.38999938964844
2022-11-18,56.939998626708984
2022-11-21,58.0
2022-11-22,57.93000030517578
2022-11-23,58.630001068115234
2022-11-25,59.2599983215332
2022-11-28,57.88999938964844
2022-11-29,57.36000061035156
2022-11-30,59.59000015258789
2022-12-01,58.91999816894531
2022-12-02,59.52000045776367
2022-12-05,59.04999923706055
2022-12-06,57.970001220703125
2022-12-07,57.31999969482422
2022-12-08,57.77000045776367
2022-12-09,57.5
2022-12-12,58.0099983215332
2022-12-13,58.90999984741211
2022-12-14,58.16999816894531
2022-12-15,56.58000183105469
2022-12-16,55.5
2022-12-19,55.40999984741211
2022-12-20,55.529998779296875
2022-12-21,56.97999954223633
2022-12-22,56.650001525878906
2022-12-23,56.939998626708984
2022-12-27,57.36000061035156
2022-12-28,56.56999969482422
2022-12-29,57.650001525878906
2022-12-30,56.970001220703125
2023-01-03,56.650001525878906
2023-01-04,57.599998474121094
2023-01-05,57.08000183105469
2023-01-06,58.83000183105469
2023-01-09,58.84000015258789
2023-01-10,59.869998931884766
2023-01-11,61.689998626708984
2023-01-12,61.65999984741211
2023-01-13,61.27000045776367
2023-01-17,61.18000030517578
2023-01-18,60.630001068115234
2023-01-19,60.25
2023-01-20,61.720001220703125
2023-01-23,61.959999084472656
2023-01-24,58.709999084472656
2023-01-25,58.959999084472656
2023-01-26,58.36000061035156
2023-01-27,57.599998474121094
2023-01-30,57.459999084472656
2023-01-31,58.560001373291016
2023-02-01,58.400001525878906
2023-02-02,58.65999984741211
2023-02-03,58.38999938964844
2023-02-06,59.0099983215332
2023-02-07,59.970001220703125
2023-02-08,58.959999084472656
2023-02-09,58.310001373291016
2023-02-10,58.25
2023-02-13,58.470001220703125
2023-02-14,57.2599983215332
2023-02-15,57.91999816894531
2023-02-16,57.369998931884766
2023-02-17,57.66999816894531
2023-02-21,56.25
2023-02-22,56.47999954223633
2023-02-23,56.459999084472656
2023-02-24,56.470001220703125
2023-02-27,55.959999084472656
2023-02-28,56.06999969482422
2023-03-01,56.0099983215332
2023-03-02,56.150001525878906
2023-03-03,56.7599983215332
2023-03-06,57.0
2023-03-07,56.02000045776367
2023-03-08,56.880001068115234
2023-03-09,55.43000030517578
2023-03-10,54.91999816894531
2023-03-13,54.06999969482422
2023-03-14,55.040000915527344
2023-03-15,53.43000030517578
2023-03-16,55.11000061035156
2023-03-17,53.79999923706055
2023-03-20,54.349998474121094
2023-03-21,55.790000915527344
2023-03-22,54.880001068115234
2023-03-23,55.060001373291016
2023-03-24,55.36000061035156
2023-03-27,55.790000915527344
2023-03-28,55.779998779296875
2023-03-29,56.41999816894531
2023-03-30,56.619998931884766
2023-03-31,57.41999816894531
2023-04-03,57.650001525878906
2023-04-04,57.790000915527344
2023-04-05,58.84000015258789
2023-04-06,59.13999938964844
2023-04-10,58.41999816894531
2023-04-11,58.90999984741211
2023-04-12,58.47999954223633
2023-04-13,58.959999084472656
2023-04-14,58.77000045776367
2023-04-17,59.810001373291016
2023-04-18,60.349998474121094
2023-04-19,60.38999938964844
2023-04-20,60.849998474121094
2023-04-21,61.400001525878906
2023-04-24,61.060001373291016
2023-04-25,63.0099983215332
2023-04-26,62.81999969482422
2023-04-27,64.04000091552734
2023-04-28,64.38999938964844
2023-05-01,65.83000183105469
2023-05-02,64.91999816894531
2023-05-03,64.69999694824219
2023-05-04,64.11000061035156
2023-05-05,65.30999755859375
2023-05-08,65.75
2023-05-09,65.56999969482422
2023-05-10,65.58999633789062
2023-05-11,65.66000366210938
2023-05-12,65.68000030517578
2023-05-15,65.87000274658203
2023-05-16,65.70999908447266
2023-05-17,65.36000061035156
2023-05-18,66.2699966430664
2023-05-19,66.36000061035156
2023-05-22,65.70999908447266
2023-05-23,63.20000076293945
2023-05-24,63.09000015258789
2023-05-25,63.09000015258789
2023-05-26,62.869998931884766
2023-05-30,62.97999954223633
2023-05-31,62.33000183105469
2023-06-01,62.75
2023-06-02,63.790000915527344
2023-06-05,63.68000030517578
2023-06-06,63.790000915527344
2023-06-07,63.439998626708984
2023-06-08,63.86000061035156
2023-06-09,64.02999877929688
2023-06-12,64.30999755859375
2023-06-13,64.5
2023-06-14,64.5999984741211
2023-06-15,66.05000305175781
2023-06-16,66.25
2023-06-20,66.05000305175781
2023-06-21,66.4000015258789
2023-06-22,66.01000213623047
2023-06-23,66.43000030517578
2023-06-26,66.41000366210938
2023-06-27,66.81999969482422
2023-06-28,66.80000305175781
2023-06-29,67.69000244140625
2023-06-30,68.83999633789062
2023-07-03,67.41999816894531
2023-07-05,67.41999816894531
2023-07-06,67.3499984741211
2023-07-07,67.80000305175781
2023-07-10,68.66999816894531
2023-07-11,69.44000244140625
2023-07-12,68.66000366210938
2023-07-13,68.52999877929688
2023-07-14,68.72000122070312
2023-07-17,69.88999938964844
2023-07-18,69.7300033569336
2023-07-19,69.62999725341797
2023-07-20,71.02999877929688
2023-07-21,71.19999694824219
2023-07-24,70.62999725341797
2023-07-25,72.47000122070312
2023-07-26,71.6500015258789
2023-07-27,70.55999755859375
2023-07-28,70.58999633789062
2023-07-31,70.44999694824219
2023-08-01,70.0
2023-08-02,70.72000122070312
2023-08-03,70.62000274658203
2023-08-04,70.0
2023-08-07,71.13999938964844
2023-08-08,70.23999786376953
2023-08-09,70.63999938964844
2023-08-10,70.44000244140625
2023-08-11,70.77999877929688
2023-08-14,71.25
2023-08-15,70.58999633789062
