Date,HSY
2015-07-01,69.17776489257812
2015-07-02,69.54853057861328
2015-07-06,68.68341827392578
2015-07-07,70.51404571533203
2015-07-08,69.80339813232422
2015-07-09,70.14328002929688
2015-07-10,70.96204376220703
2015-07-13,71.16287231445312
2015-07-14,71.39461517333984
2015-07-15,70.81529235839844
2015-07-16,71.30965423583984
2015-07-17,70.68399810791016
2015-07-20,70.54491424560547
2015-07-21,70.0737533569336
2015-07-22,70.35954284667969
2015-07-23,70.01970672607422
2015-07-24,69.672119140625
2015-07-27,70.03514862060547
2015-07-28,71.07791900634766
2015-07-29,71.44869232177734
2015-07-30,71.72673797607422
2015-07-31,71.74991607666016
2015-08-03,71.464111328125
2015-08-04,71.68038940429688
2015-08-05,71.572265625
2015-08-06,71.2169418334961
2015-08-07,69.30908966064453
2015-08-10,70.91571807861328
2015-08-11,70.62992095947266
2015-08-12,71.26329040527344
2015-08-13,69.88841247558594
2015-08-14,70.5604248046875
2015-08-17,71.30192565917969
2015-08-18,72.17473602294922
2015-08-19,71.124267578125
2015-08-20,70.74578857421875
2015-08-21,69.5898208618164
2015-08-24,67.21886444091797
2015-08-25,66.17718505859375
2015-08-26,68.55593872070312
2015-08-27,70.1495361328125
2015-08-28,70.11844635009766
2015-08-31,69.5898208618164
2015-09-01,67.69305419921875
2015-09-02,68.89019775390625
2015-09-03,70.1495361328125
2015-09-04,69.74530792236328
2015-09-08,71.60320281982422
2015-09-09,70.25836181640625
2015-09-10,70.51490783691406
2015-09-11,70.9035873413086
2015-09-14,70.13398742675781
2015-09-15,70.54598999023438
2015-09-16,72.87031555175781
2015-09-17,72.52828979492188
2015-09-18,71.87528228759766
2015-09-21,72.12403106689453
2015-09-22,71.29226684570312
2015-09-23,71.4011001586914
2015-09-24,71.58765411376953
2015-09-25,71.95301055908203
2015-09-28,70.95799255371094
2015-09-29,71.82085418701172
2015-09-30,71.42440032958984
2015-10-01,71.55657196044922
2015-10-02,73.31342315673828
2015-10-05,74.23070526123047
2015-10-06,73.20460510253906
2015-10-07,74.3706283569336
2015-10-08,75.40452575683594
2015-10-09,75.06249237060547
2015-10-12,75.45893859863281
2015-10-13,74.42504119873047
2015-10-14,73.30565643310547
2015-10-15,73.639892578125
2015-10-16,74.06745147705078
2015-10-19,74.04412841796875
2015-10-20,73.23567962646484
2015-10-21,73.11128997802734
2015-10-22,74.5727310180664
2015-10-23,74.3706283569336
2015-10-26,73.81869506835938
2015-10-27,73.3289566040039
2015-10-28,68.59480285644531
2015-10-29,69.15449523925781
2015-10-30,68.94461822509766
2015-11-02,68.37713623046875
2015-11-03,68.45488739013672
2015-11-04,68.18280029296875
2015-11-05,68.18280029296875
2015-11-06,66.9778823852539
2015-11-09,66.16942596435547
2015-11-10,66.6980209350586
2015-11-11,67.31214904785156
2015-11-12,66.2005386352539
2015-11-13,65.15882873535156
2015-11-16,65.88957977294922
2015-11-17,64.97228240966797
2015-11-18,66.32486724853516
2015-11-19,66.14608764648438
2015-11-20,65.75740814208984
2015-11-23,67.0434799194336
2015-11-24,67.7245101928711
2015-11-25,68.0297622680664
2015-11-27,68.10022735595703
2015-11-30,67.56012725830078
2015-12-01,67.02003479003906
2015-12-02,66.69908142089844
2015-12-03,66.1902847290039
2015-12-04,67.70885467529297
2015-12-07,68.2098159790039
2015-12-08,68.77337646484375
2015-12-09,67.79492950439453
2015-12-10,67.92015838623047
2015-12-11,68.43681335449219
2015-12-14,70.37805938720703
2015-12-15,69.93968963623047
2015-12-16,71.56002044677734
2015-12-17,70.3154296875
2015-12-18,69.47789764404297
2015-12-21,69.806640625
2015-12-22,70.23715209960938
2015-12-23,70.71463012695312
2015-12-24,70.698974609375
2015-12-28,70.7537841796875
2015-12-29,71.21559143066406
2015-12-30,70.91815185546875
2015-12-31,69.87709045410156
2016-01-04,68.87516784667969
2016-01-05,68.62466430664062
2016-01-06,68.67163848876953
2016-01-07,67.08262634277344
2016-01-08,66.47207641601562
2016-01-11,65.94761657714844
2016-01-12,66.54252624511719
2016-01-13,65.43882751464844
2016-01-14,66.1980972290039
2016-01-15,65.21964263916016
2016-01-19,66.22940826416016
2016-01-20,66.52687072753906
2016-01-21,66.26856231689453
2016-01-22,66.7303695678711
2016-01-25,65.5718994140625
2016-01-26,66.59732055664062
2016-01-27,66.08850860595703
2016-01-28,68.10022735595703
2016-01-29,68.96908569335938
2016-02-01,69.94752502441406
2016-02-02,70.05712127685547
2016-02-03,69.4935302734375
2016-02-04,69.38395690917969
