Date,WST
2015-07-01,55.74977111816406
2015-07-02,55.01371383666992
2015-07-06,55.233551025390625
2015-07-07,57.97707748413086
2015-07-08,57.65207290649414
2015-07-09,57.12629699707031
2015-07-10,57.27925109863281
2015-07-13,57.71897888183594
2015-07-14,58.13960266113281
2015-07-15,57.91973114013672
2015-07-16,58.51240921020508
2015-07-17,58.34988784790039
2015-07-20,58.761688232421875
2015-07-21,58.60846710205078
2015-07-22,58.895748138427734
2015-07-23,58.24455261230469
2015-07-24,57.26774215698242
2015-07-27,57.200706481933594
2015-07-28,57.277320861816406
2015-07-29,58.0434455871582
2015-07-30,57.24858856201172
2015-07-31,57.334781646728516
2015-08-03,57.30603790283203
2015-08-04,57.75614547729492
2015-08-05,58.1296272277832
2015-08-06,57.277320861816406
2015-08-07,57.16240310668945
2015-08-10,57.3251838684082
2015-08-11,57.114505767822266
2015-08-12,56.81764602661133
2015-08-13,56.788917541503906
2015-08-14,56.87510299682617
2015-08-17,57.56461715698242
2015-08-18,57.583770751953125
2015-08-19,56.79850387573242
2015-08-20,54.739532470703125
2015-08-21,53.70527648925781
2015-08-24,52.3166618347168
2015-08-25,52.91040802001953
2015-08-26,55.31413650512695
2015-08-27,54.67250442504883
2015-08-28,54.45223617553711
2015-08-31,53.485008239746094
2015-09-01,52.37412643432617
2015-09-02,53.293487548828125
2015-09-03,52.99660110473633
2015-09-04,52.709312438964844
2015-09-08,54.19367218017578
2015-09-09,53.55204391479492
2015-09-10,54.35646057128906
2015-09-11,55.045982360839844
2015-09-14,54.5001220703125
2015-09-15,54.81614685058594
2015-09-16,54.547996520996094
2015-09-17,55.06513977050781
2015-09-18,54.49053955078125
2015-09-21,54.24155807495117
2015-09-22,53.848907470703125
2015-09-23,54.25111770629883
2015-09-24,55.419456481933594
2015-09-25,53.30304718017578
2015-09-28,52.02938461303711
2015-09-29,52.000633239746094
2015-09-30,51.8282585144043
2015-10-01,51.55056381225586
2015-10-02,52.10598373413086
2015-10-05,52.7571907043457
2015-10-06,51.426048278808594
2015-10-07,52.125125885009766
2015-10-08,52.240055084228516
2015-10-09,52.56565856933594
2015-10-12,53.27432632446289
2015-10-13,52.661434173583984
2015-10-14,52.46989059448242
2015-10-15,53.71483612060547
2015-10-16,53.96384048461914
2015-10-19,53.6279411315918
2015-10-20,53.18648147583008
2015-10-21,52.87936782836914
2015-10-22,53.27285385131836
2015-10-23,54.72199630737305
2015-10-26,54.846763610839844
2015-10-27,55.288204193115234
2015-10-28,57.54349899291992
2015-10-29,57.687461853027344
2015-10-30,57.59149932861328
2015-11-02,58.388038635253906
2015-11-03,58.64716720581055
2015-11-04,59.530086517333984
2015-11-05,60.01953125
2015-11-06,61.075199127197266
2015-11-09,60.70091247558594
2015-11-10,60.55698013305664
2015-11-11,60.03872299194336
2015-11-12,59.05982208251953
2015-11-13,59.48208236694336
2015-11-16,60.05792236328125
2015-11-17,60.508968353271484
2015-11-18,60.45138931274414
2015-11-19,59.7891960144043
2015-11-20,59.731624603271484
2015-11-23,60.144290924072266
2015-11-24,61.1231803894043
2015-11-25,61.05599594116211
2015-11-27,61.54545211791992
2015-11-30,60.508968353271484
2015-12-01,61.38230514526367
2015-12-02,61.161563873291016
2015-12-03,59.48208236694336
2015-12-04,60.269046783447266
2015-12-07,59.64524841308594
2015-12-08,60.873653411865234
2015-12-09,60.2978401184082
2015-12-10,60.499385833740234
2015-12-11,59.09822082519531
2015-12-14,58.944671630859375
2015-12-15,59.376522064208984
2015-12-16,60.115501403808594
2015-12-17,59.549278259277344
2015-12-18,58.17691421508789
2015-12-21,58.29206848144531
2015-12-22,58.608768463134766
2015-12-23,58.4648323059082
2015-12-24,59.1366081237793
2015-12-28,59.57806396484375
2015-12-29,59.67404556274414
2015-12-30,59.48208236694336
2015-12-31,57.79304122924805
2016-01-04,55.278621673583984
2016-01-05,54.57803726196289
2016-01-06,54.942745208740234
2016-01-07,53.7335090637207
2016-01-08,53.205684661865234
2016-01-11,52.975337982177734
2016-01-12,53.80069351196289
2016-01-13,53.55116271972656
2016-01-14,54.520450592041016
2016-01-15,54.07806396484375
2016-01-19,54.84745407104492
2016-01-20,55.98228073120117
2016-01-21,54.626251220703125
2016-01-22,55.72263717651367
2016-01-25,55.049415588378906
2016-01-26,55.07825469970703
2016-01-27,54.6358528137207
2016-01-28,52.93359375
2016-01-29,55.03017044067383
2016-02-01,54.905147552490234
2016-02-02,54.70319747924805
2016-02-03,54.68395233154297
2016-02-04,53.895328521728516
2016-02-05,52.56813430786133
2016-02-08,53.66451644897461
2016-02-09,53.41447448730469
2016-02-10,53.529884338378906
2016-02-11,52.548927307128906
2016-02-12,53.068241119384766
2016-02-16,54.15501403808594
2016-02-17,54.693565368652344
2016-02-18,54.039588928222656
2016-02-19,56.94401931762695
2016-02-22,57.174835205078125
2016-02-23,57.35755920410156
2016-02-24,59.377197265625
2016-02-25,60.108116149902344
2016-02-26,60.50242233276367
2016-02-29,59.64647674560547
2016-03-01,61.166019439697266
2016-03-02,61.377593994140625
2016-03-03,61.69496536254883
2016-03-04,62.03156280517578
2016-03-07,62.377803802490234
2016-03-08,61.49298858642578
2016-03-09,61.704586029052734
2016-03-10,61.44491195678711
2016-03-11,62.62783432006836
2016-03-14,62.377803802490234
2016-03-15,62.195045471191406
2016-03-16,62.22393035888672
2016-03-17,62.27199172973633
2016-03-18,62.974063873291016
2016-03-21,62.89711380004883
2016-03-22,63.83000183105469
2016-03-23,62.868263244628906
2016-03-24,62.84903335571289
2016-03-28,63.89734649658203
2016-03-29,66.23434448242188
2016-03-30,65.84004974365234
2016-03-31,66.66710662841797
2016-04-01,67.86924743652344
2016-04-04,67.29222869873047
2016-04-05,66.72480773925781
2016-04-06,67.14795684814453
2016-04-07,66.25354766845703
2016-04-08,66.64785766601562
2016-04-11,66.0419921875
2016-04-12,67.42687225341797
2016-04-13,68.29241943359375
2016-04-14,68.41744232177734
2016-04-15,68.57133483886719
2016-04-18,68.96632385253906
2016-04-19,69.3227310180664
2016-04-20,69.3131103515625
2016-04-21,69.13969421386719
2016-04-22,69.71772003173828
2016-04-25,69.62139892578125
2016-04-26,69.3131103515625
2016-04-27,69.45759582519531
2016-04-28,69.62139892578125
2016-04-29,68.59059143066406
2016-05-02,69.2167739868164
2016-05-03,68.13782501220703
2016-05-04,67.4442138671875
2016-05-05,68.09928131103516
2016-05-06,67.81027221679688
2016-05-09,68.63875579833984
2016-05-10,69.19750213623047
2016-05-11,69.63101959228516
2016-05-12,68.65801239013672
2016-05-13,69.03376770019531
2016-05-16,70.55582427978516
2016-05-17,68.52314758300781
2016-05-18,68.59059143066406
2016-05-19,68.64839935302734
2016-05-20,70.06455993652344
2016-05-23,69.65029907226562
2016-05-24,71.31688690185547
2016-05-25,71.09529876708984
2016-05-26,70.99897766113281
2016-05-27,71.84672546386719
2016-05-31,72.32839965820312
2016-06-01,72.43437194824219
2016-06-02,72.95455169677734
2016-06-03,72.4921875
2016-06-06,72.61739349365234
2016-06-07,73.47480010986328
2016-06-08,74.24549102783203
2016-06-09,74.58260345458984
2016-06-10,73.82157897949219
2016-06-13,73.05091857910156
2016-06-14,72.61739349365234
2016-06-15,72.14534759521484
2016-06-16,72.28987884521484
2016-06-17,71.18201446533203
2016-06-20,72.10684204101562
2016-06-21,71.90452575683594
2016-06-22,72.37655639648438
2016-06-23,72.98347473144531
2016-06-24,70.18012237548828
2016-06-27,68.96632385253906
2016-06-28,71.32649993896484
