Date,T
2015-07-01,12.43509578704834
2015-07-02,12.49102783203125
2015-07-06,12.449079513549805
2015-07-07,12.50501537322998
2015-07-08,12.377741813659668
2015-07-09,12.235427856445312
2015-07-10,12.327932357788086
2015-07-13,12.409767150878906
2015-07-14,12.49515151977539
2015-07-15,12.356395721435547
2015-07-16,12.50938606262207
2015-07-17,12.45601749420166
2015-07-20,12.416877746582031
2015-07-21,12.299471855163574
2015-07-22,12.192734718322754
2015-07-23,12.071767807006836
2015-07-24,12.199851989746094
2015-07-27,12.210524559020996
2015-07-28,12.214079856872559
2015-07-29,12.342164039611816
2015-07-30,12.381299018859863
2015-07-31,12.359955787658691
2015-08-03,12.331491470336914
2015-08-04,12.30302906036377
2015-08-05,12.299471855163574
2015-08-06,12.182064056396484
2015-08-07,12.171390533447266
2015-08-10,12.374183654785156
2015-08-11,12.327932357788086
2015-08-12,12.103789329528809
2015-08-13,12.02907657623291
2015-08-14,12.114466667175293
2015-08-17,12.178503036499023
2015-08-18,12.221199035644531
2015-08-19,12.224753379821777
2015-08-20,12.078882217407227
2015-08-21,11.876091003417969
2015-08-24,11.516746520996094
2015-08-25,11.313943862915039
2015-08-26,11.630595207214355
2015-08-27,11.897431373596191
2015-08-28,11.844064712524414
2015-08-31,11.812045097351074
2015-09-01,11.498952865600586
2015-09-02,11.676852226257324
2015-09-03,11.755121231079102
2015-09-04,11.584343910217285
2015-09-08,11.790695190429688
2015-09-09,11.662613868713379
2015-09-10,11.65194320678711
2015-09-11,11.641271591186523
2015-09-14,11.580784797668457
2015-09-15,11.691080093383789
2015-09-16,11.719538688659668
2015-09-17,11.662613868713379
2015-09-18,11.580784797668457
2015-09-21,11.584343910217285
2015-09-22,11.481165885925293
2015-09-23,11.456262588500977
2015-09-24,11.424240112304688
2015-09-25,11.502513885498047
2015-09-28,11.349528312683105
2015-09-29,11.41001033782959
2015-09-30,11.591459274291992
2015-10-01,11.573670387268066
2015-10-02,11.612811088562012
2015-10-05,11.893875122070312
2015-10-06,11.851181983947754
2015-10-07,12.007906913757324
2015-10-08,12.109423637390137
2015-10-09,12.015159606933594
2015-10-12,12.073168754577637
2015-10-13,12.04416275024414
2015-10-14,12.062289237976074
2015-10-15,12.14205551147461
2015-10-16,12.265321731567383
2015-10-19,12.192811012268066
2015-10-20,12.236320495605469
2015-10-21,12.181938171386719
2015-10-22,12.312458992004395
2015-10-23,12.232696533203125
2015-10-26,12.203694343566895
2015-10-27,12.040541648864746
2015-10-28,12.116674423217773
2015-10-29,12.163805961608887
2015-10-30,12.149306297302246
2015-11-02,12.18556022644043
2015-11-03,12.192811012268066
2015-11-04,12.138425827026367
2015-11-05,12.087671279907227
2015-11-06,12.022411346435547
2015-11-09,11.906394958496094
2015-11-10,11.888261795043945
2015-11-11,11.935396194458008
2015-11-12,11.852012634277344
2015-11-13,11.71423625946045
2015-11-16,11.978902816772461
2015-11-17,12.058669090270996
2015-11-18,12.160181045532227
2015-11-19,12.189184188842773
2015-11-20,12.203694343566895
2015-11-23,12.131173133850098
2015-11-24,12.10580062866211
2015-11-25,12.127553939819336
2015-11-27,12.171060562133789
2015-11-30,12.207315444946289
2015-12-01,12.243571281433105
2015-12-02,12.167431831359863
2015-12-03,12.000657081604004
2015-12-04,12.366840362548828
2015-12-07,12.424848556518555
2015-12-08,12.272576332092285
2015-12-09,12.171060562133789
2015-12-10,12.207315444946289
2015-12-11,12.026041030883789
2015-12-14,12.181938171386719
2015-12-15,12.258073806762695
2015-12-16,12.471979141235352
2015-12-17,12.337835311889648
2015-12-18,12.181938171386719
2015-12-21,12.359594345092773
2015-12-22,12.475608825683594
2015-12-23,12.609757423400879
2015-12-24,12.56624698638916
2015-12-28,12.602502822875977
2015-12-29,12.664139747619629
2015-12-30,12.59525203704834
2015-12-31,12.475608825683594
2016-01-04,12.453853607177734
2016-01-05,12.54086971282959
2016-01-06,12.579837799072266
2016-01-07,12.376703262329102
2016-01-08,12.387781143188477
2016-01-11,12.539215087890625
2016-01-12,12.520745277404785
2016-01-13,12.461654663085938
2016-01-14,12.668481826782227
2016-01-15,12.55398941040039
2016-01-19,12.746044158935547
2016-01-20,12.520745277404785
2016-01-21,12.757124900817871
2016-01-22,12.978731155395508
2016-01-25,12.927022933959961
2016-01-26,13.074756622314453
2016-01-27,13.104312896728516
2016-01-28,13.122777938842773
2016-01-29,13.318531036376953
2016-02-01,13.362848281860352
2016-02-02,13.318531036376953
2016-02-03,13.562295913696289
2016-02-04,13.492118835449219
2016-02-05,13.621391296386719
2016-02-08,13.706341743469238
2016-02-09,13.5364408493042
2016-02-10,13.455185890197754
2016-02-11,13.373930931091309
2016-02-12,13.469956398010254
2016-02-16,13.5364408493042
2016-02-17,13.53275203704834
2016-02-18,13.662016868591309
2016-02-19,13.506897926330566
2016-02-22,13.614006042480469
2016-02-23,13.569682121276855
2016-02-24,13.702648162841797
2016-02-25,13.802371978759766
2016-02-26,13.713723182678223
2016-02-29,13.647246360778809
2016-03-01,13.809757232666016
2016-03-02,13.920554161071777
2016-03-03,14.031362533569336
2016-03-04,14.009200096130371
2016-03-07,14.083065032958984
2016-03-08,14.068294525146484
2016-03-09,14.027668952941895
2016-03-10,14.149551391601562
2016-03-11,14.168020248413086
2016-03-14,14.153246879577637
2016-03-15,14.2271146774292
2016-03-16,14.319452285766602
2016-03-17,14.448719024658203
2016-03-18,14.241884231567383
2016-03-21,14.374850273132324
2016-03-22,14.267739295959473
2016-03-23,14.2344970703125
2016-03-24,14.360075950622559
2016-03-28,14.430253982543945
2016-03-29,14.57060432434082
2016-03-30,14.541057586669922
2016-03-31,14.46718692779541
2016-04-01,14.422865867614746
2016-04-04,14.53736400604248
2016-04-05,14.474575996398926
2016-04-06,14.50667953491211
2016-04-07,14.48791217803955
2016-04-08,14.454120635986328
2016-04-11,14.412819862365723
2016-04-12,14.517945289611816
2016-04-13,14.360258102416992
2016-04-14,14.424087524414062
2016-04-15,14.446609497070312
2016-04-18,14.5104341506958
2016-04-19,14.611804962158203
2016-04-20,14.536712646484375
2016-04-21,14.213848114013672
2016-04-22,14.292684555053711
2016-04-25,14.345244407653809
2016-04-26,14.300190925598145
2016-04-27,14.536712646484375
2016-04-28,14.50667953491211
2016-04-29,14.574262619018555
2016-05-02,14.679376602172852
2016-05-03,14.608046531677246
2016-05-04,14.596783638000488
2016-05-05,14.54422378540039
2016-05-06,14.638082504272461
2016-05-09,14.589272499084473
2016-05-10,14.758218765258789
2016-05-11,14.709410667419434
2016-05-12,14.848326683044434
2016-05-13,14.698148727416992
2016-05-16,14.746954917907715
2016-05-17,14.683131217956543
2016-05-18,14.43535327911377
2016-05-19,14.431594848632812
2016-05-20,14.43535327911377
2016-05-23,14.386544227600098
2016-05-24,14.454120635986328
2016-05-25,14.49917221069336
2016-05-26,14.581768989562988
2016-05-27,14.638082504272461
2016-05-31,14.698148727416992
2016-06-01,14.5404691696167
2016-06-02,14.581768989562988
2016-06-03,14.72067928314209
2016-06-06,14.769482612609863
2016-06-07,14.93842601776123
2016-06-08,14.964704513549805
2016-06-09,15.051057815551758
2016-06-10,15.141160011291504
2016-06-13,15.08859634399414
2016-06-14,15.159934997558594
2016-06-15,15.126144409179688
2016-06-16,15.2012300491333
2016-06-17,15.291335105895996
2016-06-20,15.310100555419922
2016-06-21,15.418977737426758
2016-06-22,15.505331993103027
2016-06-23,15.723074913024902
2016-06-24,15.587925910949707
2016-06-27,15.77939224243164
2016-06-28,15.775638580322266
2016-06-29,15.970866203308105
2016-06-30,16.22240447998047
2016-07-01,16.320016860961914
2016-07-05,16.27496337890625
2016-07-06,16.42185401916504
2016-07-07,16.117040634155273
2016-07-08,16.235158920288086
2016-07-11,16.197053909301758
2016-07-12,16.158952713012695
2016-07-13,16.2275333404541
2016-07-14,16.29611587524414
2016-07-15,16.34183692932129
2016-07-18,16.32659912109375
2016-07-19,16.29611587524414
2016-07-20,16.273258209228516
2016-07-21,16.200868606567383
2016-07-22,16.42566680908203
2016-07-25,16.360889434814453
2016-07-26,16.14752197265625
2016-07-27,16.29231071472168
2016-07-28,16.223726272583008
2016-07-29,16.49424934387207
