Date,L
2021-10-25,56.75432586669922
2021-10-26,56.409828186035156
2021-10-27,54.71684265136719
2021-10-28,55.523956298828125
2021-10-29,55.189300537109375
2021-11-01,56.203125
2021-11-02,56.48856735229492
2021-11-03,56.48856735229492
2021-11-04,55.770042419433594
2021-11-05,56.32124328613281
2021-11-08,57.108680725097656
2021-11-09,56.75432586669922
2021-11-10,56.32124328613281
2021-11-11,56.65591049194336
2021-11-12,56.144073486328125
2021-11-15,55.34678649902344
2021-11-16,55.592864990234375
2021-11-17,56.27201461791992
2021-11-18,55.799564361572266
2021-11-19,54.75621032714844
2021-11-22,55.809410095214844
2021-11-23,56.56126022338867
2021-11-24,56.01929473876953
2021-11-26,54.26530456542969
2021-11-29,54.30472183227539
2021-11-30,52.67882537841797
2021-12-01,52.64927291870117
2021-12-02,54.26530456542969
2021-12-03,54.06822204589844
2021-12-06,55.39849853515625
2021-12-07,56.01929473876953
2021-12-08,55.96017837524414
2021-12-09,55.81236267089844
2021-12-10,56.26563262939453
2021-12-13,55.94046401977539
2021-12-14,55.881343841552734
2021-12-15,56.24593734741211
2021-12-16,57.063804626464844
2021-12-17,55.95030975341797
2021-12-20,54.76784896850586
2021-12-21,55.93061447143555
2021-12-22,55.93061447143555
2021-12-23,56.18681335449219
2021-12-27,56.8765869140625
2021-12-28,57.339717864990234
2021-12-29,57.320003509521484
2021-12-30,56.935707092285156
2021-12-31,56.91599655151367
2022-01-03,57.25102233886719
2022-01-04,58.52218246459961
2022-01-05,57.921085357666016
2022-01-06,58.49261474609375
2022-01-07,59.89188003540039
2022-01-10,59.842594146728516
2022-01-11,60.23675537109375
2022-01-12,60.28602600097656
2022-01-13,60.591495513916016
2022-01-14,60.729454040527344
2022-01-18,60.01995849609375
2022-01-19,58.719261169433594
2022-01-20,58.2265739440918
2022-01-21,57.30030059814453
2022-01-24,58.09844970703125
2022-01-25,57.467811584472656
2022-01-26,57.792991638183594
2022-01-27,57.41854476928711
2022-01-28,58.02948760986328
