Date,JEF
2015-07-01,16.680845260620117
2015-07-02,16.776592254638672
2015-07-06,16.68768882751465
2015-07-07,16.810792922973633
2015-07-08,16.53722381591797
2015-07-09,16.66033172607422
2015-07-10,16.933900833129883
2015-07-13,17.221147537231445
2015-07-14,17.234819412231445
2015-07-15,17.04332160949707
2015-07-16,17.08435821533203
2015-07-17,16.995447158813477
2015-07-20,16.92706298828125
2015-07-21,16.803956985473633
2015-07-22,16.427799224853516
2015-07-23,16.215782165527344
2015-07-24,16.003761291503906
2015-07-27,15.990084648132324
2015-07-28,16.236297607421875
2015-07-29,16.236297607421875
2015-07-30,16.3046817779541
2015-07-31,16.085832595825195
2015-08-03,15.949045181274414
2015-08-04,15.942207336425781
2015-08-05,15.757549285888672
2015-08-06,15.641283988952637
2015-08-07,15.825946807861328
2015-08-10,15.990084648132324
2015-08-11,15.709674835205078
2015-08-12,15.825946807861328
2015-08-13,15.757549285888672
2015-08-14,15.969573974609375
2015-08-17,15.935370445251465
2015-08-18,15.832785606384277
2015-08-19,15.723358154296875
2015-08-20,15.251450538635254
2015-08-21,14.64959716796875
2015-08-24,14.047749519348145
2015-08-25,13.972515106201172
2015-08-26,14.184532165527344
2015-08-27,14.854776382446289
2015-08-28,14.704310417175293
2015-08-31,14.676956176757812
2015-09-01,14.164015769958496
2015-09-02,14.266603469848633
2015-09-03,14.321314811706543
2015-09-04,13.897287368774414
2015-09-08,14.307638168334961
2015-09-09,14.177687644958496
2015-09-10,14.351255416870117
2015-09-11,14.2826566696167
2015-09-14,13.946511268615723
2015-09-15,14.097432136535645
2015-09-16,14.152311325073242
2015-09-17,14.008246421813965
2015-09-18,13.919061660766602
2015-09-21,13.795587539672852
2015-09-22,13.898487091064453
2015-09-23,13.829889297485352
2015-09-24,13.871047973632812
2015-09-25,13.891633033752441
2015-09-28,13.665247917175293
2015-09-29,13.775009155273438
2015-09-30,13.898487091064453
2015-10-01,13.445724487304688
2015-10-02,13.500609397888184
2015-10-05,13.775009155273438
2015-10-06,13.93278694152832
2015-10-07,14.371837615966797
2015-10-08,14.481597900390625
2015-10-09,14.454155921936035
2015-10-12,14.166031837463379
2015-10-13,13.953369140625
2015-10-14,13.775009155273438
2015-10-15,13.953369140625
2015-10-16,14.056270599365234
2015-10-19,13.987669944763184
2015-10-20,13.912209510803223
2015-10-21,13.651524543762207
2015-10-22,13.823028564453125
2015-10-23,13.857330322265625
2015-10-26,13.740710258483887
2015-10-27,13.795587539672852
2015-10-28,13.78187084197998
2015-10-29,13.720125198364258
2015-10-30,13.726985931396484
2015-11-02,13.809306144714355
2015-11-03,13.775009155273438
2015-11-04,13.699549674987793
2015-11-05,13.267364501953125
2015-11-06,13.35654354095459
2015-11-09,12.965521812438965
2015-11-10,12.986101150512695
2015-11-11,12.890060424804688
2015-11-12,12.643095016479492
2015-11-13,12.354974746704102
2015-11-16,12.636235237121582
2015-11-17,12.423572540283203
2015-11-18,12.588215827941895
2015-11-19,12.430435180664062
2015-11-20,12.389273643493652
2015-11-23,12.38241195678711
2015-11-24,12.354974746704102
2015-11-25,12.313813209533691
2015-11-27,12.26579475402832
2015-11-30,12.128592491149902
2015-12-01,12.169754028320312
2015-12-02,12.348113059997559
2015-12-03,12.320674896240234
2015-12-04,12.21091365814209
2015-12-07,12.025691986083984
2015-12-08,12.101155281066895
2015-12-09,11.881629943847656
2015-12-10,11.856157302856445
2015-12-11,11.449934005737305
2015-12-14,11.07125186920166
2015-12-15,11.677144050598145
2015-12-16,11.35354232788086
2015-12-17,11.264036178588867
2015-12-18,11.332889556884766
2015-12-21,11.436163902282715
2015-12-22,11.601407051086426
2015-12-23,12.00074291229248
2015-12-24,11.931896209716797
2015-12-28,11.711569786071777
2015-12-29,11.81484317779541
2015-12-30,11.77353572845459
2015-12-31,11.973200798034668
2016-01-04,11.718454360961914
2016-01-05,11.74599552154541
2016-01-06,11.56698226928711
2016-01-07,11.394850730895996
2016-01-08,10.988636016845703
2016-01-11,10.947321891784668
2016-01-12,10.788963317871094
2016-01-13,10.603067398071289
2016-01-14,11.09879207611084
2016-01-15,10.837157249450684
2016-01-19,10.974861145019531
2016-01-20,11.208955764770508
2016-01-21,11.36042594909668
2016-01-22,11.58763599395752
2016-01-25,11.346656799316406
2016-01-26,11.250265121459961
2016-01-27,11.160760879516602
2016-01-28,11.140104293823242
2016-01-29,11.401739120483398
2016-02-01,11.394850730895996
2016-02-02,11.009288787841797
2016-02-03,11.277804374694824
2016-02-04,11.2984619140625
2016-02-05,11.03682804107666
2016-02-08,10.637491226196289
2016-02-09,10.300121307373047
2016-02-10,10.272576332092285
2016-02-11,10.059142112731934
2016-02-12,10.176189422607422
2016-02-16,10.183075904846191
2016-02-17,10.486016273498535
2016-02-18,10.313892364501953
2016-02-19,10.162422180175781
2016-02-22,10.355201721191406
2016-02-23,10.162422180175781
2016-02-24,10.066027641296387
2016-02-25,10.066027641296387
2016-02-26,10.210615158081055
2016-02-29,9.94897747039795
2016-03-01,10.506673812866211
2016-03-02,10.720113754272461
2016-03-03,10.733882904052734
2016-03-04,10.802734375
2016-03-07,10.912895202636719
2016-03-08,10.6237211227417
2016-03-09,10.458478927612305
2016-03-10,10.425982475280762
2016-03-11,10.550431251525879
2016-03-14,10.640312194824219
2016-03-15,10.038812637329102
2016-03-16,10.495122909545898
2016-03-17,10.916861534118652
2016-03-18,11.490705490112305
2016-03-21,11.449224472045898
2016-03-22,11.290205955505371
2016-03-23,11.062050819396973
2016-03-24,11.082793235778809
2016-03-28,10.972172737121582
2016-03-29,10.951435089111328
2016-03-30,11.013655662536621
2016-03-31,11.179586410522461
2016-04-01,11.221071243286133
2016-04-04,11.103536605834961
2016-04-05,11.048223495483398
2016-04-06,11.172676086425781
2016-04-07,10.737107276916504
2016-04-08,10.661051750183105
2016-04-11,10.83389663696289
2016-04-12,11.103536605834961
2016-04-13,11.53218936920166
2016-04-14,11.684294700622559
2016-04-15,11.656637191772461
2016-04-18,11.67737865447998
2016-04-19,11.739603996276855
2016-04-20,11.753429412841797
2016-04-21,11.725776672363281
2016-04-22,11.760345458984375
2016-04-25,11.67737865447998
2016-04-26,11.967758178710938
2016-04-27,11.988499641418457
2016-04-28,11.718863487243652
2016-04-29,11.53218936920166
2016-05-02,11.705034255981445
2016-05-03,11.38700008392334
2016-05-04,11.214154243469238
2016-05-05,11.463052749633789
2016-05-06,11.732686042785645
2016-05-09,11.559843063354492
2016-05-10,12.24431037902832
2016-05-11,12.223567962646484
2016-05-12,12.147518157958984
2016-05-13,12.092204093933105
2016-05-16,12.112946510314941
2016-05-17,12.078377723693848
2016-05-18,12.223567962646484
2016-05-19,12.299619674682617
2016-05-20,12.23048210144043
2016-05-23,12.078377723693848
2016-05-24,12.292705535888672
2016-05-25,12.375672340393066
2016-05-26,12.368756294250488
2016-05-27,12.424065589904785
2016-05-31,12.513948440551758
2016-06-01,12.507034301757812
2016-06-02,12.465550422668457
2016-06-03,12.140600204467773
2016-06-06,12.299619674682617
2016-06-07,12.403326988220215
2016-06-08,12.444808959960938
2016-06-09,12.273443222045898
2016-06-10,12.016733169555664
2016-06-13,11.961226463317871
2016-06-14,11.66982650756836
2016-06-15,11.766963005065918
2016-06-16,11.718395233154297
2016-06-17,11.815526962280273
2016-06-20,11.857154846191406
2016-06-21,11.815526962280273
2016-06-22,11.898782730102539
2016-06-23,12.474641799926758
2016-06-24,11.295170783996582
2016-06-27,10.858072280883789
2016-06-28,11.239667892456055
2016-06-29,11.579634666442871
2016-06-30,12.023670196533203
2016-07-01,12.120802879333496
2016-07-05,11.711453437805176
2016-07-06,11.961226463317871
2016-07-07,11.9126615524292
2016-07-08,12.113863945007324
2016-07-11,12.079174995422363
2016-07-12,12.204059600830078
2016-07-13,12.342819213867188
2016-07-14,12.391389846801758
2016-07-15,12.370574951171875
2016-07-18,12.446890830993652
2016-07-19,12.433013916015625
2016-07-20,12.509331703186035
2016-07-21,12.544026374816895
2016-07-22,12.599526405334473
2016-07-25,12.585652351379395
2016-07-26,12.57177734375
2016-07-27,12.606467247009277
2016-07-28,12.585652351379395
2016-07-29,12.66890811920166
2016-08-01,12.544026374816895
2016-08-02,12.349756240844727
2016-08-03,12.488519668579102
2016-08-04,12.939492225646973
2016-08-05,13.08519458770752
2016-08-08,13.050498962402344
2016-08-09,13.043561935424805
2016-08-10,13.064380645751953
2016-08-11,13.029687881469727
2016-08-12,12.946430206298828
2016-08-15,13.126821517944336
2016-08-16,13.057439804077148
2016-08-17,13.064380645751953
2016-08-18,13.08519458770752
2016-08-19,12.974184036254883
2016-08-22,12.932554244995117
2016-08-23,12.960306167602539
2016-08-24,12.883989334106445
2016-08-25,13.064380645751953
2016-08-26,13.057439804077148
2016-08-29,13.210078239440918
2016-08-30,13.244770050048828
2016-08-31,13.286397933959961
2016-09-01,13.106006622314453
2016-09-02,13.203137397766113
2016-09-06,13.07131576538086
2016-09-07,13.321087837219238
2016-09-08,13.508416175842285
2016-09-09,13.168448448181152
2016-09-12,13.445972442626953
2016-09-13,13.189264297485352
2016-09-14,13.078256607055664
2016-09-15,13.282224655151367
2016-09-16,13.205646514892578
2016-09-19,13.198686599731445
2016-09-20,13.170841217041016
2016-09-21,13.330952644348145
2016-09-22,13.275259971618652
