Date,MAA
2015-07-01,50.54974365234375
2015-07-02,50.97576141357422
2015-07-06,51.15835952758789
2015-07-07,51.706111907958984
2015-07-08,51.35446548461914
2015-07-09,51.72641372680664
2015-07-10,51.83461380004883
2015-07-13,51.759456634521484
2015-07-14,52.08735275268555
2015-07-15,52.12152862548828
2015-07-16,52.66115188598633
2015-07-17,52.640682220458984
2015-07-20,53.07106018066406
2015-07-21,53.13252639770508
2015-07-22,53.07106018066406
2015-07-23,52.47673034667969
2015-07-24,52.41523742675781
2015-07-27,52.381103515625
2015-07-28,52.12834930419922
2015-07-29,52.18982696533203
2015-07-30,54.136695861816406
2015-07-31,54.881263732910156
2015-08-03,55.455116271972656
2015-08-04,54.94277572631836
2015-08-05,54.444091796875
2015-08-06,55.024757385253906
2015-08-07,55.468772888183594
2015-08-10,55.44827651977539
2015-08-11,55.8171501159668
2015-08-12,55.76249694824219
2015-08-13,55.76933288574219
2015-08-14,56.57541275024414
2015-08-17,57.470279693603516
2015-08-18,57.627384185791016
2015-08-19,57.128726959228516
2015-08-20,56.589080810546875
2015-08-21,55.311649322509766
2015-08-24,53.043724060058594
2015-08-25,52.27180862426758
2015-08-26,53.41944122314453
2015-08-27,54.901790618896484
2015-08-28,55.07939910888672
2015-08-31,53.68585205078125
2015-09-01,52.93440628051758
2015-09-02,53.32380294799805
2015-09-03,53.187156677246094
2015-09-04,51.95755386352539
2015-09-08,52.15565490722656
2015-09-09,51.52720642089844
2015-09-10,51.94389724731445
2015-09-11,53.05738067626953
2015-09-14,53.16667938232422
2015-09-15,53.72682571411133
2015-09-16,54.53974151611328
2015-09-17,55.33898162841797
2015-09-18,55.482425689697266
2015-09-21,55.789833068847656
2015-09-22,54.90860366821289
2015-09-23,56.028926849365234
2015-09-24,55.168212890625
2015-09-25,55.08622360229492
2015-09-28,54.18451690673828
2015-09-29,55.311649322509766
2015-09-30,55.92643737792969
2015-10-01,56.541259765625
2015-10-02,57.49079513549805
2015-10-05,57.531761169433594
2015-10-06,56.61639404296875
2015-10-07,57.10139465332031
2015-10-08,57.36783218383789
2015-10-09,57.55227279663086
2015-10-12,57.55910110473633
2015-10-13,57.083404541015625
2015-10-14,56.4146728515625
2015-10-15,57.834869384765625
2015-10-16,57.8900032043457
2015-10-19,59.082698822021484
2015-10-20,59.17922592163086
2015-10-21,58.77934646606445
2015-10-22,59.18610382080078
2015-10-23,59.13785934448242
2015-10-26,59.17232894897461
2015-10-27,59.38603210449219
2015-10-28,58.80693817138672
2015-10-29,60.35810089111328
2015-10-30,58.73111343383789
2015-11-02,59.99271774291992
2015-11-03,59.38603210449219
2015-11-04,59.41361618041992
2015-11-05,59.30330276489258
2015-11-06,57.43498611450195
2015-11-09,57.02824783325195
2015-11-10,57.56599426269531
2015-11-11,58.13128662109375
2015-11-12,57.88309097290039
2015-11-13,58.04169464111328
2015-11-16,59.04132843017578
2015-11-17,59.63423156738281
2015-11-18,60.03410720825195
2015-11-19,60.39257049560547
2015-11-20,61.12335968017578
2015-11-23,60.99236297607422
2015-11-24,60.46841812133789
2015-11-25,61.116485595703125
2015-11-27,61.63353729248047
2015-11-30,61.05441665649414
2015-12-01,61.96443557739258
2015-12-02,61.05441665649414
2015-12-03,59.84104537963867
2015-12-04,61.32329177856445
2015-12-07,60.95789337158203
2015-12-08,60.80622100830078
2015-12-09,60.40639114379883
2015-12-10,60.530479431152344
2015-12-11,60.95789337158203
2015-12-14,61.73005294799805
2015-12-15,62.074737548828125
2015-12-16,62.97787857055664
2015-12-17,62.288482666015625
2015-12-18,61.950645446777344
2015-12-21,62.1436882019043
2015-12-22,62.43324661254883
2015-12-23,62.646968841552734
2015-12-24,62.791744232177734
2015-12-28,63.198486328125
2015-12-29,63.70176315307617
2015-12-30,63.295013427734375
2015-12-31,62.60559844970703
2016-01-04,62.06785583496094
2016-01-05,62.84688949584961
2016-01-06,62.522857666015625
2016-01-07,62.633182525634766
2016-01-08,62.22642135620117
2016-01-11,62.43324661254883
2016-01-12,62.24710464477539
2016-01-13,62.12883377075195
2016-01-14,62.19144821166992
2016-01-15,62.85935974121094
2016-01-19,63.36723327636719
2016-01-20,62.17753982543945
2016-01-21,62.15666961669922
2016-01-22,63.64552307128906
2016-01-25,64.37606048583984
2016-01-26,65.95535278320312
2016-01-27,64.25778198242188
2016-01-28,63.95859146118164
2016-01-29,65.27352905273438
2016-02-01,65.29438781738281
2016-02-02,64.29255676269531
2016-02-03,64.33428955078125
2016-02-04,60.966976165771484
2016-02-05,59.52680206298828
2016-02-08,58.886722564697266
2016-02-09,59.26240921020508
2016-02-10,59.985984802246094
2016-02-11,59.046730041503906
2016-02-12,59.47812271118164
2016-02-16,61.446998596191406
2016-02-17,61.81575012207031
