Date,GS
2015-10-13,146.21116638183594
2015-10-14,145.03160095214844
2015-10-15,149.4348602294922
2015-10-16,149.61256408691406
2015-10-19,150.06504821777344
2015-10-20,149.87918090820312
2015-10-21,145.18511962890625
2015-10-22,148.30374145507812
2015-10-23,149.8711395263672
2015-10-26,151.09107971191406
2015-10-27,150.52552795410156
2015-10-28,154.5732879638672
2015-10-29,153.41793823242188
2015-10-30,151.48699951171875
2015-11-02,153.2483367919922
2015-11-03,154.0642852783203
2015-11-04,154.83987426757812
2015-11-05,155.13885498046875
2015-11-06,160.91555786132812
2015-11-09,158.96839904785156
2015-11-10,159.81680297851562
2015-11-11,159.4774169921875
2015-11-12,155.74478149414062
2015-11-13,153.82191467285156
2015-11-16,155.25193786621094
2015-11-17,153.96730041503906
2015-11-18,156.46385192871094
2015-11-19,155.95484924316406
2015-11-20,154.69447326660156
2015-11-23,152.85238647460938
2015-11-24,152.4322967529297
2015-11-25,152.82005310058594
2015-11-27,153.88653564453125
2015-11-30,154.04869079589844
2015-12-01,156.52134704589844
2015-12-02,154.2432403564453
2015-12-03,150.14111328125
2015-12-04,154.02435302734375
2015-12-07,150.37619018554688
2015-12-08,148.29273986816406
2015-12-09,146.50106811523438
2015-12-10,147.63604736328125
2015-12-11,143.1366729736328
2015-12-14,143.00694274902344
2015-12-15,147.5549774169922
2015-12-16,150.95989990234375
2015-12-17,148.0414276123047
2015-12-18,142.26925659179688
2015-12-21,144.10145568847656
2015-12-22,145.9660186767578
2015-12-23,148.31700134277344
2015-12-24,147.9279022216797
2015-12-28,147.23886108398438
2015-12-29,148.78724670410156
2015-12-30,147.5549774169922
2015-12-31,146.11195373535156
2016-01-04,143.60691833496094
2016-01-05,141.13427734375
2016-01-06,137.68878173828125
2016-01-07,133.4569549560547
2016-01-08,132.9057159423828
2016-01-11,134.35682678222656
2016-01-12,134.3406219482422
2016-01-13,128.8927764892578
2016-01-14,130.83840942382812
2016-01-15,126.15262603759766
2016-01-19,127.13352966308594
2016-01-20,124.64469146728516
2016-01-21,122.94217681884766
2016-01-22,127.16593170166016
2016-01-25,122.51258087158203
2016-01-26,125.21221923828125
2016-01-27,124.62039947509766
2016-01-28,127.32808685302734
2016-01-29,130.97622680664062
2016-02-01,129.42774963378906
2016-02-02,122.98274993896484
2016-02-03,123.77727508544922
2016-02-04,126.86602783203125
2016-02-05,126.84977722167969
2016-02-08,120.99653625488281
2016-02-09,120.18585968017578
2016-02-10,119.35893249511719
2016-02-11,114.05697631835938
2016-02-12,118.46715545654297
2016-02-16,120.8100814819336
2016-02-17,122.36661529541016
2016-02-18,119.76432800292969
2016-02-19,119.09953308105469
2016-02-22,120.62360382080078
2016-02-23,117.47814178466797
2016-02-24,118.00505828857422
2016-02-25,120.18585968017578
2016-02-26,121.80728149414062
2016-02-29,121.75028228759766
2016-03-01,125.91902923583984
2016-03-02,125.55265808105469
2016-03-03,126.47272491455078
2016-03-04,127.70219421386719
2016-03-07,126.4889907836914
2016-03-08,123.4356918334961
2016-03-09,122.05966186523438
2016-03-10,122.96345520019531
2016-03-11,125.34098815917969
2016-03-14,124.97457885742188
2016-03-15,123.7857666015625
2016-03-16,122.57260131835938
2016-03-17,124.50231170654297
2016-03-18,128.3209991455078
2016-03-21,127.25436401367188
2016-03-22,125.55265808105469
2016-03-23,125.45491790771484
2016-03-24,124.5755844116211
2016-03-28,125.2595443725586
2016-03-29,126.22846221923828
2016-03-30,127.42534637451172
2016-03-31,127.81609344482422
2016-04-01,130.12857055664062
2016-04-04,128.45944213867188
2016-04-05,126.4889907836914
2016-04-06,126.35875701904297
2016-04-07,122.4667739868164
2016-04-08,122.36090087890625
2016-04-11,123.92420959472656
2016-04-12,125.64226531982422
2016-04-13,130.15298461914062
2016-04-14,131.01609802246094
2016-04-15,129.07009887695312
2016-04-18,129.4772186279297
2016-04-19,132.43276977539062
2016-04-20,135.9583740234375
2016-04-21,134.60682678222656
2016-04-22,135.77114868164062
2016-04-25,134.4194793701172
2016-04-26,135.03021240234375
2016-04-27,135.90956115722656
2016-04-28,133.76812744140625
2016-04-29,133.62158203125
2016-05-02,135.30697631835938
2016-05-03,132.83181762695312
2016-05-04,130.3321075439453
2016-05-05,129.89244079589844
2016-05-06,129.33883666992188
2016-05-09,128.24774169921875
2016-05-10,131.43141174316406
2016-05-11,129.80287170410156
2016-05-12,128.70367431640625
2016-05-13,126.48082733154297
2016-05-16,126.513427734375
2016-05-17,125.91902923583984
2016-05-18,130.22630310058594
2016-05-19,125.95978546142578
2016-05-20,125.80506134033203
2016-05-23,126.57044219970703
2016-05-24,128.31283569335938
2016-05-25,131.29287719726562
2016-05-26,129.6400146484375
2016-05-27,130.42489624023438
2016-05-31,130.3839874267578
2016-06-01,130.78460693359375
2016-06-02,130.2205047607422
2016-06-03,127.26909637451172
2016-06-06,128.4055633544922
2016-06-07,126.86032104492188
2016-06-08,126.42700958251953
2016-06-09,125.22526550292969
2016-06-10,122.54366302490234
2016-06-13,121.51351928710938
2016-06-14,119.51866912841797
2016-06-15,119.4941635131836
2016-06-16,119.87840270996094
2016-06-17,119.06903076171875
2016-06-20,120.79407501220703
2016-06-21,121.28459167480469
2016-06-22,121.1129379272461
2016-06-23,124.80828857421875
2016-06-24,115.97863006591797
2016-06-27,114.057373046875
2016-06-28,116.42827606201172
2016-06-29,118.95455932617188
2016-06-30,121.47261810302734
2016-07-01,121.2028579711914
2016-07-05,118.09613037109375
2016-07-06,119.01998138427734
2016-07-07,120.180908203125
2016-07-08,122.94425964355469
2016-07-11,124.4240493774414
2016-07-12,128.29103088378906
2016-07-13,129.10862731933594
2016-07-14,132.88572692871094
2016-07-15,132.14993286132812
2016-07-18,133.53160095214844
2016-07-19,131.96189880371094
2016-07-20,132.2562255859375
2016-07-21,130.85003662109375
2016-07-22,131.1443328857422
2016-07-25,131.22605895996094
2016-07-26,131.7575225830078
2016-07-27,131.61849975585938
2016-07-28,131.24246215820312
2016-07-29,129.8362579345703
2016-08-01,129.32119750976562
2016-08-02,127.58792877197266
2016-08-03,129.45199584960938
2016-08-04,129.2149200439453
2016-08-05,132.51783752441406
2016-08-08,133.1228485107422
2016-08-09,133.62156677246094
2016-08-10,132.59959411621094
2016-08-11,133.9649658203125
2016-08-12,133.4662322998047
2016-08-15,135.34657287597656
2016-08-16,135.4282989501953
2016-08-17,135.44471740722656
2016-08-18,135.76351928710938
2016-08-19,135.9025421142578
2016-08-22,135.9270782470703
2016-08-23,135.77984619140625
2016-08-24,135.14222717285156
2016-08-25,135.63275146484375
2016-08-26,135.68994140625
2016-08-29,136.42575073242188
2016-08-30,139.01112365722656
2016-08-31,139.08497619628906
2016-09-01,138.30531311035156
2016-09-02,138.8551788330078
2016-09-06,138.978271484375
2016-09-07,139.2573699951172
2016-09-08,140.8906707763672
2016-09-09,138.3545379638672
2016-09-12,140.39822387695312
2016-09-13,137.0659637451172
2016-09-14,136.3765411376953
2016-09-15,137.9523468017578
2016-09-16,136.24517822265625
2016-09-19,136.41754150390625
2016-09-20,136.6309356689453
2016-09-21,137.09051513671875
2016-09-22,137.90309143066406
2016-09-23,135.53114318847656
2016-09-26,132.53536987304688
2016-09-27,133.69264221191406
2016-09-28,134.15228271484375
2016-09-29,130.45884704589844
2016-09-30,132.363037109375
2016-10-03,132.1988525390625
2016-10-04,133.18377685546875
2016-10-05,136.57345581054688
2016-10-06,137.1890411376953
2016-10-07,139.388671875
2016-10-10,140.38174438476562
2016-10-11,138.74024963378906
2016-10-12,138.95367431640625
2016-10-13,137.41065979003906
2016-10-14,139.9550018310547
2016-10-17,138.70742797851562
2016-10-18,141.68682861328125
2016-10-19,143.2298126220703
2016-10-20,143.2298126220703
2016-10-21,143.3611297607422
2016-10-24,143.73048400878906
2016-10-25,144.08335876464844
2016-10-26,145.33094787597656
2016-10-27,145.88906860351562
2016-10-28,145.3883514404297
2016-10-31,146.29124450683594
2016-11-01,146.1434783935547
2016-11-02,144.92880249023438
2016-11-03,144.6250762939453
2016-11-04,144.38705444335938
2016-11-07,148.950439453125
2016-11-08,149.31161499023438
2016-11-09,158.10186767578125
2016-11-10,164.86488342285156
2016-11-11,167.38462829589844
2016-11-14,171.68536376953125
2016-11-15,173.33505249023438
2016-11-16,169.28875732421875
2016-11-17,172.05471801757812
2016-11-18,172.64564514160156
2016-11-21,173.2447967529297
2016-11-22,173.2694091796875
2016-11-23,174.2543182373047
2016-11-25,173.4910430908203
2016-11-28,172.64564514160156
2016-11-29,174.33340454101562
2016-11-30,180.54103088378906
2016-12-01,186.58407592773438
2016-12-02,183.89190673828125
2016-12-05,188.16481018066406
2016-12-06,190.49473571777344
2016-12-07,193.93614196777344
2016-12-08,198.78533935546875
2016-12-09,199.11473083496094
2016-12-12,195.26161193847656
2016-12-13,196.39779663085938
2016-12-14,197.533935546875
2016-12-15,200.06143188476562
2016-12-16,196.68594360351562
2016-12-19,196.825927734375
2016-12-20,200.1355438232422
2016-12-21,198.7771453857422
2016-12-22,197.69032287597656
2016-12-23,198.3902130126953
2016-12-27,198.8759307861328
2016-12-28,198.12672424316406
2016-12-29,196.09320068359375
2016-12-30,197.13873291015625
2017-01-03,198.8841552734375
2017-01-04,200.1685028076172
2017-01-05,198.67831420898438
2017-01-06,201.62571716308594
2017-01-09,199.97093200683594
2017-01-10,199.70748901367188
2017-01-11,202.333740234375
2017-01-12,200.75302124023438
2017-01-13,201.13174438476562
2017-01-17,194.08433532714844
2017-01-18,192.89056396484375
2017-01-19,190.51943969726562
2017-01-20,191.1698455810547
2017-01-23,191.55682373046875
2017-01-24,192.38832092285156
2017-01-25,195.32748413085938
2017-01-26,197.2457275390625
2017-01-27,195.08050537109375
2017-01-30,192.56944274902344
2017-01-31,188.79873657226562
2017-02-01,189.91021728515625
2017-02-02,189.6961669921875
2017-02-03,198.3737030029297
2017-02-06,197.57508850097656
2017-02-07,197.2786865234375
2017-02-08,195.7227020263672
2017-02-09,198.8677215576172
2017-02-10,199.8309326171875
2017-02-13,202.75367736816406
2017-02-14,205.37998962402344
2017-02-15,206.26913452148438
2017-02-16,205.3634796142578
2017-02-17,206.13739013671875
2017-02-21,207.27352905273438
2017-02-22,207.2488555908203
2017-02-23,206.80430603027344
2017-02-24,203.64285278320312
2017-02-27,205.27293395996094
2017-02-28,204.76112365722656
2017-03-01,208.59954833984375
2017-03-02,207.23748779296875
2017-03-03,208.748046875
2017-03-06,208.02169799804688
2017-03-07,207.10548400878906
2017-03-08,206.56060791015625
2017-03-09,206.5111083984375
2017-03-10,205.02532958984375
2017-03-13,204.84373474121094
2017-03-14,204.4805145263672
2017-03-15,203.70457458496094
2017-03-16,204.89321899414062
2017-03-17,201.36032104492188
2017-03-20,199.87448120117188
2017-03-21,192.3298797607422
2017-03-22,190.73678588867188
2017-03-23,191.4219512939453
2017-03-24,188.5410919189453
2017-03-27,186.1224822998047
2017-03-28,189.30047607421875
2017-03-29,188.5740509033203
2017-03-30,190.8606414794922
2017-03-31,189.6224365234375
2017-04-03,188.99505615234375
2017-04-04,189.24273681640625
2017-04-05,187.92202758789062
2017-04-06,188.7309112548828
2017-04-07,188.10357666015625
2017-04-10,188.9373016357422
2017-04-11,187.98802185058594
2017-04-12,186.34535217285156
2017-04-13,184.33956909179688
2017-04-17,186.76634216308594
2017-04-18,177.95880126953125
2017-04-19,176.72061157226562
2017-04-20,179.99766540527344
2017-04-21,179.0071563720703
2017-04-24,184.25698852539062
2017-04-25,187.07179260253906
2017-04-26,186.71681213378906
2017-04-27,186.39492797851562
2017-04-28,184.7357940673828
2017-05-01,185.6025390625
2017-05-02,185.8253631591797
2017-05-03,186.8076171875
2017-05-04,187.03872680664062
2017-05-05,187.26991271972656
2017-05-08,185.7510528564453
2017-05-09,184.70272827148438
2017-05-10,185.6272430419922
2017-05-11,185.52816772460938
2017-05-12,183.9268035888672
2017-05-15,185.8253631591797
2017-05-16,186.2216033935547
2017-05-17,176.41517639160156
2017-05-18,177.60386657714844
2017-05-19,177.79368591308594
2017-05-22,178.3137664794922
2017-05-23,181.30189514160156
2017-05-24,184.760498046875
2017-05-25,183.63790893554688
2017-05-26,184.5128936767578
2017-05-30,180.90179443359375
2017-05-31,174.97166442871094
2017-06-01,178.0775604248047
2017-06-02,176.66958618164062
2017-06-05,177.23275756835938
2017-06-06,177.68002319335938
2017-06-07,178.7152862548828
2017-06-08,181.1834259033203
2017-06-09,184.2312774658203
2017-06-12,183.7923583984375
2017-06-13,185.6889190673828
2017-06-14,187.60218811035156
2017-06-15,184.88560485839844
2017-06-16,183.7095184326172
2017-06-19,187.28744506835938
2017-06-20,186.4343719482422
2017-06-21,184.27272033691406
2017-06-22,182.01988220214844
2017-06-23,179.883056640625
2017-06-26,182.5748291015625
2017-06-27,182.4423370361328
2017-06-28,184.8773193359375
2017-06-29,185.8628692626953
2017-06-30,183.78404235839844
2017-07-03,188.23989868164062
2017-07-05,188.86935424804688
2017-07-06,187.75128173828125
2017-07-07,186.58348083496094
2017-07-10,187.0472412109375
2017-07-11,187.96661376953125
2017-07-12,188.3309783935547
2017-07-13,190.82403564453125
2017-07-14,189.33314514160156
2017-07-17,189.8797607421875
2017-07-18,184.9518280029297
2017-07-19,184.58738708496094
2017-07-20,184.11532592773438
2017-07-21,182.35948181152344
2017-07-24,180.70301818847656
2017-07-25,183.51901245117188
2017-07-26,184.0738983154297
2017-07-27,183.43618774414062
2017-07-28,185.20030212402344
2017-07-31,186.6248779296875
2017-08-01,188.00807189941406
2017-08-02,187.4034423828125
2017-08-03,185.51502990722656
2017-08-04,190.31881713867188
2017-08-07,192.91111755371094
2017-08-08,192.19056701660156
2017-08-09,191.32919311523438
2017-08-10,186.7656707763672
2017-08-11,185.64755249023438
2017-08-14,188.3061981201172
2017-08-15,188.4966583251953
2017-08-16,186.8567352294922
2017-08-17,183.386474609375
2017-08-18,183.99110412597656
2017-08-21,182.86468505859375
2017-08-22,185.1754608154297
2017-08-23,184.47976684570312
2017-08-24,184.68682861328125
2017-08-25,184.2561492919922
2017-08-28,182.50033569335938
2017-08-29,182.79945373535156
2017-08-30,184.84388732910156
2017-08-31,185.94088745117188
2017-09-01,187.71932983398438
2017-09-05,180.9877471923828
2017-09-06,181.86036682128906
2017-09-07,179.37551879882812
2017-09-08,180.5140380859375
2017-09-11,183.71359252929688
2017-09-12,187.7775115966797
2017-09-13,188.284423828125
2017-09-14,188.5254364013672
2017-09-15,187.17079162597656
2017-09-18,189.09059143066406
2017-09-19,190.2374267578125
2017-09-20,190.96881103515625
2017-09-21,192.21533203125
2017-09-22,191.99925231933594
2017-09-25,191.359375
2017-09-26,191.09339904785156
2017-09-27,195.09912109375
2017-09-28,195.68917846679688
2017-09-29,197.11856079101562
2017-10-02,199.9940643310547
2017-10-03,200.8001708984375
2017-10-04,199.71144104003906
2017-10-05,204.49008178710938
2017-10-06,204.4568328857422
2017-10-09,201.7808380126953
2017-10-10,201.61459350585938
2017-10-11,201.4483642578125
2017-10-12,199.2876739501953
2017-10-13,198.2322235107422
2017-10-16,201.4567108154297
2017-10-17,196.20440673828125
2017-10-18,201.14093017578125
2017-10-19,199.44554138183594
2017-10-20,203.3848114013672
2017-10-23,201.22402954101562
2017-10-24,203.47618103027344
2017-10-25,200.875
2017-10-26,200.88323974609375
2017-10-27,200.875
2017-10-30,200.19349670410156
2017-10-31,201.51487731933594
2017-11-01,202.9941864013672
2017-11-02,205.17153930664062
2017-11-03,203.11045837402344
2017-11-06,202.354248046875
2017-11-07,199.29592895507812
2017-11-08,200.49269104003906
2017-11-09,200.1103515625
2017-11-10,199.57847595214844
2017-11-13,199.6782684326172
2017-11-14,197.16015625
2017-11-15,197.4676513671875
2017-11-16,198.9302520751953
2017-11-17,197.80838012695312
2017-11-20,197.89981079101562
2017-11-21,197.80838012695312
2017-11-22,196.4869842529297
2017-11-24,196.0880584716797
2017-11-27,195.39002990722656
2017-11-28,198.9635772705078
2017-11-29,201.21444702148438
2017-11-30,206.4498748779297
2017-12-01,207.54202270507812
2017-12-04,208.95924377441406
2017-12-05,207.0251007080078
2017-12-06,205.04098510742188
2017-12-07,207.2168731689453
2017-12-08,208.70912170410156
2017-12-11,208.52572631835938
2017-12-12,214.8199462890625
2017-12-13,213.05255126953125
2017-12-14,212.98582458496094
2017-12-15,214.39480590820312
2017-12-18,216.77069091796875
2017-12-19,213.81948852539062
2017-12-20,212.7357177734375
2017-12-21,217.59603881835938
2017-12-22,215.89535522460938
2017-12-26,214.85330200195312
2017-12-27,213.37765502929688
2017-12-28,213.836181640625
2017-12-29,212.38558959960938
2018-01-02,213.14422607421875
2018-01-03,211.16014099121094
2018-01-04,214.1112823486328
2018-01-05,213.0192413330078
2018-01-08,209.92626953125
2018-01-09,211.70201110839844
2018-01-10,212.02716064453125
2018-01-11,212.69403076171875
2018-01-12,214.27804565429688
2018-01-16,215.47019958496094
2018-01-17,211.46023559570312
2018-01-18,209.2260284423828
2018-01-19,213.51937866210938
2018-01-22,218.02117919921875
2018-01-23,216.82911682128906
2018-01-24,221.48927307128906
2018-01-25,224.2820587158203
2018-01-26,223.5401153564453
2018-01-29,227.15826416015625
2018-01-30,224.20704650878906
2018-01-31,223.3317413330078
2018-02-01,226.9498748779297
2018-02-02,216.787353515625
2018-02-05,207.67538452148438
2018-02-06,215.67027282714844
2018-02-07,214.3363800048828
2018-02-08,205.37449645996094
2018-02-09,207.8337860107422
2018-02-12,211.05172729492188
2018-02-13,213.02755737304688
2018-02-14,218.90493774414062
2018-02-15,223.15660095214844
2018-02-16,223.1066436767578
2018-02-20,220.83067321777344
2018-02-21,219.5885009765625
2018-02-22,217.94615173339844
2018-02-23,222.39797973632812
2018-02-26,226.14108276367188
2018-02-27,223.3650665283203
2018-02-28,219.81202697753906
2018-03-01,214.67054748535156
2018-03-02,215.790771484375
2018-03-05,219.97084045410156
2018-03-06,223.156005859375
2018-03-07,221.835205078125
2018-03-08,222.6627655029297
2018-03-09,226.3662872314453
2018-03-12,228.54824829101562
2018-03-13,224.49363708496094
2018-03-14,221.0660400390625
2018-03-15,222.8885040283203
2018-03-16,223.71615600585938
2018-03-19,219.47755432128906
2018-03-20,220.02935791015625
2018-03-21,218.90911865234375
2018-03-22,211.17601013183594
2018-03-23,205.03968811035156
2018-03-26,213.0821533203125
2018-03-27,206.71176147460938
2018-03-28,208.47564697265625
2018-03-29,210.55738830566406
2018-04-02,206.78695678710938
2018-04-03,209.4872589111328
2018-04-04,211.1927032470703
2018-04-05,213.85958862304688
2018-04-06,208.977294921875
2018-04-09,210.833251953125
2018-04-10,214.49497985839844
2018-04-11,211.46026611328125
2018-04-12,217.01971435546875
2018-04-13,213.9515838623047
2018-04-16,215.5901336669922
2018-04-17,212.03709411621094
2018-04-18,212.34640502929688
2018-04-19,212.48855590820312
2018-04-20,210.6409912109375
2018-04-23,206.218505859375
2018-04-24,202.72393798828125
2018-04-25,199.9985809326172
2018-04-26,200.717529296875
2018-04-27,200.47511291503906
2018-04-30,199.2461395263672
2018-05-01,197.85836791992188
2018-05-02,195.6680450439453
2018-05-03,195.1329803466797
2018-05-04,196.4120635986328
2018-05-07,198.30145263671875
2018-05-08,198.13429260253906
2018-05-09,202.08856201171875
2018-05-10,203.5181427001953
2018-05-11,203.08340454101562
2018-05-14,203.91110229492188
2018-05-15,201.94647216796875
2018-05-16,201.44483947753906
2018-05-17,199.88987731933594
2018-05-18,198.13429260253906
2018-05-21,198.71949768066406
2018-05-22,198.97027587890625
2018-05-23,198.81146240234375
2018-05-24,197.3819122314453
2018-05-25,196.47067260742188
2018-05-29,189.7992401123047
2018-05-30,192.2574462890625
2018-05-31,189.50559997558594
2018-06-01,191.577880859375
2018-06-04,192.8698272705078
2018-06-05,191.56948852539062
2018-06-06,194.83306884765625
2018-06-07,195.85655212402344
2018-06-08,195.8063201904297
2018-06-11,196.39349365234375
2018-06-12,195.1686248779297
2018-06-13,196.17539978027344
2018-06-14,196.0243682861328
2018-06-15,194.57296752929688
2018-06-18,194.12832641601562
2018-06-19,191.55267333984375
2018-06-20,191.13319396972656
2018-06-21,190.42849731445312
2018-06-22,189.62307739257812
2018-06-25,185.86451721191406
2018-06-26,185.89805603027344
2018-06-27,184.72348022460938
2018-06-28,187.4417266845703
2018-06-29,185.0507354736328
2018-07-02,187.3075408935547
2018-07-03,184.8913116455078
2018-07-05,185.19329833984375
2018-07-06,186.07423400878906
2018-07-09,191.27581787109375
2018-07-10,190.3193817138672
2018-07-11,189.32102966308594
2018-07-12,190.6298370361328
2018-07-13,189.95028686523438
2018-07-16,194.1702423095703
2018-07-17,193.81790161132812
2018-07-18,194.00245666503906
2018-07-19,192.65171813964844
2018-07-20,194.38002014160156
2018-07-23,196.1166534423828
2018-07-24,197.89529418945312
2018-07-25,198.57481384277344
2018-07-26,198.9272003173828
2018-07-27,199.37185668945312
2018-07-30,200.4709014892578
2018-07-31,199.19566345214844
2018-08-01,198.02947998046875
2018-08-02,196.30958557128906
2018-08-03,196.39349365234375
2018-08-06,197.93724060058594
2018-08-07,199.53126525878906
2018-08-08,198.306396484375
2018-08-09,196.1334686279297
2018-08-10,192.6349639892578
2018-08-13,190.32781982421875
2018-08-14,192.59303283691406
2018-08-15,192.3329315185547
2018-08-16,195.47903442382812
2018-08-17,195.7978515625
2018-08-20,197.8114013671875
2018-08-21,200.21920776367188
2018-08-22,200.79812622070312
2018-08-23,198.28118896484375
2018-08-24,197.24928283691406
2018-08-27,203.53314208984375
2018-08-28,203.3401336669922
2018-08-29,203.1970672607422
2018-08-30,201.5135955810547
2018-08-31,200.17518615722656
2018-09-04,200.0489501953125
2018-09-05,199.96473693847656
2018-09-06,197.40586853027344
2018-09-07,196.8924102783203
2018-09-10,195.2089385986328
2018-09-11,193.77796936035156
2018-09-12,192.04397583007812
2018-09-13,192.19544982910156
2018-09-14,192.96145629882812
2018-09-17,191.82510375976562
2018-09-18,192.66680908203125
2018-09-19,198.29812622070312
2018-09-20,199.83009338378906
2018-09-21,198.0961151123047
2018-09-24,196.04222106933594
2018-09-25,195.70556640625
2018-09-26,192.658447265625
2018-09-27,191.6988525390625
2018-09-28,188.7527313232422
2018-10-01,189.6702423095703
2018-10-02,190.2931365966797
2018-10-03,191.7324981689453
2018-10-04,191.47996520996094
2018-10-05,189.99008178710938
2018-10-08,189.68702697753906
2018-10-09,187.63320922851562
2018-10-10,180.8824005126953
2018-10-11,179.2662811279297
2018-10-12,180.02378845214844
2018-10-15,181.1602325439453
2018-10-16,186.6147003173828
2018-10-17,192.1533660888672
2018-10-18,189.35035705566406
2018-10-19,191.0422821044922
2018-10-22,186.53054809570312
2018-10-23,183.97164916992188
2018-10-24,176.07608032226562
2018-10-25,180.14169311523438
2018-10-26,178.75283813476562
2018-10-29,180.5457763671875
2018-10-30,184.57765197753906
2018-10-31,189.7039031982422
2018-11-01,191.05067443847656
2018-11-02,193.34022521972656
2018-11-05,192.5237579345703
2018-11-06,192.08604431152344
2018-11-07,194.67861938476562
2018-11-08,194.99005126953125
2018-11-09,187.4143524169922
2018-11-12,173.44137573242188
2018-11-13,172.59963989257812
2018-11-14,170.44479370117188
2018-11-15,171.49693298339844
2018-11-16,170.13336181640625
2018-11-19,166.8505401611328
2018-11-20,161.05931091308594
2018-11-21,162.11993408203125
2018-11-23,159.17385864257812
2018-11-26,163.5845489501953
2018-11-27,163.00379943847656
2018-11-28,166.9600067138672
2018-11-29,164.6780548095703
2018-11-30,161.16224670410156
2018-12-03,161.95669555664062
2018-12-04,155.77015686035156
2018-12-06,155.584228515625
2018-12-07,151.8486785888672
2018-12-10,151.13868713378906
2018-12-11,149.4230499267578
2018-12-12,149.33851623535156
2018-12-13,148.6793212890625
2018-12-14,146.01708984375
2018-12-17,141.99415588378906
2018-12-18,144.94371032714844
2018-12-19,143.0421600341797
2018-12-20,142.3322296142578
2018-12-21,135.26673889160156
2018-12-24,132.13966369628906
2018-12-26,137.7007598876953
2018-12-27,139.79678344726562
2018-12-28,137.78526306152344
2018-12-31,141.18283081054688
2019-01-02,145.3916473388672
2019-01-03,143.2618865966797
2019-01-04,147.9440460205078
2019-01-07,148.76380920410156
2019-01-08,148.21446228027344
2019-01-09,149.1441650390625
2019-01-10,148.74685668945312
2019-01-11,149.53289794921875
2019-01-14,151.04571533203125
2019-01-15,152.05148315429688
2019-01-16,166.56277465820312
2019-01-17,168.26150512695312
2019-01-18,171.1772918701172
2019-01-22,167.06980895996094
2019-01-23,166.4105987548828
2019-01-24,167.17124938964844
2019-01-25,169.65599060058594
2019-01-28,168.79396057128906
2019-01-29,169.45314025878906
2019-01-30,171.12657165527344
2019-01-31,167.34878540039062
2019-02-01,166.1063995361328
2019-02-04,167.10360717773438
2019-02-05,167.34878540039062
2019-02-06,166.17398071289062
2019-02-07,163.17372131347656
2019-02-08,161.99046325683594
2019-02-11,161.70314025878906
2019-02-12,164.37380981445312
2019-02-13,164.5428466796875
2019-02-14,162.71730041503906
2019-02-15,167.76287841796875
2019-02-19,167.90652465820312
2019-02-20,167.8473663330078
2019-02-21,165.95420837402344
2019-02-22,165.64996337890625
2019-02-25,167.88963317871094
2019-02-26,168.1009063720703
2019-02-27,168.1009521484375
2019-02-28,166.9129638671875
2019-03-01,168.185791015625
2019-03-04,166.3019561767578
2019-03-05,166.3189239501953
2019-03-06,165.24972534179688
2019-03-07,163.57806396484375
2019-03-08,165.67401123046875
2019-03-11,166.2935028076172
2019-03-12,166.853515625
2019-03-13,167.379638671875
2019-03-14,167.56637573242188
2019-03-15,168.2366943359375
2019-03-18,171.8091583251953
2019-03-19,170.66360473632812
2019-03-20,164.89334106445312
2019-03-21,165.11399841308594
