Date,OI
2015-07-01,22.4733829498291
2015-07-02,22.453779220581055
2015-07-06,22.08134651184082
2015-07-07,22.17935562133789
2015-07-08,21.31688117980957
2015-07-09,21.610902786254883
2015-07-10,21.659908294677734
2015-07-13,21.77752113342285
2015-07-14,21.748119354248047
2015-07-15,21.610902786254883
2015-07-16,21.82652473449707
2015-07-17,21.542299270629883
2015-07-20,21.287477493286133
2015-07-21,21.189468383789062
2015-07-22,21.062055587768555
2015-07-23,21.071861267089844
2015-07-24,20.424999237060547
2015-07-27,20.17997932434082
2015-07-28,20.54261016845703
2015-07-29,20.983652114868164
2015-07-30,21.062055587768555
2015-07-31,20.92484474182129
2015-08-03,20.405399322509766
2015-08-04,20.444602966308594
2015-08-05,20.709224700927734
2015-08-06,20.738630294799805
2015-08-07,20.48380470275879
2015-08-10,21.38548469543457
2015-08-11,21.209068298339844
2015-08-12,21.42469024658203
2015-08-13,21.071861267089844
2015-08-14,21.659908294677734
2015-08-17,21.77752113342285
2015-08-18,21.640308380126953
2015-08-19,21.287477493286133
2015-08-20,20.67002296447754
2015-08-21,19.915355682373047
2015-08-24,19.346906661987305
2015-08-25,19.03327751159668
2015-08-26,19.425312042236328
2015-08-27,20.356393814086914
2015-08-28,20.405399322509766
2015-08-31,20.434803009033203
2015-09-01,19.591928482055664
2015-09-02,19.807544708251953
2015-09-03,20.08197021484375
2015-09-04,19.464515686035156
2015-09-08,20.513206481933594
2015-09-09,20.248584747314453
2015-09-10,20.101572036743164
2015-09-11,19.63113021850586
2015-09-14,19.68013572692871
2015-09-15,20.993450164794922
2015-09-16,21.23847007751465
2015-09-17,21.003252029418945
2015-09-18,21.003252029418945
2015-09-21,21.708913803100586
2015-09-22,21.16986656188965
2015-09-23,20.67982292175293
2015-09-24,20.424999237060547
2015-09-25,20.699426651000977
2015-09-28,20.228984832763672
2015-09-29,20.062368392944336
2015-09-30,20.307390213012695
2015-10-01,20.4740047454834
2015-10-02,20.973846435546875
2015-10-05,21.414886474609375
2015-10-06,21.463891983032227
2015-10-07,21.92453384399414
2015-10-08,22.934022903442383
2015-10-09,22.992828369140625
2015-10-12,22.914419174194336
2015-10-13,22.747804641723633
2015-10-14,23.081035614013672
2015-10-15,23.316255569458008
2015-10-16,22.98302459716797
2015-10-19,22.924219131469727
2015-10-20,23.100635528564453
2015-10-21,22.66939926147461
2015-10-22,23.355459213256836
2015-10-23,23.13003921508789
2015-10-26,22.934022903442383
2015-10-27,22.208759307861328
2015-10-28,21.31688117980957
2015-10-29,21.0130558013916
2015-10-30,21.120861053466797
2015-11-02,21.356082916259766
2015-11-03,21.728515625
2015-11-04,21.48349380493164
2015-11-05,21.08165740966797
2015-11-06,20.83663558959961
2015-11-09,20.248584747314453
2015-11-10,19.70953941345215
2015-11-11,19.562522888183594
2015-11-12,18.42562484741211
2015-11-13,18.37662124633789
2015-11-16,18.641244888305664
2015-11-17,18.415821075439453
2015-11-18,18.455028533935547
2015-11-19,18.543235778808594
2015-11-20,18.38641929626465
2015-11-23,18.807859420776367
2015-11-24,19.199892044067383
2015-11-25,18.92547035217285
2015-11-27,18.856861114501953
2015-11-30,18.905868530273438
2015-12-01,18.964670181274414
2015-12-02,18.533432006835938
2015-12-03,18.523632049560547
2015-12-04,18.915666580200195
2015-12-07,18.44522476196289
2015-12-08,17.670961380004883
2015-12-09,17.641555786132812
2015-12-10,17.79836654663086
2015-12-11,17.161312103271484
2015-12-14,16.867286682128906
2015-12-15,16.945695877075195
2015-12-16,17.014299392700195
2015-12-17,16.602663040161133
2015-12-18,16.72027587890625
2015-12-21,16.62226676940918
2015-12-22,16.671268463134766
2015-12-23,17.220115661621094
2015-12-24,17.308324813842773
2015-12-28,17.12211036682129
2015-12-29,17.33772850036621
2015-12-30,17.171113967895508
2015-12-31,17.073104858398438
2016-01-04,16.72027587890625
2016-01-05,15.955809593200684
2016-01-06,15.534370422363281
2016-01-07,15.044327735900879
2016-01-08,14.720897674560547
2016-01-11,14.328862190246582
2016-01-12,13.829018592834473
2016-01-13,13.387980461120605
2016-01-14,13.525193214416504
2016-01-15,12.829331398010254
2016-01-19,12.339287757873535
2016-01-20,12.172673225402832
2016-01-21,12.427495956420898
2016-01-22,12.6137113571167
2016-01-25,12.202075958251953
2016-01-26,12.731322288513184
2016-01-27,12.946940422058105
2016-01-28,12.339287757873535
2016-01-29,12.682317733764648
2016-02-01,12.407893180847168
2016-02-02,11.819842338562012
2016-02-03,12.084465026855469
2016-02-04,12.682317733764648
2016-02-05,12.64311408996582
2016-02-08,12.064864158630371
2016-02-09,13.270370483398438
2016-02-10,13.142959594726562
2016-02-11,12.329486846923828
2016-02-12,12.780326843261719
2016-02-16,13.348776817321777
2016-02-17,13.917226791381836
2016-02-18,14.56408405303955
2016-02-19,13.78001594543457
2016-02-22,14.64249038696289
2016-02-23,14.43667221069336
2016-02-24,15.034524917602539
2016-02-25,14.779702186584473
2016-02-26,14.877711296081543
2016-02-29,14.662092208862305
2016-03-01,14.250454902648926
2016-03-02,14.387667655944824
