Date,DOW
2016-01-04,47.1971481845
2016-01-05,46.837946976607
2016-01-06,45.807606669755
2016-01-07,44.087221937213
2016-01-08,43.746926056051
2016-01-11,42.915091679878
2016-01-12,42.338479214575
2016-01-13,41.241970264164
2016-01-14,41.818582729467
2016-01-15,40.608641818668
2016-01-19,39.767354779129
2016-01-20,39.058405026708
2016-01-21,39.70118613557
2016-01-22,40.854411066174
2016-01-25,39.871334076151
2016-01-26,40.136008650388
2016-01-27,39.143478996999
2016-01-28,39.275816284117
2016-01-29,39.70118613557
2016-02-01,40.249440610775
2016-02-02,42.56534313535
2016-02-03,44.18174857087
2016-02-04,44.796171689634
2016-02-05,44.134485254042
2016-02-08,43.699662739223
2016-02-09,44.049411283751
2016-02-10,43.633494095664
2016-02-11,42.347931877941
2016-02-12,43.49170414518
2016-02-16,44.26682254116
2016-02-17,45.363331491571
2016-02-18,44.966319630215
2016-02-19,44.5031391253
2016-02-22,45.268804857915
2016-02-23,44.408612491644
2016-02-24,44.607118422322
2016-02-25,45.467310788593
2016-02-26,46.072281243992
2016-02-29,45.949396620239
2016-03-01,47.329485471618
2016-03-02,46.904115620166
2016-03-03,46.885210293435
2016-03-04,47.537444065662
2016-03-07,47.036452907284
2016-03-08,46.157355214282
2016-03-09,46.374766471692
2016-03-10,46.440935115251
2016-03-11,47.849381956727
2016-03-14,47.527991402296
2016-03-15,47.442917432006
2016-03-16,47.887192610189
2016-03-17,48.586689699245
2016-03-18,48.832458946751
2016-03-21,48.719026986363
2016-03-22,48.444899748761
2016-03-23,48.378731105201
2016-03-24,48.51106839232
2016-03-28,48.737932313095
2016-03-29,48.756837639826
2016-03-30,49.100195651374
2016-03-31,48.508856853708
2016-04-01,48.775913084912
2016-04-04,48.709149027111
2016-04-05,48.394404183192
2016-04-06,48.575620911509
2016-04-07,48.108272506902
2016-04-08,48.423017350821
2016-04-11,48.413479628278
2016-04-12,49.233723766976
2016-04-13,49.796449397013
2016-04-14,49.939515235158
2016-04-15,49.949052957701
2016-04-18,50.111194240932
2016-04-19,50.597618090625
2016-04-20,49.538930888352
2016-04-21,49.577081778524
2016-04-22,50.177958298733
2016-04-25,50.111194240932
2016-04-26,51.188956888291
2016-04-27,51.12219283049
2016-04-28,50.950513824716
2016-04-29,50.177958298733
2016-05-02,50.216109188905
2016-05-03,49.376789605121
2016-05-04,49.014356148487
2016-05-05,48.499319131165
2016-05-06,48.794988529998
2016-05-09,48.489781408622
2016-05-10,49.157421986632
2016-05-11,48.880828032885
2016-05-12,49.157421986632
2016-05-13,48.213187454875
2016-05-16,49.21464832189
2016-05-17,49.128808819003
2016-05-18,48.461168240993
2016-05-19,48.423017350821
2016-05-20,48.985742980858
2016-05-23,49.844138009728
2016-05-24,50.378250472136
2016-05-25,50.416401362308
2016-05-26,49.586619501067
2016-05-27,49.767836229384
2016-05-31,48.985742980858
2016-06-01,49.195572876804
2016-06-02,49.825062564642
2016-06-03,50.702533038598
2016-06-06,51.150805998119
2016-06-07,51.21757005592
2016-06-08,51.198494610834
2016-06-09,51.112655107947
2016-06-10,50.912362934544
2016-06-13,50.254260079077
2016-06-14,49.720147616669
2016-06-15,49.462629108008
2016-06-16,49.777373951927
2016-06-17,50.483165420109
2016-06-20,50.616693535711
2016-06-21,50.807447986571
2016-06-22,50.759759373856
2016-06-23,51.198494610834
2016-06-24,49.186035154261
2016-06-27,47.659999547381
2016-06-28,46.696689570537
2016-06-29,47.563226078032
2016-06-30,47.861699763947
2016-07-01,47.698020645864
2016-07-05,46.947022339369
2016-07-06,46.330818600706
2016-07-07,46.407844068039
2016-07-08,47.563226078032
2016-07-11,47.996494331779
2016-07-12,49.055594507606
2016-07-13,49.277042726188
2016-07-14,49.873990098017
2016-07-15,50.124322866849
2016-07-18,50.644244771346
2016-07-19,50.413168369347
2016-07-20,50.981231190927
2016-07-21,50.54796293718
2016-07-22,51.144910309009
2016-07-25,51.289333060258
2016-07-26,51.549294012507
2016-07-27,51.635947663256
2016-07-28,51.674460396922
2016-07-29,51.674460396922
2016-08-01,51.655204030089
2016-08-02,51.154538492426
2016-08-03,51.443383994924
2016-08-04,51.501153095424
2016-08-05,51.645575846673
2016-08-08,51.607063113006
2016-08-09,51.404871261257
2016-08-10,51.462640361757
2016-08-11,51.645575846673
2016-08-12,50.384283819097
2016-08-15,50.827180256261
2016-08-16,50.413168369347
2016-08-17,50.682757505012
2016-08-18,51.250820326592
2016-08-19,51.433755811507
2016-08-22,51.51078127884
2016-08-23,51.780370414505
2016-08-24,51.616691296423
2016-08-25,52.011446816504
2016-08-26,51.635947663256
2016-08-29,52.117356834086
2016-08-30,51.982562266254
2016-08-31,51.645575846673
2016-09-01,51.799626781338
2016-09-02,52.165497751169
2016-09-06,51.895908615504
2016-09-07,51.895908615504
2016-09-08,52.271407768752
2016-09-09,51.424127628091
2016-09-12,50.94271845726
2016-09-13,50.105066500016
2016-09-14,50.43242473618
2016-09-15,50.884949356761
2016-09-16,50.759782972345
2016-09-19,51.039000291426
2016-09-20,50.615360221096
2016-09-21,50.779039339178
