Date,INFO
2021-02-15,93.099998
2021-02-16,93.099998
2021-02-17,93.15
2021-02-18,92.87
2021-02-19,93.2
2021-02-21,91.44
2021-02-22,89.46
2021-02-23,89.46
2021-02-24,91.16
2021-02-25,90.37
2021-02-26,90.16
2021-02-28,92.52
2021-03-01,92.52
2021-03-02,89.49
2021-03-03,89.49
2021-03-04,89.25
2021-03-05,90.81
2021-03-07,93.17
2021-03-08,93.17
2021-03-09,93.26
2021-03-10,93.94
2021-03-11,94.44
2021-03-12,94.53
2021-03-14,96.34
2021-03-15,95.33
2021-03-16,95.8
2021-03-17,95.46
2021-03-18,95.34
2021-03-19,95.34
2021-03-21,94.61
2021-03-22,94.94
2021-03-23,96.19
2021-03-24,96.31
2021-03-25,98.57
2021-03-26,98.57
2021-03-28,99.28
2021-03-29,96.91
2021-03-30,96.78
2021-03-31,99.5
2021-04-01,99.5
2021-04-04,100.83
2021-04-05,100.57
2021-04-06,99.33
2021-04-07,100.67
2021-04-08,101.65
2021-04-09,101.65
2021-04-11,102.32
2021-04-12,102.71
2021-04-13,102.41
2021-04-14,103.16
2021-04-15,103.94
2021-04-16,103.94
2021-04-18,103.5
2021-04-19,103.9
2021-04-20,105.15
2021-04-21,105.4
2021-04-22,106.81
2021-04-23,106.81
2021-04-25,105.86
2021-04-26,106.07
2021-04-27,105.24
2021-04-28,108.37
2021-04-29,107.58
2021-04-30,107.58
2021-05-02,108.5
2021-05-03,109.34
2021-05-04,108.019997
2021-05-05,107.55
2021-05-06,107.87
2021-05-07,107.87
2021-05-09,107.7
2021-05-10,104.6
2021-05-11,101.53
2021-05-12,105.0
2021-05-13,104.96
2021-05-14,104.96
2021-05-16,103.71
2021-05-17,102.48
2021-05-18,102.52
2021-05-19,103.96
2021-05-20,104.55
2021-05-21,104.55
2021-05-23,105.13
2021-05-24,104.99
2021-05-25,104.96
2021-05-26,105.61
2021-05-27,105.31
2021-05-28,105.31
2021-05-31,103.97
2021-06-01,105.46
2021-06-02,105.62
2021-06-03,106.9
2021-06-04,106.9
2021-06-06,105.88
2021-06-07,106.53
2021-06-08,106.74
2021-06-09,107.29
2021-06-10,108.81
2021-06-11,108.81
2021-06-13,109.85
2021-06-14,109.53
2021-06-15,108.52
2021-06-16,110.78
2021-06-17,108.19
2021-06-18,108.19
2021-06-20,110.26
2021-06-21,111.71
2021-06-22,110.47
2021-06-23,113.37
2021-06-24,113.31
2021-06-25,113.31
2021-06-27,112.96
2021-06-28,112.7
2021-06-29,112.66
2021-06-30,113.23
2021-07-01,113.72
2021-07-02,113.72
2021-07-05,114.11
2021-07-06,115.33
2021-07-07,114.099998
2021-07-08,113.52
2021-07-09,113.52
2021-07-11,112.46
2021-07-12,111.66
2021-07-13,112.3
2021-07-14,113.32
2021-07-15,114.059998
2021-07-16,114.059998
2021-07-18,112.89
2021-07-19,114.87
2021-07-20,115.15
2021-07-21,115.55
2021-07-22,115.44
2021-07-23,115.44
2021-07-25,113.94
2021-07-26,113.28
2021-07-27,112.32
2021-07-28,115.33
2021-07-29,116.84
2021-07-30,116.84
2021-08-01,117.98
2021-08-02,117.9
2021-08-03,117.93
2021-08-04,119.42
2021-08-05,119.61
2021-08-06,119.61
2021-08-08,117.92
2021-08-09,118.019997
2021-08-10,117.87
2021-08-11,118.68
2021-08-12,119.54
2021-08-13,119.54
2021-08-15,120.32
2021-08-16,119.88
2021-08-17,115.57
2021-08-18,117.19
2021-08-19,118.099998
2021-08-20,118.099998
2021-08-22,119.21
2021-08-23,119.010002
2021-08-24,119.0
2021-08-25,119.059998
2021-08-26,119.33
2021-08-27,119.33
2021-08-29,120.83
2021-08-30,120.6
2021-08-31,122.24
2021-09-01,121.86
2021-09-02,122.24
2021-09-03,122.24
2021-09-06,120.14
2021-09-07,120.61
2021-09-08,119.85
2021-09-09,120.82
2021-09-10,120.82
2021-09-12,123.11
2021-09-13,123.39
2021-09-14,123.39
2021-09-15,123.78
2021-09-16,121.73
2021-09-17,121.73
2021-09-19,121.25
2021-09-20,121.81
2021-09-21,122.37
2021-09-22,124.2
2021-09-23,124.57
2021-09-24,124.57
2021-09-26,122.66
2021-09-27,116.47
2021-09-28,117.029999
2021-09-29,116.62
2021-09-30,117.92
2021-10-01,117.92
2021-10-03,114.5
2021-10-04,117.33
2021-10-05,118.13
2021-10-06,119.77
2021-10-07,119.14
2021-10-08,119.14
2021-10-10,118.3
2021-10-11,119.27
2021-10-12,119.31
2021-10-13,122.36
2021-10-14,122.9
2021-10-15,122.9
2021-10-17,124.18
2021-10-18,125.86
2021-10-19,122.89
2021-10-20,124.33
2021-10-21,125.040001
2021-10-22,125.040001
2021-10-24,123.93
2021-10-25,128.25
2021-10-26,127.84
2021-10-27,129.24001
2021-10-28,130.72
2021-10-29,130.72
2021-10-31,127.050003
2021-11-01,126.86
2021-11-02,125.58
2021-11-03,127.11
2021-11-04,126.66
2021-11-05,126.66
2021-11-07,126.43
2021-11-08,126.53
2021-11-09,124.46
2021-11-10,123.52
2021-11-11,125.55
2021-11-12,125.55
2021-11-14,128.52
2021-11-15,131.75
2021-11-16,130.24001
2021-11-17,130.029999
2021-11-18,129.14999
2021-11-19,129.14999
2021-11-21,128.080002
2021-11-22,128.23
2021-11-23,129.78
2021-11-24,129.78
2021-11-25,127.32
2021-11-26,125.66
2021-11-28,130.13
2021-11-29,127.82
2021-11-30,125.77
2021-12-01,129.3
2021-12-02,127.74
2021-12-03,127.74
2021-12-05,128.17999
2021-12-06,131.92
2021-12-07,132.59
2021-12-08,131.17999
2021-12-09,132.8
2021-12-10,132.8
2021-12-12,134.14999
2021-12-13,131.75999
2021-12-14,134.39999
2021-12-15,133.78999
2021-12-16,131.22
2021-12-17,131.21001
2021-12-19,129.059998
2021-12-20,131.94
2021-12-21,132.75
2021-12-22,132.89999
2021-12-23,132.89999
2021-12-26,134.57001
2021-12-27,133.31
2021-12-28,133.44
2021-12-29,132.33
2021-12-30,132.92
2021-12-31,132.92
2022-01-02,129.91
2022-01-03,129.58
2022-01-04,128.31
2022-01-05,127.35
2022-01-06,126.0
2022-01-07,126.0
2022-01-09,122.75
2022-01-10,124.2
2022-01-11,126.07
2022-01-12,122.87
2022-01-13,121.77
2022-01-14,121.77
2022-01-17,119.51
2022-01-18,119.17
2022-01-19,117.95
2022-01-20,117.65
2022-01-21,117.65
2022-01-23,117.85
2022-01-24,112.91
2022-01-25,112.18
2022-01-26,111.36
2022-01-27,114.51
2022-01-28,114.51
2022-01-30,116.79
