Date,INFO
2017-10-05,43.98
2017-10-06,43.98
2017-10-08,44.2
2017-10-09,44.24
2017-10-10,43.97
2017-10-11,44.0
2017-10-12,43.9
2017-10-13,43.9
2017-10-15,43.81
2017-10-16,43.76
2017-10-17,43.63
2017-10-18,43.52
2017-10-19,44.029999
2017-10-20,44.029999
2017-10-22,43.96
2017-10-23,43.54
2017-10-24,42.95
2017-10-25,42.99
2017-10-26,43.32
2017-10-27,43.32
2017-10-29,42.45
2017-10-30,42.61
2017-10-31,42.7
2017-11-01,42.93
2017-11-02,43.49
2017-11-03,43.49
2017-11-05,43.61
2017-11-06,43.61
2017-11-07,43.43
2017-11-08,43.93
2017-11-09,43.2
2017-11-10,42.93
2017-11-12,42.99
2017-11-13,42.99
2017-11-14,43.53
2017-11-15,43.53
2017-11-16,43.46
2017-11-17,43.62
2017-11-19,43.85
2017-11-20,43.85
2017-11-21,43.23
2017-11-22,43.43
2017-11-23,43.77
2017-11-24,43.77
2017-11-26,43.87
2017-11-27,44.62
2017-11-28,44.62
2017-11-29,44.16
2017-11-30,44.62
2017-12-01,44.71
2017-12-03,44.44
2017-12-04,44.67
2017-12-05,45.34
2017-12-06,45.34
2017-12-07,45.56
2017-12-08,45.59
2017-12-10,45.13
2017-12-11,45.13
2017-12-12,45.2
2017-12-13,44.88
2017-12-14,44.88
2017-12-15,45.53
2017-12-17,45.53
2017-12-18,45.53
2017-12-19,45.07
2017-12-20,45.43
2017-12-21,45.040001
2017-12-22,45.049999
2017-12-25,45.0
2017-12-26,45.0
2017-12-27,45.29
2017-12-28,45.29
2017-12-29,45.15
2018-01-01,45.55
2018-01-02,45.55
2018-01-03,45.21
2018-01-04,45.68
2018-01-05,45.95
2018-01-07,46.68
2018-01-08,46.8
2018-01-09,46.97
2018-01-10,46.97
2018-01-11,47.46
2018-01-12,47.85
2018-01-15,47.99
2018-01-16,47.99
2018-01-17,47.87
2018-01-18,48.87
2018-01-19,48.87
2018-01-21,48.37
2018-01-22,48.37
2018-01-23,48.51
2018-01-24,48.68
2018-01-25,48.45
2018-01-26,48.24
2018-01-28,47.55
2018-01-29,47.78
2018-01-30,47.73
2018-01-31,47.6
2018-02-01,47.6
2018-02-02,47.02
2018-02-04,45.15
2018-02-05,45.15
2018-02-06,45.79
2018-02-07,43.73
2018-02-08,44.31
2018-02-09,44.31
2018-02-11,45.21
2018-02-12,45.21
2018-02-13,45.3
2018-02-14,46.099998
2018-02-15,46.54
2018-02-16,46.77
2018-02-19,46.6
2018-02-20,46.6
2018-02-21,46.45
2018-02-22,46.82
2018-02-23,47.43
2018-02-25,47.6
2018-02-26,47.6
2018-02-27,47.0099983
2018-02-28,46.060001
2018-03-01,46.16
2018-03-02,46.16
2018-03-04,47.41
2018-03-05,47.41
2018-03-06,47.51
2018-03-07,47.48
2018-03-08,48.09
2018-03-09,49.060001
2018-03-11,49.11
2018-03-12,48.97
2018-03-13,48.84
2018-03-14,48.91
2018-03-15,48.78
2018-03-16,48.78
2018-03-18,48.7
2018-03-19,49.099998
2018-03-20,48.79
2018-03-21,47.77
2018-03-22,46.87
2018-03-23,46.87
2018-03-25,48.029999
2018-03-26,48.6
2018-03-27,47.95
2018-03-28,48.24
2018-03-29,48.24
2018-04-01,47.52
2018-04-02,47.83
2018-04-03,48.23
2018-04-04,48.71
2018-04-05,48.07
2018-04-06,48.07
2018-04-08,48.0
2018-04-09,48.48
2018-04-10,48.35
2018-04-11,48.71
2018-04-12,48.52
2018-04-13,48.52
2018-04-15,48.79
2018-04-16,49.099998
2018-04-17,49.39
2018-04-18,49.5
2018-04-19,49.27
2018-04-20,49.27
2018-04-22,49.049999
2018-04-23,49.11
2018-04-24,48.77
2018-04-25,49.0
2018-04-26,49.26
2018-04-27,49.26
2018-04-29,49.13
2018-04-30,49.41
2018-05-01,49.24
2018-05-02,48.6
2018-05-03,49.37
2018-05-04,49.37
2018-05-06,50.16
2018-05-07,50.55
2018-05-08,51.19
2018-05-09,51.81
2018-05-10,52.24
2018-05-11,52.24
2018-05-13,51.93
2018-05-14,51.72
2018-05-15,51.63
2018-05-16,51.33
2018-05-17,51.43
2018-05-18,51.43
2018-05-20,51.6
2018-05-21,51.27
2018-05-22,50.77
2018-05-23,50.7
2018-05-24,49.95
2018-05-25,49.95
2018-05-28,49.38
2018-05-29,49.41
2018-05-30,49.28
2018-05-31,49.72
2018-06-01,49.72
2018-06-03,49.96
2018-06-04,50.58
2018-06-05,51.49
2018-06-06,51.16
2018-06-07,51.14
2018-06-08,51.14
2018-06-10,50.69
2018-06-11,50.6
2018-06-12,50.28
2018-06-13,50.76
2018-06-14,50.81
2018-06-15,50.81
2018-06-17,50.67
2018-06-18,50.67
2018-06-19,51.23
2018-06-20,50.78
2018-06-21,51.25
2018-06-22,51.25
2018-06-24,50.12
2018-06-25,52.5
2018-06-26,51.28
2018-06-27,52.0099983
2018-06-28,51.59
2018-06-29,51.59
2018-07-01,51.84
2018-07-02,51.79
2018-07-03,51.79
2018-07-04,52.61
2018-07-05,52.65
2018-07-06,52.65
2018-07-08,52.48
2018-07-09,52.45
2018-07-10,52.81
2018-07-11,52.97
2018-07-12,52.27
2018-07-13,52.27
2018-07-15,52.11
2018-07-16,52.84
2018-07-17,53.049999
2018-07-18,52.69
2018-07-19,52.73
2018-07-20,52.73
2018-07-22,53.35
2018-07-23,53.4
2018-07-24,54.14
2018-07-25,54.15
2018-07-26,53.36
2018-07-27,53.36
2018-07-29,52.9
2018-07-30,53.029999
2018-07-31,53.45
2018-08-01,53.35
2018-08-02,52.95
2018-08-03,52.95
2018-08-05,53.54
2018-08-06,53.84
2018-08-07,53.86
2018-08-08,54.19
2018-08-09,53.79
2018-08-10,53.79
2018-08-12,53.94
2018-08-13,54.18
2018-08-14,53.55
2018-08-15,53.8
2018-08-16,53.76
2018-08-17,53.76
2018-08-19,54.029999
2018-08-20,54.0099983
2018-08-21,53.74
2018-08-22,53.7
2018-08-23,53.67
2018-08-24,53.67
2018-08-26,54.35
2018-08-27,54.37
2018-08-28,54.9
2018-08-29,54.79
2018-08-30,55.0
2018-08-31,55.0
2018-09-03,55.7
2018-09-04,55.029999
2018-09-05,54.82
2018-09-06,54.66
2018-09-07,54.66
2018-09-09,54.97
2018-09-10,55.0099983
2018-09-11,55.049999
2018-09-12,55.45
2018-09-13,55.14
2018-09-14,55.14
2018-09-16,54.44
2018-09-17,55.11
2018-09-18,54.34
2018-09-19,54.94
2018-09-20,55.21
2018-09-21,55.21
2018-09-23,54.28
2018-09-24,53.9
2018-09-25,53.38
2018-09-26,53.4
2018-09-27,53.96
2018-09-28,53.96
2018-09-30,54.080002
2018-10-01,54.07
2018-10-02,54.5
2018-10-03,53.68
2018-10-04,53.7
2018-10-05,53.7
2018-10-07,52.85
2018-10-08,53.12
2018-10-09,51.14
2018-10-10,50.48
2018-10-11,51.84
2018-10-12,51.84
2018-10-14,51.43
2018-10-15,52.5
2018-10-16,52.57
2018-10-17,52.49
2018-10-18,52.049999
2018-10-19,52.049999
2018-10-21,51.84
2018-10-22,51.2
2018-10-23,50.0
2018-10-24,50.89
2018-10-25,50.74
2018-10-26,50.74
2018-10-28,50.42
2018-10-29,51.43
2018-10-30,52.53
2018-10-31,52.47
2018-11-01,52.2
2018-11-02,52.2
2018-11-04,51.9
2018-11-05,51.9
2018-11-06,53.09
2018-11-07,53.09
2018-11-08,53.78
2018-11-09,52.91
2018-11-11,51.34
2018-11-12,51.34
2018-11-13,51.02
2018-11-14,50.92
2018-11-15,52.45
2018-11-16,52.45
2018-11-18,50.6
2018-11-19,50.6
2018-11-20,49.76
2018-11-21,50.37
2018-11-22,49.83
2018-11-23,49.83
2018-11-25,50.87
2018-11-26,50.87
2018-11-27,52.84
2018-11-28,52.84
2018-11-29,52.8
2018-11-30,53.37
2018-12-02,54.2
2018-12-03,54.2
2018-12-04,52.51
2018-12-05,51.79
2018-12-06,51.79
2018-12-07,50.89
2018-12-09,50.79
2018-12-10,50.79
2018-12-11,50.56
2018-12-12,49.54
2018-12-13,49.54
2018-12-14,48.83
2018-12-16,48.55
2018-12-17,48.55
2018-12-18,49.51
2018-12-19,48.43
2018-12-20,46.39
2018-12-21,46.39
2018-12-23,44.93
2018-12-24,44.93
2018-12-25,47.22
2018-12-26,47.22
2018-12-27,47.71
2018-12-28,47.32
2018-12-30,47.97
2018-12-31,47.97
2019-01-01,47.42
2019-01-02,46.6
2019-01-03,48.8
2019-01-04,48.8
2019-01-06,49.33
2019-01-07,49.33
2019-01-08,49.76
2019-01-09,49.61
2019-01-10,49.89
2019-01-11,49.78
2019-01-13,49.65
2019-01-14,49.65
2019-01-15,50.77
2019-01-16,51.11
2019-01-17,51.4
2019-01-18,51.61
2019-01-21,51.5
2019-01-22,51.5
2019-01-23,51.25
2019-01-24,51.52
2019-01-25,51.52
2019-01-27,50.78
2019-01-28,50.78
2019-01-29,50.6
2019-01-30,51.43
2019-01-31,51.92
2019-02-01,51.77
2019-02-03,52.23
2019-02-04,52.21
2019-02-05,52.28
2019-02-06,52.28
2019-02-07,52.21
2019-02-08,52.41
2019-02-10,52.61
2019-02-11,52.61
2019-02-12,53.35
2019-02-13,52.99
2019-02-14,52.99
2019-02-15,53.42
2019-02-18,53.13
2019-02-19,53.13
2019-02-20,53.040001
2019-02-21,53.080002
2019-02-22,53.11
2019-02-24,52.99
2019-02-25,52.99
2019-02-26,53.02
2019-02-27,53.049999
2019-02-28,53.17
2019-03-01,53.98
2019-03-03,53.57
2019-03-04,53.57
2019-03-05,53.43
2019-03-06,53.040001
2019-03-07,52.54
2019-03-08,52.54
2019-03-10,53.62
2019-03-11,54.09
2019-03-12,54.39
2019-03-13,54.13
2019-03-14,54.52
2019-03-15,54.52
2019-03-17,55.29
2019-03-18,55.25
2019-03-19,54.82
2019-03-20,55.46
2019-03-21,54.54
2019-03-22,54.54
2019-03-24,54.34
2019-03-25,53.27
2019-03-26,52.6
2019-03-27,53.81
2019-03-28,54.38
2019-03-29,54.38
2019-03-31,54.66
2019-04-01,54.73
2019-04-02,54.94
2019-04-03,54.96
2019-04-04,54.77
2019-04-05,54.77
2019-04-07,54.89
2019-04-08,54.87
2019-04-09,54.97
2019-04-10,55.0099983
2019-04-11,55.080002
2019-04-12,55.080002
2019-04-14,55.13
2019-04-15,55.17
2019-04-16,54.61
2019-04-17,55.0099983
2019-04-18,55.0099983
2019-04-21,55.66
2019-04-22,56.29
2019-04-23,56.080002
2019-04-24,56.3
2019-04-25,56.57
2019-04-26,56.57
2019-04-28,56.9
2019-04-29,57.26
2019-04-30,56.48
2019-05-01,56.56
2019-05-02,57.0
2019-05-03,57.0
2019-05-05,56.98
2019-05-06,56.080002
2019-05-07,56.15
2019-05-08,55.72
2019-05-09,56.2
2019-05-10,56.2
2019-05-12,54.64
2019-05-13,56.14
2019-05-14,56.62
2019-05-15,57.69
2019-05-16,57.4
2019-05-17,57.4
2019-05-19,57.5
2019-05-20,58.43
2019-05-21,58.72
2019-05-22,57.76
2019-05-23,58.38
2019-05-24,58.38
2019-05-27,57.82
2019-05-28,57.52
2019-05-29,57.82
2019-05-30,57.39
2019-05-31,57.39
2019-06-02,57.66
2019-06-03,58.22
2019-06-04,59.040001
2019-06-05,59.22
2019-06-06,59.6
2019-06-07,59.6
2019-06-09,60.75
2019-06-10,59.64
2019-06-11,59.45
2019-06-12,59.26
2019-06-13,59.32
2019-06-14,59.32
2019-06-16,59.36
2019-06-17,59.080002
2019-06-18,59.55
2019-06-19,59.89
2019-06-20,59.88
2019-06-21,59.88
2019-06-23,59.56
2019-06-24,59.26
2019-06-25,62.37
2019-06-26,63.099998
2019-06-27,63.72
2019-06-28,63.72
2019-06-30,64.61
2019-07-01,64.66
2019-07-02,65.12
2019-07-03,65.12
2019-07-04,64.62
2019-07-05,64.62
2019-07-07,64.58
2019-07-08,64.81
2019-07-09,64.84
2019-07-10,65.4
2019-07-11,65.57
2019-07-12,65.57
2019-07-14,65.58
2019-07-15,65.56
2019-07-16,65.37
2019-07-17,65.53
2019-07-18,65.050003
2019-07-19,65.050003
2019-07-21,65.25
2019-07-22,65.25
2019-07-23,64.81
2019-07-24,64.69
2019-07-25,65.46
2019-07-26,65.46
2019-07-28,65.39
2019-07-29,65.23
2019-07-30,64.42
2019-07-31,64.040001
2019-08-01,63.83
2019-08-02,63.83
2019-08-04,62.24
2019-08-05,63.12
2019-08-06,63.040001
2019-08-07,64.39
2019-08-08,64.41
2019-08-09,64.41
2019-08-11,63.52
2019-08-12,64.84
2019-08-13,63.21
2019-08-14,63.65
2019-08-15,64.83
2019-08-16,64.83
2019-08-18,65.4
2019-08-19,65.14
2019-08-20,65.13
2019-08-21,64.13
2019-08-22,62.74
2019-08-23,62.74
2019-08-25,63.51
2019-08-26,64.39
2019-08-27,64.79
2019-08-28,65.62
2019-08-29,65.61
2019-08-30,65.61
2019-09-02,65.72
2019-09-03,66.48
2019-09-04,67.17
2019-09-05,67.91
2019-09-06,67.91
2019-09-08,67.29
2019-09-09,66.41
2019-09-10,65.59
2019-09-11,67.57
2019-09-12,67.86
2019-09-13,67.86
2019-09-15,68.15
2019-09-16,67.93
2019-09-17,67.84
2019-09-18,67.75
2019-09-19,67.36
2019-09-20,67.36
2019-09-22,66.92
2019-09-23,65.94
2019-09-24,66.24
2019-09-25,66.48
2019-09-26,65.68
2019-09-27,65.68
2019-09-29,66.88
2019-09-30,66.96
2019-10-01,65.65
2019-10-02,66.52
2019-10-03,67.36
2019-10-04,67.36
2019-10-06,67.52
2019-10-07,66.59
2019-10-08,67.67
2019-10-09,67.97
2019-10-10,68.31
2019-10-11,68.31
2019-10-13,68.15
2019-10-14,69.24
2019-10-15,69.27
2019-10-16,69.71
2019-10-17,69.74
2019-10-18,69.74
2019-10-20,70.14
2019-10-21,69.28
2019-10-22,69.57
2019-10-23,69.89
2019-10-24,69.35
2019-10-25,69.35
2019-10-27,69.7
2019-10-28,69.2
2019-10-29,70.12
2019-10-30,70.019997
2019-10-31,70.7
2019-11-01,70.7
2019-11-03,69.74
2019-11-04,69.74
2019-11-05,68.49
2019-11-06,69.36
2019-11-07,69.7
2019-11-08,69.64
2019-11-10,68.9
2019-11-11,69.26
2019-11-12,69.26
2019-11-13,70.21
2019-11-14,71.55
2019-11-15,71.38
2019-11-17,71.17
2019-11-18,71.17
2019-11-19,71.88
2019-11-20,72.010002
2019-11-21,71.62
2019-11-22,71.85
2019-11-24,72.23
2019-11-25,72.23
2019-11-26,72.81
2019-11-27,72.9
2019-11-28,72.65
2019-11-29,72.65
2019-12-01,72.11
2019-12-02,72.11
2019-12-03,72.5
2019-12-04,72.5
2019-12-05,72.71
2019-12-06,73.72
2019-12-08,73.11
2019-12-09,73.11
2019-12-10,73.33
2019-12-11,73.65
2019-12-12,74.6
2019-12-13,74.6
2019-12-15,74.91
2019-12-16,74.91
2019-12-17,75.13
2019-12-18,74.23
2019-12-19,74.73
2019-12-20,75.36
2019-12-22,75.41
2019-12-23,75.13
2019-12-24,75.13
2019-12-25,75.010002
2019-12-26,75.010002
2019-12-27,75.64
2019-12-29,74.79
2019-12-30,74.79
2019-12-31,75.35
2020-01-01,75.79
2020-01-02,75.79
2020-01-03,75.82
2020-01-05,76.24
2020-01-06,76.43
2020-01-07,76.43
2020-01-08,77.21
2020-01-09,78.19
2020-01-10,78.26
2020-01-12,79.93
2020-01-13,79.93
2020-01-14,79.35
2020-01-15,79.35
2020-01-16,78.080002
2020-01-17,79.27
2020-01-20,80.14
2020-01-21,80.14
2020-01-22,80.69
2020-01-23,80.59
2020-01-24,79.89
2020-01-26,79.37
2020-01-27,80.050003
2020-01-28,80.050003
2020-01-29,79.79
2020-01-30,79.95
2020-01-31,78.86
2020-02-02,79.66
2020-02-03,79.66
2020-02-04,80.36
2020-02-05,80.36
2020-02-06,80.85
2020-02-07,80.42
2020-02-09,81.099998
2020-02-10,81.099998
2020-02-11,80.62
2020-02-12,80.52
2020-02-13,80.27
2020-02-14,80.76
2020-02-17,80.29
2020-02-18,80.29
2020-02-19,80.44
2020-02-20,80.44
2020-02-21,79.059998
2020-02-23,77.45
2020-02-24,77.45
2020-02-25,74.91
2020-02-26,74.79
2020-02-27,71.24
2020-02-28,71.24
2020-03-01,73.49
2020-03-02,73.49
2020-03-03,71.21
2020-03-04,74.31
2020-03-05,71.9
2020-03-06,69.32
2020-03-08,60.68
2020-03-09,61.11
2020-03-10,59.58
2020-03-11,52.89
2020-03-12,55.97
2020-03-13,55.97
2020-03-15,51.21
2020-03-16,54.95
2020-03-17,55.53
2020-03-18,52.16
2020-03-19,47.88
2020-03-20,47.88
2020-03-22,45.4
2020-03-23,58.3
2020-03-24,58.2
2020-03-25,59.56
2020-03-26,59.049999
2020-03-27,59.049999
2020-03-29,61.86
2020-03-30,60.0
2020-03-31,58.3
2020-04-01,60.63
2020-04-02,61.58
2020-04-03,61.58
2020-04-05,64.47
2020-04-06,63.57
2020-04-07,64.37
2020-04-08,65.47
2020-04-09,65.47
2020-04-12,64.39
2020-04-13,66.61
2020-04-14,65.029999
2020-04-15,64.84
2020-04-16,67.17
2020-04-17,67.17
2020-04-19,64.99
2020-04-20,62.57
2020-04-21,63.47
2020-04-22,64.99
2020-04-23,65.6
2020-04-24,65.6
2020-04-26,67.17
2020-04-27,67.45
2020-04-28,68.29
2020-04-29,67.3
2020-04-30,65.3
2020-05-01,65.3
2020-05-03,65.13
2020-05-04,65.62
2020-05-05,65.21
2020-05-06,66.32
2020-05-07,67.07
2020-05-08,67.07
2020-05-10,67.54
2020-05-11,66.86
2020-05-12,66.22
2020-05-13,65.68
2020-05-14,66.56
2020-05-15,66.56
2020-05-17,69.14
2020-05-18,67.25
2020-05-19,68.2
2020-05-20,67.089996
2020-05-21,67.010002
2020-05-22,67.010002
2020-05-25,68.21
2020-05-26,69.44
2020-05-27,69.11
2020-05-28,69.46
2020-05-29,69.46
2020-05-31,69.92
2020-06-01,71.0
2020-06-02,72.66
2020-06-03,71.42
2020-06-04,73.56
2020-06-05,73.56
2020-06-07,74.53
2020-06-08,73.11
2020-06-09,72.78
2020-06-10,69.26
2020-06-11,69.81
2020-06-12,69.81
2020-06-14,70.37
2020-06-15,72.27
2020-06-16,71.6
2020-06-17,71.67
2020-06-18,72.029999
2020-06-19,72.029999
2020-06-21,73.29
2020-06-22,72.77
2020-06-23,71.74
2020-06-24,72.95
2020-06-25,72.69
2020-06-26,72.69
2020-06-28,72.82
2020-06-29,75.5
2020-06-30,75.84
2020-07-01,75.85
2020-07-02,75.85
2020-07-05,76.68
2020-07-06,76.26
2020-07-07,76.45
2020-07-08,75.74
2020-07-09,75.64
2020-07-10,75.64
2020-07-12,75.81
2020-07-13,76.89
2020-07-14,78.15
2020-07-15,77.47
2020-07-16,79.07
2020-07-17,79.07
2020-07-19,79.52
2020-07-20,79.75
2020-07-21,80.2
2020-07-22,79.95
2020-07-23,79.56
2020-07-24,79.56
2020-07-26,79.94
2020-07-27,79.91
2020-07-28,80.52
2020-07-29,80.13
2020-07-30,80.73
2020-07-31,80.73
2020-08-02,81.55
2020-08-03,81.98
2020-08-04,81.96
2020-08-05,82.72
2020-08-06,83.96
2020-08-07,83.96
2020-08-09,83.53
2020-08-10,82.8
2020-08-11,83.25
2020-08-12,83.67
2020-08-13,82.75
2020-08-14,82.75
2020-08-16,81.84
2020-08-17,83.55
2020-08-18,82.99
2020-08-19,81.83
2020-08-20,81.62
2020-08-21,81.62
2020-08-23,81.91
2020-08-24,80.65
2020-08-25,80.31
2020-08-26,80.24
2020-08-27,80.63
2020-08-28,80.63
2020-08-30,79.92
2020-08-31,81.15
2020-09-01,83.58
2020-09-02,81.58
2020-09-03,79.19
2020-09-04,79.19
2020-09-07,76.59
2020-09-08,78.029999
2020-09-09,77.16
2020-09-10,77.17
2020-09-11,77.17
2020-09-13,77.95
2020-09-14,79.48
2020-09-15,79.61
2020-09-16,78.89
2020-09-17,79.11
2020-09-18,79.11
2020-09-20,78.050003
2020-09-21,78.64
2020-09-22,76.73
2020-09-23,76.6
2020-09-24,77.78
2020-09-25,77.78
2020-09-27,80.059998
2020-09-28,77.42
2020-09-29,78.51
2020-09-30,78.56
2020-10-01,78.52
2020-10-02,78.52
2020-10-04,78.59
2020-10-05,77.36
2020-10-06,77.92
2020-10-07,78.24
2020-10-08,78.68
2020-10-09,78.68
2020-10-11,79.71
2020-10-12,79.79
2020-10-13,79.44
2020-10-14,80.11
2020-10-15,81.32
2020-10-16,81.32
2020-10-18,81.050003
2020-10-19,81.42
2020-10-20,81.86
2020-10-21,82.26
2020-10-22,82.99
2020-10-23,82.99
2020-10-25,81.66
2020-10-26,81.29
2020-10-27,79.67
2020-10-28,80.43
2020-10-29,80.87
2020-10-30,80.87
2020-11-01,82.32
2020-11-02,82.32
2020-11-03,83.93
2020-11-04,86.21
2020-11-05,88.5
2020-11-06,88.5
2020-11-08,91.15
2020-11-09,91.15
2020-11-10,91.28
2020-11-11,91.48
2020-11-12,90.2
2020-11-13,91.67
2020-11-15,92.34
2020-11-16,92.29
2020-11-17,92.29
2020-11-18,91.18
2020-11-19,92.45
2020-11-20,92.19
2020-11-22,93.66
2020-11-23,93.66
2020-11-24,93.62
2020-11-25,92.3
2020-11-26,92.58
2020-11-27,92.58
2020-11-29,99.46
2020-11-30,99.46
2020-12-01,93.6
2020-12-02,92.55
2020-12-03,90.61
2020-12-04,93.64
2020-12-06,92.82
2020-12-07,92.080002
2020-12-08,90.27
2020-12-09,89.71
2020-12-10,89.71
2020-12-11,89.33
2020-12-13,88.97
2020-12-14,88.97
2020-12-15,89.0
2020-12-16,87.68
2020-12-17,87.98
2020-12-18,87.98
2020-12-20,87.19
2020-12-21,87.19
2020-12-22,86.87
2020-12-23,85.6
2020-12-24,86.37
2020-12-27,86.94
2020-12-28,88.029999
2020-12-29,88.029999
2020-12-30,88.52
2020-12-31,89.83
2021-01-03,90.91
2021-01-04,90.91
2021-01-05,89.81
2021-01-06,90.26
2021-01-07,90.050003
2021-01-08,90.050003
2021-01-10,87.65
2021-01-11,87.65
2021-01-12,86.78
2021-01-13,85.45
2021-01-14,83.9
2021-01-15,85.51
2021-01-18,87.49
2021-01-19,89.7
2021-01-20,89.7
2021-01-21,88.68
2021-01-22,88.089996
2021-01-24,87.6
2021-01-25,87.6
2021-01-26,88.39
2021-01-27,85.16
2021-01-28,87.8
2021-01-29,87.080002
2021-01-31,88.35
2021-02-01,90.61
2021-02-02,90.61
2021-02-03,88.99
2021-02-04,89.96
2021-02-05,89.32
2021-02-07,89.42
2021-02-08,89.42
2021-02-09,91.47
2021-02-10,91.47
2021-02-11,93.18
2021-02-12,93.59
