Date,AXP
2015-07-01,67.28754425048828
2015-07-02,67.12447357177734
2015-07-06,66.59237670898438
2015-07-07,66.55804443359375
2015-07-08,65.16766357421875
2015-07-09,65.51954650878906
2015-07-10,66.35205078125
2015-07-13,67.39911651611328
2015-07-14,67.77676391601562
2015-07-15,67.40770721435547
2015-07-16,67.73384094238281
2015-07-17,67.99134063720703
2015-07-20,68.05997467041016
2015-07-21,67.75959777832031
2015-07-22,67.79393005371094
2015-07-23,66.09458923339844
2015-07-24,65.14188385009766
2015-07-27,64.30079650878906
2015-07-28,64.46387481689453
2015-07-29,64.97025299072266
2015-07-30,65.33072662353516
2015-07-31,65.27921295166016
2015-08-03,65.2105484008789
2015-08-04,64.98743438720703
2015-08-05,64.87584686279297
2015-08-06,64.36947631835938
2015-08-07,68.42044830322266
2015-08-10,69.74217987060547
2015-08-11,69.81082916259766
2015-08-12,69.5190200805664
2015-08-13,69.31304168701172
2015-08-14,69.44178771972656
2015-08-17,69.5190200805664
2015-08-18,69.72501373291016
2015-08-19,69.47611999511719
2015-08-20,67.59654235839844
2015-08-21,66.11173248291016
2015-08-24,64.069091796875
2015-08-25,63.09923553466797
2015-08-26,64.91016387939453
2015-08-27,65.98300170898438
2015-08-28,65.78557586669922
2015-08-31,65.8456802368164
2015-09-01,63.51123809814453
2015-09-02,64.3179702758789
2015-09-03,64.59262084960938
2015-09-04,63.57984924316406
2015-09-08,64.79002380371094
2015-09-09,64.4724349975586
2015-09-10,64.63552856445312
2015-09-11,64.7986068725586
2015-09-14,64.48963165283203
2015-09-15,65.6568603515625
2015-09-16,66.36062622070312
2015-09-17,66.13748168945312
2015-09-18,65.1847915649414
2015-09-21,65.86284637451172
2015-09-22,64.97883605957031
2015-09-23,64.91016387939453
2015-09-24,64.1034164428711
2015-09-25,64.45527648925781
2015-09-28,62.944759368896484
2015-09-29,62.73875427246094
2015-09-30,63.622764587402344
2015-10-01,63.416812896728516
2015-10-02,63.86308670043945
2015-10-05,66.34349060058594
2015-10-06,66.00875854492188
2015-10-07,66.49118041992188
2015-10-08,66.49118041992188
2015-10-09,66.62043762207031
2015-10-12,66.60318756103516
2015-10-13,65.99152374267578
2015-10-14,65.62105560302734
2015-10-15,66.11214447021484
2015-10-16,66.51702117919922
2015-10-19,66.33611297607422
2015-10-20,66.29304504394531
2015-10-21,65.91398620605469
2015-10-22,62.45932388305664
2015-10-23,64.25989532470703
2015-10-26,63.91530227661133
2015-10-27,63.760189056396484
2015-10-28,64.13929748535156
2015-10-29,63.94113540649414
2015-10-30,63.11406707763672
2015-11-02,63.69989013671875
2015-11-03,63.7774543762207
2015-11-04,63.81193542480469
2015-11-05,63.691314697265625
2015-11-06,64.01004791259766
2015-11-09,63.25191879272461
2015-11-10,63.2088508605957
2015-11-11,62.81256103515625
2015-11-12,62.0113639831543
2015-11-13,61.33936309814453
2015-11-16,61.735652923583984
2015-11-17,61.26181411743164
2015-11-18,62.157814025878906
2015-11-19,62.66609191894531
2015-11-20,62.390411376953125
2015-11-23,62.23533630371094
2015-11-24,61.70981216430664
2015-11-25,61.76152420043945
2015-11-27,61.899349212646484
2015-11-30,61.71842575073242
2015-12-01,62.20087814331055
2015-12-02,61.33936309814453
2015-12-03,60.66737747192383
2015-12-04,61.25322341918945
2015-12-07,60.83108901977539
2015-12-08,60.22802734375
2015-12-09,60.1849479675293
2015-12-10,60.400306701660156
2015-12-11,59.32344055175781
2015-12-14,59.297603607177734
2015-12-15,60.434791564941406
2015-12-16,60.917232513427734
2015-12-17,59.935115814208984
2015-12-18,58.4705696105957
2015-12-21,58.92717742919922
2015-12-22,59.31483840942383
2015-12-23,60.27970886230469
2015-12-24,60.44340515136719
2015-12-28,60.09879684448242
2015-12-29,60.779396057128906
2015-12-30,60.44340515136719
2015-12-31,59.917903900146484
2016-01-04,58.229331970214844
2016-01-05,57.33335494995117
2016-01-06,55.741249084472656
2016-01-07,55.239383697509766
2016-01-08,55.05766677856445
2016-01-11,55.42109298706055
2016-01-12,55.72395324707031
2016-01-13,54.38275909423828
2016-01-14,54.76349639892578
2016-01-15,54.43467712402344
2016-01-19,54.201072692871094
2016-01-20,54.538516998291016
2016-01-21,54.201072692871094
2016-01-22,47.642234802246094
2016-01-25,47.60762405395508
2016-01-26,47.66819763183594
2016-01-27,47.17500305175781
2016-01-28,45.75592041015625
2016-01-29,46.29241180419922
2016-02-01,47.33074188232422
2016-02-02,46.43084716796875
2016-02-03,46.82021713256836
2016-02-04,47.053863525390625
2016-02-05,46.707733154296875
2016-02-08,45.340606689453125
2016-02-09,45.539615631103516
2016-02-10,45.24540710449219
2016-02-11,44.224395751953125
2016-02-12,45.565582275390625
2016-02-16,46.015525817871094
2016-02-17,46.38759231567383
2016-02-18,46.85484313964844
2016-02-19,47.339385986328125
2016-02-22,48.13544464111328
2016-02-23,47.68550109863281
2016-02-24,47.2788200378418
2016-02-25,47.927791595458984
2016-02-26,47.919132232666016
2016-02-29,48.09218978881836
2016-03-01,49.1478271484375
2016-03-02,49.42470932006836
2016-03-03,50.2640380859375
2016-03-04,50.43708419799805
2016-03-07,51.051448822021484
2016-03-08,51.42350387573242
2016-03-09,51.09469985961914
2016-03-10,50.83512496948242
2016-03-11,51.4494743347168
2016-03-14,51.54465103149414
2016-03-15,51.25045394897461
2016-03-16,51.65713119506836
2016-03-17,51.98594284057617
2016-03-18,52.972354888916016
2016-03-21,52.963706970214844
2016-03-22,52.44453811645508
2016-03-23,52.461849212646484
2016-03-24,52.32341003417969
2016-03-28,52.15899658203125
2016-03-29,52.43588638305664
2016-03-30,52.16765213012695
2016-03-31,53.128116607666016
2016-04-01,52.8685302734375
2016-04-04,52.45317840576172
2016-04-05,52.08112716674805
2016-04-06,52.063724517822266
2016-04-07,51.176883697509766
2016-04-08,51.73333740234375
2016-04-11,51.994163513183594
2016-04-12,52.75931930541992
2016-04-13,54.04612731933594
2016-04-14,54.350440979003906
2016-04-15,54.028724670410156
2016-04-18,54.419986724853516
2016-04-19,55.27206802368164
2016-04-20,56.532779693603516
2016-04-21,57.04576873779297
2016-04-22,57.324005126953125
2016-04-25,57.124019622802734
2016-04-26,57.55876922607422
2016-04-27,57.58485794067383
2016-04-28,57.24577331542969
2016-04-29,56.8892707824707
2016-05-02,57.106651306152344
2016-05-03,56.38498306274414
2016-05-04,55.871986389160156
2016-05-05,55.57637405395508
2016-05-06,56.08936309814453
2016-05-09,55.62854766845703
2016-05-10,56.37629318237305
2016-05-11,56.158935546875
2016-05-12,55.941532135009766
2016-05-13,55.75027847290039
2016-05-16,55.7067985534668
2016-05-17,54.56779861450195
2016-05-18,55.22859573364258
2016-05-19,54.550411224365234
2016-05-20,55.57637405395508
2016-05-23,55.28945541381836
2016-05-24,56.40237045288086
2016-05-25,56.784942626953125
2016-05-26,56.71539306640625
2016-05-27,56.967529296875
2016-05-31,57.17620849609375
2016-06-01,57.306617736816406
2016-06-02,57.74137878417969
2016-06-03,56.94143295288086
2016-06-06,57.33268737792969
2016-06-07,57.28923034667969
2016-06-08,57.61092758178711
2016-06-09,57.132720947265625
2016-06-10,56.48931884765625
2016-06-13,55.3590087890625
2016-06-14,53.0984001159668
2016-06-15,53.40270233154297
2016-06-16,53.84614562988281
2016-06-17,53.785282135009766
2016-06-20,54.1678466796875
2016-06-21,54.15913772583008
2016-06-22,53.86353302001953
2016-06-23,54.993831634521484
2016-06-24,52.220237731933594
2016-06-27,50.14220428466797
2016-06-28,50.342185974121094
2016-06-29,52.10735321044922
2016-06-30,53.09479522705078
2016-07-01,53.033626556396484
2016-07-05,51.68790817260742
2016-07-06,51.97627258300781
2016-07-07,52.26465606689453
2016-07-08,53.73270797729492
2016-07-11,54.318180084228516
2016-07-12,55.052207946777344
2016-07-13,55.13959503173828
2016-07-14,55.58524703979492
2016-07-15,55.73380661010742
2016-07-18,55.91731643676758
2016-07-19,56.06587600708008
2016-07-20,56.34550094604492
2016-07-21,55.427955627441406
2016-07-22,56.17072296142578
2016-07-25,56.21441650390625
2016-07-26,56.24938201904297
2016-07-27,56.44161605834961
2016-07-28,56.61639404296875
2016-07-29,56.328025817871094
2016-08-01,56.03963851928711
2016-08-02,55.46291732788086
2016-08-03,55.777503967285156
2016-08-04,55.87361526489258
2016-08-05,57.254302978515625
2016-08-08,57.52519989013672
2016-08-09,57.14071273803711
2016-08-10,56.57270812988281
2016-08-11,57.21935272216797
2016-08-12,57.1319580078125
2016-08-15,57.35043716430664
2016-08-16,57.06206512451172
2016-08-17,57.39411926269531
2016-08-18,57.35043716430664
2016-08-19,57.263038635253906
2016-08-22,57.11447525024414
2016-08-23,57.39411926269531
2016-08-24,56.939720153808594
2016-08-25,56.799896240234375
2016-08-26,56.61639404296875
2016-08-29,57.254302978515625
2016-08-30,57.1931266784668
2016-08-31,57.30671691894531
2016-09-01,56.67753982543945
2016-09-02,56.9659309387207
2016-09-06,57.464012145996094
2016-09-07,57.83977127075195
2016-09-08,57.883453369140625
2016-09-09,56.904754638671875
2016-09-12,57.58634567260742
2016-09-13,56.240631103515625
2016-09-14,55.471649169921875
2016-09-15,55.777503967285156
2016-09-16,55.62895202636719
2016-09-19,55.978477478027344
2016-09-20,55.68138122558594
2016-09-21,56.17072296142578
2016-09-22,56.47658157348633
2016-09-23,55.79497146606445
2016-09-26,55.419219970703125
2016-09-27,56.17072296142578
2016-09-28,56.1182975769043
2016-09-29,55.37553787231445
2016-09-30,55.96101379394531
2016-10-03,55.76001739501953
2016-10-04,55.847415924072266
2016-10-05,56.523643493652344
2016-10-06,54.3983039855957
2016-10-07,54.24021530151367
2016-10-10,54.36317825317383
2016-10-11,53.44981384277344
2016-10-12,53.300506591796875
2016-10-13,53.054595947265625
2016-10-14,52.82625961303711
2016-10-17,52.606693267822266
2016-10-18,52.76477813720703
2016-10-19,53.79232406616211
2016-10-20,58.649009704589844
2016-10-21,59.15837478637695
2016-10-24,58.92123794555664
2016-10-25,58.61386489868164
2016-10-26,58.66655731201172
2016-10-27,58.78074645996094
2016-10-28,58.35916519165039
2016-10-31,58.33282470703125
2016-11-01,58.18354034423828
2016-11-02,57.48093795776367
2016-11-03,57.37554168701172
2016-11-04,57.533634185791016
2016-11-07,58.84220504760742
2016-11-08,58.903690338134766
2016-11-09,60.37034225463867
2016-11-10,61.573524475097656
2016-11-11,61.916046142578125
2016-11-14,63.60227584838867
2016-11-15,63.6462287902832
2016-11-16,62.95240020751953
2016-11-17,63.04019546508789
2016-11-18,62.35517501831055
2016-11-21,62.82944107055664
2016-11-22,62.98749923706055
2016-11-23,64.00626373291016
2016-11-25,63.988704681396484
2016-11-28,63.34760284423828
2016-11-29,62.785499572753906
2016-11-30,63.268524169921875
2016-12-01,63.698883056640625
2016-12-02,63.1104621887207
2016-12-05,63.259765625
2016-12-06,63.50566864013672
2016-12-07,65.24459838867188
2016-12-08,65.78912353515625
2016-12-09,65.66616821289062
2016-12-12,64.6210708618164
2016-12-13,64.8493881225586
2016-12-14,65.05139923095703
2016-12-15,65.81546020507812
2016-12-16,65.86815643310547
2016-12-19,65.47294616699219
2016-12-20,65.92083740234375
2016-12-21,66.14916229248047
2016-12-22,65.49925994873047
2016-12-23,65.84178924560547
2016-12-27,65.8505859375
2016-12-28,65.31484985351562
2016-12-29,64.91963958740234
2016-12-30,65.06013488769531
2017-01-03,66.17552185058594
2017-01-04,67.26039123535156
2017-01-05,66.4312973022461
2017-01-06,66.56361389160156
2017-01-09,66.90758514404297
2017-01-10,67.60433959960938
2017-01-11,67.83369445800781
2017-01-12,67.80721282958984
2017-01-13,67.57789611816406
2017-01-17,67.56022644042969
2017-01-18,68.34519958496094
2017-01-19,67.63964080810547
2017-01-20,67.20744323730469
2017-01-23,67.00459289550781
2017-01-24,68.29230499267578
2017-01-25,67.81602478027344
2017-01-26,67.851318359375
2017-01-27,67.78076171875
2017-01-30,68.15998077392578
2017-01-31,67.36621856689453
2017-02-01,67.70137786865234
2017-02-02,67.48087310791016
2017-02-03,68.83031463623047
2017-02-06,68.63626861572266
2017-02-07,68.54808807373047
2017-02-08,68.61861419677734
2017-02-09,68.95379638671875
2017-02-10,69.2184066772461
2017-02-13,69.59764862060547
2017-02-14,70.03861999511719
2017-02-15,70.20622253417969
2017-02-16,70.12686157226562
2017-02-17,70.3032455444336
2017-02-21,70.53253173828125
2017-02-22,70.43550872802734
2017-02-23,70.60309600830078
2017-02-24,70.34732818603516
2017-02-27,70.70895385742188
2017-02-28,70.61193084716797
2017-03-01,72.25244140625
2017-03-02,70.64720153808594
2017-03-03,70.4531478881836
2017-03-06,70.1180191040039
2017-03-07,70.18855285644531
2017-03-08,69.71231842041016
2017-03-09,69.94163513183594
2017-03-10,70.01216888427734
2017-03-13,69.8622055053711
2017-03-14,70.28559875488281
2017-03-15,69.87987518310547
2017-03-16,70.35614776611328
2017-03-17,69.89752960205078
2017-03-20,69.54470825195312
2017-03-21,68.38048553466797
2017-03-22,68.50398254394531
2017-03-23,68.65391540527344
2017-03-24,68.97142791748047
2017-03-27,68.4422378540039
2017-03-28,69.35948944091797
2017-03-29,69.01554107666016
2017-03-30,69.8622055053711
2017-03-31,69.77404022216797
2017-04-03,69.3154067993164
2017-04-04,69.02432250976562
2017-04-05,68.86495971679688
2017-04-06,69.00662231445312
2017-04-07,68.87378692626953
2017-04-10,68.62580871582031
2017-04-11,68.4221420288086
2017-04-12,67.90850067138672
2017-04-13,67.12914276123047
2017-04-17,67.89962005615234
2017-04-18,67.12027740478516
2017-04-19,66.90775299072266
2017-04-20,70.86640167236328
2017-04-21,70.48558807373047
2017-04-24,71.24722290039062
2017-04-25,71.40663146972656
2017-04-26,71.30919647216797
2017-04-27,71.14096069335938
2017-04-28,70.18450927734375
