Date,MDLZ
2015-07-01,32.57699203491211
2015-07-02,32.53001022338867
2015-07-06,32.30295181274414
2015-07-07,32.71006393432617
2015-07-08,32.420406341552734
2015-07-09,32.295135498046875
2015-07-10,32.420406341552734
2015-07-13,32.569156646728516
2015-07-14,32.78837585449219
2015-07-15,32.36559295654297
2015-07-16,32.858829498291016
2015-07-17,32.79619598388672
2015-07-20,32.73357391357422
2015-07-21,32.937129974365234
2015-07-22,33.07804870605469
2015-07-23,32.97627639770508
2015-07-24,32.90580368041992
2015-07-27,32.90580368041992
2015-07-28,33.5086555480957
2015-07-29,33.743534088134766
2015-07-30,35.44244384765625
2015-07-31,35.332820892333984
2015-08-03,35.61470031738281
2015-08-04,35.70079040527344
2015-08-05,36.241024017333984
2015-08-06,36.64813232421875
2015-08-07,36.10009002685547
2015-08-10,36.3349609375
2015-08-11,36.092262268066406
2015-08-12,36.42892074584961
2015-08-13,36.021793365478516
2015-08-14,36.3975944519043
2015-08-17,36.17055130004883
2015-08-18,36.131404876708984
2015-08-19,35.39546203613281
2015-08-20,34.44813537597656
2015-08-21,33.82181167602539
2015-08-24,32.85101318359375
2015-08-25,32.342105865478516
2015-08-26,33.03889465332031
2015-08-27,33.47732925415039
2015-08-28,33.5086555480957
2015-08-31,33.164161682128906
2015-09-01,32.107242584228516
2015-09-02,33.09371566772461
2015-09-03,33.85313034057617
2015-09-04,33.32857894897461
2015-09-08,33.61042785644531
2015-09-09,32.87449264526367
2015-09-10,33.1798210144043
2015-09-11,33.41470718383789
2015-09-14,33.10153579711914
2015-09-15,33.65739059448242
2015-09-16,33.69654846191406
2015-09-17,34.228939056396484
2015-09-18,33.54780197143555
2015-09-21,33.54780197143555
2015-09-22,32.87449264526367
2015-09-23,33.10153579711914
2015-09-24,32.98408889770508
2015-09-25,33.5086555480957
2015-09-28,32.59685134887695
2015-09-29,32.078067779541016
2015-09-30,32.91126251220703
2015-10-01,33.17851257324219
2015-10-02,34.23966598510742
2015-10-05,34.8134651184082
2015-10-06,34.50691604614258
2015-10-07,34.84490966796875
2015-10-08,35.61521530151367
2015-10-09,35.37154769897461
2015-10-12,35.41086196899414
2015-10-13,35.245765686035156
2015-10-14,35.16719436645508
2015-10-15,35.3558349609375
2015-10-16,36.039676666259766
2015-10-19,36.48772430419922
2015-10-20,35.953216552734375
2015-10-21,35.72526931762695
2015-10-22,36.896461486816406
2015-10-23,36.574195861816406
2015-10-26,36.786415100097656
2015-10-27,36.62920379638672
2015-10-28,36.47199630737305
2015-10-29,36.37767028808594
2015-10-30,36.28334426879883
2015-11-02,36.50344467163086
2015-11-03,36.47199630737305
2015-11-04,36.06325912475586
2015-11-05,36.06325912475586
2015-11-06,35.2772216796875
2015-11-09,34.89207458496094
2015-11-10,35.04927444458008
2015-11-11,34.9549560546875
2015-11-12,34.302547454833984
2015-11-13,34.01170349121094
2015-11-16,34.63267517089844
2015-11-17,34.44401931762695
2015-11-18,34.962806701660156
2015-11-19,35.041419982910156
2015-11-20,34.54621505737305
2015-11-23,34.648399353027344
2015-11-24,34.569801330566406
2015-11-25,34.530494689941406
2015-11-27,34.9156494140625
2015-11-30,34.31827163696289
2015-12-01,34.83704376220703
2015-12-02,34.475467681884766
2015-12-03,33.4929313659668
2015-12-04,34.97853088378906
2015-12-07,34.609100341796875
2015-12-08,34.58551025390625
2015-12-09,34.31040573120117
2015-12-10,34.569801330566406
2015-12-11,33.58726119995117
2015-12-14,34.051002502441406
2015-12-15,34.60123825073242
2015-12-16,35.2536506652832
2015-12-17,34.868492126464844
2015-12-18,34.0352897644043
2015-12-21,34.93136978149414
2015-12-22,35.14359664916992
2015-12-23,35.827449798583984
2015-12-24,35.64665603637695
2015-12-28,35.426570892333984
2015-12-29,36.097232818603516
2015-12-30,35.907867431640625
2015-12-31,35.379215240478516
2016-01-04,34.55077362060547
2016-01-05,34.83481979370117
2016-01-06,34.70856857299805
2016-01-07,32.81496047973633
2016-01-08,32.3415412902832
2016-01-11,32.88595962524414
2016-01-12,33.233131408691406
2016-01-13,32.02593994140625
2016-01-14,32.63347244262695
2016-01-15,31.805021286010742
2016-01-19,32.71237564086914
2016-01-20,32.08906173706055
2016-01-21,31.820789337158203
2016-01-22,32.82283401489258
2016-01-25,31.71822166442871
2016-01-26,32.62558364868164
2016-01-27,32.444114685058594
2016-01-28,32.78339385986328
2016-01-29,34.006351470947266
2016-02-01,33.714420318603516
2016-02-02,33.09899139404297
2016-02-03,30.9528865814209
2016-02-04,29.998184204101562
2016-02-05,29.745697021484375
2016-02-08,28.672649383544922
2016-02-09,29.232847213745117
2016-02-10,30.006074905395508
2016-02-11,29.72992515563965
2016-02-12,30.061296463012695
2016-02-16,30.86608123779297
2016-02-17,31.410507202148438
2016-02-18,31.528854370117188
2016-02-19,31.410507202148438
2016-02-22,31.323720932006836
2016-02-23,31.615650177001953
2016-02-24,32.160064697265625
2016-02-25,32.80705642700195
2016-02-26,32.10484313964844
2016-02-29,31.978595733642578
2016-03-01,32.609798431396484
2016-03-02,32.52301788330078
2016-03-03,33.04376220703125
2016-03-04,33.24101257324219
2016-03-07,32.9254035949707
2016-03-08,32.649253845214844
2016-03-09,33.09899139404297
2016-03-10,32.878074645996094
2016-03-11,33.4224853515625
2016-03-14,33.32781219482422
2016-03-15,32.854400634765625
2016-03-16,32.91753005981445
2016-03-17,32.17584991455078
2016-03-18,32.14429473876953
2016-03-21,32.10484313964844
2016-03-22,31.489402770996094
2016-03-23,31.51308822631836
2016-03-24,31.173797607421875
2016-03-28,31.11857032775879
2016-03-29,31.776290893554688
2016-03-30,32.06155776977539
2016-03-31,31.792139053344727
2016-04-01,32.679649353027344
2016-04-04,32.6638069152832
2016-04-05,32.513248443603516
2016-04-06,33.18680953979492
2016-04-07,32.90153121948242
2016-04-08,33.53547286987305
2016-04-11,33.408687591552734
2016-04-12,33.598873138427734
2016-04-13,33.83658981323242
2016-04-14,33.408687591552734
2016-04-15,34.090179443359375
2016-04-18,34.272438049316406
2016-04-19,34.28034973144531
2016-04-20,34.20903396606445
2016-04-21,33.2026481628418
2016-04-22,33.432456970214844
2016-04-25,33.4879264831543
2016-04-26,33.67811965942383
2016-04-27,34.77165603637695
2016-04-28,34.37545394897461
2016-04-29,34.04262161254883
2016-05-02,35.11240005493164
2016-05-03,34.60523986816406
2016-05-04,34.60523986816406
2016-05-05,34.8033561706543
2016-05-06,34.81128692626953
2016-05-09,35.08863830566406
2016-05-10,35.69087219238281
2016-05-11,35.1837272644043
2016-05-12,35.540321350097656
2016-05-13,35.15203094482422
2016-05-16,35.27882385253906
2016-05-17,34.272438049316406
2016-05-18,34.26450729370117
2016-05-19,34.288272857666016
2016-05-20,34.3596076965332
2016-05-23,34.224891662597656
2016-05-24,34.98562240600586
2016-05-25,35.04108428955078
2016-05-26,35.144107818603516
2016-05-27,35.48484420776367
2016-05-31,35.25503158569336
2016-06-01,35.52447509765625
2016-06-02,35.71464157104492
2016-06-03,35.849361419677734
2016-06-06,35.7542724609375
2016-06-07,35.92068862915039
2016-06-08,35.69881057739258
2016-06-09,35.83351135253906
2016-06-10,35.67502975463867
2016-06-13,35.00145721435547
2016-06-14,34.88259506225586
2016-06-15,34.732032775878906
2016-06-16,35.049007415771484
2016-06-17,34.89845275878906
2016-06-20,35.049007415771484
2016-06-21,35.24711227416992
2016-06-22,35.0093994140625
2016-06-23,35.540321350097656
2016-06-24,33.495849609375
2016-06-27,32.79059600830078
2016-06-28,33.29983901977539
2016-06-29,34.19102478027344
2016-06-30,36.21208190917969
2016-07-01,35.89380645751953
2016-07-05,35.72671127319336
2016-07-06,35.96540832519531
2016-07-07,35.94154739379883
2016-07-08,36.681541442871094
2016-07-11,36.482608795166016
2016-07-12,36.38713073730469
2016-07-13,36.283695220947266
2016-07-14,36.34735107421875
2016-07-15,36.116600036621094
2016-07-18,36.140480041503906
2016-07-19,36.267784118652344
2016-07-20,35.94154739379883
2016-07-21,35.949501037597656
2016-07-22,35.90971374511719
2016-07-25,36.41100311279297
2016-07-26,36.00519943237305
2016-07-27,34.96282958984375
2016-07-28,35.153812408447266
2016-07-29,34.99467468261719
2016-08-01,34.59682846069336
2016-08-02,34.2387580871582
2016-08-03,34.29444885253906
2016-08-04,33.81703567504883
2016-08-05,34.42971420288086
2016-08-08,34.54907989501953
2016-08-09,34.62864303588867
2016-08-10,34.58885955810547
2016-08-11,34.3262825012207
2016-08-12,34.35014724731445
2016-08-15,34.183067321777344
2016-08-16,33.976173400878906
2016-08-17,34.22284698486328
2016-08-18,34.39789962768555
2016-08-19,34.26262664794922
2016-08-22,34.37403106689453
2016-08-23,34.38197708129883
2016-08-24,34.214881896972656
2016-08-25,34.27854537963867
2016-08-26,34.26262664794922
2016-08-29,34.24673080444336
2016-08-30,35.59941101074219
2016-08-31,35.822200775146484
2016-09-01,34.97079086303711
2016-09-02,35.16175842285156
2016-09-06,35.34477615356445
2016-09-07,34.69231033325195
2016-09-08,34.724143981933594
2016-09-09,33.49080276489258
2016-09-12,34.65252685546875
2016-09-13,33.96821975708008
2016-09-14,33.8488655090332
2016-09-15,34.23080825805664
2016-09-16,34.14327621459961
2016-09-19,34.11145782470703
2016-09-20,34.08757781982422
2016-09-21,34.159202575683594
2016-09-22,34.50928497314453
2016-09-23,34.342185974121094
2016-09-26,33.99209213256836
2016-09-27,34.342185974121094
2016-09-28,34.68585968017578
2016-09-29,34.478065490722656
2016-09-30,35.085472106933594
2016-10-03,34.989559173583984
2016-10-04,34.49403762817383
2016-10-05,34.3901481628418
2016-10-06,34.37417221069336
2016-10-07,34.118412017822266
2016-10-10,34.39815139770508
2016-10-11,33.83070373535156
2016-10-12,33.89464569091797
2016-10-13,33.463069915771484
2016-10-14,33.60691833496094
2016-10-17,33.5589714050293
2016-10-18,33.662872314453125
2016-10-19,33.67085266113281
2016-10-20,33.63888931274414
2016-10-21,33.73479461669922
2016-10-24,34.05449676513672
2016-10-25,34.17435836791992
2016-10-26,35.42112731933594
2016-10-27,35.085472106933594
2016-10-28,36.12443923950195
2016-10-31,35.91664505004883
2016-11-01,35.48507308959961
2016-11-02,35.15739822387695
2016-11-03,34.613929748535156
2016-11-04,34.05449676513672
2016-11-07,35.34121322631836
2016-11-08,36.77180099487305
2016-11-09,35.17338943481445
2016-11-10,33.503021240234375
2016-11-11,32.919593811035156
2016-11-14,33.10342025756836
2016-11-15,33.8626708984375
2016-11-16,34.00653839111328
2016-11-17,34.358184814453125
2016-11-18,34.3022346496582
2016-11-21,34.350189208984375
2016-11-22,34.68585968017578
2016-11-23,33.96656799316406
2016-11-25,34.589962005615234
2016-11-28,34.3022346496582
2016-11-29,34.25428771972656
2016-11-30,32.959564208984375
2016-12-01,32.639869689941406
2016-12-02,32.903621673583984
2016-12-05,32.791717529296875
2016-12-06,32.48802185058594
2016-12-07,33.519004821777344
2016-12-08,33.03148651123047
2016-12-09,33.527008056640625
2016-12-12,34.094451904296875
2016-12-13,34.430110931396484
2016-12-14,34.23031234741211
2016-12-15,35.732826232910156
2016-12-16,35.46109390258789
2016-12-19,35.63691329956055
2016-12-20,35.42112731933594
2016-12-21,35.8607063293457
2016-12-22,35.94862365722656
2016-12-23,35.97258377075195
2016-12-27,35.99656677246094
2016-12-28,35.892242431640625
2016-12-29,35.988529205322266
2016-12-30,35.57921600341797
2017-01-03,35.99656677246094
2017-01-04,35.956443786621094
2017-01-05,36.116966247558594
2017-01-06,36.16511917114258
2017-01-09,35.86815643310547
2017-01-10,35.450801849365234
2017-01-11,36.17314147949219
2017-01-12,36.02866744995117
2017-01-13,35.79593276977539
2017-01-17,36.036705017089844
2017-01-18,36.14104461669922
2017-01-19,35.78790283203125
2017-01-20,36.2774772644043
2017-01-23,36.00459289550781
2017-01-24,36.06077575683594
2017-01-25,36.18918991088867
2017-01-26,35.803955078125
2017-01-27,35.47488021850586
2017-01-30,35.65947341918945
2017-01-31,35.53908920288086
2017-02-01,35.22608184814453
2017-02-02,35.322391510009766
2017-02-03,35.60329055786133
2017-02-06,35.322391510009766
2017-02-07,35.258182525634766
2017-02-08,35.691585540771484
2017-02-09,35.876182556152344
2017-02-10,36.108943939208984
2017-02-13,36.14104461669922
2017-02-14,36.108943939208984
2017-02-15,36.41392135620117
2017-02-16,34.672279357910156
2017-02-17,34.11045837402344
2017-02-21,36.092891693115234
2017-02-22,35.836055755615234
2017-02-23,36.02866744995117
2017-02-24,36.42195129394531
2017-02-27,35.1297721862793
2017-02-28,35.25015640258789
2017-03-01,35.346473693847656
2017-03-02,35.13778305053711
2017-03-03,35.09765625
2017-03-06,35.033451080322266
2017-03-07,34.696353912353516
2017-03-08,34.62412643432617
2017-03-09,35.15384292602539
2017-03-10,35.193973541259766
2017-03-13,35.4829216003418
2017-03-14,35.202003479003906
2017-03-15,35.75579071044922
2017-03-16,36.02064895629883
2017-03-17,35.91631317138672
2017-03-20,35.667503356933594
2017-03-21,35.394630432128906
2017-03-22,35.31435775756836
2017-03-23,35.330413818359375
2017-03-24,35.15384292602539
2017-03-27,34.93714141845703
2017-03-28,35.07358169555664
2017-03-29,35.26704406738281
2017-03-30,34.88817596435547
2017-03-31,34.72696304321289
2017-04-03,34.7027702331543
2017-04-04,35.03327178955078
2017-04-05,35.47663497924805
2017-04-06,35.557254791259766
2017-04-07,35.613677978515625
2017-04-10,35.791019439697266
2017-04-11,35.516944885253906
2017-04-12,35.78295135498047
2017-04-13,35.500823974609375
2017-04-17,35.5814208984375
2017-04-18,36.065093994140625
2017-04-19,35.968360900878906
2017-04-20,36.2585563659668
2017-04-21,36.22630310058594
2017-04-24,36.58906173706055
2017-04-25,36.685787200927734
2017-04-26,36.37141418457031
2017-04-27,36.274681091308594
2017-04-28,36.298866271972656
2017-05-01,35.516944885253906
2017-05-02,35.25897979736328
2017-05-03,36.298866271972656
2017-05-04,36.31498336791992
2017-05-05,36.13763427734375
2017-05-08,35.94417953491211
2017-05-09,35.710391998291016
2017-05-10,35.67009735107422
2017-05-11,36.00060272216797
2017-05-12,36.169883728027344
2017-05-15,36.9276237487793
2017-05-16,36.685787200927734
2017-05-17,36.16181564331055
2017-05-18,36.274681091308594
2017-05-19,36.863128662109375
2017-05-22,37.16945266723633
2017-05-23,37.1210823059082
2017-05-24,37.16945266723633
2017-05-25,37.508026123046875
2017-05-26,37.43547058105469
2017-05-30,37.37097930908203
2017-05-31,37.55637741088867
2017-06-01,37.84657287597656
2017-06-02,38.040035247802734
2017-06-05,37.88689041137695
2017-06-06,37.733726501464844
2017-06-07,37.693416595458984
2017-06-08,37.39515686035156
2017-06-09,36.77445983886719
2017-06-12,36.572933197021484
2017-06-13,36.79057693481445
2017-06-14,36.863128662109375
2017-06-15,36.984046936035156
