Date,CTAS
2015-07-01,21.332500457763672
2015-07-02,21.302499771118164
2015-07-06,21.274999618530273
2015-07-07,21.184999465942383
2015-07-08,20.934999465942383
2015-07-09,21.040000915527344
2015-07-10,21.262500762939453
2015-07-13,21.5049991607666
2015-07-14,21.56999969482422
2015-07-15,21.520000457763672
2015-07-16,21.69499969482422
2015-07-17,21.387500762939453
2015-07-20,21.524999618530273
2015-07-21,21.297500610351562
2015-07-22,21.735000610351562
2015-07-23,21.434999465942383
2015-07-24,21.0625
2015-07-27,20.9424991607666
2015-07-28,21.204999923706055
2015-07-29,21.3174991607666
2015-07-30,21.315000534057617
2015-07-31,21.375
2015-08-03,21.532499313354492
2015-08-04,21.737499237060547
2015-08-05,21.90250015258789
2015-08-06,21.80500030517578
2015-08-07,21.857500076293945
2015-08-10,22.084999084472656
2015-08-11,21.979999542236328
2015-08-12,21.962499618530273
2015-08-13,22.022499084472656
2015-08-14,22.122499465942383
2015-08-17,22.28499984741211
2015-08-18,22.21500015258789
2015-08-19,21.90999984741211
2015-08-20,21.649999618530273
2015-08-21,21.217500686645508
2015-08-24,20.38249969482422
2015-08-25,20.3075008392334
2015-08-26,21.002500534057617
2015-08-27,21.375
2015-08-28,21.342500686645508
2015-08-31,21.247499465942383
2015-09-01,20.764999389648438
2015-09-02,21.155000686645508
2015-09-03,21.272499084472656
2015-09-04,20.9375
2015-09-08,21.592500686645508
2015-09-09,21.260000228881836
2015-09-10,21.302499771118164
2015-09-11,21.440000534057617
2015-09-14,21.329999923706055
2015-09-15,21.63249969482422
2015-09-16,21.582500457763672
2015-09-17,21.65999984741211
2015-09-18,21.604999542236328
2015-09-21,21.829999923706055
2015-09-22,21.502500534057617
2015-09-23,21.645000457763672
2015-09-24,21.537500381469727
2015-09-25,22.100000381469727
2015-09-28,21.4375
2015-09-29,21.200000762939453
2015-09-30,21.4375
2015-10-01,21.372499465942383
2015-10-02,21.577499389648438
2015-10-05,21.899999618530273
2015-10-06,21.434999465942383
2015-10-07,21.834999084472656
2015-10-08,22.3174991607666
2015-10-09,22.454999923706055
2015-10-12,22.760000228881836
2015-10-13,22.864999771118164
2015-10-14,22.670000076293945
2015-10-15,23.272499084472656
2015-10-16,23.137500762939453
2015-10-19,23.167499542236328
2015-10-20,23.1924991607666
2015-10-21,22.834999084472656
2015-10-22,23.092500686645508
2015-10-23,23.375
2015-10-26,23.38249969482422
2015-10-27,23.165000915527344
2015-10-28,23.2450008392334
2015-10-29,23.084999084472656
2015-10-30,23.272499084472656
2015-11-02,23.350000381469727
2015-11-03,23.11750030517578
2015-11-04,22.872499465942383
2015-11-05,22.702499389648438
2015-11-06,22.719999313354492
2015-11-09,22.6875
2015-11-10,22.827499389648438
2015-11-11,22.892499923706055
2015-11-12,22.545000076293945
2015-11-13,22.377500534057617
2015-11-16,22.362499237060547
2015-11-17,22.392499923706055
2015-11-18,22.842500686645508
2015-11-19,22.690000534057617
2015-11-20,22.827499389648438
2015-11-23,23.042499542236328
2015-11-24,22.917499542236328
2015-11-25,22.9950008392334
2015-11-27,23.002500534057617
2015-11-30,22.897499084472656
2015-12-01,23.28499984741211
2015-12-02,23.010000228881836
2015-12-03,22.540000915527344
2015-12-04,23.167499542236328
2015-12-07,23.002500534057617
2015-12-08,23.127500534057617
2015-12-09,22.8075008392334
2015-12-10,22.885000228881836
2015-12-11,22.475000381469727
2015-12-14,22.477500915527344
2015-12-15,22.584999084472656
2015-12-16,22.809999465942383
2015-12-17,22.6299991607666
2015-12-18,22.125
2015-12-21,22.302499771118164
2015-12-22,22.782499313354492
2015-12-23,22.8799991607666
2015-12-24,22.885000228881836
2015-12-28,23.0049991607666
2015-12-29,23.204999923706055
2015-12-30,23.059999465942383
2015-12-31,22.762500762939453
2016-01-04,22.072500228881836
2016-01-05,22.107500076293945
2016-01-06,22.00749969482422
2016-01-07,21.719999313354492
2016-01-08,21.157499313354492
2016-01-11,21.327499389648438
2016-01-12,21.712499618530273
2016-01-13,21.202499389648438
2016-01-14,21.385000228881836
2016-01-15,21.00749969482422
2016-01-19,20.875
2016-01-20,20.584999084472656
2016-01-21,20.082500457763672
2016-01-22,20.610000610351562
2016-01-25,20.462499618530273
2016-01-26,20.71500015258789
2016-01-27,20.690000534057617
2016-01-28,20.78499984741211
2016-01-29,21.479999542236328
2016-02-01,21.52750015258789
2016-02-02,21.309999465942383
2016-02-03,21.1875
2016-02-04,21.292499542236328
2016-02-05,20.829999923706055
2016-02-08,20.65999984741211
2016-02-09,20.872499465942383
2016-02-10,20.81999969482422
2016-02-11,20.530000686645508
2016-02-12,20.752500534057617
2016-02-16,20.9950008392334
2016-02-17,20.899999618530273
2016-02-18,20.770000457763672
2016-02-19,20.844999313354492
2016-02-22,21.15999984741211
2016-02-23,20.989999771118164
2016-02-24,21.052499771118164
2016-02-25,21.19499969482422
2016-02-26,21.21500015258789
2016-02-29,20.997499465942383
2016-03-01,21.489999771118164
2016-03-02,21.517499923706055
2016-03-03,21.68000030517578
2016-03-04,21.75
2016-03-07,21.982500076293945
2016-03-08,21.912500381469727
2016-03-09,21.809999465942383
2016-03-10,21.934999465942383
2016-03-11,22.267499923706055
2016-03-14,22.375
2016-03-15,22.405000686645508
2016-03-16,22.457500457763672
2016-03-17,22.502500534057617
2016-03-18,22.622499465942383
2016-03-21,22.545000076293945
2016-03-22,22.587499618530273
2016-03-23,21.56999969482422
2016-03-24,21.8799991607666
2016-03-28,22.162500381469727
2016-03-29,22.412500381469727
2016-03-30,22.4325008392334
2016-03-31,22.452499389648438
2016-04-01,22.517499923706055
2016-04-04,22.227500915527344
2016-04-05,22.084999084472656
2016-04-06,22.237499237060547
2016-04-07,22.232500076293945
2016-04-08,22.329999923706055
2016-04-11,22.27750015258789
2016-04-12,22.457500457763672
2016-04-13,22.647499084472656
2016-04-14,22.565000534057617
2016-04-15,22.502500534057617
2016-04-18,22.577499389648438
2016-04-19,22.61750030517578
2016-04-20,22.540000915527344
2016-04-21,22.290000915527344
2016-04-22,22.424999237060547
2016-04-25,22.364999771118164
2016-04-26,22.457500457763672
2016-04-27,22.49250030517578
2016-04-28,22.31999969482422
2016-04-29,22.44499969482422
2016-05-02,22.489999771118164
2016-05-03,22.40250015258789
2016-05-04,22.459999084472656
2016-05-05,22.485000610351562
2016-05-06,22.75
2016-05-09,22.864999771118164
2016-05-10,22.975000381469727
2016-05-11,22.860000610351562
2016-05-12,22.922500610351562
2016-05-13,22.8799991607666
2016-05-16,22.934999465942383
2016-05-17,22.8174991607666
2016-05-18,22.78499984741211
2016-05-19,22.854999542236328
2016-05-20,23.012500762939453
2016-05-23,23.079999923706055
2016-05-24,23.522499084472656
2016-05-25,23.454999923706055
2016-05-26,23.487499237060547
2016-05-27,23.772499084472656
2016-05-31,23.700000762939453
2016-06-01,23.702499389648438
2016-06-02,23.86750030517578
2016-06-03,23.747499465942383
2016-06-06,23.797500610351562
2016-06-07,23.729999542236328
2016-06-08,23.787500381469727
2016-06-09,23.885000228881836
2016-06-10,23.6299991607666
2016-06-13,23.52750015258789
2016-06-14,23.532499313354492
2016-06-15,23.510000228881836
2016-06-16,23.645000457763672
2016-06-17,23.5049991607666
2016-06-20,23.5625
2016-06-21,23.625
2016-06-22,23.649999618530273
2016-06-23,23.922500610351562
2016-06-24,23.332500457763672
2016-06-27,22.907499313354492
2016-06-28,23.322500228881836
2016-06-29,23.912500381469727
2016-06-30,24.532499313354492
2016-07-01,24.729999542236328
2016-07-05,24.875
2016-07-06,24.825000762939453
2016-07-07,24.690000534057617
2016-07-08,24.907499313354492
2016-07-11,24.517499923706055
2016-07-12,24.375
2016-07-13,24.372499465942383
2016-07-14,24.477500915527344
2016-07-15,24.399999618530273
2016-07-18,24.412500381469727
2016-07-19,24.354999542236328
2016-07-20,26.712499618530273
2016-07-21,26.825000762939453
2016-07-22,26.987499237060547
2016-07-25,27.05500030517578
2016-07-26,27.09749984741211
2016-07-27,26.989999771118164
2016-07-28,27.045000076293945
2016-07-29,26.8174991607666
2016-08-01,26.852500915527344
2016-08-02,26.587499618530273
2016-08-03,26.579999923706055
2016-08-04,26.639999389648438
2016-08-05,26.72249984741211
2016-08-08,26.637500762939453
2016-08-09,26.704999923706055
2016-08-10,26.844999313354492
2016-08-11,26.877500534057617
2016-08-12,26.837499618530273
