Date,ADI
2015-07-01,52.06372833251953
2015-07-02,51.910526275634766
2015-07-06,51.27354431152344
2015-07-07,51.10422134399414
2015-07-08,49.9431266784668
2015-07-09,49.096492767333984
2015-07-10,49.596412658691406
2015-07-13,49.88667297363281
2015-07-14,50.49141311645508
2015-07-15,50.73331069946289
2015-07-16,50.6607551574707
2015-07-17,50.362396240234375
2015-07-20,49.98344802856445
2015-07-21,50.05601119995117
2015-07-22,47.290340423583984
2015-07-23,48.419185638427734
2015-07-24,47.16134262084961
2015-07-27,46.67753982543945
2015-07-28,47.56449508666992
2015-07-29,47.40324783325195
2015-07-30,47.427425384521484
2015-07-31,47.0323371887207
2015-08-03,47.30646896362305
2015-08-04,47.153282165527344
2015-08-05,48.94329071044922
2015-08-06,47.467742919921875
2015-08-07,48.06440734863281
2015-08-10,49.25776290893555
2015-08-11,47.87895584106445
2015-08-12,48.16923141479492
2015-08-13,47.57255935668945
2015-08-14,47.44355010986328
2015-08-17,47.975711822509766
2015-08-18,46.68561935424805
2015-08-19,47.0726432800293
2015-08-20,43.395851135253906
2015-08-21,43.36359405517578
2015-08-24,41.662269592285156
2015-08-25,40.807579040527344
2015-08-26,44.0666618347168
2015-08-27,45.90345001220703
2015-08-28,45.879058837890625
2015-08-31,45.3995475769043
2015-09-01,43.522132873535156
2015-09-02,44.36737060546875
2015-09-03,44.83875274658203
2015-09-04,43.8553466796875
2015-09-08,46.95188522338867
2015-09-09,45.73278045654297
2015-09-10,45.52145004272461
2015-09-11,45.79778289794922
2015-09-14,46.78120040893555
2015-09-15,47.38264846801758
2015-09-16,47.50454330444336
2015-09-17,47.08191680908203
2015-09-18,46.057861328125
2015-09-21,46.02535629272461
2015-09-22,44.846885681152344
2015-09-23,44.863128662109375
2015-09-24,43.88786315917969
2015-09-25,44.24546432495117
2015-09-28,43.45710372924805
2015-09-29,43.92848587036133
2015-09-30,45.846553802490234
2015-10-01,44.651832580566406
2015-10-02,45.261383056640625
2015-10-05,46.67555618286133
2015-10-06,46.236671447753906
2015-10-07,47.03315353393555
2015-10-08,46.91123580932617
2015-10-09,46.074119567871094
2015-10-12,45.98472595214844
2015-10-13,45.55397033691406
2015-10-14,49.56890106201172
2015-10-15,49.804588317871094
2015-10-16,48.918701171875
2015-10-19,48.943084716796875
2015-10-20,49.089378356933594
2015-10-21,50.18656921386719
2015-10-22,51.52760696411133
2015-10-23,51.706390380859375
2015-10-26,50.00777053833008
2015-10-27,49.89400100708008
2015-10-28,50.27598190307617
2015-10-29,48.7480354309082
2015-10-30,48.861820220947266
2015-11-02,49.04060745239258
2015-11-03,49.30069351196289
2015-11-04,49.16253662109375
2015-11-05,49.05687713623047
2015-11-06,50.14593505859375
2015-11-09,49.54451370239258
2015-11-10,48.73990249633789
2015-11-11,48.68300247192383
2015-11-12,48.32540512084961
2015-11-13,47.24446105957031
2015-11-16,47.5289306640625
2015-11-17,48.195369720458984
2015-11-18,49.3657112121582
2015-11-19,48.57735061645508
2015-11-20,48.29290771484375
2015-11-23,46.16352462768555
2015-11-24,49.10564422607422
2015-11-25,48.96746826171875
2015-11-27,49.13002395629883
2015-11-30,50.08905029296875
2015-12-01,50.04029083251953
2015-12-02,49.68852233886719
2015-12-03,48.30601119995117
2015-12-04,48.436893463134766
2015-12-07,47.856075286865234
2015-12-08,47.463409423828125
2015-12-09,46.342689514160156
2015-12-10,46.75171661376953
2015-12-11,46.57174301147461
2015-12-14,46.48176193237305
2015-12-15,46.2608757019043
2015-12-16,47.06257629394531
2015-12-17,45.90911865234375
2015-12-18,45.1319694519043
