Date,V
2015-07-01,62.912254333496094
2015-07-02,63.27388000488281
2015-07-06,63.16260528564453
2015-07-07,62.83808898925781
2015-07-08,61.8737907409668
2015-07-09,62.17048263549805
2015-07-10,63.44078826904297
2015-07-13,64.46073913574219
2015-07-14,64.99854278564453
2015-07-15,64.92432403564453
2015-07-16,65.434326171875
2015-07-17,65.72174072265625
2015-07-20,67.4093017578125
2015-07-21,66.77879333496094
2015-07-22,66.7324447631836
2015-07-23,66.52845001220703
2015-07-24,69.35649108886719
2015-07-27,68.48487854003906
2015-07-28,69.30083465576172
2015-07-29,70.4783935546875
2015-07-30,70.82149505615234
2015-07-31,69.8572006225586
2015-08-03,70.25591278076172
2015-08-04,69.79228210449219
2015-08-05,69.52339935302734
2015-08-06,68.22527313232422
2015-08-07,68.80943298339844
2015-08-10,68.96703338623047
2015-08-11,68.02127838134766
2015-08-12,68.29988861083984
2015-08-13,68.66211700439453
2015-08-14,68.93144989013672
2015-08-17,69.1079330444336
2015-08-18,69.16363525390625
2015-08-19,69.09862518310547
2015-08-20,68.68070983886719
2015-08-21,66.11734008789062
2015-08-24,63.488975524902344
2015-08-25,62.19804763793945
2015-08-26,65.6529769897461
2015-08-27,67.24113464355469
2015-08-28,67.2968521118164
2015-08-31,66.2195053100586
2015-09-01,64.0462646484375
2015-09-02,64.6592025756836
2015-09-03,65.38365936279297
2015-09-04,64.23200988769531
2015-09-08,65.50438690185547
2015-09-09,64.6406478881836
2015-09-10,65.22575378417969
2015-09-11,65.71800994873047
2015-09-14,65.02143859863281
2015-09-15,65.48580169677734
2015-09-16,65.93159484863281
2015-09-17,65.90375518798828
2015-09-18,64.81710052490234
2015-09-21,65.73656463623047
2015-09-22,65.2443618774414
2015-09-23,65.89442443847656
2015-09-24,65.23503112792969
2015-09-25,65.6529769897461
2015-09-28,62.411643981933594
2015-09-29,63.64689254760742
2015-09-30,64.6963882446289
2015-10-01,65.00286102294922
2015-10-02,65.6343994140625
2015-10-05,67.08324432373047
2015-10-06,66.94393920898438
2015-10-07,68.00271606445312
2015-10-08,68.63424682617188
2015-10-09,68.70857238769531
2015-10-12,69.64654541015625
2015-10-13,69.6558609008789
2015-10-14,68.91287231445312
2015-10-15,69.97164154052734
2015-10-16,70.58464050292969
2015-10-19,71.5040512084961
2015-10-20,70.84465789794922
2015-10-21,70.08306884765625
2015-10-22,70.97468566894531
2015-10-23,71.57837677001953
2015-10-26,72.60926818847656
2015-10-27,71.99630737304688
2015-10-28,73.25009155273438
2015-10-29,72.91577911376953
2015-10-30,72.05204010009766
2015-11-02,69.86019134521484
2015-11-03,72.34920501708984
2015-11-04,72.76715850830078
2015-11-05,73.6123275756836
2015-11-06,73.13866424560547
2015-11-09,72.4792709350586
2015-11-10,73.94931030273438
2015-11-11,73.67018127441406
2015-11-12,72.86071014404297
2015-11-13,72.67463684082031
2015-11-16,73.40965270996094
2015-11-17,73.34453582763672
2015-11-18,74.8611068725586
2015-11-19,74.57269287109375
2015-11-20,74.60991668701172
2015-11-23,74.53549194335938
2015-11-24,74.23773956298828
2015-11-25,74.02371978759766
2015-11-27,74.28425598144531
2015-11-30,73.51199340820312
2015-12-01,74.3493881225586
2015-12-02,73.5399398803711
2015-12-03,72.84212493896484
2015-12-04,74.80528259277344
2015-12-07,74.01443481445312
2015-12-08,73.56783294677734
2015-12-09,72.46063995361328
2015-12-10,72.68395233154297
2015-12-11,70.8138198852539
2015-12-14,71.52095031738281
2015-12-15,73.14916229248047
