Date,CMCSA
2015-07-01,22.3994140625
2015-07-02,22.431798934936523
2015-07-06,22.349037170410156
2015-07-07,22.492977142333984
2015-07-08,22.197914123535156
2015-07-09,22.31305503845215
2015-07-10,22.737659454345703
2015-07-13,22.92836570739746
2015-07-14,22.75564193725586
2015-07-15,22.939157485961914
2015-07-16,23.144269943237305
2015-07-17,23.126277923583984
2015-07-20,23.144269943237305
2015-07-21,23.126277923583984
2015-07-22,23.20903205871582
2015-07-23,22.47857666015625
2015-07-24,22.370624542236328
2015-07-27,21.98921012878418
2015-07-28,22.456985473632812
2015-07-29,22.482177734375
2015-07-30,22.438995361328125
2015-07-31,22.456985473632812
2015-08-03,22.74485206604004
2015-08-04,22.57573127746582
2015-08-05,21.521434783935547
2015-08-06,21.14360809326172
2015-08-07,21.165199279785156
2015-08-10,21.39188575744629
2015-08-11,21.154401779174805
2015-08-12,21.37749671936035
2015-08-13,21.460256576538086
2015-08-14,21.18678855895996
2015-08-17,21.73733139038086
2015-08-18,21.47824478149414
2015-08-19,21.56100845336914
2015-08-20,21.00328254699707
2015-08-21,20.4311466217041
2015-08-24,19.57834815979004
2015-08-25,19.376842498779297
2015-08-26,19.9345760345459
2015-08-27,20.42754364013672
2015-08-28,20.4311466217041
2015-08-31,20.26921844482422
2015-09-01,19.7978458404541
2015-09-02,20.107295989990234
2015-09-03,20.226041793823242
2015-09-04,20.071308135986328
2015-09-08,20.549888610839844
2015-09-09,20.391557693481445
2015-09-10,20.344783782958984
2015-09-11,20.298006057739258
2015-09-14,20.24044418334961
2015-09-15,20.56068229675293
2015-09-16,20.77659034729004
2015-09-17,21.035655975341797
2015-09-18,20.661434173583984
2015-09-21,20.83055305480957
2015-09-22,20.765785217285156
2015-09-23,20.643444061279297
2015-09-24,20.445539474487305
2015-09-25,20.344783782958984
2015-09-28,19.72227668762207
2015-09-29,19.841026306152344
2015-09-30,20.467130661010742
2015-10-01,20.6578426361084
2015-10-02,21.12921714782715
2015-10-05,21.544784545898438
2015-10-06,21.309900283813477
2015-10-07,21.573699951171875
2015-10-08,22.036251068115234
2015-10-09,21.859180450439453
2015-10-12,21.779680252075195
2015-10-13,21.739933013916016
2015-10-14,21.66042709350586
2015-10-15,22.047096252441406
2015-10-16,22.159114837646484
2015-10-19,22.24584197998047
2015-10-20,22.242231369018555
2015-10-21,22.083229064941406
2015-10-22,22.296436309814453
2015-10-23,22.397619247436523
2015-10-26,22.469892501831055
2015-10-27,22.238622665405273
2015-10-28,22.38315773010254
2015-10-29,22.787893295288086
2015-10-30,22.628890991210938
2015-11-02,22.672264099121094
2015-11-03,22.607208251953125
2015-11-04,22.2097110748291
2015-11-05,22.336183547973633
2015-11-06,22.263912200927734
2015-11-09,22.16995620727539
2015-11-10,22.249462127685547
2015-11-11,22.242231369018555
2015-11-12,22.220556259155273
2015-11-13,21.765222549438477
2015-11-16,22.16995620727539
2015-11-17,22.0904598236084
2015-11-18,22.607208251953125
2015-11-19,22.628890991210938
2015-11-20,22.730077743530273
2015-11-23,22.451824188232422
2015-11-24,22.281978607177734
2015-11-25,22.18802833557129
2015-11-27,22.256685256958008
2015-11-30,21.992883682250977
2015-12-01,22.314502716064453
2015-12-02,21.855567932128906
2015-12-03,21.544784545898438
2015-12-04,21.953134536743164
2015-12-07,21.815814971923828
2015-12-08,21.515880584716797
2015-12-09,21.172582626342773
2015-12-10,21.56285285949707
2015-12-11,20.948530197143555
2015-12-14,20.731708526611328
2015-12-15,20.86903190612793
2015-12-16,21.21233367919922
2015-12-17,20.746170043945312
2015-12-18,20.381183624267578
2015-12-21,20.40286636352539
2015-12-22,20.558252334594727
2015-12-23,20.659442901611328
2015-12-24,20.7064151763916
2015-12-28,20.666664123535156
2015-12-29,20.80036735534668
2015-12-30,20.493213653564453
2015-12-31,20.39202880859375
2016-01-04,20.19601821899414
2016-01-05,20.19964599609375
2016-01-06,20.043569564819336
2016-01-07,19.822154998779297
2016-01-08,19.84392547607422
2016-01-11,19.862083435058594
2016-01-12,19.916526794433594
2016-01-13,19.437400817871094
2016-01-14,19.981863021850586
2016-01-15,19.560802459716797
2016-01-19,19.691484451293945
2016-01-20,19.45917320251465
2016-01-21,19.716888427734375
2016-01-22,20.0834903717041
2016-01-25,19.676956176757812
2016-01-26,19.905635833740234
2016-01-27,19.64429473876953
2016-01-28,19.640663146972656
2016-01-29,20.22142791748047
2016-02-01,20.257719039916992
2016-02-02,19.81488800048828
2016-02-03,20.99456787109375
2016-02-04,21.128864288330078
2016-02-05,21.564437866210938
2016-02-08,21.56081199645996
2016-02-09,21.128864288330078
2016-02-10,20.257719039916992
2016-02-11,20.341211318969727
2016-02-12,20.60980987548828
2016-02-16,20.8638973236084
2016-02-17,20.943744659423828
2016-02-18,20.805816650390625
2016-02-19,20.96552276611328
2016-02-22,21.107084274291992
2016-02-23,20.885677337646484
2016-02-24,21.19783592224121
2016-02-25,21.24501609802246
2016-02-26,21.019973754882812
2016-02-29,20.95463752746582
2016-03-01,21.49547576904297
2016-03-02,21.5499210357666
2016-03-03,21.749555587768555
2016-03-04,21.68421745300293
2016-03-07,21.401098251342773
2016-03-08,21.157899856567383
2016-03-09,21.33576202392578
2016-03-10,21.18694496154785
2016-03-11,21.473695755004883
2016-03-14,21.499103546142578
2016-03-15,21.56081199645996
2016-03-16,21.745925903320312
2016-03-17,22.050830841064453
2016-03-18,21.691476821899414
2016-03-21,21.720521926879883
2016-03-22,21.73140525817871
2016-03-23,21.506359100341797
2016-03-24,21.7822208404541
2016-03-28,21.811262130737305
2016-03-29,22.050830841064453
2016-03-30,22.068979263305664
2016-03-31,22.170610427856445
2016-04-01,22.45736312866211
2016-04-04,22.397205352783203
2016-04-05,22.28782844543457
2016-04-06,22.67794418334961
2016-04-07,22.386268615722656
2016-04-08,22.45918083190918
2016-04-11,22.400842666625977
2016-04-12,22.502931594848633
2016-04-13,22.586793899536133
2016-04-14,22.54668617248535
2016-04-15,22.594087600708008
2016-04-18,22.780033111572266
2016-04-19,22.707111358642578
2016-04-20,22.40814208984375
2016-04-21,22.21855354309082
2016-04-22,22.276885986328125
2016-04-25,22.24042510986328
2016-04-26,22.258657455444336
2016-04-27,22.349802017211914
2016-04-28,22.29511833190918
2016-04-29,22.15291404724121
2016-05-02,22.32428741455078
2016-05-03,22.222198486328125
2016-05-04,22.2003173828125
2016-05-05,22.258657455444336
2016-05-06,22.3935546875
2016-05-09,22.3935546875
2016-05-10,22.838361740112305
2016-05-11,22.63054656982422
2016-05-12,22.699819564819336
2016-05-13,22.54668617248535
2016-05-16,22.605022430419922
2016-05-17,22.032604217529297
2016-05-18,22.014371871948242
2016-05-19,21.96697425842285
2016-05-20,22.51752471923828
2016-05-23,22.535747528076172
2016-05-24,22.76544189453125
2016-05-25,22.82378387451172
2016-05-26,22.710752487182617
2016-05-27,22.925865173339844
2016-05-31,23.078998565673828
2016-06-01,23.235774993896484
2016-06-02,23.210254669189453
2016-06-03,23.173789978027344
2016-06-06,23.11546516418457
2016-06-07,23.060766220092773
2016-06-08,23.04983139038086
2016-06-09,22.9440975189209
2016-06-10,22.896705627441406
2016-06-13,22.747217178344727
2016-06-14,22.838361740112305
2016-06-15,22.73263168334961
2016-06-16,23.00607681274414
2016-06-17,22.739917755126953
2016-06-20,22.772741317749023
2016-06-21,22.80190086364746
2016-06-22,22.838361740112305
2016-06-23,22.951391220092773
2016-06-24,22.477413177490234
2016-06-27,22.772741317749023
2016-06-28,22.995145797729492
2016-06-29,23.31233787536621
2016-06-30,23.768089294433594
2016-07-01,23.9017276763916
2016-07-05,23.80286979675293
2016-07-06,23.8358211517334
2016-07-07,24.260547637939453
2016-07-08,24.571765899658203
2016-07-11,24.681615829467773
2016-07-12,24.586414337158203
2016-07-13,24.469249725341797
2016-07-14,24.538818359375
2016-07-15,24.487565994262695
2016-07-18,24.480234146118164
2016-07-19,24.5644474029541
2016-07-20,24.575429916381836
2016-07-21,24.538818359375
2016-07-22,24.699914932250977
2016-07-25,24.703582763671875
2016-07-26,24.597396850585938
2016-07-27,24.868343353271484
2016-07-28,24.84637451171875
2016-07-29,24.62303352355957
2016-08-01,24.72921371459961
2016-08-02,24.494876861572266
2016-08-03,24.47291374206543
2016-08-04,24.597396850585938
2016-08-05,24.674285888671875
2016-08-08,24.5571231842041
2016-08-09,24.494876861572266
2016-08-10,24.612037658691406
2016-08-11,24.78046989440918
2016-08-12,24.71822738647461
2016-08-15,24.72188377380371
2016-08-16,24.644996643066406
2016-08-17,24.81342315673828
2016-08-18,24.681615829467773
2016-08-19,24.271535873413086
2016-08-22,24.32645606994629
2016-08-23,24.040868759155273
2016-08-24,24.051849365234375
2016-08-25,24.004247665405273
2016-08-26,23.985939025878906
2016-08-29,24.040868759155273
2016-08-30,24.000585556030273
2016-08-31,23.8944091796875
2016-09-01,24.125080108642578
2016-09-02,24.22393798828125
2016-09-06,24.289838790893555
2016-09-07,24.29350471496582
2016-09-08,24.22393798828125
2016-09-09,23.839481353759766
2016-09-12,24.077482223510742
2016-09-13,23.715002059936523
2016-09-14,23.861459732055664
2016-09-15,24.253225326538086
2016-09-16,24.136056900024414
2016-09-19,24.110429763793945
2016-09-20,24.249568939208984
2016-09-21,24.590076446533203
2016-09-22,24.641334533691406
2016-09-23,24.586414337158203
2016-09-26,24.095781326293945
2016-09-27,24.227590560913086
2016-09-28,24.414323806762695
2016-09-29,24.256885528564453
2016-09-30,24.289838790893555
2016-10-03,24.335800170898438
2016-10-04,24.20343780517578
2016-10-05,24.192405700683594
2016-10-06,24.049022674560547
2016-10-07,24.030637741088867
2016-10-10,24.185054779052734
2016-10-11,23.883567810058594
2016-10-12,23.986515045166016
2016-10-13,23.942398071289062
2016-10-14,23.971811294555664
2016-10-17,23.90562629699707
2016-10-18,23.85415267944336
2016-10-19,23.865182876586914
2016-10-20,23.659297943115234
2016-10-21,23.55266761779785
2016-10-24,23.883567810058594
2016-10-25,23.7217960357666
2016-10-26,23.00117301940918
2016-10-27,22.604093551635742
2016-10-28,22.751155853271484
2016-10-31,22.729101181030273
2016-11-01,22.593063354492188
2016-11-02,22.60041618347168
2016-11-03,22.40923309326172
2016-11-04,22.3026123046875
2016-11-07,22.6151180267334
2016-11-08,22.986473083496094
2016-11-09,23.32839584350586
2016-11-10,23.935041427612305
2016-11-11,24.43507194519043
2016-11-14,24.729202270507812
2016-11-15,24.626253128051758
2016-11-16,24.806411743164062
2016-11-17,25.181428909301758
2016-11-18,25.126279830932617
2016-11-21,25.07480812072754
2016-11-22,25.376285552978516
2016-11-23,25.354232788085938
2016-11-25,25.427764892578125
2016-11-28,25.11524772644043
2016-11-29,25.7880802154541
2016-11-30,25.556453704833984
2016-12-01,25.68513298034668
2016-12-02,25.28805160522461
2016-12-05,25.251285552978516
2016-12-06,25.258644104003906
2016-12-07,25.49026870727539
2016-12-08,25.453510284423828
2016-12-09,25.534393310546875
2016-12-12,25.368940353393555
2016-12-13,25.72925567626953
2016-12-14,25.743953704833984
2016-12-15,25.692485809326172
2016-12-16,25.68513298034668
2016-12-19,25.791749954223633
2016-12-20,26.107952117919922
2016-12-21,26.041767120361328
2016-12-22,26.111623764038086
2016-12-23,25.9755859375
2016-12-27,26.05647850036621
2016-12-28,25.902050018310547
2016-12-29,25.76969337463379
2016-12-30,25.487321853637695
2017-01-03,25.487321853637695
2017-01-04,25.789993286132812
2017-01-05,25.893346786499023
2017-01-06,25.937641143798828
2017-01-09,26.144346237182617
2017-01-10,26.177570343017578
2017-01-11,26.46916389465332
2017-01-12,26.36212730407715
2017-01-13,26.860429763793945
2017-01-17,26.782915115356445
2017-01-18,26.683252334594727
2017-01-19,26.801366806030273
2017-01-20,27.155717849731445
2017-01-23,27.041297912597656
2017-01-24,27.166790008544922
2017-01-25,27.10773277282715
2017-01-26,27.868104934692383
2017-01-27,28.034204483032227
2017-01-30,27.80905532836914
2017-01-31,27.838579177856445
2017-02-01,27.90871238708496
2017-02-02,27.716777801513672
2017-02-03,27.779516220092773
2017-02-06,27.51375961303711
2017-02-07,27.63187599182129
2017-02-08,27.569120407104492
2017-02-09,27.694623947143555
2017-02-10,27.738916397094727
2017-02-13,27.945621490478516
2017-02-14,28.08588409423828
2017-02-15,28.274137496948242
2017-02-16,28.048969268798828
2017-02-17,27.801673889160156
2017-02-21,27.971460342407227
2017-02-22,28.008371353149414
2017-02-23,27.79428482055664
2017-02-24,27.971460342407227
2017-02-27,27.70570182800293
2017-02-28,27.624496459960938
2017-03-01,27.749982833862305
2017-03-02,27.64664077758789
2017-03-03,27.476850509643555
2017-03-06,27.639253616333008
2017-03-07,27.624496459960938
2017-03-08,27.39563751220703
2017-03-09,27.59496307373047
2017-03-10,27.550668716430664
2017-03-13,27.535905838012695
2017-03-14,27.617107391357422
2017-03-15,27.868104934692383
2017-03-16,27.816436767578125
2017-03-17,27.65401840209961
2017-03-20,27.668790817260742
2017-03-21,27.366117477416992
2017-03-22,27.343971252441406
2017-03-23,27.476850509643555
2017-03-24,27.59496307373047
2017-03-27,27.39563751220703
2017-03-28,27.380870819091797
2017-03-29,27.476850509643555
2017-03-30,27.690933227539062
2017-03-31,27.749982833862305
2017-04-03,27.84487533569336
2017-04-04,28.015396118164062
2017-04-05,27.681791305541992
2017-04-06,28.267452239990234
2017-04-07,28.193317413330078
2017-04-10,27.926435470581055
2017-04-11,27.600248336791992
2017-04-12,27.644723892211914
2017-04-13,27.53351593017578
2017-04-17,27.577999114990234
2017-04-18,27.867115020751953
2017-04-19,27.822647094726562
2017-04-20,28.171077728271484
2017-04-21,28.289703369140625
2017-04-24,28.178489685058594
2017-04-25,28.534330368041992
2017-04-26,28.756732940673828
2017-04-27,29.349811553955078
2017-04-28,29.05328369140625
2017-05-01,29.05328369140625
2017-05-02,29.164478302001953
2017-05-03,28.571399688720703
2017-05-04,28.386066436767578
2017-05-05,28.91983985900879
2017-05-08,29.060680389404297
2017-05-09,28.971721649169922
2017-05-10,28.986547470092773
2017-05-11,29.105165481567383
2017-05-12,28.897594451904297
2017-05-15,28.89017677307129
2017-05-16,28.77897071838379
2017-05-17,28.245201110839844
2017-05-18,28.66777801513672
2017-05-19,28.80121612548828
2017-05-22,29.27567481994629
2017-05-23,29.49066925048828
2017-05-24,29.89841079711914
