Date,APD
2015-07-01,98.45833587646484
2015-07-02,97.6480712890625
2015-07-06,96.74536895751953
2015-07-07,97.32110595703125
2015-07-08,94.52774047851562
2015-07-09,94.00884246826172
2015-07-10,96.6174087524414
2015-07-13,97.01547241210938
2015-07-14,97.5130386352539
2015-07-15,97.7333755493164
2015-07-16,97.42771911621094
2015-07-17,96.81645965576172
2015-07-20,96.12699890136719
2015-07-21,94.84756469726562
2015-07-22,94.39265441894531
2015-07-23,94.32867431640625
2015-07-24,92.44511413574219
2015-07-27,91.56375885009766
2015-07-28,94.4068832397461
2015-07-29,95.34513092041016
2015-07-30,101.17357635498047
2015-07-31,101.29438781738281
2015-08-03,103.68976593017578
2015-08-04,103.83905792236328
2015-08-05,104.80572509765625
2015-08-06,104.50005340576172
2015-08-07,103.91011047363281
2015-08-10,105.44542694091797
2015-08-11,104.2726058959961
2015-08-12,103.33435821533203
2015-08-13,103.5902328491211
2015-08-14,104.30103302001953
2015-08-17,104.31525421142578
2015-08-18,103.79638671875
2015-08-19,102.81549835205078
2015-08-20,99.78044128417969
2015-08-21,97.72624206542969
2015-08-24,94.0514907836914
2015-08-25,95.82135009765625
2015-08-26,97.93949890136719
2015-08-27,99.97235107421875
2015-08-28,99.98656463623047
2015-08-31,99.17623901367188
2015-09-01,96.61033630371094
2015-09-02,98.7640151977539
2015-09-03,99.22599792480469
2015-09-04,96.59609985351562
2015-09-08,98.97725677490234
2015-09-09,97.53433227539062
2015-09-10,97.0296859741211
2015-09-11,96.96571350097656
2015-09-14,96.297607421875
2015-09-15,96.3970947265625
2015-09-16,98.5721206665039
2015-09-17,98.82087707519531
2015-09-18,95.67205810546875
2015-09-21,95.8639907836914
2015-09-22,94.26472473144531
2015-09-23,92.74365234375
2015-09-24,92.01862335205078
2015-09-25,90.71788787841797
2015-09-28,89.0262222290039
2015-09-29,90.01346588134766
2015-09-30,91.27259826660156
2015-10-01,92.48164367675781
2015-10-02,93.37593841552734
2015-10-05,95.09294128417969
2015-10-06,94.99991607666016
2015-10-07,95.98719024658203
2015-10-08,98.66284942626953
2015-10-09,100.12226867675781
2015-10-12,99.30673217773438
2015-10-13,98.93468475341797
2015-10-14,99.10639953613281
2015-10-15,99.98638916015625
2015-10-16,99.34248352050781
2015-10-19,98.74871826171875
2015-10-20,98.2622299194336
2015-10-21,96.96731567382812
2015-10-22,98.60559844970703
2015-10-23,100.15089416503906
2015-10-26,99.99352264404297
2015-10-27,99.60719299316406
2015-10-28,101.68191528320312
2015-10-29,98.26935577392578
2015-10-30,99.4283447265625
2015-11-02,99.12787628173828
2015-11-03,99.23518371582031
2015-11-04,98.8631591796875
2015-11-05,98.22642517089844
2015-11-06,99.17079162597656
2015-11-09,97.53248596191406
2015-11-10,97.81153106689453
2015-11-11,97.86873626708984
2015-11-12,96.79560089111328
2015-11-13,98.28367614746094
2015-11-16,100.408447265625
2015-11-17,99.77889251708984
2015-11-18,99.75025939941406
2015-11-19,100.12943267822266
2015-11-20,99.65011596679688
2015-11-23,100.2868423461914
2015-11-24,99.77889251708984
2015-11-25,98.97763061523438
2015-11-27,98.65567779541016
2015-11-30,97.93311309814453
2015-12-01,98.72721862792969
2015-12-02,99.0849609375
2015-12-03,97.1318588256836
2015-12-04,99.04202270507812
2015-12-07,97.87586975097656
2015-12-08,95.1286849975586
2015-12-09,95.75826263427734
2015-12-10,94.79962921142578
2015-12-11,93.34733581542969
2015-12-14,92.25988006591797
2015-12-15,94.0770263671875
2015-12-16,94.5849838256836
2015-12-17,93.26143646240234
2015-12-18,91.4657974243164
2015-12-21,92.96814727783203
2015-12-22,94.11282348632812
2015-12-23,95.27894592285156
2015-12-24,95.28607940673828
2015-12-28,94.864013671875
2015-12-29,95.29322814941406
2015-12-30,95.19966125488281
2015-12-31,93.652099609375
2016-01-04,92.98990631103516
2016-01-05,91.32718658447266
2016-01-06,89.10304260253906
2016-01-07,86.11590576171875
2016-01-08,85.66964721679688
2016-01-11,86.00792694091797
2016-01-12,87.24596405029297
2016-01-13,85.33134460449219
2016-01-14,85.20893859863281
2016-01-15,84.80589294433594
2016-01-19,86.07992553710938
2016-01-20,84.61873626708984
2016-01-21,84.33800506591797
2016-01-22,85.63365173339844
2016-01-25,83.71900177001953
2016-01-26,85.23057556152344
2016-01-27,84.98580932617188
2016-01-28,85.66242218017578
2016-01-29,91.20481872558594
2016-02-01,94.4798812866211
2016-02-02,94.15597534179688
2016-02-03,96.0058364868164
2016-02-04,98.00685119628906
2016-02-05,97.60376739501953
2016-02-08,94.11278533935547
2016-02-09,95.34362030029297
2016-02-10,93.8968505859375
2016-02-11,91.56472778320312
2016-02-12,93.82489013671875
2016-02-16,94.544677734375
2016-02-17,95.37963104248047
2016-02-18,94.41510009765625
2016-02-19,94.67424011230469
2016-02-22,95.67473602294922
2016-02-23,94.44390869140625
2016-02-24,94.68864440917969
2016-02-25,95.72514343261719
2016-02-26,96.19298553466797
2016-02-29,95.35084533691406
2016-03-01,96.7328109741211
2016-03-02,96.61046600341797
2016-03-03,97.08553314208984
2016-03-04,97.02075958251953
2016-03-07,97.1718978881836
2016-03-08,96.61046600341797
2016-03-09,96.94157409667969
2016-03-10,96.88397216796875
2016-03-11,98.22998809814453
2016-03-14,98.07164001464844
2016-03-15,96.48810577392578
2016-03-16,97.93489837646484
2016-03-17,101.46187591552734
2016-03-18,101.91532897949219
2016-03-21,101.26750946044922
2016-03-22,102.9806137084961
2016-03-23,103.59963989257812
2016-03-24,102.03771209716797
2016-03-28,103.02379608154297
2016-03-29,104.39142608642578
2016-03-30,105.17346954345703
2016-03-31,104.30452728271484
2016-04-01,105.21687316894531
2016-04-04,103.32698059082031
2016-04-05,103.32698059082031
2016-04-06,104.0438461303711
2016-04-07,102.7115249633789
2016-04-08,103.19670104980469
