Date,PAYX
2015-07-01,34.029747009277344
2015-07-02,34.27431106567383
2015-07-06,34.648345947265625
2015-07-07,34.53325271606445
2015-07-08,34.036956787109375
2015-07-09,34.11606216430664
2015-07-10,34.367820739746094
2015-07-13,34.80659484863281
2015-07-14,34.648345947265625
2015-07-15,34.35343933105469
2015-07-16,34.46133041381836
2015-07-17,34.13045120239258
2015-07-20,34.02255630493164
2015-07-21,34.0009880065918
2015-07-22,34.0009880065918
2015-07-23,33.555023193359375
2015-07-24,33.166595458984375
2015-07-27,33.28887176513672
2015-07-28,33.526248931884766
2015-07-29,33.59817886352539
2015-07-30,33.554622650146484
2015-07-31,33.678016662597656
2015-08-03,34.49093246459961
2015-08-04,34.614315032958984
2015-08-05,35.03528594970703
2015-08-06,34.51995086669922
2015-08-07,34.563507080078125
2015-08-10,34.91189956665039
2015-08-11,34.752235412597656
2015-08-12,34.701438903808594
2015-08-13,34.93368911743164
2015-08-14,35.05706787109375
2015-08-17,35.107872009277344
2015-08-18,35.165950775146484
2015-08-19,34.84658432006836
2015-08-20,34.33125686645508
2015-08-21,33.16267776489258
2015-08-24,31.92879295349121
2015-08-25,31.15216827392578
2015-08-26,32.38605499267578
2015-08-27,32.84331512451172
2015-08-28,32.62557601928711
2015-08-31,32.41509246826172
2015-09-01,31.544113159179688
2015-09-02,32.291709899902344
2015-09-03,32.44411849975586
2015-09-04,32.161048889160156
2015-09-08,33.08284378051758
2015-09-09,32.908653259277344
2015-09-10,32.879615783691406
2015-09-11,33.177188873291016
2015-09-14,32.886878967285156
2015-09-15,33.36593246459961
2015-09-16,33.590919494628906
2015-09-17,33.88850021362305
2015-09-18,33.772369384765625
2015-09-21,33.859474182128906
2015-09-22,33.40946578979492
2015-09-23,33.67076110839844
2015-09-24,33.634464263916016
2015-09-25,33.88850021362305
2015-09-28,33.21349334716797
2015-09-29,33.39495086669922
2015-09-30,34.570770263671875
2015-10-01,34.940940856933594
2015-10-02,34.67239761352539
2015-10-05,35.332881927490234
2015-10-06,35.2240104675293
2015-10-07,35.906280517578125
2015-10-08,36.261940002441406
2015-10-09,36.33450698852539
2015-10-12,36.515968322753906
2015-10-13,36.131282806396484
2015-10-14,35.95707702636719
2015-10-15,36.19661331176758
2015-10-16,36.45790100097656
2015-10-19,36.62483596801758
2015-10-20,36.58854675292969
2015-10-21,36.515968322753906
2015-10-22,37.452274322509766
2015-10-23,37.590179443359375
2015-10-26,37.851478576660156
2015-10-27,37.807926177978516
2015-10-28,37.916805267333984
2015-10-29,37.872901916503906
2015-10-30,37.74118423461914
2015-11-02,37.98265838623047
2015-11-03,37.8582649230957
2015-11-04,37.916805267333984
2015-11-05,38.443626403808594
2015-11-06,38.63386917114258
2015-11-09,38.5826530456543
2015-11-10,38.86069107055664
2015-11-11,38.904598236083984
2015-11-12,38.67044448852539
2015-11-13,38.31190872192383
2015-11-16,39.04362487792969
2015-11-17,39.021663665771484
2015-11-18,39.460693359375
2015-11-19,39.54849624633789
2015-11-20,39.833858489990234
2015-11-23,39.73874282836914
2015-11-24,39.64361572265625
2015-11-25,39.80458450317383
2015-11-27,39.55580520629883
2015-11-30,39.69483947753906
2015-12-01,39.621665954589844
2015-12-02,39.446048736572266
2015-12-03,38.52411651611328
2015-12-04,39.29972457885742
2015-12-07,39.15337371826172
2015-12-08,39.13142013549805
2015-12-09,38.77289962768555
2015-12-10,38.86069107055664
2015-12-11,38.23143005371094
2015-12-14,38.619232177734375
2015-12-15,38.838748931884766
2015-12-16,39.55580520629883
2015-12-17,39.03630828857422
2015-12-18,38.377769470214844
2015-12-21,38.48752212524414
2015-12-22,38.568016052246094
2015-12-23,39.4753303527832
2015-12-24,39.38020706176758
2015-12-28,39.35824966430664
2015-12-29,39.7021484375
2015-12-30,39.3509521484375
2015-12-31,38.6997184753418
2016-01-04,37.71924591064453
2016-01-05,37.689971923828125
2016-01-06,37.155826568603516
2016-01-07,35.436344146728516
2016-01-08,34.799747467041016
2016-01-11,34.69731140136719
2016-01-12,34.72658157348633
2016-01-13,33.93634033203125
2016-01-14,34.6241455078125
2016-01-15,34.17049789428711
2016-01-19,34.75585174560547
2016-01-20,34.133907318115234
2016-01-21,34.67536163330078
2016-01-22,35.260719299316406
2016-01-25,34.68999481201172
2016-01-26,34.90950393676758
2016-01-27,34.39731216430664
2016-01-28,34.2791862487793
2016-01-29,35.33495330810547
2016-02-01,35.696712493896484
2016-02-02,35.696712493896484
2016-02-03,35.51214599609375
2016-02-04,35.39401626586914
2016-02-05,34.72954177856445
2016-02-08,34.55973815917969
2016-02-09,34.448997497558594
2016-02-10,34.6778678894043
2016-02-11,35.24635314941406
2016-02-12,36.1323127746582
2016-02-16,36.907535552978516
2016-02-17,37.36526870727539
2016-02-18,37.54246520996094
2016-02-19,37.83778381347656
2016-02-22,38.332454681396484
2016-02-23,37.96329879760742
2016-02-24,38.11833953857422
2016-02-25,38.49486541748047
2016-02-26,38.155250549316406
2016-02-29,37.94114303588867
2016-03-01,38.84186935424805
2016-03-02,38.546539306640625
2016-03-03,38.72373962402344
2016-03-04,38.8197135925293
2016-03-07,38.827110290527344
2016-03-08,38.42103576660156
2016-03-09,38.4800910949707
2016-03-10,38.2955207824707
2016-03-11,39.09288787841797
2016-03-14,39.13719177246094
2016-03-15,39.225791931152344
2016-03-16,39.351280212402344
2016-03-17,40.037906646728516
2016-03-18,39.86072540283203
2016-03-21,40.05268478393555
2016-03-22,39.9050178527832
2016-03-23,39.8311882019043
2016-03-24,39.86072540283203
2016-03-28,39.99362564086914
2016-03-29,40.229862213134766
2016-03-30,39.34392166137695
2016-03-31,39.87549591064453
2016-04-01,39.99362564086914
2016-04-04,39.462039947509766
2016-04-05,39.21101760864258
2016-04-06,39.60231399536133
2016-04-07,39.033817291259766
2016-04-08,39.15933609008789
2016-04-11,38.89354705810547
2016-04-12,39.196258544921875
2016-04-13,39.174102783203125
2016-04-14,39.07811737060547
2016-04-15,39.033817291259766
2016-04-18,39.43988800048828
2016-04-19,39.54325485229492
2016-04-20,39.4177360534668
2016-04-21,38.6056022644043
2016-04-22,38.59084701538086
2016-04-25,38.812347412109375
2016-04-26,38.871402740478516
2016-04-27,39.21839141845703
2016-04-28,38.996910095214844
2016-04-29,38.4800910949707
2016-05-02,38.83448028564453
2016-05-03,38.68682098388672
2016-05-04,38.6056022644043
2016-05-05,38.099510192871094
2016-05-06,38.63538360595703
2016-05-09,38.69492721557617
2016-05-10,39.36478042602539
2016-05-11,38.858665466308594
2016-05-12,38.78422927856445
2016-05-13,38.486534118652344
2016-05-16,38.74701690673828
2016-05-17,38.30790328979492
2016-05-18,38.50141143798828
2016-05-19,38.486534118652344
2016-05-20,38.724693298339844
2016-05-23,38.50141143798828
2016-05-24,39.50619125366211
2016-05-25,39.9453010559082
2016-05-26,40.16859436035156
2016-05-27,40.43653869628906
2016-05-31,40.35466003417969
2016-06-01,40.53327941894531
2016-06-02,40.89054870605469
2016-06-03,40.71935272216797
2016-06-06,40.87566375732422
2016-06-07,41.01707458496094
2016-06-08,41.02450942993164
2016-06-09,41.091495513916016
2016-06-10,40.60772705078125
2016-06-13,40.36211395263672
2016-06-14,40.62260437011719
2016-06-15,40.57794189453125
2016-06-16,40.86076736450195
2016-06-17,40.63005065917969
2016-06-20,41.12870407104492
2016-06-21,41.314788818359375
2016-06-22,41.165924072265625
2016-06-23,41.89532470703125
2016-06-24,40.66725540161133
2016-06-27,40.39187240600586
2016-06-28,41.32966232299805
2016-06-29,41.78367614746094
2016-06-30,44.284446716308594
2016-07-01,44.239784240722656
2016-07-05,44.72355270385742
2016-07-06,45.28177261352539
2016-07-07,45.095706939697266
2016-07-08,45.646461486816406
2016-07-11,45.57948303222656
2016-07-12,45.408302307128906
2016-07-13,45.482723236083984
2016-07-14,45.49016571044922
2016-07-15,45.34131622314453
2016-07-18,45.22222900390625
2016-07-19,45.17757034301758
2016-07-20,45.036155700683594
2016-07-21,44.90962600708008
2016-07-22,45.20734405517578
2016-07-25,45.22222900390625
2016-07-26,45.557159423828125
2016-07-27,44.84265899658203
2016-07-28,44.40015411376953
2016-07-29,44.460147857666016
2016-08-01,44.44514083862305
2016-08-02,44.16015625
2016-08-03,43.882652282714844
2016-08-04,43.98014450073242
2016-08-05,44.5201530456543
2016-08-08,44.310142517089844
2016-08-09,44.587646484375
2016-08-10,44.63264465332031
2016-08-11,44.925148010253906
2016-08-12,45.022647857666016
2016-08-15,45.07514572143555
2016-08-16,44.46764373779297
2016-08-17,44.602638244628906
2016-08-18,44.87265396118164
2016-08-19,45.11266326904297
2016-08-22,45.28515625
2016-08-23,45.48765563964844
2016-08-24,45.517642974853516
2016-08-25,45.54764938354492
2016-08-26,45.37514877319336
2016-08-29,45.48765563964844
2016-08-30,45.57015609741211
2016-08-31,45.502655029296875
2016-09-01,45.74265670776367
2016-09-02,45.840145111083984
2016-09-06,45.930152893066406
2016-09-07,46.15515899658203
2016-09-08,45.80264663696289
2016-09-09,44.46764373779297
2016-09-12,44.88765335083008
2016-09-13,43.882652282714844
2016-09-14,43.7851448059082
2016-09-15,44.257652282714844
2016-09-16,43.672637939453125
2016-09-19,43.9576416015625
2016-09-20,44.415157318115234
2016-09-21,44.76015853881836
2016-09-22,45.27764892578125
2016-09-23,44.9326286315918
2016-09-26,44.76015853881836
2016-09-27,45.20266342163086
2016-09-28,43.125144958496094
2016-09-29,42.87013244628906
2016-09-30,43.402645111083984
2016-10-03,43.09514236450195
2016-10-04,42.79515838623047
2016-10-05,42.60014343261719
2016-10-06,42.55514907836914
2016-10-07,42.390140533447266
2016-10-10,42.50263214111328
2016-10-11,42.02263259887695
2016-10-12,42.12763977050781
2016-10-13,42.18014144897461
2016-10-14,42.15013885498047
2016-10-17,41.80514144897461
2016-10-18,42.10514450073242
2016-10-19,42.24013137817383
2016-10-20,42.18014144897461
2016-10-21,42.0001335144043
2016-10-24,42.12763977050781
2016-10-25,41.8801383972168
2016-10-26,41.67763900756836
2016-10-27,41.4376335144043
2016-10-28,41.63426971435547
2016-10-31,41.74772262573242
2016-11-01,41.04435729980469
2016-11-02,41.0973014831543
2016-11-03,40.71158981323242
2016-11-04,40.57545471191406
2016-11-07,41.19563293457031
2016-11-08,40.98386001586914
2016-11-09,41.73259735107422
2016-11-10,42.352760314941406
2016-11-11,42.867042541503906
2016-11-14,42.579647064208984
2016-11-15,42.110748291015625
2016-11-16,42.17124557495117
2016-11-17,42.292259216308594
2016-11-18,42.29983139038086
2016-11-21,43.214942932128906
2016-11-22,43.487220764160156
2016-11-23,43.90317153930664
2016-11-25,43.85023498535156
2016-11-28,43.85780334472656
2016-11-29,44.96955871582031
2016-11-30,44.58385467529297
2016-12-01,44.3796501159668
2016-12-02,44.12249755859375
2016-12-05,44.49309158325195
2016-12-06,44.3720703125
2016-12-07,45.55946731567383
2016-12-08,45.5821647644043
2016-12-09,45.49896240234375
2016-12-12,45.52164840698242
2016-12-13,45.5670280456543
2016-12-14,45.7409782409668
2016-12-15,45.937618255615234
2016-12-16,46.31576919555664
2016-12-19,46.55021286010742
2016-12-20,46.83761215209961
2016-12-21,46.42921447753906
