Date,PM
2015-07-01,47.846168518066406
2015-07-02,47.7696647644043
2015-07-06,47.78730773925781
2015-07-07,48.517066955566406
2015-07-08,48.00507354736328
2015-07-09,47.81086730957031
2015-07-10,48.352291107177734
2015-07-13,48.48175811767578
2015-07-14,48.658321380615234
2015-07-15,48.65242385864258
2015-07-16,50.1943473815918
2015-07-17,50.51213836669922
2015-07-20,50.3826789855957
2015-07-21,50.341453552246094
2015-07-22,50.32969665527344
2015-07-23,50.27674102783203
2015-07-24,49.817691802978516
2015-07-27,50.33557891845703
2015-07-28,50.37678909301758
2015-07-29,50.28850555419922
2015-07-30,50.25319290161133
2015-07-31,50.33557891845703
2015-08-03,50.4120979309082
2015-08-04,50.51213836669922
2015-08-05,50.54745101928711
2015-08-06,50.4709358215332
2015-08-07,50.07664489746094
2015-08-10,50.53568649291992
2015-08-11,50.30027389526367
2015-08-12,50.40033721923828
2015-08-13,49.82358169555664
2015-08-14,49.58818054199219
2015-08-17,49.6117057800293
2015-08-18,49.44692611694336
2015-08-19,49.28216552734375
2015-08-20,48.89372253417969
2015-08-21,47.65785598754883
2015-08-24,46.104164123535156
2015-08-25,45.54507064819336
2015-08-26,46.93399429321289
2015-08-27,47.5401496887207
2015-08-28,47.287086486816406
2015-08-31,46.96340560913086
2015-09-01,45.774593353271484
2015-09-02,46.3160285949707
2015-09-03,46.75740051269531
2015-09-04,45.48622131347656
2015-09-08,46.93987274169922
2015-09-09,46.06298065185547
2015-09-10,46.41608810424805
2015-09-11,46.76919174194336
2015-09-14,46.698570251464844
2015-09-15,47.55780029296875
2015-09-16,48.31697082519531
2015-09-17,48.305206298828125
2015-09-18,47.799072265625
2015-09-21,48.32875061035156
2015-09-22,47.534263610839844
2015-09-23,47.334163665771484
2015-09-24,47.3223991394043
2015-09-25,47.434207916259766
2015-09-28,47.03483963012695
2015-09-29,46.87391662597656
2015-09-30,47.28520584106445
2015-10-01,47.36268615722656
2015-10-02,47.654754638671875
2015-10-05,48.70382308959961
2015-10-06,48.57268524169922
2015-10-07,49.27602005004883
2015-10-08,50.1581916809082
2015-10-09,50.110511779785156
2015-10-12,50.462181091308594
2015-10-13,50.31317901611328
2015-10-14,50.354896545410156
2015-10-15,51.302616119384766
2015-10-16,52.32188034057617
2015-10-19,52.70336151123047
2015-10-20,52.882164001464844
2015-10-21,53.03715896606445
2015-10-22,53.37690734863281
2015-10-23,53.424583435058594
2015-10-26,53.46630096435547
2015-10-27,52.94178009033203
2015-10-28,53.287506103515625
2015-10-29,53.20405197143555
2015-10-30,52.691444396972656
2015-11-02,52.935829162597656
2015-11-03,52.65565872192383
2015-11-04,52.49473571777344
2015-11-05,52.54838562011719
2015-11-06,51.4814453125
2015-11-09,50.81386184692383
2015-11-10,50.641014099121094
2015-11-11,50.69466018676758
2015-11-12,50.08070755004883
2015-11-13,49.71116638183594
2015-11-16,50.27740478515625
2015-11-17,49.97339630126953
2015-11-18,50.92115020751953
2015-11-19,51.409915924072266
2015-11-20,51.25493621826172
2015-11-23,51.61257553100586
2015-11-24,51.797359466552734
2015-11-25,51.95828628540039
2015-11-27,52.10728454589844
2015-11-30,52.089420318603516
2015-12-01,52.32188034057617
2015-12-02,52.03577423095703
2015-12-03,52.05961608886719
2015-12-04,53.46630096435547
2015-12-07,52.92390441894531
2015-12-08,52.911983489990234
2015-12-09,52.46493148803711
2015-12-10,52.29207992553711
2015-12-11,51.451637268066406
2015-12-14,51.952335357666016
2015-12-15,52.357635498046875
2015-12-16,53.73452377319336
2015-12-17,53.096744537353516
2015-12-18,51.80927276611328
2015-12-21,52.24353790283203
2015-12-22,52.870792388916016
2015-12-23,53.727237701416016
2015-12-24,53.594547271728516
2015-12-28,53.431705474853516
2015-12-29,53.89610290527344
2015-12-30,53.66692352294922
2015-12-31,53.021575927734375
2016-01-04,52.47272491455078
2016-01-05,52.997440338134766
2016-01-06,52.985382080078125
2016-01-07,52.62350845336914
2016-01-08,52.29779815673828
2016-01-11,53.78152084350586
2016-01-12,53.733272552490234
2016-01-13,53.26282501220703
2016-01-14,53.00348663330078
2016-01-15,52.04450225830078
2016-01-19,52.75621032714844
2016-01-20,51.78512191772461
2016-01-21,51.748966217041016
2016-01-22,52.39432144165039
2016-01-25,52.279701232910156
2016-01-26,52.65968704223633
2016-01-27,53.13014221191406
2016-01-28,53.715171813964844
2016-01-29,54.28815841674805
2016-02-01,53.92628479003906
2016-02-02,53.89008712768555
2016-02-03,54.15546417236328
2016-02-04,53.73929977416992
2016-02-05,54.01071548461914
2016-02-08,54.113243103027344
2016-02-09,54.29418182373047
2016-02-10,53.81769561767578
2016-02-11,53.28091812133789
2016-02-12,53.715171813964844
2016-02-16,54.35449981689453
2016-02-17,55.02397155761719
2016-02-18,55.277278900146484
2016-02-19,55.45222091674805
2016-02-22,55.81409454345703
2016-02-23,55.51856231689453
2016-02-24,55.16268539428711
2016-02-25,55.75979232788086
2016-02-26,55.15665054321289
2016-02-29,54.903343200683594
2016-03-01,55.210960388183594
2016-03-02,55.22300338745117
2016-03-03,56.248321533203125
2016-03-04,56.99020004272461
2016-03-07,56.634342193603516
2016-03-08,56.966068267822266
2016-03-09,57.90696334838867
2016-03-10,58.40754318237305
2016-03-11,58.19645690917969
2016-03-14,58.16630554199219
2016-03-15,58.16630554199219
2016-03-16,58.612640380859375
2016-03-17,59.6500129699707
2016-03-18,59.209720611572266
2016-03-21,59.46305465698242
2016-03-22,58.95722198486328
2016-03-23,59.158329010009766
2016-03-24,59.46305465698242
2016-03-28,59.63979721069336
2016-03-29,60.24922180175781
2016-03-30,60.145626068115234
2016-03-31,59.792144775390625
2016-04-01,60.79163360595703
2016-04-04,61.16337585449219
2016-04-05,61.10245132446289
2016-04-06,61.65705871582031
2016-04-07,61.2974739074707
2016-04-08,61.48030090332031
2016-04-11,61.145118713378906
2016-04-12,61.93737030029297
2016-04-13,61.145118713378906
2016-04-14,60.79773712158203
2016-04-15,61.01103210449219
2016-04-18,61.309661865234375
2016-04-19,60.505191802978516
2016-04-20,59.80434036254883
2016-04-21,58.76219177246094
2016-04-22,59.0669059753418
2016-04-25,59.438682556152344
2016-04-26,59.26192092895508
2016-04-27,59.28021240234375
2016-04-28,59.3289794921875
2016-04-29,59.79823684692383
2016-05-02,60.066375732421875
2016-05-03,60.041996002197266
2016-05-04,60.200469970703125
2016-05-05,60.444236755371094
2016-05-06,61.13898849487305
2016-05-09,61.181671142578125
2016-05-10,62.09583282470703
2016-05-11,62.04098129272461
2016-05-12,62.27254867553711
2016-05-13,61.48639678955078
2016-05-16,61.98613357543945
2016-05-17,60.846492767333984
2016-05-18,60.3040771484375
2016-05-19,59.94452667236328
2016-05-20,59.74946212768555
2016-05-23,59.895755767822266
2016-05-24,60.23704147338867
2016-05-25,60.36500930786133
2016-05-26,60.340641021728516
2016-05-27,60.444236755371094
2016-05-31,60.1395149230957
2016-06-01,60.57833480834961
2016-06-02,60.493003845214844
2016-06-03,61.62657928466797
2016-06-06,61.13898849487305
2016-06-07,61.224327087402344
2016-06-08,61.99222946166992
2016-06-09,62.02878189086914
2016-06-10,61.73627471923828
2016-06-13,61.29137420654297
2016-06-14,60.87696075439453
2016-06-15,60.730682373046875
2016-06-16,61.035396575927734
2016-06-17,61.388893127441406
2016-06-20,61.88862609863281
2016-06-21,62.08561706542969
2016-06-22,62.19642639160156
2016-06-23,62.732025146484375
2016-06-24,60.152587890625
2016-06-27,60.45420455932617
2016-06-28,60.66352844238281
2016-06-29,60.712806701660156
2016-06-30,62.6212043762207
2016-07-01,62.350337982177734
2016-07-05,62.941368103027344
2016-07-06,63.01521682739258
2016-07-07,62.658145904541016
2016-07-08,63.464622497558594
2016-07-11,63.64314651489258
2016-07-12,63.347652435302734
2016-07-13,63.55695724487305
2016-07-14,63.52616882324219
2016-07-15,63.79703903198242
2016-07-18,63.40921401977539
2016-07-19,61.4946403503418
2016-07-20,61.34687423706055
2016-07-21,61.20528793334961
2016-07-22,61.46385192871094
2016-07-25,61.383792877197266
2016-07-26,60.922080993652344
2016-07-27,59.918636322021484
2016-07-28,61.00827407836914
2016-07-29,61.7224006652832
2016-08-01,61.65467834472656
2016-08-02,61.543846130371094
2016-08-03,60.965187072753906
2016-08-04,60.94670867919922
2016-08-05,60.90363693237305
2016-08-08,60.66967010498047
2016-08-09,60.57733917236328
2016-08-10,61.05136489868164
2016-08-11,60.86051940917969
2016-08-12,60.94670867919922
2016-08-15,60.70661163330078
2016-08-16,61.2360725402832
2016-08-17,61.74088668823242
2016-08-18,61.77164840698242
2016-08-19,61.519256591796875
2016-08-22,61.63621139526367
2016-08-23,61.802433013916016
2016-08-24,61.642364501953125
2016-08-25,61.46385192871094
2016-08-26,61.00827407836914
2016-08-29,61.7224006652832
2016-08-30,61.543846130371094
2016-08-31,61.519256591796875
2016-09-01,61.944034576416016
2016-09-02,62.65199279785156
2016-09-06,63.01521682739258
2016-09-07,62.848976135253906
2016-09-08,62.374961853027344
2016-09-09,60.04789733886719
2016-09-12,61.95634841918945
2016-09-13,60.90363693237305
2016-09-14,60.712806701660156
2016-09-15,61.4084358215332
2016-09-16,60.84823226928711
2016-09-19,60.835899353027344
2016-09-20,61.07600021362305
2016-09-21,61.962501525878906
2016-09-22,62.6212043762207
2016-09-23,62.50424575805664
2016-09-26,61.66455078125
2016-09-27,61.78273391723633
2016-09-28,61.832496643066406
2016-09-29,60.81864929199219
2016-09-30,60.47031021118164
2016-10-03,60.5947151184082
2016-10-04,59.77368927001953
2016-10-05,59.512447357177734
2016-10-06,59.487579345703125
2016-10-07,59.72391891479492
2016-10-10,59.86699676513672
2016-10-11,59.412933349609375
2016-10-12,59.76746368408203
2016-10-13,59.83589553833008
2016-10-14,59.60576248168945
2016-10-17,59.40672302246094
2016-10-18,60.059810638427734
2016-10-19,59.69905471801758
2016-10-20,59.444026947021484
2016-10-21,59.90430450439453
2016-10-24,60.277503967285156
2016-10-25,60.07224655151367
