Date,GILD
2015-07-01,80.43326568603516
2015-07-02,79.76077270507812
2015-07-06,80.19060516357422
2015-07-07,79.82316589355469
2015-07-08,78.30477142333984
2015-07-09,78.59596252441406
2015-07-10,78.85942840576172
2015-07-13,79.42103576660156
2015-07-14,81.3692626953125
2015-07-15,81.39007568359375
2015-07-16,82.4023666381836
2015-07-17,81.99329376220703
2015-07-20,81.95169067382812
2015-07-21,81.6604995727539
2015-07-22,81.42473602294922
2015-07-23,81.57728576660156
2015-07-24,78.2284927368164
2015-07-27,76.6407699584961
2015-07-28,78.39488220214844
2015-07-29,80.22530364990234
2015-07-30,81.74370574951172
2015-07-31,81.71598052978516
2015-08-03,82.9223403930664
2015-08-04,82.41620635986328
2015-08-05,82.27061462402344
2015-08-06,79.94105529785156
2015-08-07,79.34477996826172
2015-08-10,80.82848358154297
2015-08-11,80.15595245361328
2015-08-12,80.59969329833984
2015-08-13,79.8717041015625
2015-08-14,80.14904022216797
2015-08-17,80.7175521850586
2015-08-18,81.1612777709961
2015-08-19,80.57196807861328
2015-08-20,77.92343139648438
2015-08-21,73.02851867675781
2015-08-24,69.79069519042969
2015-08-25,71.10798645019531
2015-08-26,74.15865325927734
2015-08-27,74.8727798461914
2015-08-28,74.72716522216797
2015-08-31,72.84827423095703
2015-09-01,70.36614227294922
2015-09-02,72.29358673095703
2015-09-03,70.65733337402344
2015-09-04,70.7613296508789
2015-09-08,72.73040008544922
2015-09-09,71.9815902709961
2015-09-10,74.35971069335938
2015-09-11,76.00982666015625
2015-09-14,76.11426544189453
2015-09-15,77.29757690429688
2015-09-16,77.28363800048828
2015-09-17,77.68734741210938
2015-09-18,75.48085021972656
2015-09-21,73.6014633178711
2015-09-22,74.13743591308594
2015-09-23,73.42744445800781
2015-09-24,71.35320281982422
2015-09-25,69.70354461669922
2015-09-28,65.98657989501953
2015-09-29,66.82181549072266
2015-09-30,68.34622192382812
2015-10-01,68.40190124511719
2015-10-02,68.40884399414062
2015-10-05,69.09098052978516
2015-10-06,67.89376068115234
2015-10-07,69.79402160644531
2015-10-08,70.16989135742188
2015-10-09,70.05853271484375
2015-10-12,69.26502227783203
2015-10-13,68.34622192382812
2015-10-14,68.48542785644531
2015-10-15,70.74760437011719
2015-10-16,71.5759506225586
2015-10-19,72.11885833740234
2015-10-20,70.76156616210938
2015-10-21,70.8102798461914
2015-10-22,74.89615631103516
2015-10-23,75.16758728027344
2015-10-26,75.61310577392578
2015-10-27,77.23491668701172
2015-10-28,75.26508331298828
2015-10-29,76.01679229736328
2015-10-30,75.26508331298828
2015-11-02,76.28826904296875
2015-11-03,75.94022369384766
2015-11-04,75.85670471191406
2015-11-05,75.05624389648438
2015-11-06,75.4112319946289
2015-11-09,75.25113677978516
2015-11-10,75.76622772216797
2015-11-11,74.61077880859375
2015-11-12,72.5504150390625
2015-11-13,71.39495086669922
2015-11-16,72.25808715820312
2015-11-17,72.75923919677734
2015-11-18,75.26508331298828
2015-11-19,74.13743591308594
2015-11-20,74.15833282470703
2015-11-23,74.03302764892578
2015-11-24,74.17921447753906
2015-11-25,75.02143859863281
2015-11-27,75.17459106445312
2015-11-30,73.75460052490234
2015-12-01,73.67805480957031
2015-12-02,72.69658660888672
2015-12-03,70.56665802001953
2015-12-04,72.43902587890625
2015-12-07,71.63160705566406
2015-12-08,72.06319427490234
2015-12-09,70.9634017944336
2015-12-10,71.42977142333984
2015-12-11,69.62696838378906
2015-12-14,70.24916076660156
2015-12-15,71.28373718261719
2015-12-16,72.2414779663086
2015-12-17,71.556396484375
2015-12-18,71.02509307861328
2015-12-21,71.74513244628906
2015-12-22,71.9059066772461
2015-12-23,72.10164642333984
2015-12-24,72.40925598144531
2015-12-28,71.08102416992188
2015-12-29,72.25546264648438
2015-12-30,71.41657257080078
2015-12-31,70.73847198486328
2016-01-04,68.51544189453125
2016-01-05,69.38928985595703
2016-01-06,70.11630249023438
2016-01-07,67.28511047363281
2016-01-08,67.42491149902344
2016-01-11,67.4598617553711
2016-01-12,67.87928771972656
2016-01-13,64.69154357910156
2016-01-14,65.02710723876953
2016-01-15,64.20219421386719
2016-01-19,62.84601593017578
2016-01-20,63.30043029785156
2016-01-21,62.1259880065918
2016-01-22,64.19522857666016
2016-01-25,63.34236145019531
2016-01-26,64.46090698242188
2016-01-27,62.65729904174805
2016-01-28,61.18923568725586
2016-01-29,58.022483825683594
2016-02-01,58.75651168823242
2016-02-02,57.81972885131836
2016-02-03,60.392311096191406
2016-02-04,60.59504318237305
2016-02-05,59.51847457885742
2016-02-08,59.60236740112305
2016-02-09,60.993499755859375
2016-02-10,61.377960205078125
2016-02-11,61.07040023803711
2016-02-12,62.5244255065918
2016-02-16,63.71986770629883
2016-02-17,62.46853256225586
2016-02-18,62.20986557006836
2016-02-19,61.12632369995117
2016-02-22,62.28678512573242
2016-02-23,61.76248550415039
2016-02-24,62.46853256225586
2016-02-25,63.02778244018555
2016-02-26,61.587703704833984
2016-02-29,60.993499755859375
2016-03-01,62.699214935302734
2016-03-02,62.077064514160156
2016-03-03,61.39896774291992
2016-03-04,60.965538024902344
2016-03-07,62.67124938964844
2016-03-08,61.97918701171875
2016-03-09,61.39896774291992
2016-03-10,61.9651985168457
2016-03-11,62.67124938964844
2016-03-14,63.54228591918945
2016-03-15,62.82579803466797
2016-03-16,63.415809631347656
2016-03-17,62.88898849487305
2016-03-18,63.40882110595703
2016-03-21,65.09468078613281
2016-03-22,65.83221435546875
2016-03-23,63.27533721923828
2016-03-24,64.1463851928711
2016-03-28,64.9471435546875
2016-03-29,64.7645034790039
2016-03-30,64.60295104980469
2016-03-31,64.52568817138672
2016-04-01,66.11317443847656
2016-04-04,66.19747161865234
2016-04-05,67.13172912597656
2016-04-06,68.44528198242188
2016-04-07,67.13172912597656
2016-04-08,67.49698638916016
2016-04-11,67.31436157226562
2016-04-12,68.30477905273438
2016-04-13,68.2696762084961
2016-04-14,68.97209167480469
2016-04-15,69.0423583984375
2016-04-18,69.68154907226562
2016-04-19,69.85014343261719
2016-04-20,70.3207778930664
2016-04-21,71.46575927734375
2016-04-22,71.59918975830078
2016-04-25,71.85208892822266
2016-04-26,71.1777572631836
2016-04-27,70.74928283691406
2016-04-28,68.13621520996094
2016-04-29,61.961795806884766
2016-05-02,62.51673889160156
2016-05-03,61.23127365112305
2016-05-04,60.12843704223633
2016-05-05,60.311065673828125
2016-05-06,59.482215881347656
2016-05-09,60.17762756347656
2016-05-10,60.535865783691406
2016-05-11,58.93430709838867
2016-05-12,58.1335334777832
2016-05-13,58.09138107299805
2016-05-16,58.73058319091797
2016-05-17,58.1335334777832
2016-05-18,58.21782302856445
2016-05-19,57.69801712036133
2016-05-20,58.04925537109375
2016-05-23,58.53390121459961
2016-05-24,60.56395721435547
2016-05-25,60.76765441894531
2016-05-26,59.91067886352539
2016-05-27,60.28299331665039
2016-05-31,61.153995513916016
2016-06-01,60.81684875488281
2016-06-02,60.9151611328125
2016-06-03,60.51479721069336
2016-06-06,61.53333282470703
2016-06-07,61.46309280395508
2016-06-08,61.4068717956543
2016-06-09,60.24787521362305
2016-06-10,59.32063674926758
2016-06-13,58.99051284790039
2016-06-14,59.03287887573242
2016-06-15,58.65847396850586
2016-06-16,58.99051284790039
2016-06-17,58.38301467895508
2016-06-20,58.62317657470703
2016-06-21,57.77549743652344
2016-06-22,58.24171829223633
2016-06-23,58.89159393310547
2016-06-24,56.84308624267578
2016-06-27,55.274898529052734
2016-06-28,58.1428337097168
2016-06-29,58.11457443237305
2016-06-30,58.926910400390625
2016-07-01,59.94412612915039
2016-07-05,59.25893020629883
2016-07-06,60.55869674682617
2016-07-07,60.375022888183594
2016-07-08,61.13792419433594
2016-07-11,60.92601013183594
2016-07-12,61.194419860839844
2016-07-13,60.57283401489258
2016-07-14,60.42447280883789
2016-07-15,61.22267532348633
2016-07-18,61.406333923339844
2016-07-19,60.353843688964844
2016-07-20,61.215614318847656
2016-07-21,61.62532424926758
2016-07-22,61.13792419433594
2016-07-25,62.55072784423828
2016-07-26,57.252777099609375
2016-07-27,57.77549743652344
2016-07-28,57.38699722290039
2016-07-29,56.136695861816406
2016-08-01,56.83599853515625
2016-08-02,56.20732498168945
2016-08-03,56.57465744018555
2016-08-04,56.348594665527344
2016-08-05,56.80070495605469
2016-08-08,56.32741165161133
2016-08-09,56.03780746459961
2016-08-10,55.73404312133789
2016-08-11,56.20732498168945
2016-08-12,56.270912170410156
2016-08-15,56.26384735107422
2016-08-16,55.98128128051758
2016-08-17,57.005550384521484
2016-08-18,56.927852630615234
2016-08-19,57.21746826171875
2016-08-22,57.16096115112305
2016-08-23,57.54948425292969
2016-08-24,56.86426544189453
2016-08-25,56.567588806152344
2016-08-26,56.348594665527344
2016-08-29,55.218387603759766
2016-08-30,55.04179000854492
2016-08-31,55.36670684814453
2016-09-01,54.68858337402344
2016-09-02,54.31421661376953
2016-09-06,55.013526916503906
2016-09-07,55.25370407104492
2016-09-08,55.79762649536133
2016-09-09,55.13362503051758
2016-09-12,55.698726654052734
2016-09-13,55.140689849853516
2016-09-14,55.162017822265625
2016-09-15,56.029029846191406
2016-09-16,56.000606536865234
2016-09-19,56.135623931884766
2016-09-20,58.11837387084961
2016-09-21,58.0615119934082
2016-09-22,57.933589935302734
2016-09-23,57.8270149230957
2016-09-26,57.29400634765625
2016-09-27,56.32038497924805
2016-09-28,56.12141418457031
2016-09-29,55.33256149291992
2016-09-30,56.22800827026367
2016-10-03,55.453372955322266
2016-10-04,54.89194107055664
2016-10-05,55.12644577026367
2016-10-06,54.15997314453125
2016-10-07,53.47060775756836
2016-10-10,53.64826965332031
2016-10-11,52.461490631103516
2016-10-12,51.90005111694336
2016-10-13,51.92136764526367
2016-10-14,51.70104217529297
2016-10-17,51.622886657714844
2016-10-18,52.17008972167969
2016-10-19,52.12035369873047
2016-10-20,52.8096923828125
2016-10-21,52.795475006103516
2016-10-24,52.69600296020508
2016-10-25,52.88076400756836
2016-10-26,53.57009506225586
2016-10-27,53.88991165161133
2016-10-28,52.50408935546875
2016-10-31,52.326446533203125
2016-11-01,52.63913345336914
2016-11-02,51.53049087524414
2016-11-03,50.99748229980469
2016-11-04,51.47364807128906
2016-11-07,52.58938217163086
2016-11-08,52.61781692504883
2016-11-09,55.76607131958008
2016-11-10,55.31835174560547
2016-11-11,54.3092155456543
2016-11-14,54.543724060058594
2016-11-15,54.25946044921875
2016-11-16,54.01072311401367
2016-11-17,53.71223449707031
2016-11-18,53.0300178527832
2016-11-21,53.28585433959961
2016-11-22,52.916290283203125
2016-11-23,53.51325607299805
2016-11-25,53.61274719238281
2016-11-28,52.973148345947266
2016-11-29,53.20768356323242
2016-11-30,52.37617874145508
2016-12-01,51.765018463134766
2016-12-02,51.46654510498047
2016-12-05,51.423885345458984
2016-12-06,51.502071380615234
2016-12-07,51.72236251831055
2016-12-08,51.1822624206543
2016-12-09,51.66552734375
2016-12-12,52.21273422241211
2016-12-13,53.528785705566406
2016-12-14,54.15105438232422
2016-12-15,54.03660583496094
2016-12-16,52.99949645996094
2016-12-19,53.214073181152344
2016-12-20,52.9637336730957
2016-12-21,52.89936447143555
2016-12-22,52.42730712890625
2016-12-23,52.67049789428711
2016-12-27,52.73487091064453
2016-12-28,52.04822540283203
2016-12-29,51.5904541015625
2016-12-30,51.218544006347656
2017-01-03,53.042415618896484
2017-01-04,54.6302604675293
2017-01-05,54.365623474121094
2017-01-06,53.99367904663086
2017-01-09,54.2440185546875
2017-01-10,53.65037536621094
2017-01-11,52.76346206665039
2017-01-12,52.470218658447266
2017-01-13,52.26280212402344
2017-01-17,51.43312072753906
2017-01-18,51.5904541015625
2017-01-19,51.18993377685547
2017-01-20,50.78939437866211
2017-01-23,50.56052017211914
2017-01-24,50.245811462402344
2017-01-25,51.43312072753906
2017-01-26,50.939613342285156
2017-01-27,50.96820831298828
2017-01-30,51.14703369140625
2017-01-31,51.8193359375
2017-02-01,52.08399200439453
2017-02-02,51.676300048828125
2017-02-03,51.74067687988281
2017-02-06,51.776432037353516
2017-02-07,52.30570983886719
2017-02-08,47.79969024658203
2017-02-09,46.912784576416016
2017-02-10,47.463523864746094
2017-02-13,48.38617706298828
