Date,NFX
2015-07-01,35.2599983215332
2015-07-02,35.040000915527344
2015-07-06,34.36000061035156
2015-07-07,35.630001068115234
2015-07-08,34.849998474121094
2015-07-09,35.459999084472656
2015-07-10,35.470001220703125
2015-07-13,35.70000076293945
2015-07-14,36.529998779296875
2015-07-15,34.779998779296875
2015-07-16,35.29999923706055
2015-07-17,34.13999938964844
2015-07-20,33.61000061035156
2015-07-21,33.83000183105469
2015-07-22,33.400001525878906
2015-07-23,33.720001220703125
2015-07-24,32.779998779296875
2015-07-27,30.8799991607666
2015-07-28,31.530000686645508
2015-07-29,32.880001068115234
2015-07-30,33.36000061035156
2015-07-31,32.790000915527344
2015-08-03,32.439998626708984
2015-08-04,32.650001525878906
2015-08-05,32.54999923706055
2015-08-06,34.77000045776367
2015-08-07,34.22999954223633
2015-08-10,35.650001525878906
2015-08-11,35.36000061035156
2015-08-12,36.61000061035156
2015-08-13,36.08000183105469
2015-08-14,36.189998626708984
2015-08-17,35.47999954223633
2015-08-18,35.29999923706055
2015-08-19,33.93000030517578
2015-08-20,32.5
2015-08-21,30.81999969482422
2015-08-24,27.6299991607666
2015-08-25,27.049999237060547
2015-08-26,28.059999465942383
2015-08-27,30.700000762939453
2015-08-28,31.600000381469727
2015-08-31,33.310001373291016
2015-09-01,31.860000610351562
2015-09-02,32.81999969482422
2015-09-03,33.13999938964844
2015-09-04,33.209999084472656
2015-09-08,34.13999938964844
2015-09-09,33.95000076293945
2015-09-10,34.470001220703125
2015-09-11,34.130001068115234
2015-09-14,33.5099983215332
2015-09-15,34.0099983215332
2015-09-16,35.93000030517578
2015-09-17,35.380001068115234
2015-09-18,33.68000030517578
2015-09-21,33.66999816894531
2015-09-23,33.18000030517578
2015-09-24,33.349998474121094
2015-09-25,33.29999923706055
2015-09-28,31.399999618530273
2015-09-29,32.209999084472656
2015-09-30,32.900001525878906
2015-10-01,33.810001373291016
2015-10-02,35.52000045776367
2015-10-05,36.36000061035156
2015-10-06,36.88999938964844
2015-10-07,37.099998474121094
2015-10-08,38.209999084472656
2015-10-09,38.81999969482422
2015-10-12,38.349998474121094
2015-10-13,38.209999084472656
2015-10-14,38.5099983215332
2015-10-15,40.16999816894531
2015-10-16,40.68000030517578
2015-10-19,39.560001373291016
2015-10-20,39.97999954223633
2015-10-21,38.459999084472656
2015-10-22,39.15999984741211
2015-10-23,39.38999938964844
2015-10-26,39.13999938964844
2015-10-27,39.189998626708984
2015-10-28,39.86000061035156
2015-10-29,40.20000076293945
2015-10-30,40.189998626708984
2015-11-02,40.31999969482422
2015-11-03,40.13999938964844
2015-11-04,38.29999923706055
2015-11-05,38.95000076293945
2015-11-06,39.369998931884766
2015-11-09,39.45000076293945
2015-11-10,39.66999816894531
2015-11-11,39.689998626708984
2015-11-12,38.189998626708984
2015-11-13,38.369998931884766
2015-11-16,40.150001525878906
2015-11-17,40.380001068115234
2015-11-18,41.04999923706055
2015-11-19,39.15999984741211
2015-11-20,37.779998779296875
2015-11-23,38.470001220703125
2015-11-24,39.34000015258789
2015-11-25,38.65999984741211
2015-11-27,38.31999969482422
2015-11-30,38.2599983215332
2015-12-01,39.150001525878906
2015-12-02,37.16999816894531
2015-12-03,36.970001220703125
2015-12-04,36.15999984741211
2015-12-07,35.40999984741211
2015-12-08,34.81999969482422
2015-12-09,35.29999923706055
2015-12-10,36.52000045776367
2015-12-11,35.2599983215332
2015-12-14,34.790000915527344
2015-12-15,35.04999923706055
2015-12-16,34.439998626708984
2015-12-17,32.61000061035156
2015-12-18,31.600000381469727
2015-12-21,30.40999984741211
2015-12-22,30.6299991607666
2015-12-23,33.27000045776367
2015-12-24,33.09000015258789
2015-12-28,32.34000015258789
2015-12-29,32.689998626708984
2015-12-30,31.850000381469727
2015-12-31,32.560001373291016
2016-01-04,32.27000045776367
2016-01-05,32.4900016784668
2016-01-06,30.040000915527344
2016-01-07,29.40999984741211
2016-01-08,29.260000228881836
2016-01-11,28.979999542236328
2016-01-12,29.309999465942383
2016-01-13,28.170000076293945
2016-01-14,27.8700008392334
2016-01-15,26.229999542236328
2016-01-19,24.3700008392334
2016-01-20,23.709999084472656
2016-01-21,25.329999923706055
2016-01-22,26.0
2016-01-25,24.479999542236328
2016-01-26,25.93000030517578
2016-01-27,26.520000457763672
2016-01-28,27.579999923706055
2016-01-29,29.06999969482422
2016-02-01,28.170000076293945
2016-02-02,26.6200008392334
2016-02-03,28.290000915527344
2016-02-04,27.25
2016-02-05,24.8799991607666
2016-02-08,25.469999313354492
2016-02-09,23.799999237060547
2016-02-10,23.56999969482422
2016-02-11,23.65999984741211
2016-02-12,24.170000076293945
2016-02-16,24.18000030517578
2016-02-17,24.8700008392334
2016-02-18,22.600000381469727
2016-02-19,22.309999465942383
2016-02-22,24.510000228881836
2016-02-23,23.34000015258789
2016-02-24,23.420000076293945
2016-02-25,24.40999984741211
2016-02-26,26.030000686645508
2016-02-29,27.229999542236328
2016-03-01,28.600000381469727
2016-03-02,29.010000228881836
2016-03-03,29.15999984741211
2016-03-04,30.170000076293945
2016-03-07,29.920000076293945
2016-03-08,28.969999313354492
2016-03-09,30.639999389648438
2016-03-10,30.479999542236328
2016-03-11,31.84000015258789
2016-03-14,32.150001525878906
2016-03-15,31.84000015258789
2016-03-16,33.4900016784668
2016-03-17,33.720001220703125
2016-03-18,33.81999969482422
2016-03-21,33.47999954223633
2016-03-22,33.029998779296875
2016-03-23,32.119998931884766
2016-03-24,32.380001068115234
2016-03-28,31.860000610351562
2016-03-29,32.119998931884766
2016-03-30,32.65999984741211
2016-03-31,33.25
2016-04-01,32.630001068115234
2016-04-04,31.729999542236328
2016-04-05,31.610000610351562
2016-04-06,33.0099983215332
2016-04-07,32.849998474121094
2016-04-08,34.04999923706055
2016-04-11,34.45000076293945
2016-04-12,35.66999816894531
2016-04-13,35.08000183105469
2016-04-14,35.52000045776367
2016-04-15,35.119998931884766
2016-04-18,36.04999923706055
2016-04-19,36.540000915527344
