Date,NTRS
2015-07-01,57.75864028930664
2015-07-02,57.55600357055664
2015-07-06,57.0380744934082
2015-07-07,56.94803237915039
2015-07-08,55.58192443847656
2015-07-09,56.09983444213867
2015-07-10,57.33082962036133
2015-07-13,57.91629409790039
2015-07-14,57.97633743286133
2015-07-15,58.3291130065918
2015-07-16,59.04219055175781
2015-07-17,58.48676681518555
2015-07-20,58.80197525024414
2015-07-21,58.58432388305664
2015-07-22,58.524269104003906
2015-07-23,58.54679489135742
2015-07-24,57.77367401123047
2015-07-27,56.872955322265625
2015-07-28,57.42088317871094
2015-07-29,57.60853576660156
2015-07-30,57.99135208129883
2015-07-31,57.41339111328125
2015-08-03,57.51096725463867
2015-08-04,57.94630432128906
2015-08-05,57.95382308959961
2015-08-06,57.90877151489258
2015-08-07,58.29159164428711
2015-08-10,58.944610595703125
2015-08-11,58.299076080322266
2015-08-12,57.495948791503906
2015-08-13,57.78866195678711
2015-08-14,58.32160568237305
2015-08-17,58.269073486328125
2015-08-18,58.24656677246094
2015-08-19,58.0513916015625
2015-08-20,56.31751251220703
2015-08-21,54.433494567871094
2015-08-24,50.410301208496094
2015-08-25,48.976646423339844
2015-08-26,51.05579376220703
2015-08-27,52.59453582763672
2015-08-28,52.6470832824707
2015-08-31,52.421897888183594
2015-09-01,51.04079818725586
2015-09-02,52.014217376708984
2015-09-03,52.391510009765625
2015-09-04,51.52374267578125
2015-09-08,53.23667526245117
2015-09-09,52.5726318359375
2015-09-10,52.74618148803711
2015-09-11,52.844276428222656
2015-09-14,52.83673095703125
2015-09-15,53.41777038574219
2015-09-16,53.41777038574219
2015-09-17,52.38398742675781
2015-09-18,50.65593719482422
2015-09-21,51.606746673583984
2015-09-22,50.814414978027344
2015-09-23,50.9276008605957
2015-09-24,50.64840316772461
2015-09-25,52.10477066040039
2015-09-28,50.671051025390625
2015-09-29,50.74650192260742
2015-09-30,51.43317413330078
2015-10-01,51.470909118652344
2015-10-02,50.85213851928711
2015-10-05,51.90102005004883
2015-10-06,51.57654571533203
2015-10-07,52.067047119140625
