Date,M
2016-01-20,25.338973999023438
2016-01-21,25.900222778320312
2016-01-22,26.372177124023438
2016-01-25,25.077489852905273
2016-01-26,25.625967025756836
2016-01-27,25.696121215820312
2016-01-28,25.236927032470703
2016-01-29,25.772659301757812
2016-02-01,26.091552734375
2016-02-02,26.085180282592773
2016-02-03,26.54437828063965
2016-02-04,25.983131408691406
2016-02-05,25.67699432373047
2016-02-08,25.287952423095703
2016-02-09,25.19866180419922
2016-02-10,24.752216339111328
2016-02-11,24.17183494567871
2016-02-12,25.032835006713867
2016-02-16,25.81092643737793
2016-02-17,26.212730407714844
2016-02-18,26.23185920715332
2016-02-19,25.65786361694336
2016-02-22,26.18722152709961
2016-02-23,26.984447479248047
2016-02-24,27.32883644104004
2016-02-25,27.660480499267578
2016-02-26,27.69875717163086
2016-02-29,27.558435440063477
2016-03-01,27.87095832824707
2016-03-02,28.03678321838379
2016-03-03,28.11968994140625
2016-03-04,28.43219757080078
2016-03-07,28.457714080810547
2016-03-08,28.087800979614258
2016-03-09,28.260009765625
2016-03-10,28.189838409423828
2016-03-11,28.517780303955078
2016-03-14,28.20914077758789
2016-03-15,27.720439910888672
2016-03-16,27.97122573852539
2016-03-17,28.273441314697266
2016-03-18,28.852149963378906
2016-03-21,28.389184951782227
2016-03-22,28.151264190673828
2016-03-23,27.919775009155273
2016-03-24,27.958358764648438
2016-03-28,28.537080764770508
2016-03-29,28.562795639038086
2016-03-30,28.357032775878906
2016-03-31,28.350601196289062
2016-04-01,27.62400245666504
2016-04-04,27.10957908630371
2016-04-05,26.665891647338867
2016-04-06,26.730201721191406
2016-04-07,26.11933135986328
2016-04-08,25.51490020751953
2016-04-11,25.604923248291016
2016-04-12,25.765666961669922
2016-04-13,25.9328670501709
2016-04-14,25.50203514099121
2016-04-15,26.132190704345703
2016-04-18,26.183639526367188
2016-04-19,26.46013641357422
2016-04-20,26.595155715942383
2016-04-21,26.717330932617188
2016-04-22,26.337953567504883
2016-04-25,25.9328670501709
2016-04-26,26.067890167236328
2016-04-27,26.370115280151367
2016-04-28,26.106477737426758
2016-04-29,25.457021713256836
2016-05-02,25.66278839111328
2016-05-03,25.392728805541992
2016-05-04,24.87188148498535
2016-05-05,24.370323181152344
2016-05-06,24.209571838378906
2016-05-09,24.267444610595703
2016-05-10,23.785186767578125
2016-05-11,20.1778564453125
2016-05-12,20.06854820251465
2016-05-13,20.074979782104492
2016-05-16,19.75990104675293
2016-05-17,19.547700881958008
2016-05-18,19.335506439208984
2016-05-19,19.84992027282715
2016-05-20,20.119993209838867
2016-05-23,20.119993209838867
2016-05-24,20.05568504333496
2016-05-25,20.45435905456543
2016-05-26,20.300033569335938
2016-05-27,21.03950309753418
2016-05-31,21.35457992553711
2016-06-01,21.23883819580078
2016-06-02,22.087615966796875
2016-06-03,22.07476234436035
2016-06-06,22.042612075805664
2016-06-07,22.068328857421875
2016-06-08,22.02975082397461
2016-06-09,21.60536003112793
2016-06-10,21.373876571655273
2016-06-13,20.553049087524414
2016-06-14,20.364429473876953
2016-06-15,20.774188995361328
2016-06-16,21.040855407714844
2016-06-17,21.613218307495117
2016-06-20,21.60021209716797
2016-06-21,21.489643096923828
2016-06-22,21.340051651000977
2016-06-23,21.710790634155273
2016-06-24,20.86524772644043
2016-06-27,20.624591827392578
2016-06-28,21.092893600463867
2016-06-29,21.671764373779297
2016-06-30,21.86037826538086
2016-07-01,21.853878021240234
2016-07-05,21.528669357299805
2016-07-06,21.86037826538086
2016-07-07,21.86037826538086
2016-07-08,22.348186492919922
2016-07-11,22.673391342163086
2016-07-12,23.187219619750977
2016-07-13,22.81648826599121
2016-07-14,22.653881072998047
2016-07-15,22.556325912475586
2016-07-18,22.927053451538086
2016-07-19,22.679901123046875
2016-07-20,22.959575653076172
2016-07-21,23.083154678344727
2016-07-22,22.94656753540039
2016-07-25,23.71405029296875
2016-07-26,23.94820213317871
2016-07-27,23.219741821289062
2016-07-28,23.33031463623047
2016-07-29,23.304296493530273
2016-08-01,22.97258949279785
2016-08-02,21.307523727416992
2016-08-03,21.743301391601562
2016-08-04,21.912412643432617
2016-08-05,22.18558692932129
2016-08-08,22.601844787597656
2016-08-09,21.970949172973633
2016-08-10,22.11404037475586
2016-08-11,25.892942428588867
2016-08-12,25.89944839477539
2016-08-15,26.315704345703125
2016-08-16,26.47180938720703
2016-08-17,26.283185958862305
2016-08-18,26.17912483215332
2016-08-19,26.211641311645508
2016-08-22,25.593748092651367
2016-08-23,26.01651382446289
2016-08-24,25.84090805053711
2016-08-25,25.52870750427246
2016-08-26,25.079925537109375
2016-08-29,25.164466857910156
2016-08-30,24.839277267456055
2016-08-31,23.531936645507812
2016-09-01,23.636009216308594
2016-09-02,23.831132888793945
2016-09-06,23.512428283691406
2016-09-07,24.18886375427246
2016-09-08,23.41486167907715
2016-09-09,23.076650619506836
2016-09-12,23.187219619750977
2016-09-13,22.798053741455078
2016-09-14,23.146469116210938
2016-09-15,23.37654685974121
2016-09-16,23.363401412963867
2016-09-19,23.153038024902344
2016-09-20,22.982118606567383
2016-09-21,23.67237091064453
2016-09-22,23.836711883544922
2016-09-23,24.07337188720703
2016-09-26,23.823566436767578
2016-09-27,24.060218811035156
2016-09-28,23.731534957885742
2016-09-29,23.69866180419922
2016-09-30,24.35605239868164
2016-10-03,23.84986686706543
2016-10-04,24.033931732177734
2016-10-05,24.55983543395996
2016-10-06,24.77020263671875
2016-10-07,25.006860733032227
2016-10-10,24.678163528442383
2016-10-11,24.480953216552734
2016-10-12,24.678163528442383
2016-10-13,24.19169807434082
2016-10-14,23.383129119873047
2016-10-17,23.067575454711914
2016-10-18,23.139890670776367
2016-10-19,23.396268844604492
2016-10-20,23.58033561706543
2016-10-21,24.001060485839844
2016-10-24,24.086524963378906
2016-10-25,23.619783401489258
2016-10-26,23.632930755615234
2016-10-27,23.205623626708984
2016-10-28,23.37654685974121
2016-10-31,23.987911224365234
2016-11-01,24.217998504638672
2016-11-02,24.250869750976562
2016-11-03,24.250869750976562
2016-11-04,24.224563598632812
2016-11-07,24.829370498657227
2016-11-08,24.895105361938477
2016-11-09,25.23037338256836
2016-11-10,26.64373779296875
2016-11-11,27.189363479614258
2016-11-14,27.320850372314453
2016-11-15,27.209102630615234
2016-11-16,27.504913330078125
2016-11-17,28.30034828186035
2016-11-18,28.287195205688477
2016-11-21,28.392377853393555
2016-11-22,29.227252960205078
2016-11-23,29.52307891845703
2016-11-25,29.01689338684082
2016-11-28,28.352947235107422
2016-11-29,27.932212829589844
2016-11-30,27.741561889648438
2016-12-01,27.886194229125977
2016-12-02,27.925634384155273
2016-12-05,27.550931930541992
2016-12-06,27.8730525970459
2016-12-07,28.385807037353516
2016-12-08,28.313499450683594
2016-12-09,27.89933967590332
2016-12-12,26.59772300720215
2016-12-13,27.01445198059082
2016-12-14,26.64948844909668
2016-12-15,26.636220932006836
2016-12-16,24.864444732666016
2016-12-19,24.55256462097168
2016-12-20,25.182971954345703
2016-12-21,24.890981674194336
2016-12-22,24.00179100036621
2016-12-23,24.20749282836914
2016-12-27,24.240678787231445
2016-12-28,24.074785232543945
2016-12-29,24.0814151763916
2016-12-30,23.762901306152344
2017-01-03,23.378021240234375
2017-01-04,23.782806396484375
2017-01-05,20.47816276550293
2017-01-06,20.45162010192871
2017-01-09,20.21272850036621
2017-01-10,20.106555938720703
2017-01-11,19.874305725097656
2017-01-12,19.894216537475586
2017-01-13,19.827852249145508
2017-01-17,19.841121673583984
2017-01-18,19.53588104248047
2017-01-19,19.542518615722656
2017-01-20,19.708410263061523
2017-01-23,19.661956787109375
2017-01-24,19.894216537475586
2017-01-25,20.007022857666016
2017-01-26,19.854394912719727
2017-01-27,19.31689453125
2017-01-30,19.58896255493164
2017-01-31,19.60223388671875
2017-02-01,19.38325309753418
2017-02-02,20.385265350341797
2017-02-03,21.69251823425293
2017-02-06,21.09529685974121
2017-02-07,20.70378875732422
2017-02-08,21.221378326416016
2017-02-09,21.480175018310547
2017-02-10,21.22801399230957
2017-02-13,21.619531631469727
2017-02-14,21.685888290405273
2017-02-15,21.725704193115234
2017-02-16,21.115203857421875
2017-02-17,21.4337215423584
2017-02-21,21.427087783813477
2017-02-22,21.473535537719727
2017-02-23,21.526628494262695
2017-02-24,22.011037826538086
2017-02-27,22.276479721069336
2017-02-28,22.044225692749023
2017-03-01,21.86505889892578
2017-03-02,22.044225692749023
2017-03-03,21.082027435302734
2017-03-06,20.365358352661133
2017-03-07,20.444988250732422
2017-03-08,21.082027435302734
2017-03-09,20.92276382446289
2017-03-10,21.055482864379883
2017-03-13,20.75192642211914
2017-03-14,20.785507202148438
2017-03-15,20.362407684326172
2017-03-16,20.422847747802734
2017-03-17,20.510156631469727
2017-03-20,19.72440528869629
2017-03-21,19.086400985717773
2017-03-22,19.05282211303711
2017-03-23,18.985660552978516
2017-03-24,18.918506622314453
2017-03-27,18.75732421875
2017-03-28,19.1737060546875
2017-03-29,19.657243728637695
2017-03-30,19.78485107421875
2017-03-31,19.905733108520508
2017-04-03,19.905733108520508
2017-04-04,19.40204429626465
2017-04-05,19.35503387451172
2017-04-06,19.757984161376953
2017-04-07,19.54307746887207
2017-04-10,19.825138092041016
2017-04-11,19.952739715576172
2017-04-12,19.590085983276367
2017-04-13,19.590085983276367
2017-04-17,19.35503387451172
2017-04-18,19.28116226196289
2017-04-19,19.536367416381836
2017-04-20,20.154218673706055
2017-04-21,19.798276901245117
2017-04-24,19.603519439697266
2017-04-25,19.663959503173828
2017-04-26,19.764698028564453
2017-04-27,19.81842613220215
2017-04-28,19.62366485595703
2017-05-01,19.381898880004883
2017-05-02,19.811708450317383
2017-05-03,19.58336639404297
2017-05-04,19.42218780517578
2017-05-05,19.455772399902344
2017-05-08,19.254291534423828
2017-05-09,19.677392959594727
2017-05-10,19.704254150390625
2017-05-11,16.353057861328125
2017-05-12,15.856085777282715
2017-05-15,15.58745002746582
2017-05-16,15.325531005859375
2017-05-17,15.453134536743164
2017-05-18,15.285236358642578
2017-05-19,15.453134536743164
2017-05-22,15.721762657165527
2017-05-23,15.479994773864746
2017-05-24,15.567302703857422
2017-05-25,15.688188552856445
2017-05-26,15.741912841796875
2017-05-30,15.849370002746582
2017-05-31,15.782208442687988
2017-06-01,16.171733856201172
2017-06-02,15.990400314331055
2017-06-05,16.023977279663086
2017-06-06,14.707674026489258
2017-06-07,14.647233009338379
2017-06-08,14.620370864868164
2017-06-09,15.244942665100098
2017-06-12,15.224794387817383
2017-06-13,15.202940940856934
2017-06-14,15.54443073272705
2017-06-15,15.52393913269043
2017-06-16,15.660533905029297
2017-06-19,15.51027774810791
2017-06-20,15.093666076660156
2017-06-21,14.752181053161621
2017-06-22,15.086835861206055
2017-06-23,15.209771156311035
2017-06-26,15.346360206604004
2017-06-27,15.769803047180176
2017-06-28,15.831268310546875
2017-06-29,15.674193382263184
2017-06-30,15.872247695922852
2017-07-03,16.282033920288086
2017-07-05,16.063486099243164
2017-07-06,15.605894088745117
2017-07-07,15.489786148071289
2017-07-10,14.397032737731934
2017-07-11,14.458500862121582
2017-07-12,14.499482154846191
2017-07-13,15.093666076660156
2017-07-14,15.271239280700684
2017-07-17,15.742484092712402
2017-07-18,15.489786148071289
2017-07-19,15.701508522033691
2017-07-20,15.756146430969238
2017-07-21,15.954205513000488
2017-07-24,15.49661922454834
2017-07-25,16.042997360229492
2017-07-26,16.0771427154541
2017-07-27,16.527904510498047
2017-07-28,16.343507766723633
2017-07-31,16.220569610595703
2017-08-01,16.377649307250977
2017-08-02,15.824442863464355
2017-08-03,16.111297607421875
2017-08-04,15.913228034973145
2017-08-07,16.090803146362305
2017-08-08,16.063486099243164
2017-08-09,15.728829383850098
2017-08-10,14.11701774597168
2017-08-11,14.082871437072754
2017-08-14,13.898462295532227
2017-08-15,13.8574857711792
2017-08-16,13.755043983459473
2017-08-17,13.399893760681152
2017-08-18,13.311111450195312
2017-08-21,13.338431358337402
2017-08-22,13.946273803710938
2017-08-23,14.000906944274902
2017-08-24,14.130678176879883
2017-08-25,14.417527198791504
2017-08-28,14.451672554016113
2017-08-29,14.30141544342041
2017-08-30,14.226287841796875
2017-08-31,14.185310363769531
2017-09-01,14.622413635253906
2017-09-05,14.349225044250488
2017-09-06,15.141471862792969
2017-09-07,14.834134101867676
2017-09-08,14.560946464538574
2017-09-11,14.670223236083984
2017-09-12,15.175620079040527
2017-09-13,15.469298362731934
2017-09-14,15.280378341674805
2017-09-15,15.683225631713867
2017-09-18,15.349837303161621
2017-09-19,15.127575874328613
2017-09-20,14.919201850891113
2017-09-21,14.696942329406738
2017-09-22,14.953930854797363
2017-09-25,15.148409843444824
2017-09-26,15.190085411071777
2017-09-27,15.37761402130127
2017-09-28,15.294266700744629
2017-09-29,15.155354499816895
2017-10-02,14.50940990447998
2017-10-03,14.62054443359375
2017-10-04,14.328827857971191
2017-10-05,14.60665225982666
2017-10-06,14.453850746154785
2017-10-09,14.134350776672363
2017-10-10,14.349665641784668
2017-10-11,14.21769905090332
2017-10-12,14.057950973510742
2017-10-13,14.03016471862793
2017-10-16,13.814850807189941
2017-10-17,13.856525421142578
2017-10-18,13.995436668395996
2017-10-19,14.023223876953125
2017-10-20,14.703889846801758
2017-10-23,14.815018653869629
2017-10-24,14.863640785217285
2017-10-25,14.752511024475098
2017-10-26,14.821967124938965
2017-10-27,13.675939559936523
2017-10-30,13.085556983947754
2017-10-31,13.029993057250977
2017-11-01,13.16196060180664
2017-11-02,13.043888092041016
2017-11-03,12.752169609069824
2017-11-06,12.61325740814209
2017-11-07,12.175682067871094
2017-11-08,12.203468322753906
2017-11-09,13.543970108032227
2017-11-10,13.877362251281738
2017-11-13,13.425897598266602
2017-11-14,13.682888984680176
2017-11-15,13.877362251281738
2017-11-16,14.064895629882812
2017-11-17,14.134350776672363
2017-11-20,14.446900367736816
2017-11-21,14.182971954345703
2017-11-22,14.328827857971191
2017-11-24,14.634437561035156
2017-11-27,14.731674194335938
2017-11-28,15.398453712463379
2017-11-29,16.65560531616211
2017-11-30,16.53059196472168
2017-12-01,16.80146598815918
2017-12-04,17.91971778869629
2017-12-05,17.51686668395996
2017-12-06,17.42657470703125
2017-12-07,17.558544158935547
2017-12-08,17.91971778869629
2017-12-11,17.982221603393555
2017-12-12,17.843318939208984
2017-12-13,17.940555572509766
2017-12-14,17.480974197387695
2017-12-15,17.33294677734375
2017-12-18,18.22109603881836
2017-12-19,17.798166275024414
2017-12-20,17.85455894470215
2017-12-21,18.023723602294922
2017-12-22,18.094215393066406
2017-12-26,18.92597198486328
2017-12-27,18.073068618774414
2017-12-28,18.129459381103516
2017-12-29,17.75588035583496
2018-01-02,18.545337677001953
2018-01-03,17.85455894470215
2018-01-04,17.262460708618164
2018-01-05,17.255413055419922
2018-01-08,17.227210998535156
2018-01-09,17.40343475341797
2018-01-10,18.044876098632812
2018-01-11,18.538286209106445
2018-01-12,18.95416831970215
2018-01-16,18.270437240600586
2018-01-17,18.496000289916992
2018-01-18,18.7497501373291
2018-01-19,19.03874969482422
2018-01-22,19.207918167114258
2018-01-23,19.28545379638672
2018-01-24,19.207918167114258
2018-01-25,18.7779483795166
2018-01-26,19.313655853271484
2018-01-29,19.250215530395508
2018-01-30,18.5030460357666
2018-01-31,18.291580200195312
2018-02-01,18.058971405029297
2018-02-02,17.544410705566406
2018-02-05,16.543489456176758
2018-02-06,17.029850006103516
2018-02-07,17.452777862548828
2018-02-08,16.917070388793945
2018-02-09,17.022804260253906
2018-02-12,17.05099868774414
2018-02-13,17.537364959716797
2018-02-14,18.073068618774414
2018-02-15,18.65106964111328
2018-02-16,18.510093688964844
2018-02-20,18.080114364624023
2018-02-21,18.037824630737305
2018-02-22,18.4466552734375
2018-02-23,18.848434448242188
2018-02-26,19.34889793395996
2018-02-27,20.01853370666504
2018-02-28,20.730459213256836
2018-03-01,20.61767578125
2018-03-02,21.43533706665039
2018-03-05,21.39304542541504
2018-03-06,21.40009307861328
2018-03-07,21.08995246887207
2018-03-08,20.38507080078125
2018-03-09,20.356876373291016
2018-03-12,20.272293090820312
2018-03-13,21.01946258544922
2018-03-14,20.868106842041016
2018-03-15,20.561119079589844
2018-03-16,20.632509231567383
2018-03-19,20.918079376220703
2018-03-20,20.6539249420166
2018-03-21,20.475446701049805
2018-03-22,20.182737350463867
2018-03-23,19.425975799560547
2018-03-26,19.918581008911133
2018-03-27,19.890026092529297
2018-03-28,20.75387954711914
2018-03-29,21.232210159301758
2018-04-02,20.75387954711914
2018-04-03,20.696762084960938
2018-04-04,21.482080459594727
2018-04-05,22.081787109375
2018-04-06,21.27504539489746
2018-04-09,20.810989379882812
2018-04-10,20.918079376220703
2018-04-11,20.75387954711914
2018-04-12,20.632509231567383
2018-04-13,20.175600051879883
2018-04-16,20.518281936645508
2018-04-17,20.66106414794922
2018-04-18,20.989471435546875
2018-04-19,20.996612548828125
2018-04-20,21.389270782470703
2018-04-23,21.746240615844727
2018-04-24,21.774795532226562
2018-04-25,21.931859970092773
2018-04-26,22.667203903198242
2018-04-27,22.981332778930664
2018-04-30,22.181730270385742
2018-05-01,21.946138381958008
2018-05-02,22.374496459960938
2018-05-03,22.453027725219727
2018-05-04,22.303102493286133
2018-05-07,21.45353126525879
2018-05-08,21.260766983032227
2018-05-09,21.517780303955078
2018-05-10,21.003755569458008
2018-05-11,21.16082000732422
2018-05-14,21.153676986694336
2018-05-15,21.367856979370117
2018-05-16,23.680986404418945
2018-05-17,24.15931510925293
2018-05-18,24.24498748779297
2018-05-21,24.709035873413086
2018-05-22,23.645286560058594
2018-05-23,23.902299880981445
2018-05-24,24.29496192932129
2018-05-25,24.366357803344727
2018-05-29,24.866098403930664
2018-05-30,25.401548385620117
2018-05-31,24.9232177734375
2018-06-01,25.387266159057617
2018-06-04,26.48672103881836
2018-06-05,28.592803955078125
2018-06-06,28.628498077392578
2018-06-07,28.707029342651367
2018-06-08,28.471439361572266
2018-06-11,28.378625869750977
2018-06-12,28.53569221496582
2018-06-13,27.393404006958008
2018-06-14,27.08192253112793
2018-06-15,27.593849182128906
2018-06-18,27.925527572631836
2018-06-19,28.033681869506836
2018-06-20,28.56724739074707
2018-06-21,28.350934982299805
2018-06-22,26.988189697265625
2018-06-25,26.65651512145996
2018-06-26,27.29822540283203
2018-06-27,27.31265640258789
2018-06-28,27.745267868041992
2018-06-29,26.988189697265625
2018-07-02,26.34646987915039
2018-07-03,26.771879196166992
2018-07-05,26.598827362060547
2018-07-06,26.598827362060547
2018-07-09,26.28879165649414
2018-07-10,26.47625732421875
2018-07-11,26.27436637878418
2018-07-12,26.043638229370117
2018-07-13,26.238317489624023
2018-07-16,26.67094612121582
2018-07-17,26.728618621826172
2018-07-18,27.1828670501709
2018-07-19,28.091365814208984
2018-07-20,27.867847442626953
2018-07-23,28.415828704833984
2018-07-24,28.379779815673828
2018-07-25,28.963808059692383
2018-07-26,28.466299057006836
2018-07-27,28.466299057006836
2018-07-30,29.03591537475586
2018-07-31,28.646554946899414
2018-08-01,27.355911254882812
2018-08-02,27.925527572631836
2018-08-03,28.08415985107422
2018-08-06,27.961580276489258
2018-08-07,28.459095001220703
2018-08-08,28.761924743652344
2018-08-09,29.245012283325195
2018-08-10,28.819604873657227
2018-08-13,28.898921966552734
2018-08-14,30.15350914001465
2018-08-15,25.344240188598633
2018-08-16,25.820119857788086
2018-08-17,25.97874641418457
2018-08-20,27.550588607788086
2018-08-21,27.572214126586914
2018-08-22,27.074708938598633
2018-08-23,27.492910385131836
2018-08-24,26.324840545654297
2018-08-27,26.159000396728516
2018-08-28,26.2022647857666
2018-08-29,26.108530044555664
2018-08-30,25.935482025146484
2018-08-31,26.35368537902832
2018-09-04,26.238317489624023
2018-09-05,25.81290626525879
2018-09-06,25.495655059814453
2018-09-07,25.603805541992188
2018-09-10,25.94269371032715
2018-09-11,26.238317489624023
2018-09-12,26.238317489624023
2018-09-13,26.04013442993164
2018-09-14,26.42629051208496
2018-09-17,25.617549896240234
2018-09-18,25.88712501525879
2018-09-19,25.901702880859375
2018-09-20,25.63212013244629
2018-09-21,26.003700256347656
2018-09-24,25.31882095336914
2018-09-25,25.049243927001953
2018-09-26,25.420825958251953
2018-09-27,25.20224380493164
2018-09-28,25.30425453186035
2018-10-01,25.289676666259766
2018-10-02,24.06563377380371
2018-10-03,24.33521842956543
2018-10-04,23.94905662536621
2018-10-05,23.919918060302734
2018-10-08,24.1749267578125
2018-10-09,24.080204010009766
2018-10-10,23.868915557861328
2018-10-11,23.417177200317383
2018-10-12,24.320640563964844
2018-10-15,24.327926635742188
2018-10-16,24.41535758972168
2018-10-17,23.198596954345703
2018-10-18,23.613903045654297
2018-10-19,23.562902450561523
2018-10-22,23.963624954223633
2018-10-23,23.708621978759766
2018-10-24,23.475467681884766
2018-10-25,24.109344482421875
2018-10-26,23.58475685119629
2018-10-29,24.757801055908203
2018-10-30,26.025571823120117
2018-10-31,24.983667373657227
2018-11-01,25.20224380493164
2018-11-02,25.894418716430664
2018-11-05,26.776023864746094
2018-11-06,26.980026245117188
2018-11-07,27.096603393554688
2018-11-08,27.533763885498047
2018-11-09,27.526477813720703
2018-11-12,26.994596481323242
2018-11-13,26.076570510864258
2018-11-14,24.20406150817871
2018-11-15,23.511899948120117
2018-11-16,24.262351989746094
2018-11-19,24.102069854736328
2018-11-20,23.27874755859375
2018-11-21,23.74505043029785
2018-11-23,23.322458267211914
2018-11-26,23.72319221496582
2018-11-27,24.692230224609375
2018-11-28,25.078384399414062
2018-11-29,24.58293914794922
2018-11-30,24.932666778564453
2018-12-03,25.02738380432129
2018-12-04,23.621187210083008
2018-12-06,23.58475685119629
2018-12-07,23.08930778503418
2018-12-10,23.235031127929688
2018-12-11,23.198596954345703
2018-12-12,23.475467681884766
2018-12-13,22.707256317138672
2018-12-14,22.567174911499023
2018-12-17,22.32388687133789
2018-12-18,22.891565322875977
2018-12-19,22.41973114013672
2018-12-20,21.46868133544922
2018-12-21,20.7904052734375
2018-12-24,20.7535457611084
2018-12-26,22.21329689025879
2018-12-27,22.146947860717773
2018-12-28,22.1322021484375
2018-12-31,21.95526123046875
2019-01-02,22.677764892578125
2019-01-03,21.94051742553711
2019-01-04,21.66036033630371
2019-01-07,22.05109977722168
2019-01-08,22.7293701171875
2019-01-09,23.38552474975586
2019-01-10,19.249561309814453
2019-01-11,18.740859985351562
2019-01-14,18.49019432067871
2019-01-15,18.416465759277344
2019-01-16,18.047842025756836
2019-01-17,18.24690055847168
2019-01-18,19.013639450073242
2019-01-22,18.357486724853516
2019-01-23,18.210041046142578
2019-01-24,18.069961547851562
2019-01-25,18.807209014892578
2019-01-28,18.96202850341797
2019-01-29,18.96202850341797
2019-01-30,18.96202850341797
2019-01-31,19.38963508605957
2019-02-01,18.969404220581055
2019-02-04,19.072620391845703
2019-02-05,19.13896942138672
2019-02-06,18.70400047302246
2019-02-07,18.91779327392578
2019-02-08,18.5344295501709
2019-02-11,18.43858528137207
2019-02-12,18.276395797729492
2019-02-13,18.608154296875
2019-02-14,18.5344295501709
2019-02-15,18.342744827270508
2019-02-19,18.674503326416016
2019-02-20,18.445955276489258
2019-02-21,18.025728225708008
2019-02-22,17.738203048706055
2019-02-25,17.959373474121094
2019-02-26,18.224788665771484
2019-02-27,18.667129516601562
2019-02-28,18.276395797729492
2019-03-01,18.05521583557129
2019-03-04,17.959373474121094
2019-03-05,17.96674919128418
2019-03-06,17.723459243774414
2019-03-07,17.17789077758789
2019-03-08,17.023069381713867
2019-03-11,17.3769474029541
2019-03-12,17.56125831604004
2019-03-13,17.708711624145508
2019-03-14,17.699722290039062
2019-03-15,17.7596435546875
