Date,SBAC
2017-07-03,134.27999877929688
2017-07-05,134.41000366210938
2017-07-06,134.36000061035156
2017-07-07,136.67999267578125
2017-07-10,134.49000549316406
2017-07-11,133.60000610351562
2017-07-12,136.25
2017-07-13,135.91000366210938
2017-07-14,136.49000549316406
2017-07-17,136.0
2017-07-18,137.49000549316406
2017-07-19,138.4600067138672
2017-07-20,135.80999755859375
2017-07-21,136.60000610351562
2017-07-24,136.17999267578125
2017-07-25,135.4499969482422
2017-07-26,135.57000732421875
2017-07-27,136.0
2017-07-28,137.63999938964844
2017-07-31,137.5500030517578
2017-08-01,137.42999267578125
2017-08-02,138.0
2017-08-03,138.36000061035156
2017-08-04,139.9600067138672
2017-08-07,139.52000427246094
2017-08-08,138.22000122070312
2017-08-09,139.02999877929688
2017-08-10,139.02000427246094
2017-08-11,138.27000427246094
2017-08-14,140.49000549316406
2017-08-15,141.3000030517578
2017-08-16,143.72000122070312
2017-08-17,142.2100067138672
2017-08-18,142.89999389648438
2017-08-21,144.05999755859375
2017-08-22,145.58999633789062
2017-08-23,146.22999572753906
2017-08-24,148.0800018310547
2017-08-25,152.10000610351562
2017-08-28,152.36000061035156
2017-08-29,152.0
2017-08-30,153.0399932861328
2017-08-31,153.5500030517578
2017-09-01,150.89999389648438
2017-09-05,151.16000366210938
2017-09-06,150.5
2017-09-07,150.64999389648438
2017-09-08,149.4499969482422
2017-09-11,150.1300048828125
2017-09-12,149.74000549316406
2017-09-13,149.14999389648438
2017-09-14,148.77000427246094
2017-09-15,149.99000549316406
2017-09-18,150.52999877929688
2017-09-19,145.4199981689453
2017-09-20,146.0800018310547
2017-09-21,145.00999450683594
2017-09-22,142.6199951171875
2017-09-25,141.4600067138672
2017-09-26,142.41000366210938
2017-09-27,142.97999572753906
2017-09-28,143.75999450683594
2017-09-29,144.0500030517578
2017-10-02,142.8699951171875
2017-10-03,143.77000427246094
2017-10-04,147.2100067138672
2017-10-05,146.8699951171875
2017-10-06,147.32000732421875
2017-10-09,147.72999572753906
2017-10-10,148.4199981689453
2017-10-11,151.35000610351562
2017-10-12,152.22000122070312
2017-10-13,150.94000244140625
2017-10-16,149.11000061035156
2017-10-17,148.4600067138672
2017-10-18,147.39999389648438
2017-10-19,148.0
2017-10-20,147.88999938964844
2017-10-23,147.99000549316406
2017-10-24,148.22999572753906
2017-10-25,146.47999572753906
2017-10-26,146.5500030517578
2017-10-27,146.72000122070312
2017-10-30,150.1699981689453
2017-10-31,157.17999267578125
2017-11-01,152.5800018310547
2017-11-02,156.10000610351562
2017-11-03,154.52999877929688
2017-11-06,164.4199981689453
2017-11-07,165.64999389648438
2017-11-08,169.5
2017-11-09,169.50999450683594
2017-11-10,168.9499969482422
2017-11-13,165.1999969482422
2017-11-14,165.52999877929688
2017-11-15,165.3000030517578
2017-11-16,164.6699981689453
2017-11-17,165.2100067138672
2017-11-20,165.67999267578125
2017-11-21,167.8300018310547
2017-11-22,166.97999572753906
2017-11-24,169.72000122070312
2017-11-27,172.35000610351562
2017-11-28,172.08999633789062
2017-11-29,169.75999450683594
2017-11-30,169.75
2017-12-01,169.16000366210938
2017-12-04,162.1999969482422
2017-12-05,163.8699951171875
2017-12-06,166.39999389648438
2017-12-07,166.67999267578125
2017-12-08,165.19000244140625
2017-12-11,166.61000061035156
2017-12-12,165.6699981689453
2017-12-13,165.42999267578125
2017-12-14,165.8000030517578
2017-12-15,163.67999267578125
2017-12-18,161.7899932861328
2017-12-19,157.99000549316406
2017-12-20,157.97999572753906
2017-12-21,157.83999633789062
2017-12-22,160.22000122070312
2017-12-26,159.82000732421875
2017-12-27,161.25999450683594
2017-12-28,163.0
2017-12-29,163.36000061035156
2018-01-02,160.6300048828125
2018-01-03,162.63999938964844
2018-01-04,161.75
2018-01-05,162.8699951171875
2018-01-08,162.88999938964844
2018-01-09,163.5500030517578
2018-01-10,160.88999938964844
2018-01-11,157.5
2018-01-12,155.94000244140625
2018-01-16,159.85000610351562
2018-01-17,161.47000122070312
2018-01-18,161.64999389648438
2018-01-19,165.7899932861328
2018-01-22,167.64999389648438
2018-01-23,168.25
2018-01-24,168.9499969482422
2018-01-25,170.2899932861328
2018-01-26,172.27999877929688
2018-01-29,169.52000427246094
2018-01-30,169.7100067138672
2018-01-31,174.5
2018-02-01,174.72999572753906
2018-02-02,173.2100067138672
2018-02-05,168.27000427246094
2018-02-06,166.0
2018-02-07,166.50999450683594
2018-02-08,159.85000610351562
2018-02-09,159.72999572753906
2018-02-12,159.6300048828125
2018-02-13,161.4199981689453
2018-02-14,162.55999755859375
2018-02-15,167.10000610351562
2018-02-16,169.1199951171875
2018-02-20,169.72000122070312
2018-02-21,169.5
2018-02-22,171.1199951171875
2018-02-23,172.92999267578125
2018-02-26,172.72999572753906
2018-02-27,163.1999969482422
2018-02-28,157.27000427246094
2018-03-01,154.9600067138672
2018-03-02,152.91000366210938
2018-03-05,156.67999267578125
2018-03-06,156.5
2018-03-07,158.77000427246094
2018-03-08,164.2100067138672
2018-03-09,166.49000549316406
2018-03-12,168.91000366210938
2018-03-13,170.33999633789062
2018-03-14,170.22999572753906
2018-03-15,169.8000030517578
2018-03-16,168.69000244140625
2018-03-19,168.9600067138672
2018-03-20,169.3300018310547
2018-03-21,167.08999633789062
2018-03-22,169.41000366210938
2018-03-23,168.8699951171875
2018-03-26,173.42999267578125
2018-03-27,170.10000610351562
2018-03-28,170.4600067138672
2018-03-29,170.9199981689453
2018-04-02,169.1199951171875
2018-04-03,168.6699981689453
2018-04-04,170.33999633789062
2018-04-05,171.69000244140625
2018-04-06,169.72999572753906
2018-04-09,171.5800018310547
2018-04-10,163.07000732421875
2018-04-11,164.38999938964844
2018-04-12,164.4499969482422
2018-04-13,164.5399932861328
2018-04-16,166.14999389648438
2018-04-17,167.77000427246094
2018-04-18,167.83999633789062
2018-04-19,165.61000061035156
2018-04-20,165.69000244140625
2018-04-23,165.82000732421875
2018-04-24,164.92999267578125
2018-04-25,164.49000549316406
2018-04-26,165.22000122070312
2018-04-27,158.9499969482422
2018-04-30,160.22999572753906
2018-05-01,157.5
2018-05-02,155.85000610351562
2018-05-03,156.16000366210938
2018-05-04,159.13999938964844
2018-05-07,157.60000610351562
2018-05-08,157.39999389648438
2018-05-09,158.94000244140625
2018-05-10,161.9499969482422
2018-05-11,160.10000610351562
2018-05-14,157.99000549316406
2018-05-15,157.6699981689453
2018-05-16,157.75
2018-05-17,157.50999450683594
2018-05-18,157.69000244140625
2018-05-21,159.77000427246094
2018-05-22,157.2899932861328
2018-05-23,157.9499969482422
2018-05-24,156.8000030517578
2018-05-25,157.91000366210938
2018-05-29,158.6999969482422
2018-05-30,158.97000122070312
2018-05-31,158.07000732421875
2018-06-01,158.47999572753906
2018-06-04,159.89999389648438
2018-06-05,159.6699981689453
2018-06-06,157.83999633789062
2018-06-07,157.55999755859375
2018-06-08,157.32000732421875
2018-06-11,158.08999633789062
2018-06-12,160.75
2018-06-13,156.3699951171875
2018-06-14,157.0
2018-06-15,156.1699981689453
2018-06-18,157.85000610351562
2018-06-19,158.4499969482422
2018-06-20,158.8000030517578
2018-06-21,160.57000732421875
2018-06-22,162.05999755859375
2018-06-25,162.52000427246094
2018-06-26,164.19000244140625
2018-06-27,164.25
2018-06-28,164.92999267578125
2018-06-29,165.1199951171875
2018-07-02,164.69000244140625
2018-07-03,162.72000122070312
2018-07-05,166.02999877929688
2018-07-06,165.4600067138672
2018-07-09,163.0500030517578
2018-07-10,165.49000549316406
