Date,SBAC
2018-07-11,164.74000549316406
2018-07-12,165.32000732421875
2018-07-13,164.61000061035156
2018-07-16,163.1300048828125
2018-07-17,163.69000244140625
2018-07-18,162.44000244140625
2018-07-19,162.6300048828125
2018-07-20,162.25999450683594
2018-07-23,161.50999450683594
2018-07-24,160.32000732421875
2018-07-25,160.67999267578125
2018-07-26,161.42999267578125
2018-07-27,160.07000732421875
2018-07-30,158.2100067138672
2018-07-31,158.25
2018-08-01,161.57000732421875
2018-08-02,157.1999969482422
2018-08-03,158.49000549316406
2018-08-06,158.8699951171875
2018-08-07,158.05999755859375
2018-08-08,157.22000122070312
2018-08-09,156.9499969482422
2018-08-10,156.10000610351562
2018-08-13,155.1999969482422
2018-08-14,154.8000030517578
2018-08-15,155.0500030517578
2018-08-16,155.6999969482422
2018-08-17,157.82000732421875
2018-08-20,157.89999389648438
2018-08-21,156.61000061035156
2018-08-22,154.10000610351562
2018-08-23,154.19000244140625
2018-08-24,156.02999877929688
2018-08-27,156.80999755859375
2018-08-28,156.63999938964844
2018-08-29,157.52999877929688
2018-08-30,154.25999450683594
2018-08-31,155.22999572753906
2018-09-04,155.9199981689453
2018-09-05,156.72999572753906
2018-09-06,158.05999755859375
2018-09-07,158.17999267578125
2018-09-10,159.10000610351562
2018-09-11,158.25999450683594
2018-09-12,158.5
2018-09-13,161.02999877929688
2018-09-14,159.66000366210938
2018-09-17,159.5800018310547
2018-09-18,160.8000030517578
2018-09-19,160.50999450683594
2018-09-20,160.82000732421875
2018-09-21,160.52999877929688
2018-09-24,159.44000244140625
2018-09-25,158.77000427246094
2018-09-26,158.50999450683594
2018-09-27,158.5
2018-09-28,160.6300048828125
2018-10-01,157.38999938964844
2018-10-02,156.4199981689453
2018-10-03,154.61000061035156
2018-10-04,153.24000549316406
2018-10-05,152.82000732421875
2018-10-08,154.89999389648438
2018-10-09,155.83999633789062
2018-10-10,153.0
2018-10-11,146.64999389648438
2018-10-12,147.61000061035156
2018-10-15,149.1300048828125
2018-10-16,152.8800048828125
2018-10-17,152.33999633789062
2018-10-18,153.30999755859375
2018-10-19,154.3800048828125
2018-10-22,153.57000732421875
2018-10-23,153.97000122070312
2018-10-24,154.4600067138672
2018-10-25,156.1300048828125
2018-10-26,151.2100067138672
2018-10-29,154.75999450683594
2018-10-30,162.22000122070312
2018-10-31,162.1699981689453
2018-11-01,163.8300018310547
2018-11-02,164.8699951171875
2018-11-05,166.6199951171875
2018-11-06,166.2100067138672
2018-11-07,170.61000061035156
2018-11-08,171.52000427246094
2018-11-09,171.50999450683594
2018-11-12,171.89999389648438
2018-11-13,172.47000122070312
2018-11-14,172.0399932861328
2018-11-15,170.1699981689453
2018-11-16,172.02000427246094
2018-11-19,173.13999938964844
2018-11-20,168.77000427246094
2018-11-21,167.61000061035156
2018-11-23,165.63999938964844
2018-11-26,166.0500030517578
2018-11-27,165.1999969482422
2018-11-28,168.36000061035156
2018-11-29,168.5500030517578
2018-11-30,170.80999755859375
2018-12-03,169.9600067138672
2018-12-04,169.8300018310547
2018-12-06,171.50999450683594
2018-12-07,168.1699981689453
2018-12-10,168.8699951171875
2018-12-11,171.2899932861328
2018-12-12,168.97000122070312
2018-12-13,172.22000122070312
2018-12-14,172.5
2018-12-17,164.61000061035156
2018-12-18,165.44000244140625
2018-12-19,165.10000610351562
2018-12-20,163.39999389648438
2018-12-21,161.7899932861328
2018-12-24,158.1300048828125
2018-12-26,164.27000427246094
2018-12-27,163.19000244140625
2018-12-28,162.49000549316406
2018-12-31,161.88999938964844
2019-01-02,160.75
2019-01-03,162.5399932861328
2019-01-04,162.94000244140625
2019-01-07,164.58999633789062
2019-01-08,167.25999450683594
2019-01-09,164.94000244140625
2019-01-10,168.0500030517578
2019-01-11,169.7899932861328
2019-01-14,169.16000366210938
2019-01-15,170.5
2019-01-16,172.57000732421875
2019-01-17,173.4600067138672
2019-01-18,173.0500030517578
2019-01-22,173.16000366210938
2019-01-23,175.5
2019-01-24,176.52999877929688
2019-01-25,177.27000427246094
2019-01-28,177.6199951171875
2019-01-29,178.75999450683594
2019-01-30,178.80999755859375
2019-01-31,182.52999877929688
2019-02-01,181.13999938964844
2019-02-04,182.4600067138672
2019-02-05,184.58999633789062
2019-02-06,181.4199981689453
2019-02-07,183.64999389648438
2019-02-08,183.22000122070312
2019-02-11,183.97000122070312
2019-02-12,183.2100067138672
2019-02-13,184.33999633789062
2019-02-14,184.19000244140625
2019-02-15,185.5
2019-02-19,183.5500030517578
2019-02-20,182.99000549316406
2019-02-21,182.66000366210938
2019-02-22,182.5500030517578
2019-02-25,181.08999633789062
2019-02-26,180.99000549316406
2019-02-27,180.41000366210938
2019-02-28,180.55999755859375
2019-03-01,182.11000061035156
2019-03-04,182.47999572753906
2019-03-05,182.10000610351562
2019-03-06,182.3000030517578
2019-03-07,183.3800048828125
2019-03-08,183.47000122070312
2019-03-11,185.91000366210938
2019-03-12,187.1199951171875
2019-03-13,188.9600067138672
2019-03-14,189.44000244140625
2019-03-15,190.9499969482422
2019-03-18,191.55999755859375
2019-03-19,191.88999938964844
2019-03-20,192.61000061035156
2019-03-21,196.07000732421875
2019-03-22,197.1199951171875
2019-03-25,195.5800018310547
2019-03-26,195.0
2019-03-27,193.75
2019-03-28,194.92999267578125
2019-03-29,199.66000366210938
2019-04-01,197.91000366210938
2019-04-02,199.63999938964844
2019-04-03,200.1199951171875
2019-04-04,198.1300048828125
2019-04-05,201.00999450683594
2019-04-08,201.49000549316406
2019-04-09,201.19000244140625
2019-04-10,202.52999877929688
2019-04-11,203.32000732421875
2019-04-12,204.24000549316406
2019-04-15,203.11000061035156
2019-04-16,198.8800048828125
2019-04-17,197.3000030517578
2019-04-18,198.17999267578125
2019-04-22,199.3699951171875
2019-04-23,199.97999572753906
2019-04-24,200.83999633789062
2019-04-25,199.52999877929688
2019-04-26,201.07000732421875
2019-04-29,199.80999755859375
2019-04-30,203.72999572753906
2019-05-01,203.80999755859375
2019-05-02,204.19000244140625
2019-05-03,206.9199981689453
2019-05-06,206.0399932861328
2019-05-07,204.35000610351562
2019-05-08,207.94000244140625
2019-05-09,207.30999755859375
2019-05-10,210.38999938964844
2019-05-13,209.27000427246094
2019-05-14,209.47000122070312
2019-05-15,210.39999389648438
2019-05-16,212.30999755859375
2019-05-17,209.97999572753906
2019-05-20,203.22999572753906
2019-05-21,205.5
2019-05-22,206.83999633789062
2019-05-23,210.02999877929688
2019-05-24,208.74000549316406
2019-05-28,203.8300018310547
2019-05-29,203.77000427246094
2019-05-30,212.61000061035156
2019-05-31,216.41000366210938
2019-06-03,217.4199981689453
2019-06-04,217.4600067138672
2019-06-05,220.72000122070312
2019-06-06,221.47999572753906
2019-06-07,220.5
2019-06-10,221.5399932861328
2019-06-11,223.27000427246094
2019-06-12,226.85000610351562
2019-06-13,224.5
2019-06-14,226.5
2019-06-17,227.75
2019-06-18,229.5500030517578
2019-06-19,233.47999572753906
2019-06-20,233.67999267578125
2019-06-21,231.91000366210938
2019-06-24,232.52000427246094
2019-06-25,228.3300018310547
2019-06-26,223.5
2019-06-27,224.8300018310547
2019-06-28,224.83999633789062
2019-07-01,224.99000549316406
2019-07-02,230.4199981689453
2019-07-03,234.2899932861328
2019-07-05,232.61000061035156
2019-07-08,233.4199981689453
2019-07-09,234.75
2019-07-10,235.97000122070312
2019-07-11,235.17999267578125
2019-07-12,233.97000122070312
2019-07-15,235.27000427246094
2019-07-16,232.30999755859375
2019-07-17,231.85000610351562
2019-07-18,231.8000030517578
2019-07-19,228.39999389648438
2019-07-22,230.3000030517578
2019-07-23,233.1699981689453
2019-07-24,234.0800018310547
2019-07-25,233.7899932861328
2019-07-26,236.82000732421875
2019-07-29,236.97999572753906
2019-07-30,248.42999267578125
2019-07-31,245.41000366210938
2019-08-01,246.7899932861328
2019-08-02,248.6199951171875
2019-08-05,244.97999572753906
2019-08-06,247.97999572753906
2019-08-07,247.72999572753906
2019-08-08,252.55999755859375
2019-08-09,254.2899932861328
2019-08-12,254.83999633789062
2019-08-13,259.7699890136719
2019-08-14,254.75
2019-08-15,259.8500061035156
2019-08-16,260.2900085449219
2019-08-19,260.8399963378906
2019-08-20,260.04998779296875
2019-08-21,260.4200134277344
2019-08-22,260.5299987792969
2019-08-23,260.79998779296875
2019-08-26,264.989990234375
2019-08-27,264.8399963378906
2019-08-28,263.1499938964844
2019-08-29,262.5199890136719
2019-08-30,262.42999267578125
2019-09-03,265.8699951171875
2019-09-04,269.2799987792969
2019-09-05,263.20001220703125
2019-09-06,262.3800048828125
2019-09-09,252.0
2019-09-10,241.08999633789062
2019-09-11,242.24000549316406
2019-09-12,245.89999389648438
2019-09-13,243.52000427246094
2019-09-16,246.2899932861328
2019-09-17,252.99000549316406
2019-09-18,253.38999938964844
2019-09-19,251.2100067138672
2019-09-20,256.7699890136719
2019-09-23,255.57000732421875
2019-09-24,254.77000427246094
2019-09-25,246.00999450683594
2019-09-26,245.97000122070312
2019-09-27,236.8300018310547
2019-09-30,241.14999389648438
2019-10-01,237.0800018310547
2019-10-02,233.77999877929688
2019-10-03,237.27999877929688
2019-10-04,236.5800018310547
2019-10-07,236.35000610351562
2019-10-08,237.16000366210938
2019-10-09,238.63999938964844
2019-10-10,242.82000732421875
2019-10-11,241.47000122070312
2019-10-14,240.86000061035156
2019-10-15,239.00999450683594
2019-10-16,232.94000244140625
2019-10-17,240.0399932861328
2019-10-18,244.10000610351562
2019-10-21,245.8300018310547
2019-10-22,244.97999572753906
2019-10-23,247.97999572753906
2019-10-24,246.55999755859375
2019-10-25,244.14999389648438
2019-10-28,242.50999450683594
2019-10-29,238.67999267578125
2019-10-30,241.88999938964844
2019-10-31,240.64999389648438
2019-11-01,240.17999267578125
2019-11-04,234.60000610351562
2019-11-05,228.75999450683594
2019-11-06,231.5
2019-11-07,226.72999572753906
2019-11-08,228.4600067138672
2019-11-11,228.6199951171875
2019-11-12,226.38999938964844
2019-11-13,231.32000732421875
2019-11-14,234.97999572753906
2019-11-15,237.25999450683594
2019-11-18,236.16000366210938
2019-11-19,239.99000549316406
2019-11-20,240.75
2019-11-21,237.7100067138672
2019-11-22,232.35000610351562
2019-11-25,231.5399932861328
2019-11-26,237.08999633789062
2019-11-27,237.5399932861328
2019-11-29,236.47000122070312
2019-12-02,232.13999938964844
2019-12-03,234.97000122070312
2019-12-04,235.36000061035156
2019-12-05,235.94000244140625
2019-12-06,236.49000549316406
2019-12-09,237.75
2019-12-10,235.60000610351562
2019-12-11,235.77000427246094
2019-12-12,228.0500030517578
2019-12-13,235.47999572753906
2019-12-16,234.67999267578125
2019-12-17,227.60000610351562
2019-12-18,233.89999389648438
2019-12-19,238.14999389648438
2019-12-20,241.22000122070312
2019-12-23,240.61000061035156
2019-12-24,240.14999389648438
2019-12-26,241.25999450683594
2019-12-27,241.41000366210938
2019-12-30,238.49000549316406
2019-12-31,240.99000549316406
2020-01-02,238.8699951171875
2020-01-03,241.02999877929688
2020-01-06,241.25
2020-01-07,237.4499969482422
2020-01-08,240.02999877929688
2020-01-09,241.1999969482422
2020-01-10,244.8300018310547
2020-01-13,250.0500030517578
2020-01-14,248.66000366210938
2020-01-15,249.5
2020-01-16,250.72999572753906
2020-01-17,252.0399932861328
2020-01-21,254.44000244140625
2020-01-22,252.61000061035156
2020-01-23,255.00999450683594
2020-01-24,253.14999389648438
2020-01-27,252.74000549316406
2020-01-28,251.75
2020-01-29,249.33999633789062
2020-01-30,253.74000549316406
2020-01-31,249.55999755859375
2020-02-03,249.5800018310547
2020-02-04,254.1699981689453
2020-02-05,254.57000732421875
2020-02-06,256.5
2020-02-07,258.82000732421875
2020-02-10,264.739990234375
2020-02-11,284.0
2020-02-12,292.80999755859375
2020-02-13,289.7799987792969
2020-02-14,294.6099853515625
2020-02-18,291.7200012207031
2020-02-19,289.8500061035156
2020-02-20,292.1300048828125
2020-02-21,295.6499938964844
2020-02-24,295.510009765625
2020-02-25,291.0899963378906
2020-02-26,288.2799987792969
2020-02-27,271.8900146484375
2020-02-28,265.0899963378906
2020-03-02,285.04998779296875
2020-03-03,286.6600036621094
2020-03-04,303.239990234375
2020-03-05,300.32000732421875
2020-03-06,285.57000732421875
2020-03-09,264.7099914550781
2020-03-10,281.8900146484375
2020-03-11,274.70001220703125
2020-03-12,263.9599914550781
2020-03-13,281.8900146484375
2020-03-16,256.7099914550781
2020-03-17,274.4599914550781
2020-03-18,260.25
2020-03-19,245.13999938964844
2020-03-20,229.3300018310547
2020-03-23,215.4600067138672
2020-03-24,242.24000549316406
2020-03-25,243.13999938964844
2020-03-26,264.489990234375
2020-03-27,261.3800048828125
2020-03-30,278.6600036621094
2020-03-31,269.9700012207031
2020-04-01,260.4700012207031
2020-04-02,274.94000244140625
2020-04-03,264.79998779296875
2020-04-06,277.4599914550781
2020-04-07,276.6600036621094
2020-04-08,302.05999755859375
2020-04-09,305.80999755859375
2020-04-13,289.0
2020-04-14,302.6099853515625
2020-04-15,301.82000732421875
2020-04-16,308.70001220703125
2020-04-17,314.8299865722656
2020-04-20,300.2699890136719
2020-04-21,294.0299987792969
2020-04-22,306.55999755859375
2020-04-23,306.6700134277344
2020-04-24,305.7900085449219
2020-04-27,308.79998779296875
2020-04-28,305.30999755859375
2020-04-29,291.4700012207031
2020-04-30,289.9200134277344
2020-05-01,286.760009765625
2020-05-04,288.5
2020-05-05,294.510009765625
2020-05-06,288.3500061035156
2020-05-07,286.1300048828125
2020-05-08,291.8599853515625
2020-05-11,296.55999755859375
2020-05-12,289.1700134277344
2020-05-13,284.0899963378906
2020-05-14,282.92999267578125
2020-05-15,284.1000061035156
2020-05-18,289.3299865722656
2020-05-19,284.29998779296875
2020-05-20,283.75
2020-05-21,281.2900085449219
2020-05-22,289.9599914550781
2020-05-26,293.489990234375
2020-05-27,302.8900146484375
2020-05-28,310.69000244140625
2020-05-29,314.1300048828125
2020-06-01,317.67999267578125
2020-06-02,318.260009765625
2020-06-03,314.95001220703125
2020-06-04,300.5899963378906
2020-06-05,297.17999267578125
2020-06-08,294.6400146484375
2020-06-09,308.25
2020-06-10,306.1199951171875
2020-06-11,290.0
2020-06-12,297.3699951171875
2020-06-15,299.3699951171875
2020-06-16,302.0400085449219
2020-06-17,297.8900146484375
2020-06-18,289.2900085449219
2020-06-19,302.29998779296875
2020-06-22,297.1199951171875
2020-06-23,293.7799987792969
2020-06-24,287.7699890136719
2020-06-25,289.2900085449219
2020-06-26,294.19000244140625
2020-06-29,289.17999267578125
2020-06-30,297.9200134277344
2020-07-01,301.3500061035156
2020-07-02,300.5799865722656
2020-07-06,302.3900146484375
2020-07-07,305.489990234375
2020-07-08,303.17999267578125
2020-07-09,307.7799987792969
2020-07-10,304.4200134277344
2020-07-13,291.7300109863281
2020-07-14,297.1199951171875
2020-07-15,292.9100036621094
2020-07-16,291.55999755859375
2020-07-17,297.6400146484375
2020-07-20,300.7799987792969
2020-07-21,296.8500061035156
2020-07-22,298.20001220703125
2020-07-23,298.67999267578125
2020-07-24,298.67999267578125
2020-07-27,304.489990234375
2020-07-28,312.239990234375
2020-07-29,317.57000732421875
2020-07-30,311.4100036621094
2020-07-31,311.5400085449219
2020-08-03,305.3900146484375
2020-08-04,310.30999755859375
2020-08-05,306.4800109863281
2020-08-06,307.3299865722656
2020-08-07,311.2799987792969
2020-08-10,300.8299865722656
2020-08-11,295.6400146484375
2020-08-12,304.3900146484375
2020-08-13,304.6300048828125
2020-08-14,303.1700134277344
2020-08-17,307.739990234375
2020-08-18,307.4700012207031
2020-08-19,298.2200012207031
2020-08-20,299.80999755859375
2020-08-21,305.44000244140625
2020-08-24,301.5199890136719
2020-08-25,304.4700012207031
2020-08-26,303.4599914550781
2020-08-27,305.92999267578125
2020-08-28,306.19000244140625
2020-08-31,306.07000732421875
2020-09-01,306.6199951171875
2020-09-02,314.1700134277344
2020-09-03,306.7699890136719
2020-09-04,300.2900085449219
2020-09-08,305.7900085449219
2020-09-09,313.3599853515625
2020-09-10,303.3800048828125
2020-09-11,304.57000732421875
2020-09-14,309.69000244140625
2020-09-15,323.3500061035156
2020-09-16,322.1400146484375
2020-09-17,312.3500061035156
2020-09-18,308.70001220703125
2020-09-21,305.05999755859375
2020-09-22,313.20001220703125
2020-09-23,305.1300048828125
2020-09-24,306.2699890136719
2020-09-25,314.0199890136719
2020-09-28,310.4800109863281
2020-09-29,313.8699951171875
2020-09-30,318.4800109863281
2020-10-01,315.17999267578125
2020-10-02,318.1199951171875
2020-10-05,321.92999267578125
2020-10-06,315.0400085449219
2020-10-07,313.30999755859375
2020-10-08,315.32000732421875
2020-10-09,314.6300048828125
2020-10-12,313.92999267578125
2020-10-13,308.82000732421875
2020-10-14,306.6000061035156
2020-10-15,310.5400085449219
2020-10-16,310.25
2020-10-19,307.7799987792969
2020-10-20,306.6099853515625
2020-10-21,307.2699890136719
2020-10-22,294.010009765625
2020-10-23,302.1099853515625
2020-10-26,303.3299865722656
2020-10-27,301.8299865722656
2020-10-28,295.4200134277344
2020-10-29,295.0199890136719
2020-10-30,290.3699951171875
2020-11-02,293.5199890136719
2020-11-03,291.010009765625
2020-11-04,302.0199890136719
2020-11-05,305.82000732421875
2020-11-06,306.6199951171875
2020-11-09,297.4700012207031
2020-11-10,290.6400146484375
2020-11-11,298.5899963378906
2020-11-12,296.9700012207031
2020-11-13,304.0
2020-11-16,295.4100036621094
2020-11-17,298.7799987792969
2020-11-18,298.5199890136719
2020-11-19,297.760009765625
2020-11-20,290.1000061035156
2020-11-23,286.2699890136719
2020-11-24,279.8900146484375
2020-11-25,282.6099853515625
2020-11-27,285.7300109863281
2020-11-30,287.17999267578125
2020-12-01,288.7799987792969
2020-12-02,284.4800109863281
2020-12-03,286.3999938964844
2020-12-04,286.45001220703125
2020-12-07,283.7900085449219
2020-12-08,280.8500061035156
2020-12-09,275.8800048828125
2020-12-10,275.6000061035156
2020-12-11,275.6199951171875
2020-12-14,274.1700134277344
2020-12-15,276.2900085449219
2020-12-16,275.760009765625
2020-12-17,282.0400085449219
2020-12-18,276.92999267578125
2020-12-21,274.9200134277344
2020-12-22,275.9200134277344
2020-12-23,272.9800109863281
2020-12-24,275.0199890136719
2020-12-28,276.25
2020-12-29,276.0
2020-12-30,274.55999755859375
2020-12-31,282.1300048828125
2021-01-04,275.6300048828125
2021-01-05,272.5799865722656
2021-01-06,264.6400146484375
2021-01-07,265.25
2021-01-08,267.82000732421875
2021-01-11,260.3599853515625
2021-01-12,261.2099914550781
2021-01-13,265.4200134277344
2021-01-14,264.1199951171875
2021-01-15,269.1000061035156
2021-01-19,269.1400146484375
2021-01-20,272.5400085449219
2021-01-21,272.69000244140625
2021-01-22,272.7099914550781
2021-01-25,276.5299987792969
2021-01-26,277.4800109863281
2021-01-27,271.70001220703125
2021-01-28,269.8599853515625
2021-01-29,268.6700134277344
2021-02-01,278.2699890136719
2021-02-02,281.8999938964844
2021-02-03,272.1199951171875
2021-02-04,274.239990234375
2021-02-05,273.8599853515625
2021-02-08,267.010009765625
2021-02-09,266.6600036621094
2021-02-10,266.0199890136719
2021-02-11,265.0199890136719
2021-02-12,263.94000244140625
2021-02-16,259.5
2021-02-17,259.55999755859375
2021-02-18,262.79998779296875
2021-02-19,261.7699890136719
2021-02-22,259.70001220703125
2021-02-23,248.7899932861328
2021-02-24,250.50999450683594
2021-02-25,256.5199890136719
2021-02-26,255.1300048828125
2021-03-01,247.94000244140625
2021-03-02,246.3300018310547
2021-03-03,239.16000366210938
2021-03-04,235.9199981689453
2021-03-05,242.19000244140625
2021-03-08,242.82000732421875
2021-03-09,247.97000122070312
2021-03-10,249.83999633789062
2021-03-11,258.6300048828125
2021-03-12,261.0199890136719
2021-03-15,265.4800109863281
2021-03-16,269.92999267578125
2021-03-17,267.7200012207031
2021-03-18,267.6700134277344
2021-03-19,266.07000732421875
2021-03-22,274.1000061035156
2021-03-23,274.1400146484375
2021-03-24,272.4599914550781
2021-03-25,272.3599853515625
2021-03-26,282.57000732421875
2021-03-29,281.3999938964844
2021-03-30,276.239990234375
2021-03-31,277.54998779296875
2021-04-01,281.17999267578125
2021-04-05,285.1099853515625
2021-04-06,285.4599914550781
2021-04-07,284.19000244140625
2021-04-08,279.6400146484375
2021-04-09,275.69000244140625
2021-04-12,280.489990234375
