Date,TSCO
2015-07-01,15.461915969848633
2015-07-02,15.383563041687012
2015-07-06,15.506195068359375
2015-07-07,15.453397750854492
2015-07-08,14.921991348266602
2015-07-09,15.111050605773926
2015-07-10,15.524933815002441
2015-07-13,15.758275032043457
2015-07-14,15.891121864318848
2015-07-15,15.911566734313965
2015-07-16,15.996731758117676
2015-07-17,16.09552001953125
2015-07-20,15.862173080444336
2015-07-21,15.930305480957031
2015-07-22,16.143211364746094
2015-07-23,16.259029388427734
2015-07-24,15.937112808227539
2015-07-27,15.683327674865723
2015-07-28,15.622021675109863
2015-07-29,15.717399597167969
2015-07-30,15.668009757995605
2015-07-31,15.758275032043457
2015-08-03,15.557299613952637
2015-08-04,15.7156982421875
2015-08-05,15.89964485168457
2015-08-06,15.528336524963379
2015-08-07,15.618611335754395
2015-08-10,15.858762741088867
2015-08-11,15.92008113861084
2015-08-12,15.799152374267578
2015-08-13,15.90839958190918
2015-08-14,15.891327857971191
2015-08-17,16.034704208374023
2015-08-18,16.060306549072266
2015-08-19,15.93399715423584
2015-08-20,15.302445411682129
2015-08-21,14.609437942504883
2015-08-24,14.26634693145752
2015-08-25,14.174178123474121
2015-08-26,14.515556335449219
2015-08-27,14.870594024658203
2015-08-28,14.575296401977539
2015-08-31,14.5616455078125
2015-09-01,14.035910606384277
2015-09-02,14.285127639770508
2015-09-03,14.329505920410156
2015-09-04,14.19978141784668
2015-09-08,14.740869522094727
2015-09-09,14.645281791687012
2015-09-10,14.797199249267578
2015-09-11,15.013975143432617
2015-09-14,14.698195457458496
2015-09-15,14.76476001739502
2015-09-16,15.013975143432617
2015-09-17,14.848408699035645
2015-09-18,14.725505828857422
2015-09-21,14.489954948425293
2015-09-22,14.134917259216309
2015-09-23,14.174178123474121
2015-09-24,14.056400299072266
2015-09-25,14.332916259765625
2015-09-28,13.942036628723145
2015-09-29,14.04957103729248
2015-09-30,14.392656326293945
2015-10-01,14.67088508605957
2015-10-02,14.81938362121582
2015-10-05,15.09078311920166
2015-10-06,14.776712417602539
2015-10-07,15.124927520751953
2015-10-08,15.225627899169922
2015-10-09,15.300731658935547
2015-10-12,14.63504409790039
2015-10-13,14.416556358337402
2015-10-14,14.363642692565918
2015-10-15,14.455817222595215
2015-10-16,14.544572830200195
2015-10-19,14.844988822937012
2015-10-20,14.756233215332031
2015-10-21,14.722090721130371
2015-10-22,15.53628921508789
2015-10-23,15.435583114624023
2015-10-26,15.655774116516113
2015-10-27,15.476548194885254
2015-10-28,15.631871223449707
2015-10-29,15.556774139404297
2015-10-30,15.770137786865234
2015-11-02,15.717215538024902
2015-11-03,15.788910865783691
2015-11-04,15.828166007995605
2015-11-05,15.985210418701172
2015-11-06,15.939114570617676
2015-11-09,15.70869255065918
2015-11-10,15.698443412780762
2015-11-11,15.597734451293945
2015-11-12,15.35653305053711
2015-11-13,14.574764251708984
2015-11-16,14.874133110046387
2015-11-17,14.737278938293457
2015-11-18,15.0794095993042
2015-11-19,15.265874862670898
2015-11-20,15.534442901611328
2015-11-23,15.645638465881348
2015-11-24,15.56694221496582
2015-11-25,15.590898513793945
2015-11-27,15.637084007263184
2015-11-30,15.284692764282227
2015-12-01,15.337718963623047
2015-12-02,15.293241500854492
2015-12-03,14.653457641601562
2015-12-04,15.060593605041504
2015-12-07,15.041777610778809
2015-12-08,15.401012420654297
2015-12-09,15.207708358764648
2015-12-10,15.199148178100586
2015-12-11,15.036643981933594
2015-12-14,15.091382026672363
2015-12-15,14.91347599029541
2015-12-16,15.069143295288086
2015-12-17,14.689382553100586
2015-12-18,14.662008285522461
2015-12-21,14.49949836730957
2015-12-22,14.608977317810059
2015-12-23,14.721888542175293
2015-12-24,14.655167579650879
2015-12-28,14.709907531738281
2015-12-29,14.915186882019043
2015-12-30,14.761229515075684
2015-12-31,14.626087188720703
2016-01-04,14.326720237731934
2016-01-05,14.316461563110352
2016-01-06,14.119733810424805
2016-01-07,14.109467506408691
2016-01-08,14.003412246704102
2016-01-11,14.138550758361816
2016-01-12,14.482391357421875
2016-01-13,13.95037841796875
2016-01-14,14.19842529296875
2016-01-15,13.940116882324219
2016-01-19,14.27711296081543
2016-01-20,13.940116882324219
2016-01-21,14.249744415283203
2016-01-22,14.513184547424316
2016-01-25,14.287376403808594
2016-01-26,14.658588409423828
2016-01-27,14.407122611999512
2016-01-28,14.53713607788086
