Date,HAR
2016-01-04,91.17472598724392
2016-01-05,94.00465787536695
2016-01-06,91.1061809242098
2016-01-07,85.42673284423971
2016-01-08,83.72289842024868
2016-01-11,84.13416879845342
2016-01-12,84.49647841734806
2016-01-13,81.12797817681407
2016-01-14,80.50128045764495
2016-01-15,76.31023946070152
2016-01-19,74.11679744360963
2016-01-20,73.86220149519718
2016-01-21,74.73370301091671
2016-01-22,76.54525110538994
2016-01-25,76.23190224580537
2016-01-26,78.9541204634462
2016-01-27,78.07282679586466
2016-01-28,67.57563999978201
2016-01-29,72.84381770154737
2016-02-01,72.00169264141387
2016-02-02,68.78986683067217
2016-02-03,69.51448606846145
2016-02-04,70.92455593659194
2016-02-05,69.55683766866932
2016-02-08,66.37861464320883
2016-02-09,66.55572923905493
2016-02-10,68.25799729913129
2016-02-11,66.52621013974725
2016-02-12,69.09437177951563
2016-02-16,71.88884651397625
2016-02-17,75.48033692974428
2016-02-18,74.10277896205244
2016-02-19,72.02660231074543
2016-02-22,74.45700815374462
2016-02-23,73.18768688351427
2016-02-24,72.82361799205286
2016-02-25,74.57508455097536
2016-02-26,76.47414660643626
2016-02-29,75.45081783043662
2016-03-01,78.11737646789726
2016-03-02,78.25513226466646
2016-03-03,79.71140783051213
2016-03-04,79.49493443558913
2016-03-07,79.59333143328139
2016-03-08,76.17895561335945
2016-03-09,76.13959681428253
2016-03-10,75.5196957288212
2016-03-11,80.10499582128122
2016-03-14,82.03357697604982
2016-03-15,81.43335529012694
2016-03-16,82.5255619645112
2016-03-17,86.43192277289452
2016-03-18,87.38637365050958
2016-03-21,87.42573244958649
2016-03-22,86.83535046343285
2016-03-23,83.72600533635695
2016-03-24,84.28686822320292
2016-03-28,83.71616563658772
2016-03-29,84.95596780751039
2016-03-30,85.61522769204863
2016-03-31,87.61268674520183
2016-04-01,85.35939549804871
2016-04-04,83.11594395066484
2016-04-05,80.85281300374251
2016-04-06,81.64982868504995
2016-04-07,80.56746171043491
2016-04-08,80.04595762266585
2016-04-11,79.89836212612745
2016-04-12,78.8455142508201
2016-04-13,82.57476046335734
2016-04-14,83.56857014004932
2016-04-15,83.47017314235703
2016-04-18,84.02119632943378
2016-04-19,83.26353944720326
2016-04-20,84.5328607174336
2016-04-21,84.36558582135673
2016-04-22,86.85502986297129
2016-04-25,85.65458649112554
2016-04-26,86.65823586758674
2016-04-27,87.47493094843264
2016-04-28,75.83456612143647
2016-04-29,75.52953542859044
2016-05-02,75.37210023228278
2016-05-03,74.04374076343707
2016-05-04,72.10531990889925
2016-05-05,71.9478847125916
2016-05-06,72.31370465684967
2016-05-09,72.47189706517747
2016-05-10,74.24167463334483
2016-05-11,73.01568346880431
2016-05-12,72.63997649902576
2016-05-13,72.12585117196039
2016-05-16,73.33206828545993
2016-05-17,72.81794295839455
2016-05-18,72.01709389123502
2016-05-19,70.88997298189938
2016-05-20,74.30099678646776
2016-05-23,72.93658726464041
2016-05-24,75.38856959372144
2016-05-25,76.23885378848342
2016-05-26,76.06088732911464
2016-05-27,76.91117152387662
2016-05-31,77.35608767229857
2016-06-01,77.5736022337493
2016-06-02,79.17530036806838
2016-06-03,77.9888573056098
2016-06-06,78.91823770453567
2016-06-07,79.79818297585912
2016-06-08,80.11456779251473
2016-06-09,78.55241776027763
2016-06-10,75.8433727676639
2016-06-13,74.55805945000044
2016-06-14,73.99449899533263
2016-06-15,74.89421831769704
2016-06-16,73.64845310211554
2016-06-17,74.33065786302923
2016-06-20,75.73461548693852
2016-06-21,74.58772052656191
2016-06-22,74.26144868438581
2016-06-23,75.96201707390975
2016-06-24,69.85183530224813
2016-06-27,65.47188299667192
2016-06-28,68.1512669127242
2016-06-29,69.24872674549837
2016-06-30,71.00861728814523
2016-07-01,72.46201003965699
2016-07-05,69.87160935328912
2016-07-06,69.6343207407974
2016-07-07,70.60324924180523
2016-07-08,72.91681321359943
2016-07-11,73.678114178677
2016-07-12,76.70354398794636
2016-07-13,76.88151044731515
2016-07-14,76.92105854939709
2016-07-15,77.0891379832454
2016-07-18,77.39563577438052
2016-07-19,77.09902500876588
2016-07-20,79.97614943522791
2016-07-21,81.18236654872744
2016-07-22,78.8193674493308
2016-07-25,78.76004529620788
2016-07-26,81.07360926800209
2016-07-27,80.45072666021133
2016-07-28,79.62021651649033
2016-07-29,81.70637890131331
2016-08-01,81.43942921226014
2016-08-02,80.00581051178938
2016-08-03,80.86598173207184
2016-08-04,86.55102140635248
2016-08-05,85.9380258240822
2016-08-08,85.13717675692267
2016-08-09,85.08774162932023
2016-08-10,83.94084666894362
2016-08-11,84.29677958768119
2016-08-12,84.19750178814323
2016-08-15,85.27962980310699
2016-08-16,84.4953351867571
2016-08-17,85.35905204273735
2016-08-18,85.54767986185948
2016-08-19,84.67403522592544
2016-08-22,84.82295192523236
2016-08-23,85.27962980310699
2016-08-24,84.38612960726535
2016-08-25,84.91230194481653
2016-08-26,84.7832408054172
2016-08-29,84.69389078583302
2016-08-30,84.33649070749637
2016-08-31,84.07836842869767
2016-09-01,84.20742956809701
2016-09-02,85.36897982269114
2016-09-06,84.97186862453931
2016-09-07,86.33197447820935
2016-09-08,84.90237416486274
2016-09-09,80.34552316607041
2016-09-12,81.54678454047972
2016-09-13,79.95833974787237
2016-09-14,79.22368403129147
2016-09-15,81.16952890223547
2016-09-16,80.97097330315955
2016-09-19,81.21916780200445
2016-09-20,80.83198438380641
2016-09-21,82.09281243793849
2016-09-22,83.08559043331807
2016-09-23,82.8175403745656
2016-09-26,81.8346901591398
2016-09-27,82.51970697595172
2016-09-28,83.41320717179335
2016-09-29,82.5594180957669
2016-09-30,83.84010170980658
2016-10-03,84.20742956809701
2016-10-04,82.64876811535106
2016-10-05,83.93937950934453
2016-10-06,83.38342383193195
