Date,HAR
2016-10-07,83.09551821327189
2016-10-10,83.64154611073066
2016-10-11,81.07025110269751
2016-10-12,80.90147884348298
2016-10-13,78.79678949327825
2016-10-14,79.66050634925848
2016-10-17,79.30310627092183
2016-10-18,79.21375625133768
2016-10-19,79.6108674494895
2016-10-20,79.50166186999775
2016-10-21,79.43216741032118
2016-10-24,79.77963970870404
2016-10-25,77.60545589882274
2016-10-26,78.25076159581945
2016-10-27,77.01971688154877
2016-10-28,77.96285597715939
2016-10-31,79.1343340117073
2016-11-01,78.32025605549605
2016-11-02,77.34733362002403
2016-11-03,80.17675090685589
2016-11-04,81.73541235960184
2016-11-07,83.84010170980658
2016-11-08,85.01157974435449
2016-11-09,84.85273526509376
2016-11-10,86.95611016416974
2016-11-11,87.37479142370145
2016-11-14,109.37549475195121
2016-11-15,109.14621691935051
2016-11-16,108.85712747824527
2016-11-17,108.95681349241949
2016-11-18,109.00665649950659
2016-11-21,109.02659370234144
2016-11-22,109.12627971651567
2016-11-23,109.15618552076793
2016-11-25,109.39543195478605
2016-11-28,109.17612272360277
2016-11-29,109.10634251368081
2016-11-30,109.02659370234144
2016-12-01,109.09637391226339
2016-12-02,109.12627971651567
2016-12-05,109.31568314344668
2016-12-06,109.36552615053378
2016-12-07,109.60477258455191
2016-12-08,109.65461559163901
2016-12-09,109.39543195478605
2016-12-12,109.35555754911637
2016-12-13,109.65461559163901
2016-12-14,109.54496097604738
2016-12-15,110.13310845967526
2016-12-16,110.58169552345925
2016-12-19,110.31254328518885
2016-12-20,110.65147573338119
2016-12-21,110.40226069794565
2016-12-22,110.50194671211986
2016-12-23,110.6116013277115
2016-12-27,110.68138153763346
2016-12-28,110.80100475464252
2016-12-29,110.71128734188572
2016-12-30,110.81097335605993
2017-01-03,110.58169552345925
2017-01-04,110.50194671211986
2017-01-05,110.53185251637213
2017-01-06,110.46207230645018
2017-01-09,110.26270027810173
2017-01-10,110.30257468377143
2017-01-11,110.45210370503275
2017-01-12,110.48200950928502
2017-01-13,110.32251188660628
2017-01-17,110.35241769085854
2017-01-18,110.35241769085854
2017-01-19,110.2028886695972
2017-01-20,110.2427630752669
2017-01-23,110.35241769085854
2017-01-24,110.41222929936308
2017-01-25,110.62156992912892
2017-01-26,110.73122454472056
2017-01-27,110.8408791603122
2017-01-30,110.7511617475554
2017-01-31,110.81097335605993
2017-02-01,110.91065937023416
2017-02-02,111.12
2017-02-03,110.91
2017-02-06,111.14
2017-02-07,111.4
2017-02-08,111.14
2017-02-09,111.15
2017-02-10,111.0
2017-02-13,111.0
2017-02-14,111.05
2017-02-15,111.14
2017-02-16,110.98
2017-02-17,111.01
2017-02-21,111.19
2017-02-22,111.2
2017-02-23,111.1
2017-02-24,111.44
2017-02-27,111.66
2017-02-28,111.62
2017-03-01,111.56
2017-03-02,111.57
2017-03-03,111.57
2017-03-06,111.5
2017-03-07,111.43
2017-03-08,111.56
2017-03-09,111.5
2017-03-10,111.5
