Date,PNW
2015-07-01,37.37723922729492
2015-07-02,37.85759353637695
2015-07-06,37.967960357666016
2015-07-07,39.168853759765625
2015-07-08,39.129905700683594
2015-07-09,38.74043273925781
2015-07-10,39.15586853027344
2015-07-13,39.06499481201172
2015-07-14,39.01954650878906
2015-07-15,39.08446502685547
2015-07-16,39.70762634277344
2015-07-17,39.22077941894531
2015-07-20,39.47395324707031
2015-07-21,38.92218017578125
2015-07-22,39.168853759765625
2015-07-23,38.74690628051758
2015-07-24,38.941646575927734
2015-07-27,39.57781219482422
2015-07-28,39.65569305419922
2015-07-29,39.934837341308594
2015-07-30,40.16097640991211
2015-07-31,40.449371337890625
2015-08-03,40.58702850341797
2015-08-04,39.8528938293457
2015-08-05,39.88567352294922
2015-08-06,40.31828308105469
2015-08-07,41.04585266113281
2015-08-10,40.803340911865234
2015-08-11,41.347373962402344
2015-08-12,41.799659729003906
2015-08-13,41.858646392822266
2015-08-14,42.19294738769531
2015-08-17,42.507568359375
2015-08-18,42.199493408203125
2015-08-19,42.337135314941406
2015-08-20,42.17327117919922
2015-08-21,41.471927642822266
2015-08-24,40.43626022338867
2015-08-25,39.072872161865234
2015-08-26,39.544822692871094
2015-08-27,39.83980178833008
2015-08-28,39.64314270019531
2015-08-31,39.02043533325195
2015-09-01,38.02412414550781
2015-09-02,38.02412414550781
2015-09-03,38.19455337524414
2015-09-04,37.75537109375
2015-09-08,39.1187744140625
2015-09-09,38.823795318603516
2015-09-10,38.71236801147461
2015-09-11,39.19086837768555
2015-09-14,39.249855041503906
2015-09-15,39.44650650024414
2015-09-16,40.0429801940918
2015-09-17,40.488704681396484
2015-09-18,40.488704681396484
2015-09-21,40.829551696777344
2015-09-22,40.77055740356445
2015-09-23,40.79023361206055
2015-09-24,41.05241012573242
2015-09-25,41.63579559326172
2015-09-28,41.40637969970703
2015-09-29,41.43914794921875
2015-09-30,42.042179107666016
2015-10-01,41.58334732055664
2015-10-02,41.897979736328125
2015-10-05,42.00285339355469
2015-10-06,41.24906539916992
2015-10-07,41.23594284057617
2015-10-08,41.989742279052734
2015-10-09,41.93730545043945
2015-10-12,42.3568115234375
2015-10-13,42.41580581665039
2015-10-14,42.586219787597656
2015-10-15,43.11716842651367
2015-10-16,43.16305160522461
2015-10-19,42.95328140258789
2015-10-20,43.0909423828125
2015-10-21,42.992610931396484
2015-10-22,43.68087387084961
2015-10-23,43.0712776184082
2015-10-26,43.11716842651367
2015-10-27,42.94019317626953
2015-10-28,42.26504135131836
2015-10-29,41.8116569519043
2015-10-30,42.03668975830078
2015-11-02,42.47354507446289
2015-11-03,42.34116744995117
2015-11-04,43.1486701965332
2015-11-05,42.830963134765625
2015-11-06,40.732757568359375
2015-11-09,41.037235260009766
2015-11-10,41.85798645019531
2015-11-11,41.91755676269531
2015-11-12,41.09018325805664
2015-11-13,40.75923156738281
2015-11-16,41.652801513671875
2015-11-17,40.937957763671875
2015-11-18,41.12990188598633
2015-11-19,41.613075256347656
2015-11-20,41.92417526245117
2015-11-23,41.613075256347656
2015-11-24,41.73884582519531
2015-11-25,41.48732376098633
2015-11-27,41.66604232788086
2015-11-30,41.93741226196289
2015-12-01,42.04331588745117
2015-12-02,41.07694625854492
2015-12-03,40.44815444946289
2015-12-04,41.288753509521484
2015-12-07,41.78516387939453
2015-12-08,42.06316375732422
2015-12-09,41.77854919433594
2015-12-10,40.51434326171875
2015-12-11,40.72615051269531
2015-12-14,40.67320251464844
2015-12-15,41.07694625854492
2015-12-16,42.109500885009766
