Date,FOX
2016-01-04,25.936702217282
2016-01-05,25.926955241627
2016-01-06,25.82948548508
2016-01-07,25.264160897104
2016-01-08,25.273907872759
2016-01-11,25.342136702342
2016-01-12,25.790497582461
2016-01-13,25.156944164902
2016-01-14,26.097527315585
2016-01-15,25.507835288473
2016-01-19,25.907461290318
2016-01-20,25.098462310974
2016-01-21,24.971751627462
2016-01-22,25.741762704187
2016-01-25,25.342136702342
2016-01-26,26.277846365198
2016-01-27,25.907461290318
2016-01-28,25.566317142401
2016-01-29,26.414304024364
2016-02-01,26.424051000019
2016-02-02,25.400618556271
2016-02-03,25.82948548508
2016-02-04,25.566317142401
2016-02-05,24.406427039486
2016-02-08,23.919078256749
2016-02-09,23.597428060142
2016-02-10,23.841102451511
2016-02-11,24.08477684288
2016-02-12,24.045788940261
2016-02-16,24.981498603117
2016-02-17,25.800244558115
2016-02-18,25.751509679842
2016-02-19,26.01467802252
2016-02-22,26.618990513114
2016-02-23,26.336328219126
2016-02-24,26.638484464424
2016-02-25,26.687219342697
2016-02-26,26.511773780912
2016-02-29,26.472785878293
2016-03-01,27.320772760256
2016-03-02,26.97962861234
2016-03-03,27.291531833292
2016-03-04,27.281784857637
2016-03-07,27.564447151625
2016-03-08,27.270478643075
2016-03-09,27.5154524002
2016-03-10,27.41746289735
2016-03-11,27.623240853334
2016-03-14,27.574246101909
2016-03-15,27.549748726197
2016-03-16,27.642838753904
2016-03-17,27.642838753904
2016-03-18,27.623240853334
2016-03-21,27.47625659906
2016-03-22,27.43706079792
2016-03-23,27.427261847635
2016-03-24,27.45665869849
2016-03-28,27.427261847635
2016-03-29,27.603642952764
2016-03-30,27.633039803619
2016-03-31,27.633039803619
2016-04-01,28.534543229837
2016-04-04,28.426754776702
2016-04-05,28.220976820718
2016-04-06,28.769718036676
2016-04-07,28.240574721288
2016-04-08,28.201378920148
2016-04-11,28.103389417298
2016-04-12,28.828511738386
2016-04-13,29.279263451494
2016-04-14,29.19107289893
2016-04-15,29.240067650355
2016-04-18,29.475242457194
2016-04-19,29.436046656054
2016-04-20,29.367454004059
2016-04-21,29.485041407479
2016-04-22,30.131772126287
2016-04-25,30.308153231416
2016-04-26,30.249359529707
2016-04-27,30.161168977142
2016-04-28,29.955391021158
2016-04-29,29.514438258334
2016-05-02,29.632025661753
2016-05-03,29.09308339608
2016-05-04,28.985294942945
2016-05-05,29.220469749785
2016-05-06,28.926501241236
2016-05-09,28.808913837816
2016-05-10,29.416448755484
2016-05-11,28.99509389323
2016-05-12,28.759919086391
2016-05-13,28.652130633256
2016-05-16,28.544342180122
2016-05-17,28.250373671573
2016-05-18,27.907410411599
2016-05-19,27.682034555044
2016-05-20,27.887812511029
2016-05-23,27.868214610459
2016-05-24,28.260172621857
2016-05-25,28.612934832116
2016-05-26,28.387558975562
2016-05-27,28.671728533826
2016-05-31,28.652130633256
2016-06-01,29.102882346365
2016-06-02,29.259665550925
2016-06-03,29.004892843515
2016-06-06,29.13227919722
2016-06-07,29.083284445795
2016-06-08,29.09308339608
2016-06-09,28.818712788101
2016-06-10,28.407156876132
2016-06-13,28.495347428697
2016-06-14,28.397357925847
2016-06-15,28.387558975562
2016-06-16,28.436553726987
2016-06-17,28.122987317868
2016-06-20,28.358162124707
2016-06-21,28.015198864733
2016-06-22,28.093590467013
2016-06-23,28.397357925847
2016-06-24,26.221990962583
2016-06-27,25.732043448335
2016-06-28,26.084805658594
2016-06-29,26.525758421418
2016-06-30,26.702139526547
2016-07-01,26.956912233956
2016-07-05,26.339578366003
2016-07-06,26.574753172842
2016-07-07,26.711938476832
2016-07-08,27.43706079792
2016-07-11,27.525251350485
2016-07-12,27.5154524002
2016-07-13,27.838817759604
2016-07-14,28.044595715588
2016-07-15,28.015198864733
2016-07-18,28.005399914448
2016-07-19,27.878013560744
2016-07-20,27.24108179222
2016-07-21,27.162690189941
2016-07-22,27.211684941366
2016-07-25,26.898118532246
2016-07-26,26.849123780822
2016-07-27,26.878520631677
2016-07-28,26.525758421418
2016-07-29,26.486562620278
2016-08-01,26.594351073412
2016-08-02,26.496361570563
2016-08-03,26.868721681392
2016-08-04,25.68304869691
2016-08-05,25.908424553464
2016-08-08,25.70264659748
2016-08-09,25.653651846055
2016-08-10,25.653651846055
2016-08-11,26.104403559164
2016-08-12,26.035810907169
2016-08-15,25.771239249475
2016-08-16,25.60465709463
2016-08-17,25.66345079634
2016-08-18,25.300889635796
2016-08-19,25.291090685511
2016-08-22,25.193101182661
2016-08-23,24.938328475252
2016-08-24,24.830540022117
2016-08-25,24.595365215278
2016-08-26,24.497375712428
2016-08-29,24.546370463853
2016-08-30,24.350391458154
2016-08-31,24.350391458154
2016-09-01,24.252401955304
2016-09-02,24.252401955304
2016-09-06,24.213206154164
2016-09-07,24.06622189989
2016-09-08,24.536571513568
2016-09-09,23.635068087351
2016-09-12,24.340592507869
2016-09-13,23.88655063627
2016-09-14,23.876680160801
2016-09-15,24.004996341905
2016-09-16,23.965514440027
2016-09-19,23.975384915496
2016-09-20,23.926032538149
2016-09-21,23.985255390966
2016-09-22,24.419556311625
2016-09-23,24.172794424887
2016-09-26,23.995125866435
2016-09-27,24.478779164442
2016-09-28,24.567613443668
2016-09-29,24.301110605991
2016-09-30,24.419556311625
2016-10-03,24.843986756815
2016-10-04,24.824245805876
2016-10-05,24.686059149303
2016-10-06,24.582419156872
2016-10-07,24.360333458808
2016-10-10,24.686059149303
2016-10-11,24.508390590851
2016-10-12,24.439297262564
2016-10-13,24.439297262564
2016-10-14,24.53800201726
2016-10-17,24.468908688973
2016-10-18,24.74528200212
2016-10-19,24.992043888858
2016-10-20,25.031525790736
2016-10-21,25.574401941561
2016-10-24,25.337510530292
2016-10-25,25.37699243217
2016-10-26,26.176500945202
2016-10-27,25.900127632055
2016-10-28,25.900127632055
2016-10-31,26.048184764098
2016-11-01,25.850775254708
2016-11-02,25.416474334048
2016-11-03,27.173418967625
2016-11-04,26.344299028184
2016-11-07,26.837822801661
2016-11-08,26.729247571496
2016-11-09,26.976009458234
2016-11-10,26.808211375252
2016-11-11,26.65028376774
2016-11-14,26.976009458234
2016-11-15,27.045102786521
2016-11-16,27.133937065747
2016-11-17,27.449792280772
2016-11-18,27.331346575137
2016-11-21,27.370828477016
2016-11-22,27.775517971266
2016-11-23,27.91370462784
2016-11-25,27.893963676901
2016-11-28,27.824870348614
2016-11-29,27.992668431596
2016-11-30,27.69655416751
2016-12-01,27.716295118449
2016-12-02,27.015491360112
2016-12-05,27.173418967625
2016-12-06,27.015491360112
2016-12-07,27.587978937345
2016-12-08,28.111114137231
2016-12-09,27.558367510937
2016-12-12,25.850775254708
2016-12-13,26.551579013044
2016-12-14,27.232641820442
2016-12-15,27.035232311051
2016-12-16,27.370828477016
2016-12-19,27.27212372232
2016-12-20,27.232641820442
2016-12-21,27.380698952485
2016-12-22,27.390569427955
2016-12-23,27.341217050607
2016-12-27,27.47940370718
2016-12-28,27.301735148729
2016-12-29,27.124066590277
2016-12-30,26.897045654478
2017-01-03,27.637331314693
2017-01-04,27.884093201431
2017-01-05,27.972927480657
2017-01-06,28.476321729603
2017-01-09,28.397357925847
2017-01-10,28.54541505789
2017-01-11,29.058679782306
2017-01-12,28.703342665403
2017-01-13,28.871140748385
2017-01-17,28.871140748385
2017-01-18,29.137643586062
2017-01-19,28.831658846507
2017-01-20,29.167255012471
2017-01-23,29.127773110593
2017-01-24,29.404146423739
2017-01-25,29.414016899209
2017-01-26,30.193784461302
2017-01-27,30.45041682351
2017-01-30,30.578733004614
2017-01-31,30.608344431023
2017-02-01,30.835365366822
2017-02-02,30.756401563066
2017-02-03,30.687308234779
2017-02-06,30.322100642406
2017-02-07,29.769354016112
2017-02-08,29.433757850148
2017-02-09,29.325182619983
2017-02-10,29.265959767166
2017-02-13,29.098161684184
2017-02-14,29.631167359539
2017-02-15,29.937152099094
2017-02-16,29.690390212356
2017-02-17,29.532462604843
2017-02-21,29.670649261417
2017-02-22,29.759483540643
2017-02-23,29.6114264086
2017-02-24,29.838447344399
2017-02-27,29.621296884069
2017-02-28,28.96984550308
2017-03-01,29.473239752026
2017-03-02,29.325182619983
2017-03-03,29.562074031252
2017-03-06,29.80883591799
2017-03-07,29.720001638765
2017-03-08,29.591685457661
2017-03-09,29.868058770808
2017-03-10,29.571944506722
2017-03-13,29.739742589704
2017-03-14,29.709953198128
2017-03-15,30.107145085803
2017-03-16,29.987987519501
2017-03-17,30.057496099844
2017-03-20,29.87875975039
2017-03-21,29.87875975039
2017-03-22,30.206443057722
2017-03-23,30.534126365055
2017-03-24,30.663213728549
2017-03-27,31.030616224649
2017-03-28,31.596614664587
2017-03-29,31.288790951638
2017-03-30,31.447667706708
2017-03-31,31.556895475819
2017-04-03,31.348369734789
2017-04-04,30.990897035881
