Date,PSKY
2015-07-01,44.69310760498047
2015-07-02,44.365474700927734
2015-07-06,43.86205291748047
2015-07-07,44.41343688964844
2015-07-08,43.37461471557617
2015-07-09,43.350650787353516
2015-07-10,43.8300895690918
2015-07-13,44.38145446777344
2015-07-14,44.26958465576172
2015-07-15,44.24561309814453
2015-07-16,44.30955505371094
2015-07-17,43.71023178100586
2015-07-20,43.2227783203125
2015-07-21,43.230770111083984
2015-07-22,43.2547492980957
2015-07-23,42.95109939575195
2015-07-24,42.38373947143555
2015-07-27,42.08806610107422
2015-07-28,42.152008056640625
2015-07-29,42.04012680053711
2015-07-30,42.511600494384766
2015-07-31,42.727352142333984
2015-08-03,42.37575149536133
2015-08-04,42.239898681640625
2015-08-05,40.29012680053711
2015-08-06,41.74446105957031
2015-08-07,40.22621536254883
2015-08-10,40.897438049316406
2015-08-11,40.18623733520508
2015-08-12,40.09034729003906
2015-08-13,39.99447250366211
2015-08-14,39.331233978271484
2015-08-17,39.97848129272461
2015-08-18,39.43510055541992
2015-08-19,38.77186584472656
2015-08-20,36.7821044921875
2015-08-21,36.03097152709961
2015-08-24,35.12001419067383
2015-08-25,34.576637268066406
2015-08-26,35.43965530395508
2015-08-27,36.16680145263672
2015-08-28,36.5903434753418
2015-08-31,36.15083694458008
2015-09-01,34.99214553833008
2015-09-02,35.39170455932617
2015-09-03,35.00812911987305
2015-09-04,34.296939849853516
2015-09-08,35.018646240234375
2015-09-09,34.890350341796875
2015-09-10,35.235172271728516
2015-09-11,35.227149963378906
2015-09-14,34.705909729003906
2015-09-15,35.09081268310547
2015-09-16,34.94648361206055
2015-09-17,34.818180084228516
2015-09-18,34.24882888793945
2015-09-21,34.385154724121094
2015-09-22,34.14458084106445
2015-09-23,33.414859771728516
2015-09-24,32.78939437866211
2015-09-25,32.69316482543945
2015-09-28,31.00919532775879
2015-09-29,31.249746322631836
2015-09-30,31.995515823364258
2015-10-01,31.65069580078125
2015-10-02,32.31627655029297
2015-10-05,33.39080047607422
2015-10-06,33.15022659301758
2015-10-07,34.00827407836914
2015-10-08,35.17100143432617
2015-10-09,34.58562469482422
2015-10-12,34.17665481567383
2015-10-13,33.95212936401367
2015-10-14,34.024295806884766
2015-10-15,34.609676361083984
2015-10-16,34.625709533691406
2015-10-19,34.41722869873047
2015-10-20,35.24318313598633
2015-10-21,34.625709533691406
2015-10-22,34.649776458740234
2015-10-23,35.676204681396484
2015-10-26,35.571956634521484
2015-10-27,35.68421936035156
2015-10-28,36.478092193603516
2015-10-29,37.38422775268555
2015-10-30,37.304054260253906
2015-11-02,38.386600494384766
2015-11-03,38.68330001831055
2015-11-04,38.45075607299805
2015-11-05,38.3064079284668
2015-11-06,39.00407028198242
2015-11-09,38.92387008666992
2015-11-10,39.89414978027344
2015-11-11,40.34321975708008
2015-11-12,40.383323669433594
2015-11-13,39.99839782714844
2015-11-16,40.84840393066406
2015-11-17,40.72010040283203
2015-11-18,41.145103454589844
2015-11-19,41.497947692871094
2015-11-20,41.4498291015625
2015-11-23,40.88048553466797
2015-11-24,40.52765655517578
2015-11-25,40.88048553466797
2015-11-27,40.696048736572266
2015-11-30,40.47953796386719
2015-12-01,40.97669982910156
2015-12-02,40.13473129272461
2015-12-03,39.5573616027832
2015-12-04,40.102657318115234
2015-12-07,40.455482482910156
2015-12-08,39.96633529663086
2015-12-09,38.89659118652344
2015-12-10,39.033321380615234
2015-12-11,37.67403030395508
2015-12-14,37.27188491821289
2015-12-15,37.6660041809082
2015-12-16,38.204891204833984
2015-12-17,37.416664123535156
2015-12-18,36.72494888305664
2015-12-21,36.82950973510742
2015-12-22,37.48904037475586
2015-12-23,37.98771286010742
