Date,MET
2015-07-01,35.05339813232422
2015-07-02,34.860958099365234
2015-07-06,34.70578384399414
2015-07-07,34.55059051513672
2015-07-08,33.79328536987305
2015-07-09,34.153316497802734
2015-07-10,34.736812591552734
2015-07-13,35.13410568237305
2015-07-14,35.18375778198242
2015-07-15,35.67414093017578
2015-07-16,35.8169059753418
2015-07-17,35.68654251098633
2015-07-20,35.59965133666992
2015-07-21,35.68034744262695
2015-07-22,35.58723449707031
2015-07-23,35.227195739746094
2015-07-24,34.854759216308594
2015-07-27,34.51334762573242
2015-07-28,34.92924499511719
2015-07-29,35.51895523071289
2015-07-30,35.27686309814453
2015-07-31,34.600257873535156
2015-08-03,34.594032287597656
2015-08-04,34.71818923950195
2015-08-05,34.690059661865234
2015-08-06,34.690059661865234
2015-08-07,34.32136154174805
2015-08-10,35.22126770019531
2015-08-11,34.35886001586914
2015-08-12,33.858917236328125
2015-08-13,33.9776496887207
2015-08-14,34.22135925292969
2015-08-17,34.05889892578125
2015-08-18,33.92140197753906
2015-08-19,33.51518630981445
2015-08-20,32.440311431884766
2015-08-21,30.9654598236084
2015-08-24,29.621868133544922
2015-08-25,29.11566162109375
2015-08-26,30.490507125854492
2015-08-27,31.496660232543945
2015-08-28,31.446672439575195
2015-08-31,31.30918312072754
2015-09-01,29.990568161010742
2015-09-02,30.528011322021484
2015-09-03,30.59675407409668
2015-09-04,29.909326553344727
2015-09-08,30.665494918823242
2015-09-09,30.259286880493164
2015-09-10,30.434274673461914
2015-09-11,30.328031539916992
2015-09-14,30.115556716918945
2015-09-15,30.815473556518555
2015-09-16,30.990468978881836
2015-09-17,29.859331130981445
2015-09-18,29.071908950805664
2015-09-21,29.309391021728516
2015-09-22,28.871946334838867
2015-09-23,29.071908950805664
2015-09-24,29.015674591064453
2015-09-25,29.5156192779541
2015-09-28,28.790695190429688
2015-09-29,28.959423065185547
2015-09-30,29.46563148498535
2015-10-01,29.646854400634766
2015-10-02,29.353139877319336
2015-10-05,29.86557388305664
2015-10-06,29.709352493286133
2015-10-07,30.115556716918945
2015-10-08,30.38427734375
2015-10-09,30.240543365478516
2015-10-12,30.209304809570312
2015-10-13,29.92183494567871
2015-10-14,29.496870040893555
2015-10-15,30.246788024902344
2015-10-16,30.521757125854492
2015-10-19,30.578006744384766
2015-10-20,30.809228897094727
2015-10-21,30.677995681762695
2015-10-22,31.046714782714844
2015-10-23,31.85912322998047
2015-10-26,31.40291976928711
2015-10-27,30.75922966003418
2015-10-28,32.02785110473633
2015-10-29,31.865371704101562
2015-10-30,31.484159469604492
2015-11-02,31.915372848510742
2015-11-03,32.12158966064453
2015-11-04,31.784791946411133
2015-11-05,31.413372039794922
2015-11-06,32.54022979736328
2015-11-09,31.97995376586914
2015-11-10,31.961071014404297
2015-11-11,31.652603149414062
2015-11-12,31.136381149291992
2015-11-13,31.407081604003906
2015-11-16,31.772201538085938
2015-11-17,31.652603149414062
2015-11-18,32.15622329711914
2015-11-19,31.948471069335938
2015-11-20,32.11845016479492
2015-11-23,31.91069793701172
2015-11-24,31.803686141967773
2015-11-25,31.885517120361328
2015-11-27,32.08067321777344
2015-11-30,32.162513732910156
2015-12-01,32.458396911621094
2015-12-02,32.01773452758789
2015-12-03,31.51410484313965
2015-12-04,32.149925231933594
2015-12-07,31.5518741607666
2015-12-08,30.99158477783203
2015-12-09,30.588695526123047
2015-12-10,30.764970779418945
2015-12-11,29.663291931152344
2015-12-14,29.222620010375977
2015-12-15,29.946578979492188
2015-12-16,30.65794563293457
2015-12-17,29.883617401123047
2015-12-18,29.24151611328125
2015-12-21,29.47443199157715
2015-12-22,29.719947814941406
2015-12-23,30.330596923828125
2015-12-24,30.387237548828125
2015-12-28,30.380950927734375
2015-12-29,30.853107452392578
2015-12-30,30.676836013793945
2015-12-31,30.34947967529297
2016-01-04,29.78919219970703
2016-01-05,29.222620010375977
2016-01-06,27.932090759277344
2016-01-07,26.76117515563965
2016-01-08,26.45900535583496
2016-01-11,26.25755500793457
2016-01-12,26.43381690979004
2016-01-13,27.01298713684082
2016-01-14,27.384408950805664
2016-01-15,27.120006561279297
2016-01-19,26.905975341796875
2016-01-20,26.572317123413086
2016-01-21,26.880786895751953
2016-01-22,27.818782806396484
2016-01-25,27.06964111328125
2016-01-26,27.39070701599121
2016-01-27,27.233312606811523
2016-01-28,27.56067657470703
2016-01-29,28.108362197875977
2016-02-01,27.87544059753418
2016-02-02,26.918563842773438
2016-02-03,26.642292022705078
2016-02-04,25.245071411132812
2016-02-05,24.648088455200195
2016-02-08,23.59383201599121
2016-02-09,23.600183486938477
2016-02-10,23.415998458862305
2016-02-11,22.36174201965332
2016-02-12,23.77165412902832
2016-02-16,24.146360397338867
2016-02-17,24.94023323059082
2016-02-18,24.895774841308594
2016-02-19,24.83861541748047
2016-02-22,24.902128219604492
2016-02-23,24.400400161743164
2016-02-24,24.489316940307617
2016-02-25,25.035499572753906
2016-02-26,25.46101188659668
2016-02-29,25.124408721923828
2016-03-01,26.470806121826172
2016-03-02,26.680395126342773
2016-03-03,26.921735763549805
2016-03-04,26.88363265991211
2016-03-07,27.213876724243164
2016-03-08,26.534324645996094
2016-03-09,26.674041748046875
2016-03-10,26.83281707763672
2016-03-11,28.103008270263672
2016-03-14,27.880725860595703
2016-03-15,27.810874938964844
2016-03-16,27.79816436767578
2016-03-17,27.995044708251953
2016-03-18,28.407852172851562
2016-03-21,28.268136978149414
2016-03-22,28.00139617919922
2016-03-23,27.569528579711914
2016-03-24,26.864572525024414
2016-03-28,27.30914306640625
2016-03-29,26.9661865234375
2016-03-30,28.407852172851562
2016-03-31,27.9061222076416
2016-04-01,28.29988670349121
2016-04-04,27.741016387939453
2016-04-05,27.23928451538086
2016-04-06,27.296438217163086
2016-04-07,26.623241424560547
2016-04-08,26.60418701171875
2016-04-11,26.947126388549805
2016-04-12,27.410755157470703
2016-04-13,28.17287826538086
2016-04-14,28.48407745361328
2016-04-15,28.357057571411133
2016-04-18,28.62379264831543
2016-04-19,28.973100662231445
2016-04-20,29.47481918334961
2016-04-21,29.290637969970703
2016-04-22,29.786012649536133
2016-04-25,29.36685562133789
2016-04-26,29.671703338623047
2016-04-27,29.690746307373047
2016-04-28,29.042945861816406
2016-04-29,28.642841339111328
2016-05-02,29.11280632019043
2016-05-03,28.445966720581055
2016-05-04,27.9061222076416
2016-05-05,27.438249588012695
2016-05-06,27.572851181030273
2016-05-09,27.508756637573242
2016-05-10,28.143272399902344
2016-05-11,27.829221725463867
2016-05-12,27.886903762817383
2016-05-13,27.553619384765625
2016-05-16,27.8164005279541
2016-05-17,27.745899200439453
2016-05-18,28.822660446166992
2016-05-19,28.39965057373047
2016-05-20,28.591928482055664
2016-05-23,28.482961654663086
2016-05-24,29.01494789123535
2016-05-25,29.341812133789062
2016-05-26,28.893165588378906
2016-05-27,29.33539390563965
2016-05-31,29.194406509399414
2016-06-01,29.341812133789062
2016-06-02,29.296939849853516
2016-06-03,28.39324378967285
2016-06-06,28.707298278808594
2016-06-07,28.553466796875
2016-06-08,28.598339080810547
2016-06-09,28.059951782226562
2016-06-10,27.61771011352539
2016-06-13,27.495939254760742
2016-06-14,27.085737228393555
2016-06-15,26.874229431152344
2016-06-16,27.060108184814453
2016-06-17,27.028053283691406
2016-06-20,27.25238037109375
2016-06-21,27.386974334716797
2016-06-22,27.271608352661133
2016-06-23,28.30992317199707
2016-06-24,25.2783145904541
2016-06-27,23.4132022857666
2016-06-28,24.16309356689453
2016-06-29,25.12449073791504
2016-06-30,25.528284072875977
2016-07-01,25.310359954833984
2016-07-05,24.25922966003418
2016-07-06,24.57969856262207
2016-07-07,24.528425216674805
2016-07-08,25.12449073791504
2016-07-11,25.496225357055664
2016-07-12,26.124338150024414
2016-07-13,25.944881439208984
2016-07-14,27.162643432617188
2016-07-15,27.3100643157959
2016-07-18,27.61771011352539
2016-07-19,27.540796279907227
2016-07-20,27.656169891357422
2016-07-21,27.701025009155273
2016-07-22,27.726669311523438
2016-07-25,27.630531311035156
2016-07-26,27.745899200439453
2016-07-27,27.675395965576172
2016-07-28,27.611297607421875
2016-07-29,27.393394470214844
2016-08-01,27.271608352661133
2016-08-02,27.053691864013672
2016-08-03,28.00868034362793
2016-08-04,25.57651710510254
2016-08-05,26.611478805541992
2016-08-08,26.818470001220703
2016-08-09,26.70203399658203
2016-08-10,25.971099853515625
2016-08-11,25.971099853515625
2016-08-12,25.718820571899414
2016-08-15,26.022844314575195
2016-08-16,26.13280487060547
2016-08-17,26.126344680786133
2016-08-18,26.178091049194336
2016-08-19,26.165157318115234
2016-08-22,26.068119049072266
2016-08-23,26.255720138549805
2016-08-24,26.456228256225586
2016-08-25,26.721437454223633
2016-08-26,27.03192710876465
2016-08-29,27.432979583740234
2016-08-30,28.01515007019043
2016-08-31,28.073362350463867
2016-09-01,27.853431701660156
2016-09-02,27.982805252075195
2016-09-06,27.87931251525879
2016-09-07,27.872838973999023
2016-09-08,28.118642807006836
2016-09-09,28.403255462646484
2016-09-12,28.649063110351562
2016-09-13,28.442066192626953
2016-09-14,28.31916618347168
2016-09-15,28.784896850585938
2016-09-16,28.351505279541016
2016-09-19,28.429134368896484
2016-09-20,28.467952728271484
2016-09-21,28.914270401000977
2016-09-22,28.84958267211914
2016-09-23,28.797847747802734
2016-09-26,28.073362350463867
2016-09-27,28.29975700378418
2016-09-28,28.545564651489258
2016-09-29,28.241540908813477
2016-09-30,28.73961639404297
2016-10-03,28.700803756713867
2016-10-04,29.024240493774414
2016-10-05,29.748695373535156
2016-10-06,30.499065399169922
2016-10-07,30.54433822631836
2016-10-10,30.77720832824707
2016-10-11,30.60256004333496
2016-10-12,30.73838996887207
2016-10-13,30.19502830505371
2016-10-14,30.33087730407715
2016-10-17,30.188568115234375
2016-10-18,30.27267074584961
2016-10-19,30.30501365661621
2016-10-20,30.20151138305664
2016-10-21,30.00098419189453
2016-10-24,30.169151306152344
2016-10-25,29.94277000427246
2016-10-26,30.33733558654785
2016-10-27,30.848365783691406
2016-10-28,30.38909339904785
2016-10-31,30.376155853271484
2016-11-01,30.266193389892578
2016-11-02,29.9751033782959
2016-11-03,30.70589828491211
2016-11-04,30.549291610717773
2016-11-07,31.299644470214844
2016-11-08,31.240928649902344
2016-11-09,33.459373474121094
2016-11-10,35.06447219848633
2016-11-11,35.031856536865234
2016-11-14,35.56036376953125
2016-11-15,35.54079055786133
2016-11-16,35.090576171875
2016-11-17,35.53426742553711
2016-11-18,35.76263427734375
2016-11-21,35.74305725097656
2016-11-22,35.76263427734375
2016-11-23,36.11498260498047
2016-11-25,36.18022918701172
2016-11-28,35.482078552246094
2016-11-29,35.35810089111328
2016-11-30,35.89313507080078
2016-12-01,36.71525955200195
2016-12-02,36.31725311279297
2016-12-05,36.32377624511719
2016-12-06,36.32377624511719
2016-12-07,37.03498458862305
2016-12-08,37.31554412841797
2016-12-09,37.446048736572266
2016-12-12,36.93711471557617
2016-12-13,36.98930740356445
2016-12-14,36.79356384277344
2016-12-15,37.37427520751953
2016-12-16,35.47554016113281
2016-12-19,35.18193054199219
2016-12-20,35.41682434082031
2016-12-21,35.61256790161133
2016-12-22,35.514705657958984
2016-12-23,35.514705657958984
2016-12-27,35.69087219238281
2016-12-28,35.21455001831055
2016-12-29,35.10363006591797
2016-12-30,35.16236114501953
2017-01-03,35.41682434082031
2017-01-04,35.61256790161133
2017-01-05,35.12320327758789
2017-01-06,35.351558685302734
2017-01-09,35.03837203979492
2017-01-10,35.188446044921875
2017-01-11,35.514705657958984
2017-01-12,35.17539596557617
2017-01-13,35.43639373779297
2017-01-17,34.94050598144531
2017-01-18,35.27327346801758
2017-01-19,35.24717330932617
2017-01-20,35.44945526123047
2017-01-23,35.299373626708984
2017-01-24,35.82789993286133
2017-01-25,36.636962890625
2017-01-26,36.55866622924805
2017-01-27,36.28461837768555
2017-01-30,35.82136154174805
2017-01-31,35.50164031982422
2017-02-01,35.442935943603516
2017-02-02,33.825904846191406
2017-02-03,34.0296745300293
2017-02-06,34.10197448730469
2017-02-07,33.97051239013672
