Date,SPLS
2016-01-04,8.7937438278264
2016-01-05,8.9600120934785
2016-01-06,8.8306923313046
2016-01-07,9.0800947297829
2016-01-08,8.7845067019568
2016-01-11,8.7290839467394
2016-01-12,8.7198468208698
2016-01-13,8.5905270586959
2016-01-14,8.4427330447829
2016-01-15,8.3411246602177
2016-01-19,8.1379078910872
2016-01-20,8.1471450169568
2016-01-21,8.2810833420655
2016-01-22,8.2302791497829
2016-01-25,8.0178252547829
2016-01-26,8.1379078910872
2016-01-27,8.2210420239133
2016-01-28,8.0640108841307
2016-01-29,8.2395162756524
2016-02-01,8.1471450169568
2016-02-02,7.8977426184785
2016-02-03,8.0178252547829
2016-02-04,8.0732480100003
2016-02-05,8.2395162756524
2016-02-08,7.9023611814133
2016-02-09,7.759185730435
2016-02-10,7.7684228563046
2016-02-11,7.5652060871742
2016-02-12,7.6852887234785
2016-02-16,8.1748563945655
2016-02-17,8.461207296522
2016-02-18,8.8029809536959
2016-02-19,8.7567953243481
2016-02-22,8.7660324502177
2016-02-23,8.5720528069568
2016-02-24,8.4889186741307
2016-02-25,8.6921354432611
2016-02-26,8.7660324502177
2016-02-29,8.7290839467394
2016-03-01,8.9230635900003
2016-03-02,8.9600120934785
2016-03-03,9.1170432332612
2016-03-04,8.8676408347829
2016-03-07,8.886115086522
2016-03-08,8.7752695760872
2016-03-09,8.8584037089133
2016-03-10,8.7937438278264
2016-03-11,9.0061977228264
2016-03-14,8.9138264641307
2016-03-15,8.8676408347829
2016-03-16,8.950774967609
2016-03-17,9.1355174850003
2016-03-18,9.2371258695655
2016-03-21,8.950774967609
2016-03-22,9.6250851560873
2016-03-23,9.3914665843376
2016-03-24,10.050270956672
2016-03-28,10.185769728287
2016-03-29,10.372664585686
2016-03-30,10.288561899856
2016-03-31,10.307251385596
2016-04-01,10.447422528646
2016-04-04,10.316596128466
2016-04-05,10.167080242547
2016-04-06,10.316596128466
2016-04-07,10.213803956896
2016-04-08,10.297906642726
2016-04-11,10.307251385596
2016-04-12,10.475456757256
2016-04-13,10.512835728736
2016-04-14,10.391354071426
2016-04-15,10.419388300036
2016-04-18,10.391354071426
2016-04-19,10.307251385596
2016-04-20,10.176424985417
2016-04-21,9.8680484707069
2016-04-22,9.811980013487
2016-04-25,9.7652562991371
2016-04-26,9.9428064136668
2016-04-27,9.9708406422768
2016-04-28,9.6998430990472
2016-04-29,9.5316377273874
2016-05-02,9.6998430990472
2016-05-03,9.6344298989572
2016-05-04,9.6811536133072
2016-05-05,9.4942587559074
2016-05-06,9.5877061846073
2016-05-09,9.6250851560873
2016-05-10,9.6811536133072
2016-05-11,7.9056524680095
2016-05-12,7.6813786391298
2016-05-13,7.7467918392197
2016-05-16,7.7935155535697
2016-05-17,7.7374470963498
2016-05-18,7.7000681248698
2016-05-19,7.4944837817301
2016-05-20,7.56924172469
2016-05-23,7.7374470963498
2016-05-24,7.9243419537495
2016-05-25,7.9990998967094
2016-05-26,8.0271341253194
2016-05-27,8.1392710397592
2016-05-31,8.2233737255891
2016-06-01,8.1859947541092
2016-06-02,8.2514079541991
2016-06-03,8.2700974399391
2016-06-06,8.3822343543789
2016-06-07,8.288786925679
2016-06-08,8.316821154289
2016-06-09,8.1766500112392
2016-06-10,8.1392710397592
2016-06-13,8.0645130967993
2016-06-14,7.9897551538394
2016-06-15,8.1392710397592
2016-06-16,8.1299262968892
2016-06-17,8.1953394969792
2016-06-20,8.3728896115089
2016-06-21,8.279442182809
2016-06-22,8.2327184684591
2016-06-23,8.479036857619
2016-06-24,8.251666036856
2016-06-27,7.6453438481548
2016-06-28,8.0053476476961
2016-06-29,8.1190330580776
2016-06-30,8.1664019790699
2016-07-01,8.374825231436
2016-07-05,8.1000854896807
2016-07-06,8.2421922526576
2016-07-07,8.1190330580776
2016-07-08,8.3842990156344
2016-07-11,8.4506155050236
2016-07-12,8.6685125415881
2016-07-13,8.583248483802
2016-07-14,8.6400911889928
2016-07-15,8.5264057786113
2016-07-18,8.5927222680005
2016-07-19,8.5643009154051
2016-07-20,8.5927222680005
2016-07-21,8.5264057786113
2016-07-22,8.5927222680005
2016-07-25,8.6306174047943
2016-07-26,8.7158814625804
2016-07-27,8.7632503835727
2016-07-28,8.7443028151758
2016-07-29,8.8011455203665
2016-08-01,8.8674620097557
2016-08-02,8.2990349578483
2016-08-03,8.5169319944128
2016-08-04,8.5737746996036
2016-08-05,8.6969338941835
2016-08-08,8.706407678382
2016-08-09,8.6211436205958
2016-08-10,8.6211436205958
2016-08-11,8.8011455203665
2016-08-12,8.706407678382
2016-08-15,8.7821979519696
2016-08-16,8.8390406571603
2016-08-17,8.2137709000622
2016-08-18,8.0337690002915
2016-08-19,7.9769262951008
2016-08-22,8.0148214318946
2016-08-23,8.2232446842606
2016-08-24,8.0527165686884
2016-08-25,8.1095592738792
2016-08-26,8.04324278449
2016-08-29,8.2232446842606
2016-08-30,8.1664019790699
2016-08-31,8.1095592738792
2016-09-01,8.0621903528869
2016-09-02,8.1095592738792
2016-09-06,8.1190330580776
2016-09-07,8.3274563104437
2016-09-08,8.2706136052529
2016-09-09,8.0716641370853
2016-09-12,8.251666036856
2016-09-13,8.04324278449
2016-09-14,8.0337690002915
2016-09-15,8.1379806264745
2016-09-16,8.1853495474668
2016-09-19,8.1000854896807
2016-09-20,8.0148214318946
2016-09-21,8.1285068422761
2016-09-22,8.2149803193216
2016-09-23,8.2053721552054
2016-09-26,7.9843843805336
2016-09-27,8.0324252011144
2016-09-28,8.0420333652306
2016-09-29,8.0132088728821
2016-09-30,8.2149803193216
2016-10-03,8.1188986781599
2016-10-04,7.8883027393719
2016-10-05,7.9171272317204
2016-10-06,7.7249639493971
2016-10-07,7.715355785281
2016-10-10,7.7345721135133
2016-10-11,7.4559353541445
2016-10-12,7.4943680106091
2016-10-13,7.3502455488667
2016-10-14,7.2637720718212
2016-10-17,7.1196496100787
2016-10-18,7.2061230871242
2016-10-19,7.2925965641697
2016-10-20,7.254163907705
2016-10-21,7.2445557435888
2016-10-24,7.2445557435888
2016-10-25,7.2349475794727
2016-10-26,7.196514923008
2016-10-27,6.9947434765685
2016-10-28,7.0620006253817
2016-10-31,7.1100414459625
2016-11-01,7.0139598048009
2016-11-02,7.0716087894979
2016-11-03,7.0427842971494
2016-11-04,7.0716087894979
2016-11-07,7.3982863694475
2016-11-08,7.3598537129828
2016-11-09,7.7633966058618
2016-11-10,8.2438048116701
2016-11-11,8.3302782887156
2016-11-14,8.5416578992712
2016-11-15,8.5032252428065
2016-11-16,8.6281313763167
2016-11-17,8.9644171203825
2016-11-18,9.223837551519
2016-11-21,9.4160008338423
2016-11-22,9.4448253261908
2016-11-23,9.5505151314686
2016-11-25,9.4640416544231
2016-11-28,9.3199191926806
2016-11-29,9.4256089979584
2016-11-30,9.2910947003321
2016-12-01,9.2910947003321
2016-12-02,9.2622702079836
2016-12-05,9.3679600132614
2016-12-06,9.5024743108878
2016-12-07,9.5601232955847
2016-12-08,9.6081641161656
2016-12-09,9.6177722802817
2016-12-12,9.4928661467716
2016-12-13,9.5024743108878
2016-12-14,9.5409069673524
2016-12-15,9.4832579826554
2016-12-16,9.5793396238171
2016-12-19,9.5024743108878
2016-12-20,9.5705575454591
