Date,BR
2019-01-16,99.37000274658203
2019-01-17,100.11000061035156
2019-01-18,101.30999755859375
2019-01-22,99.63999938964844
2019-01-23,99.80999755859375
2019-01-24,100.80000305175781
2019-01-25,101.83999633789062
2019-01-28,100.55000305175781
2019-01-29,99.9000015258789
2019-01-30,100.80000305175781
2019-01-31,100.83000183105469
2019-02-01,102.9800033569336
2019-02-04,103.41999816894531
2019-02-05,104.3499984741211
2019-02-06,103.54000091552734
2019-02-07,96.88999938964844
2019-02-08,97.52999877929688
2019-02-11,98.30999755859375
2019-02-12,99.37999725341797
2019-02-13,99.73999786376953
2019-02-14,99.45999908447266
2019-02-15,100.3499984741211
2019-02-19,99.83000183105469
2019-02-20,100.16000366210938
2019-02-21,99.5999984741211
2019-02-22,100.83999633789062
2019-02-25,99.55999755859375
2019-02-26,100.86000061035156
2019-02-27,102.05999755859375
2019-02-28,101.25
2019-03-01,101.48999786376953
2019-03-04,99.6500015258789
2019-03-05,99.5
2019-03-06,98.8499984741211
2019-03-07,98.62000274658203
2019-03-08,98.94000244140625
2019-03-11,99.48999786376953
2019-03-12,100.44000244140625
2019-03-13,103.4800033569336
2019-03-14,103.61000061035156
2019-03-15,103.55000305175781
2019-03-18,103.33000183105469
2019-03-19,102.97000122070312
2019-03-20,101.76000213623047
2019-03-21,102.77999877929688
2019-03-22,100.37000274658203
2019-03-25,100.3499984741211
2019-03-26,100.76000213623047
2019-03-27,101.06999969482422
2019-03-28,102.69999694824219
2019-03-29,103.69000244140625
2019-04-01,104.98999786376953
2019-04-02,105.18000030517578
2019-04-03,107.5999984741211
2019-04-04,107.33999633789062
2019-04-05,109.16999816894531
2019-04-08,109.22000122070312
2019-04-09,109.2300033569336
2019-04-10,109.5
2019-04-11,110.30000305175781
2019-04-12,111.48999786376953
2019-04-15,112.44999694824219
2019-04-16,113.25
2019-04-17,114.0
2019-04-18,112.79000091552734
2019-04-22,113.38999938964844
2019-04-23,115.06999969482422
2019-04-24,116.94999694824219
2019-04-25,117.05999755859375
2019-04-26,117.93000030517578
2019-04-29,117.7699966430664
2019-04-30,118.12999725341797
2019-05-01,117.05999755859375
2019-05-02,117.0
2019-05-03,117.7699966430664
2019-05-06,118.02999877929688
2019-05-07,115.2300033569336
2019-05-08,115.77999877929688
2019-05-09,117.06999969482422
2019-05-10,119.19999694824219
2019-05-13,117.30000305175781
2019-05-14,118.70999908447266
2019-05-15,120.6500015258789
2019-05-16,122.43000030517578
2019-05-17,121.63999938964844
2019-05-20,122.16000366210938
2019-05-21,123.88999938964844
2019-05-22,123.16999816894531
2019-05-23,122.94000244140625
2019-05-24,123.9000015258789
2019-05-28,123.81999969482422
2019-05-29,123.79000091552734
2019-05-30,124.62000274658203
2019-05-31,124.87000274658203
2019-06-03,123.12000274658203
2019-06-04,126.30000305175781
2019-06-05,127.80999755859375
2019-06-06,128.32000732421875
2019-06-07,131.02000427246094
2019-06-10,132.13999938964844
2019-06-11,131.0500030517578
2019-06-12,131.4600067138672
2019-06-13,131.14999389648438
2019-06-14,130.14999389648438
2019-06-17,129.6999969482422
2019-06-18,130.0399932861328
2019-06-19,130.55999755859375
2019-06-20,130.5500030517578
2019-06-21,128.72000122070312
2019-06-24,128.44000244140625
2019-06-25,128.05999755859375
2019-06-26,127.33000183105469
2019-06-27,128.6999969482422
2019-06-28,127.68000030517578
2019-07-01,129.3699951171875
2019-07-02,131.08999633789062
2019-07-03,131.85000610351562
2019-07-05,132.4499969482422
2019-07-08,131.22000122070312
2019-07-09,131.05999755859375
2019-07-10,131.16000366210938
2019-07-11,132.19000244140625
2019-07-12,132.3699951171875
2019-07-15,132.58999633789062
2019-07-16,132.25
2019-07-17,133.1999969482422
2019-07-18,134.8699951171875
2019-07-19,133.1199951171875
2019-07-22,132.63999938964844
2019-07-23,134.1699981689453
2019-07-24,134.16000366210938
2019-07-25,134.6199951171875
2019-07-26,134.39999389648438
2019-07-29,133.72999572753906
2019-07-30,131.24000549316406
2019-07-31,127.12000274658203
2019-08-01,128.47000122070312
2019-08-02,127.7300033569336
2019-08-05,121.08000183105469
2019-08-06,123.02999877929688
2019-08-07,123.5999984741211
2019-08-08,126.2300033569336
2019-08-09,125.75
2019-08-12,124.4800033569336
2019-08-13,126.75
2019-08-14,125.58000183105469
2019-08-15,126.66999816894531
2019-08-16,128.22000122070312
2019-08-19,128.25
2019-08-20,128.17999267578125
2019-08-21,131.27000427246094
2019-08-22,130.19000244140625
2019-08-23,127.45999908447266
2019-08-26,128.3300018310547
2019-08-27,129.4499969482422
2019-08-28,128.5800018310547
2019-08-29,130.3300018310547
2019-08-30,129.44000244140625
2019-09-03,128.35000610351562
2019-09-04,129.77999877929688
2019-09-05,131.50999450683594
2019-09-06,130.2899932861328
2019-09-09,129.1699981689453
2019-09-10,125.0
2019-09-11,124.6500015258789
2019-09-12,124.30000305175781
2019-09-13,124.0199966430664
2019-09-16,124.86000061035156
2019-09-17,127.18000030517578
2019-09-18,126.33999633789062
2019-09-19,126.87000274658203
2019-09-20,126.70999908447266
2019-09-23,125.43000030517578
2019-09-24,125.45999908447266
2019-09-25,126.62000274658203
2019-09-26,126.6500015258789
2019-09-27,123.87999725341797
2019-09-30,124.43000030517578
2019-10-01,124.9000015258789
2019-10-02,121.62999725341797
2019-10-03,121.66999816894531
2019-10-04,123.0
2019-10-07,121.79000091552734
2019-10-08,119.56999969482422
2019-10-09,120.83999633789062
2019-10-10,122.54000091552734
2019-10-11,124.33999633789062
2019-10-14,123.5999984741211
2019-10-15,125.23999786376953
2019-10-16,125.2300033569336
2019-10-17,125.37999725341797
2019-10-18,122.9800033569336
2019-10-21,123.6500015258789
2019-10-22,121.66999816894531
2019-10-23,123.0999984741211
2019-10-24,124.77999877929688
2019-10-25,123.55000305175781
2019-10-28,124.75
2019-10-29,124.5999984741211
2019-10-30,124.86000061035156
2019-10-31,125.22000122070312
2019-11-01,125.80999755859375
2019-11-04,123.47000122070312
2019-11-05,123.4000015258789
2019-11-06,116.83999633789062
2019-11-07,120.4800033569336
2019-11-08,119.58000183105469
2019-11-11,118.62000274658203
2019-11-12,118.2300033569336
2019-11-13,118.87000274658203
2019-11-14,119.37000274658203
2019-11-15,119.80000305175781
2019-11-18,120.58999633789062
2019-11-19,122.05000305175781
2019-11-20,122.44000244140625
2019-11-21,121.3499984741211
2019-11-22,121.19999694824219
2019-11-25,121.47000122070312
2019-11-26,123.38999938964844
2019-11-27,123.0999984741211
2019-11-29,123.70999908447266
2019-12-02,122.20999908447266
2019-12-03,121.45999908447266
2019-12-04,121.76000213623047
2019-12-05,121.86000061035156
2019-12-06,123.01000213623047
2019-12-09,121.19000244140625
2019-12-10,121.4000015258789
2019-12-11,119.41999816894531
2019-12-12,119.55000305175781
2019-12-13,119.72000122070312
2019-12-16,120.87999725341797
2019-12-17,122.47000122070312
2019-12-18,123.70999908447266
2019-12-19,122.54000091552734
2019-12-20,123.61000061035156
2019-12-23,122.86000061035156
2019-12-24,123.05999755859375
2019-12-26,122.62000274658203
2019-12-27,123.20999908447266
2019-12-30,122.79000091552734
2019-12-31,123.54000091552734
2020-01-02,123.77999877929688
2020-01-03,123.87999725341797
2020-01-06,125.0
2020-01-07,124.55999755859375
2020-01-08,125.36000061035156
2020-01-09,128.10000610351562
2020-01-10,127.58999633789062
2020-01-13,128.49000549316406
2020-01-14,128.10000610351562
2020-01-15,128.27999877929688
2020-01-16,129.35000610351562
2020-01-17,131.0
2020-01-21,132.57000732421875
2020-01-22,132.52999877929688
2020-01-23,131.25999450683594
2020-01-24,131.02999877929688
2020-01-27,129.41000366210938
2020-01-28,129.77000427246094
2020-01-29,129.5399932861328
2020-01-30,129.4600067138672
2020-01-31,119.1500015258789
2020-02-03,116.43000030517578
2020-02-04,117.33999633789062
2020-02-05,120.69999694824219
2020-02-06,119.7300033569336
2020-02-07,117.8499984741211
2020-02-10,118.23999786376953
2020-02-11,119.80999755859375
2020-02-12,123.43000030517578
2020-02-13,122.37000274658203
2020-02-14,122.27999877929688
2020-02-18,122.51000213623047
2020-02-19,122.87999725341797
2020-02-20,121.37999725341797
2020-02-21,119.61000061035156
2020-02-24,116.44000244140625
2020-02-25,112.44999694824219
2020-02-26,112.54000091552734
2020-02-27,107.69000244140625
2020-02-28,104.36000061035156
2020-03-02,106.25
2020-03-03,102.5199966430664
2020-03-04,106.1500015258789
2020-03-05,101.38999938964844
2020-03-06,100.36000061035156
2020-03-09,91.5199966430664
2020-03-10,99.48999786376953
2020-03-11,97.66999816894531
2020-03-12,95.70999908447266
2020-03-13,103.68000030517578
2020-03-16,99.62999725341797
2020-03-17,104.81999969482422
2020-03-18,100.9000015258789
2020-03-19,93.44000244140625
2020-03-20,90.7699966430664
2020-03-23,84.26000213623047
2020-03-24,94.83000183105469
2020-03-25,93.94000244140625
2020-03-26,96.93000030517578
2020-03-27,91.56999969482422
2020-03-30,96.94000244140625
2020-03-31,94.83000183105469
2020-04-01,91.31999969482422
2020-04-02,92.0999984741211
2020-04-03,92.38999938964844
2020-04-06,98.61000061035156
2020-04-07,100.76000213623047
2020-04-08,102.0999984741211
2020-04-09,105.91000366210938
2020-04-13,102.58999633789062
2020-04-14,106.94999694824219
2020-04-15,106.56999969482422
2020-04-16,107.05000305175781
2020-04-17,109.94000244140625
2020-04-20,109.79000091552734
2020-04-21,107.36000061035156
2020-04-22,109.41000366210938
2020-04-23,110.25
2020-04-24,111.44000244140625
2020-04-27,114.33999633789062
2020-04-28,112.47000122070312
2020-04-29,115.5199966430664
2020-04-30,116.0
2020-05-01,113.05999755859375
2020-05-04,113.8499984741211
2020-05-05,115.3499984741211
2020-05-06,116.0
2020-05-07,116.69000244140625
2020-05-08,116.80999755859375
2020-05-11,119.26000213623047
2020-05-12,117.8499984741211
2020-05-13,114.11000061035156
2020-05-14,114.87000274658203
2020-05-15,115.55000305175781
2020-05-18,119.44000244140625
2020-05-19,119.56999969482422
2020-05-20,120.95999908447266
2020-05-21,117.79000091552734
2020-05-22,116.80999755859375
2020-05-26,117.12000274658203
2020-05-27,116.69999694824219
2020-05-28,119.26000213623047
2020-05-29,121.0999984741211
2020-06-01,122.2300033569336
2020-06-02,123.27999877929688
2020-06-03,124.30000305175781
2020-06-04,124.0
2020-06-05,126.66999816894531
2020-06-08,127.48999786376953
2020-06-09,123.51000213623047
2020-06-10,121.77999877929688
2020-06-11,118.93000030517578
2020-06-12,121.62999725341797
2020-06-15,122.4000015258789
2020-06-16,125.11000061035156
2020-06-17,126.11000061035156
2020-06-18,125.94000244140625
2020-06-19,123.33000183105469
2020-06-22,124.70999908447266
2020-06-23,124.6500015258789
2020-06-24,122.69999694824219
2020-06-25,124.79000091552734
2020-06-26,124.63999938964844
2020-06-29,125.7699966430664
2020-06-30,126.19000244140625
2020-07-01,127.2699966430664
2020-07-02,128.22000122070312
2020-07-06,128.69000244140625
2020-07-07,127.11000061035156
2020-07-08,128.58999633789062
2020-07-09,127.56999969482422
2020-07-10,126.05999755859375
2020-07-13,125.12000274658203
2020-07-14,126.77999877929688
2020-07-15,128.75
2020-07-16,127.45999908447266
2020-07-17,129.10000610351562
2020-07-20,129.32000732421875
2020-07-21,129.9499969482422
2020-07-22,131.2899932861328
2020-07-23,129.7100067138672
2020-07-24,131.27999877929688
2020-07-27,133.80999755859375
2020-07-28,132.5500030517578
2020-07-29,134.00999450683594
2020-07-30,133.88999938964844
2020-07-31,134.33999633789062
2020-08-03,137.0399932861328
2020-08-04,137.27999877929688
2020-08-05,135.00999450683594
2020-08-06,135.36000061035156
2020-08-07,135.25
2020-08-10,136.60000610351562
2020-08-11,142.11000061035156
2020-08-12,139.1199951171875
2020-08-13,138.83999633789062
2020-08-14,138.8800048828125
2020-08-17,138.13999938964844
2020-08-18,139.24000549316406
2020-08-19,137.3000030517578
2020-08-20,137.3000030517578
2020-08-21,136.8699951171875
2020-08-24,138.3699951171875
2020-08-25,138.27000427246094
2020-08-26,139.02000427246094
2020-08-27,138.80999755859375
2020-08-28,138.47000122070312
2020-08-31,137.39999389648438
2020-09-01,139.35000610351562
2020-09-02,143.1300048828125
2020-09-03,138.30999755859375
2020-09-04,135.41000366210938
2020-09-08,132.33999633789062
2020-09-09,136.3800048828125
2020-09-10,133.8800048828125
2020-09-11,134.42999267578125
2020-09-14,136.02999877929688
2020-09-15,135.6300048828125
2020-09-16,135.05999755859375
2020-09-17,133.47999572753906
2020-09-18,131.50999450683594
2020-09-21,130.91000366210938
2020-09-22,132.0399932861328
2020-09-23,128.8800048828125
2020-09-24,127.8499984741211
2020-09-25,130.39999389648438
2020-09-28,132.0
2020-09-29,131.72000122070312
2020-09-30,132.0
2020-10-01,133.94000244140625
2020-10-02,133.41000366210938
2020-10-05,136.30999755859375
2020-10-06,135.75
2020-10-07,137.50999450683594
2020-10-08,139.0500030517578
2020-10-09,140.83999633789062
2020-10-12,142.64999389648438
2020-10-13,142.0800018310547
2020-10-14,141.6999969482422
2020-10-15,143.27000427246094
2020-10-16,143.33999633789062
2020-10-19,141.7899932861328
2020-10-20,143.49000549316406
2020-10-21,144.50999450683594
2020-10-22,144.77999877929688
2020-10-23,145.72999572753906
2020-10-26,142.17999267578125
2020-10-27,139.99000549316406
2020-10-28,135.47999572753906
2020-10-29,138.1199951171875
2020-10-30,137.60000610351562
2020-11-02,140.77000427246094
2020-11-03,143.66000366210938
2020-11-04,144.83999633789062
2020-11-05,144.67999267578125
2020-11-06,146.58999633789062
2020-11-09,146.8800048828125
2020-11-10,146.25
2020-11-11,148.8300018310547
2020-11-12,145.5500030517578
2020-11-13,146.69000244140625
2020-11-16,148.50999450683594
2020-11-17,147.27999877929688
2020-11-18,145.77000427246094
2020-11-19,146.60000610351562
2020-11-20,144.9199981689453
2020-11-23,147.5800018310547
2020-11-24,146.94000244140625
2020-11-25,146.27000427246094
2020-11-27,147.39999389648438
2020-11-30,146.8800048828125
2020-12-01,148.4499969482422
2020-12-02,147.22999572753906
2020-12-03,148.00999450683594
2020-12-04,149.22000122070312
2020-12-07,146.14999389648438
2020-12-08,147.22999572753906
2020-12-09,148.30999755859375
2020-12-10,146.22000122070312
2020-12-11,147.6300048828125
2020-12-14,146.10000610351562
2020-12-15,147.41000366210938
2020-12-16,146.80999755859375
2020-12-17,150.8300018310547
2020-12-18,153.8800048828125
2020-12-21,149.36000061035156
2020-12-22,148.47999572753906
2020-12-23,147.41000366210938
2020-12-24,150.00999450683594
2020-12-28,152.05999755859375
2020-12-29,151.3699951171875
2020-12-30,152.11000061035156
2020-12-31,153.1999969482422
2021-01-04,151.50999450683594
2021-01-05,151.72000122070312
2021-01-06,155.77999877929688
2021-01-07,155.6199951171875
2021-01-08,156.2100067138672
2021-01-11,155.00999450683594
2021-01-12,154.75999450683594
2021-01-13,154.22000122070312
2021-01-14,153.57000732421875
2021-01-15,151.57000732421875
2021-01-19,151.55999755859375
2021-01-20,152.49000549316406
2021-01-21,151.10000610351562
2021-01-22,148.94000244140625
2021-01-25,150.6699981689453
2021-01-26,151.7899932861328
2021-01-27,143.6300048828125
2021-01-28,144.8300018310547
2021-01-29,141.30999755859375
2021-02-01,146.07000732421875
2021-02-02,146.5
2021-02-03,144.5500030517578
2021-02-04,143.1699981689453
2021-02-05,144.1300048828125
2021-02-08,143.08999633789062
2021-02-09,141.6699981689453
2021-02-10,144.3800048828125
2021-02-11,145.35000610351562
2021-02-12,148.07000732421875
2021-02-16,146.24000549316406
2021-02-17,147.42999267578125
2021-02-18,149.27999877929688
2021-02-19,149.5399932861328
2021-02-22,147.5
2021-02-23,143.66000366210938
2021-02-24,145.0800018310547
2021-02-25,143.25999450683594
2021-02-26,142.49000549316406
2021-03-01,146.47999572753906
2021-03-02,143.83999633789062
2021-03-03,141.88999938964844
2021-03-04,139.1699981689453
2021-03-05,142.47999572753906
2021-03-08,141.82000732421875
2021-03-09,141.97999572753906
2021-03-10,142.3800048828125
2021-03-11,144.49000549316406
2021-03-12,144.05999755859375
2021-03-15,146.38999938964844
2021-03-16,147.6300048828125
2021-03-17,146.75
2021-03-18,145.4600067138672
2021-03-19,146.17999267578125
2021-03-22,147.58999633789062
2021-03-23,147.27000427246094
2021-03-24,148.8699951171875
2021-03-25,148.24000549316406
2021-03-26,153.44000244140625
2021-03-29,157.30999755859375
2021-03-30,152.97999572753906
2021-03-31,153.10000610351562
2021-04-01,154.9199981689453
2021-04-05,158.60000610351562
2021-04-06,156.1300048828125
2021-04-07,154.67999267578125
2021-04-08,154.3699951171875
2021-04-09,156.0
2021-04-12,155.92999267578125
2021-04-13,155.77000427246094
2021-04-14,155.8800048828125
2021-04-15,155.57000732421875
2021-04-16,157.0
2021-04-19,155.94000244140625
2021-04-20,158.85000610351562
2021-04-21,160.75
2021-04-22,161.27999877929688
2021-04-23,162.6300048828125
2021-04-26,161.02000427246094
2021-04-27,161.22999572753906
2021-04-28,161.00999450683594
2021-04-29,161.4600067138672
2021-04-30,158.6300048828125
2021-05-03,159.97999572753906
2021-05-04,162.86000061035156
2021-05-05,165.0399932861328
2021-05-06,164.89999389648438
2021-05-07,164.1999969482422
2021-05-10,165.6300048828125
2021-05-11,163.7899932861328
2021-05-12,159.02000427246094
2021-05-13,160.97000122070312
2021-05-14,163.17999267578125
2021-05-17,162.24000549316406
2021-05-18,160.5399932861328
2021-05-19,159.4199981689453
2021-05-20,160.22000122070312
2021-05-21,159.27000427246094
2021-05-24,159.4499969482422
2021-05-25,159.1699981689453
2021-05-26,158.75999450683594
2021-05-27,159.63999938964844
2021-05-28,159.47999572753906
2021-06-01,158.16000366210938
2021-06-02,158.50999450683594
2021-06-03,158.60000610351562
2021-06-04,160.8699951171875
2021-06-07,158.27999877929688
2021-06-08,158.22999572753906
2021-06-09,159.07000732421875
2021-06-10,161.3699951171875
2021-06-11,162.75999450683594
2021-06-14,160.9600067138672
2021-06-15,161.6300048828125
2021-06-16,160.22000122070312
2021-06-17,159.72000122070312
2021-06-18,158.3300018310547
2021-06-21,160.88999938964844
2021-06-22,161.07000732421875
2021-06-23,159.6999969482422
2021-06-24,160.32000732421875
2021-06-25,160.69000244140625
2021-06-28,160.80999755859375
2021-06-29,162.0500030517578
2021-06-30,161.52999877929688
2021-07-01,162.92999267578125
2021-07-02,164.41000366210938
2021-07-06,164.66000366210938
2021-07-07,168.17999267578125
2021-07-08,166.4499969482422
2021-07-09,168.6999969482422
2021-07-12,168.4600067138672
2021-07-13,168.25999450683594
2021-07-14,170.0500030517578
2021-07-15,170.66000366210938
2021-07-16,169.8699951171875
2021-07-19,166.6199951171875
2021-07-20,169.14999389648438
2021-07-21,169.6999969482422
2021-07-22,170.5399932861328
2021-07-23,172.49000549316406
2021-07-26,172.3699951171875
2021-07-27,171.88999938964844
2021-07-28,170.83999633789062
2021-07-29,172.47000122070312
2021-07-30,173.49000549316406
2021-08-02,173.38999938964844
2021-08-03,174.99000549316406
2021-08-04,174.0399932861328
2021-08-05,173.92999267578125
2021-08-06,173.3699951171875
2021-08-09,172.92999267578125
2021-08-10,171.52999877929688
2021-08-11,172.1199951171875
2021-08-12,172.89999389648438
2021-08-13,174.36000061035156
2021-08-16,176.99000549316406
2021-08-17,176.8000030517578
2021-08-18,173.6699981689453
2021-08-19,173.72999572753906
2021-08-20,174.5399932861328
2021-08-23,172.5
2021-08-24,171.27000427246094
2021-08-25,170.97999572753906
2021-08-26,169.80999755859375
2021-08-27,171.5800018310547
2021-08-30,172.3300018310547
2021-08-31,172.22000122070312
2021-09-01,171.42999267578125
2021-09-02,171.02000427246094
2021-09-03,170.75
2021-09-07,168.77999877929688
2021-09-08,171.80999755859375
2021-09-09,170.72999572753906
2021-09-10,169.9600067138672
2021-09-13,170.30999755859375
2021-09-14,169.6699981689453
2021-09-15,169.64999389648438
2021-09-16,168.66000366210938
2021-09-17,166.55999755859375
2021-09-20,164.44000244140625
2021-09-21,162.50999450683594
2021-09-22,164.10000610351562
2021-09-23,168.07000732421875
2021-09-24,169.00999450683594
2021-09-27,168.24000549316406
2021-09-28,166.83999633789062
2021-09-29,168.39999389648438
2021-09-30,166.63999938964844
