Date,WHR
2015-07-01,112.06465911865234
2015-07-02,111.23239135742188
2015-07-06,110.58357238769531
2015-07-07,112.21537017822266
2015-07-08,111.8942642211914
2015-07-09,111.75011444091797
2015-07-10,114.30596160888672
2015-07-13,114.92198181152344
2015-07-14,115.1316909790039
2015-07-15,113.70303344726562
2015-07-16,111.40933990478516
2015-07-17,110.57049560546875
2015-07-20,106.9135971069336
2015-07-21,108.92556762695312
2015-07-22,116.8880386352539
2015-07-23,117.58924865722656
2015-07-24,115.40696716308594
2015-07-27,112.61515808105469
2015-07-28,115.81327819824219
2015-07-29,117.14366149902344
2015-07-30,116.73079681396484
2015-07-31,116.47515869140625
2015-08-03,115.32176208496094
2015-08-04,114.6073989868164
2015-08-05,113.92585754394531
2015-08-06,111.75011444091797
2015-08-07,111.67801666259766
2015-08-10,114.59430694580078
2015-08-11,112.37269592285156
2015-08-12,113.23775482177734
2015-08-13,114.40425872802734
2015-08-14,116.14096069335938
2015-08-17,116.97322845458984
2015-08-18,119.89608764648438
2015-08-19,120.96434020996094
2015-08-20,119.99436950683594
2015-08-21,116.38998413085938
2015-08-24,109.89541625976562
2015-08-25,109.08937072753906
2015-08-26,110.75639343261719
2015-08-27,112.44326782226562
2015-08-28,111.02001190185547
2015-08-31,110.76302337646484
2015-09-01,105.5576171875
2015-09-02,109.54402160644531
2015-09-03,108.94441223144531
2015-09-04,107.97582244873047
2015-09-08,109.16182708740234
2015-09-09,108.76648712158203
2015-09-10,106.82929992675781
2015-09-11,107.42890930175781
2015-09-14,106.44717407226562
2015-09-15,110.34130859375
2015-09-16,110.74986267089844
2015-09-17,111.00021362304688
2015-09-18,108.12738037109375
2015-09-21,107.17854309082031
2015-09-22,104.0618896484375
2015-09-23,104.0618896484375
2015-09-24,103.10646057128906
2015-09-25,102.09829711914062
2015-09-28,96.98513793945312
2015-09-29,95.84526062011719
2015-09-30,97.03129577636719
2015-10-01,97.57820129394531
2015-10-02,97.91425323486328
2015-10-05,102.86267852783203
2015-10-06,101.63050842285156
2015-10-07,103.91036224365234
2015-10-08,105.5773696899414
2015-10-09,104.53627014160156
2015-10-12,104.68125915527344
2015-10-13,102.27621459960938
2015-10-14,99.83162689208984
2015-10-15,101.90068817138672
2015-10-16,103.29756927490234
2015-10-19,102.96808624267578
2015-10-20,102.50027465820312
2015-10-21,100.72118377685547
2015-10-22,105.30062866210938
2015-10-23,96.13517761230469
2015-10-26,98.94873046875
2015-10-27,101.26810455322266
2015-10-28,104.00259399414062
2015-10-29,107.20489501953125
2015-10-30,105.51806640625
2015-11-02,106.21649169921875
2015-11-03,106.01229858398438
2015-11-04,106.07816314697266
2015-11-05,104.5428695678711
2015-11-06,103.08672332763672
2015-11-09,102.46072387695312
2015-11-10,103.35027313232422
2015-11-11,104.71416473388672
2015-11-12,102.46072387695312
2015-11-13,99.541748046875
2015-11-16,101.9336166381836
2015-11-17,103.62699890136719
2015-11-18,104.74036407470703
2015-11-19,105.84706115722656
2015-11-20,107.53697967529297
2015-11-23,109.00155639648438
2015-11-24,109.14069366455078
2015-11-25,110.55231475830078
2015-11-27,110.20101928710938
2015-11-30,107.70262908935547
2015-12-01,108.19303894042969
2015-12-02,106.96702575683594
2015-12-03,104.44876861572266
2015-12-04,106.15853881835938
2015-12-07,104.61441802978516
2015-12-08,104.48190307617188
2015-12-09,98.24584197998047
2015-12-10,98.85552215576172
2015-12-11,96.82105255126953
2015-12-14,95.4492416381836
2015-12-15,96.11858367919922
2015-12-16,101.45997619628906
2015-12-17,97.43737030029297
2015-12-18,94.28288269042969
2015-12-21,97.13914489746094
2015-12-22,97.37772369384766
2015-12-23,99.49837493896484
2015-12-24,99.12065124511719
2015-12-28,98.72962951660156
2015-12-29,99.5116195678711
2015-12-30,98.45793914794922
2015-12-31,97.33129119873047
2016-01-04,98.13982391357422
2016-01-05,96.02576446533203
2016-01-06,93.57377624511719
2016-01-07,91.22118377685547
2016-01-08,89.83612823486328
2016-01-11,89.07402801513672
2016-01-12,89.00773620605469
2016-01-13,86.1249771118164
2016-01-14,88.82222747802734
2016-01-15,85.25021362304688
2016-01-19,84.30256652832031
2016-01-20,86.56900024414062
2016-01-21,88.38481903076172
2016-01-22,88.52400207519531
2016-01-25,88.28539276123047
2016-01-26,88.96797943115234
2016-01-27,87.72209930419922
2016-01-28,87.49018096923828
2016-01-29,89.06077575683594
2016-02-01,89.74334716796875
2016-02-02,87.60282135009766
2016-02-03,89.51802825927734
2016-02-04,92.64599609375
2016-02-05,91.3338623046875
2016-02-08,89.62406158447266
2016-02-09,90.81694030761719
2016-02-10,89.04092407226562
2016-02-11,85.97924041748047
2016-02-12,87.60282135009766
2016-02-16,89.76324462890625
2016-02-17,92.01643371582031
2016-02-18,93.09663391113281
2016-02-19,94.70701599121094
2016-02-22,98.21934509277344
2016-02-23,99.49837493896484
2016-02-24,100.85840606689453
2016-02-25,101.25176239013672
2016-02-26,103.03853607177734
2016-02-29,103.55192565917969
2016-03-01,105.01866912841797
2016-03-02,105.8853530883789
2016-03-03,105.37201690673828
2016-03-04,107.44541931152344
2016-03-07,106.10533142089844
2016-03-08,105.7052993774414
2016-03-09,105.72535705566406
2016-03-10,105.55866241455078
2016-03-11,109.80550384521484
2016-03-14,110.69888305664062
2016-03-15,112.56568145751953
2016-03-16,116.15254211425781
2016-03-17,117.77259826660156
2016-03-18,118.62596130371094
2016-03-21,118.31268310546875
2016-03-22,118.11929321289062
2016-03-23,116.67926025390625
2016-03-24,116.73258972167969
2016-03-28,117.99930572509766
2016-03-29,118.1993179321289
2016-03-30,118.23928833007812
2016-03-31,120.23274230957031
2016-04-01,122.21283721923828
2016-04-04,121.9927749633789
2016-04-05,120.77942657470703
2016-04-06,121.57282257080078
2016-04-07,120.29937744140625
2016-04-08,121.73282623291016
2016-04-11,122.35286712646484
2016-04-12,123.45291137695312
2016-04-13,124.8929672241211
2016-04-14,124.09293365478516
2016-04-15,124.2729263305664
2016-04-18,126.67304992675781
2016-04-19,126.7730941772461
2016-04-20,125.64639282226562
2016-04-21,124.97295379638672
2016-04-22,124.87966918945312
2016-04-25,124.0329360961914
2016-04-26,119.62603759765625
2016-04-27,118.83930206298828
2016-04-28,116.52589416503906
2016-04-29,116.09919738769531
2016-05-02,117.8792724609375
2016-05-03,117.93260955810547
2016-05-04,116.7925796508789
2016-05-05,117.53260040283203
2016-05-06,117.80596160888672
2016-05-09,116.73258972167969
2016-05-10,118.19266510009766
2016-05-11,114.9190902709961
2016-05-12,114.36578369140625
2016-05-13,112.48567962646484
2016-05-16,111.72561645507812
2016-05-17,113.17240142822266
2016-05-18,111.98534393310547
2016-05-19,112.44807434082031
2016-05-20,112.73645782470703
2016-05-23,111.91156768798828
2016-05-24,116.86095428466797
2016-05-25,116.9548568725586
2016-05-26,115.51964569091797
2016-05-27,117.10237884521484
2016-05-31,117.10910034179688
2016-06-01,117.51824188232422
2016-06-02,117.38409423828125
2016-06-03,116.56588745117188
2016-06-06,117.24993896484375
2016-06-07,119.3289794921875
2016-06-08,121.46163940429688
2016-06-09,120.50933837890625
2016-06-10,119.05397033691406
2016-06-13,117.37068176269531
2016-06-14,117.27008819580078
2016-06-15,118.23575592041016
2016-06-16,116.98169708251953
2016-06-17,117.79313659667969
2016-06-20,119.19479370117188
2016-06-21,118.82600402832031
2016-06-22,119.5100326538086
2016-06-23,119.91242218017578
2016-06-24,109.02780151367188
2016-06-27,103.5887680053711
2016-06-28,108.00165557861328
2016-06-29,109.91300964355469
2016-06-30,111.7573013305664
2016-07-01,112.17981719970703
2016-07-05,109.95994567871094
2016-07-06,111.60977935791016
2016-07-07,112.58893585205078
2016-07-08,114.93618774414062
2016-07-11,115.8348388671875
2016-07-12,116.50550842285156
2016-07-13,116.55242156982422
2016-07-14,116.82071685791016
2016-07-15,117.70598602294922
2016-07-18,119.38932800292969
2016-07-19,120.28130340576172
2016-07-20,123.17845153808594
2016-07-21,122.54138946533203
2016-07-22,125.82087707519531
2016-07-25,127.59809112548828
2016-07-26,127.41033935546875
2016-07-27,127.83952331542969
2016-07-28,129.0198974609375
2016-07-29,129.00640869140625
2016-08-01,128.85223388671875
2016-08-02,127.00794982910156
2016-08-03,125.96842956542969
2016-08-04,126.89389038085938
2016-08-05,127.1286392211914
2016-08-08,127.1286392211914
2016-08-09,126.9140396118164
2016-08-10,125.26422882080078
2016-08-11,125.49224090576172
2016-08-12,124.72099304199219
2016-08-15,123.97657012939453
2016-08-16,122.74259185791016
2016-08-17,122.14570617675781
2016-08-18,123.78878784179688
2016-08-19,122.64198303222656
2016-08-22,123.23886108398438
2016-08-23,124.90206909179688
2016-08-24,122.42747497558594
2016-08-25,121.7599868774414
2016-08-26,122.05664825439453
2016-08-29,122.27241516113281
2016-08-30,120.86317443847656
2016-08-31,120.45187377929688
2016-09-01,119.78437042236328
2016-09-02,120.0068588256836
2016-09-06,120.431640625
2016-09-07,122.88603210449219
2016-09-08,117.86265563964844
2016-09-09,112.41458129882812
2016-09-12,114.572265625
2016-09-13,112.41458129882812
2016-09-14,110.80302429199219
2016-09-15,111.32222747802734
2016-09-16,109.7376708984375
2016-09-19,109.11738586425781
2016-09-20,108.18012237548828
2016-09-21,109.69725799560547
2016-09-22,110.81651306152344
2016-09-23,109.34663391113281
2016-09-26,108.29476165771484
2016-09-27,109.77816009521484
2016-09-28,109.42754364013672
2016-09-29,108.11946105957031
2016-09-30,109.33989715576172
