Date,KLAC
2015-07-01,46.656864166259766
2015-07-02,47.042999267578125
2015-07-06,46.15568923950195
2015-07-07,46.08997344970703
2015-07-08,45.021942138671875
2015-07-09,44.964439392089844
2015-07-10,45.2766227722168
2015-07-13,46.270721435546875
2015-07-14,45.703834533691406
2015-07-15,44.989070892333984
2015-07-16,43.19805145263672
2015-07-17,42.66404342651367
2015-07-20,42.80370330810547
2015-07-21,42.573665618896484
2015-07-22,42.45042419433594
2015-07-23,43.41165542602539
2015-07-24,42.10536575317383
2015-07-27,41.93283462524414
2015-07-28,42.65581512451172
2015-07-29,42.5079460144043
2015-07-30,42.77082061767578
2015-07-31,43.58418655395508
2015-08-03,43.16518783569336
2015-08-04,42.59831237792969
2015-08-05,43.247352600097656
2015-08-06,42.680458068847656
2015-08-07,43.009090423583984
2015-08-10,44.4879150390625
2015-08-11,43.55132293701172
2015-08-12,43.77314376831055
2015-08-13,42.744361877441406
2015-08-14,42.47886276245117
2015-08-17,43.00156021118164
2015-08-18,41.640899658203125
2015-08-19,41.491546630859375
2015-08-20,40.18899154663086
2015-08-21,39.57505416870117
2015-08-24,38.96938705444336
2015-08-25,38.43009567260742
2015-08-26,39.91521453857422
2015-08-27,41.143123626708984
2015-08-28,41.39201736450195
2015-08-31,41.57453155517578
2015-09-01,39.848838806152344
2015-09-02,40.37152862548828
2015-09-03,40.51256561279297
2015-09-04,39.44229507446289
2015-09-08,41.31734848022461
2015-09-09,40.94400405883789
2015-09-10,42.711181640625
2015-09-11,42.4871711730957
2015-09-14,43.29194259643555
2015-09-15,43.62381362915039
2015-09-16,44.129913330078125
2015-09-17,42.57014846801758
2015-09-18,41.83173370361328
2015-09-21,40.81955337524414
2015-09-22,40.9854736328125
2015-09-23,39.72438049316406
2015-09-24,39.989871978759766
2015-09-25,40.330047607421875
2015-09-28,40.23049545288086
2015-09-29,39.97329330444336
2015-09-30,41.4832763671875
2015-10-01,41.151405334472656
2015-10-02,41.84003829956055
2015-10-05,42.91859436035156
2015-10-06,43.53254318237305
2015-10-07,43.698490142822266
2015-10-08,44.212860107421875
2015-10-09,44.129913330078125
2015-10-12,43.82292556762695
2015-10-13,42.80244064331055
2015-10-14,43.632110595703125
2015-10-15,43.6818962097168
2015-10-16,43.94737243652344
2015-10-19,44.07182693481445
2015-10-20,44.685794830322266
2015-10-21,53.082008361816406
2015-10-22,53.84528732299805
2015-10-23,54.218631744384766
2015-10-26,54.168853759765625
2015-10-27,54.21033477783203
2015-10-28,54.600276947021484
2015-10-29,55.023399353027344
2015-10-30,55.68714904785156
2015-11-02,55.21424102783203
2015-11-03,55.17276382446289
2015-11-04,55.4465446472168
2015-11-05,55.58760452270508
2015-11-06,55.463134765625
2015-11-09,55.521209716796875
2015-11-10,55.38846969604492
2015-11-11,55.504638671875
2015-11-12,55.069828033447266
2015-11-13,54.91930389404297
2015-11-16,55.479530334472656
2015-11-17,55.763832092285156
2015-11-18,56.10664749145508
2015-11-19,55.93944549560547
2015-11-20,56.039772033691406
2015-11-23,55.73875427246094
2015-11-24,55.57151794433594
2015-11-25,55.49625778198242
2015-11-27,55.638404846191406
2015-11-30,55.579891204833984
2015-12-01,56.775596618652344
2015-12-02,56.625091552734375
2015-12-03,55.69694900512695
2015-12-04,56.49964141845703
2015-12-07,56.42440414428711
2015-12-08,57.469608306884766
2015-12-09,56.50802230834961
2015-12-10,57.26892852783203
2015-12-11,56.75052261352539
2015-12-14,56.54981231689453
2015-12-15,57.595035552978516
2015-12-16,57.76225662231445
2015-12-17,56.90101623535156
2015-12-18,55.90598678588867
2015-12-21,57.16858673095703
2015-12-22,57.76225662231445
2015-12-23,57.904415130615234
2015-12-24,58.12181854248047
2015-12-28,58.02982711791992
2015-12-29,58.44792556762695
