Date,BAC
2015-07-01,13.67061710357666
2015-07-02,13.519783973693848
2015-07-06,13.44833755493164
2015-07-07,13.249865531921387
2015-07-08,12.900557518005371
2015-07-09,13.083150863647461
2015-07-10,13.257805824279785
2015-07-13,13.51184368133545
2015-07-14,13.599172592163086
2015-07-15,14.035808563232422
2015-07-16,14.250157356262207
2015-07-17,14.36923885345459
2015-07-20,14.385116577148438
2015-07-21,14.353362083435059
2015-07-22,14.647095680236816
2015-07-23,14.432746887207031
2015-07-24,14.21046257019043
2015-07-27,14.027868270874023
2015-07-28,14.194580078125
2015-07-29,14.41686725616455
2015-07-30,14.393052101135254
2015-07-31,14.194580078125
2015-08-03,14.10726261138916
2015-08-04,14.13106918334961
2015-08-05,14.186639785766602
2015-08-06,14.139007568359375
2015-08-07,14.091377258300781
2015-08-10,14.321602821350098
2015-08-11,14.123132705688477
2015-08-12,13.908785820007324
2015-08-13,13.988174438476562
2015-08-14,14.051685333251953
2015-08-17,14.10726261138916
2015-08-18,14.043744087219238
2015-08-19,13.861156463623047
2015-08-20,13.273682594299316
2015-08-21,12.781474113464355
2015-08-24,12.138427734375
2015-08-25,12.114615440368652
2015-08-26,12.749715805053711
2015-08-27,13.05139446258545
2015-08-28,12.987883567810059
2015-08-31,12.972005844116211
2015-09-01,12.368659019470215
2015-09-02,12.623517036437988
2015-09-03,12.695195198059082
2015-09-04,12.464231491088867
2015-09-08,12.870413780212402
2015-09-09,12.663339614868164
2015-09-10,12.774839401245117
2015-09-11,12.774839401245117
2015-09-14,12.711126327514648
2015-09-15,12.989876747131348
2015-09-16,13.005807876586914
2015-09-17,12.63148307800293
2015-09-18,12.392549514770508
2015-09-21,12.50405216217041
2015-09-22,12.400514602661133
2015-09-23,12.519981384277344
2015-09-24,12.3845853805542
2015-09-25,12.655370712280273
2015-09-28,12.320870399475098
2015-09-29,12.225301742553711
2015-09-30,12.40848159790039
2015-10-01,12.3845853805542
2015-10-02,12.249194145202637
2015-10-05,12.496088981628418
2015-10-06,12.496088981628418
2015-10-07,12.543871879577637
2015-10-08,12.543871879577637
2015-10-09,12.40848159790039
2015-10-12,12.360694885253906
2015-10-13,12.360694885253906
2015-10-14,12.456266403198242
2015-10-15,12.894305229187012
2015-10-16,12.838557243347168
2015-10-19,12.854483604431152
2015-10-20,12.902267456054688
2015-10-21,12.663339614868164
2015-10-22,12.870413780212402
2015-10-23,13.157129287719727
2015-10-26,13.14916706085205
2015-10-27,13.061558723449707
2015-10-28,13.762421607971191
2015-10-29,13.611099243164062
2015-10-30,13.364201545715332
2015-11-02,13.587207794189453
2015-11-03,13.68277645111084
2015-11-04,13.547386169433594
2015-11-05,13.786314964294434
2015-11-06,14.296034812927246
2015-11-09,14.08099365234375
2015-11-10,14.21639347076416
2015-11-11,14.13674545288086
2015-11-12,13.834102630615234
2015-11-13,13.69870662689209
2015-11-16,13.88188648223877
2015-11-17,13.873921394348145
2015-11-18,14.208427429199219
2015-11-19,14.088959693908691
2015-11-20,14.05710506439209
2015-11-23,13.913741111755371
2015-11-24,13.913741111755371
2015-11-25,13.889850616455078
2015-11-27,13.921707153320312
2015-11-30,13.88188648223877
2015-12-01,14.184530258178711
2015-12-02,14.072721481323242
2015-12-03,13.817140579223633
2015-12-04,14.216479301452637
2015-12-07,14.008822441101074
2015-12-08,13.72928237915039
2015-12-09,13.657404899597168
2015-12-10,13.737275123596191
2015-12-11,13.361894607543945
2015-12-14,13.417802810668945
2015-12-15,13.912982940673828
2015-12-16,14.176542282104492
2015-12-17,13.817140579223633
2015-12-18,13.385854721069336
2015-12-21,13.553579330444336
2015-12-22,13.64143180847168
2015-12-23,13.849091529846191
2015-12-24,13.793181419372559
2015-12-28,13.681364059448242
2015-12-29,13.801164627075195
2015-12-30,13.617474555969238
2015-12-31,13.441762924194336
2016-01-04,13.122292518615723
2016-01-05,13.122292518615723
2016-01-06,12.842753410339355
2016-01-07,12.3795166015625
2016-01-08,12.139914512634277
2016-01-11,12.22776985168457
2016-01-12,12.22776985168457
2016-01-13,11.900309562683105
2016-01-14,11.972190856933594
2016-01-15,11.548894882202148
2016-01-19,11.373185157775879
2016-01-20,10.933910369873047
2016-01-21,10.670344352722168
2016-01-22,10.830082893371582
2016-01-25,10.350874900817871
2016-01-26,10.630412101745605
2016-01-27,10.670344352722168
2016-01-28,10.806120872497559
2016-01-29,11.293314933776855
2016-02-01,11.149555206298828
2016-02-02,10.56651782989502
2016-02-03,10.406781196594238
2016-02-04,10.582489967346191
2016-02-05,10.342888832092285
2016-02-08,9.799787521362305
2016-02-09,9.743879318237305
2016-02-10,9.568172454833984
2016-02-11,8.913254737854004
2016-02-12,9.544209480285645
2016-02-16,9.783812522888184
2016-02-17,10.031405448913574
2016-02-18,9.775827407836914
2016-02-19,9.687973022460938
2016-02-22,10.015429496765137
2016-02-23,9.711933135986328
2016-02-24,9.687973022460938
2016-02-25,9.839720726013184
2016-02-26,10.143219947814941
2016-02-29,9.999457359313965
2016-03-01,10.534573554992676
2016-03-02,10.751035690307617
2016-03-03,10.823189735412598
2016-03-04,10.855259895324707
2016-03-07,10.84723949432373
2016-03-08,10.47043228149414
2016-03-09,10.534568786621094
2016-03-10,10.638794898986816
2016-03-11,11.05568790435791
2016-03-14,10.935429573059082
2016-03-15,10.879311561584473
2016-03-16,10.670863151550293
2016-03-17,10.74301815032959
2016-03-18,11.05568790435791
2016-03-21,11.095773696899414
2016-03-22,11.031639099121094
2016-03-23,10.919397354125977
2016-03-24,10.967496871948242
2016-03-28,10.919397354125977
2016-03-29,10.759053230285645
2016-03-30,10.807156562805176
2016-03-31,10.839223861694336
2016-04-01,10.871293067932129
2016-04-04,10.831206321716309
2016-04-05,10.57465934753418
2016-04-06,10.638794898986816
2016-04-07,10.302075386047363
2016-04-08,10.326123237609863
2016-04-11,10.39827823638916
2016-04-12,10.638794898986816
2016-04-13,11.05568790435791
2016-04-14,11.336288452148438
2016-04-15,11.224052429199219
2016-04-18,11.360339164733887
2016-04-19,11.584819793701172
2016-04-20,11.969644546508789
2016-04-21,11.94559383392334
2016-04-22,12.113956451416016
2016-04-25,11.993697166442871
2016-04-26,12.097922325134277
2016-04-27,12.041801452636719
2016-04-28,11.85740852355957
2016-04-29,11.67301082611084
2016-05-02,11.8413724899292
2016-05-03,11.512667655944824
2016-05-04,11.328272819519043
2016-05-05,11.26413631439209
2016-05-06,11.312238693237305
2016-05-09,11.216032028198242
2016-05-10,11.46456241607666
2016-05-11,11.384390830993652
2016-05-12,11.336288452148438
2016-05-13,11.127842903137207
2016-05-16,11.167930603027344
2016-05-17,11.232063293457031
2016-05-18,11.77723217010498
2016-05-19,11.64896011352539
2016-05-20,11.640944480895996
2016-05-23,11.600855827331543
2016-05-24,11.769218444824219
2016-05-25,11.961627006530762
2016-05-26,11.785250663757324
2016-05-27,11.929560661315918
2016-05-31,11.85740852355957
2016-06-01,11.953933715820312
2016-06-02,12.018293380737305
2016-06-03,11.59998607635498
2016-06-06,11.680432319641113
2016-06-07,11.54367733001709
2016-06-08,11.60802936553955
2016-06-09,11.414963722229004
2016-06-10,11.125368118286133
2016-06-13,10.940348625183105
2016-06-14,10.666841506958008
2016-06-15,10.731193542480469
2016-06-16,10.707060813903809
2016-06-17,10.779459953308105
2016-06-20,10.892082214355469
2016-06-21,10.956437110900879
2016-06-22,10.94839096069336
2016-06-23,11.294299125671387
2016-06-24,10.457682609558105
2016-06-27,9.798046112060547
2016-06-28,10.216354370117188
2016-06-29,10.610529899597168
