Date,DOV
2015-07-01,46.9078369140625
2015-07-02,46.88105010986328
2015-07-06,46.51935577392578
2015-07-07,46.73370361328125
2015-07-08,45.6016845703125
2015-07-09,45.03904342651367
2015-07-10,43.7261848449707
2015-07-13,44.208457946777344
2015-07-14,44.55007553100586
2015-07-15,44.08119201660156
2015-07-16,44.42279815673828
2015-07-17,44.45628356933594
2015-07-20,44.40940475463867
2015-07-21,43.297481536865234
2015-07-22,43.237205505371094
2015-07-23,43.21710968017578
2015-07-24,42.93579864501953
2015-07-27,42.8353157043457
2015-07-28,43.0362663269043
2015-07-29,43.79317855834961
2015-07-30,43.284095764160156
2015-07-31,42.91570281982422
2015-08-03,42.0382194519043
2015-08-04,42.11190414428711
2015-08-05,42.66786575317383
2015-08-06,42.91570281982422
2015-08-07,42.7750358581543
2015-08-10,44.2486457824707
2015-08-11,43.156837463378906
2015-08-12,43.30419158935547
2015-08-13,43.13002395629883
2015-08-14,42.8353157043457
2015-08-17,43.13673400878906
2015-08-18,42.848690032958984
2015-08-19,42.05162048339844
2015-08-20,40.98660659790039
2015-08-21,40.03544616699219
2015-08-24,38.78287124633789
2015-08-25,37.50350570678711
2015-08-26,39.010623931884766
2015-08-27,40.46794509887695
2015-08-28,40.7310791015625
2015-08-31,41.79707717895508
2015-09-01,39.820247650146484
2015-09-02,40.204830169677734
2015-09-03,40.11711502075195
2015-09-04,39.57736587524414
2015-09-08,41.50020980834961
2015-09-09,40.81203842163086
2015-09-10,40.704097747802734
2015-09-11,40.85927200317383
2015-09-14,40.46794509887695
2015-09-15,41.37203598022461
2015-09-16,41.87129211425781
2015-09-17,41.49347686767578
2015-09-18,41.061683654785156
2015-09-21,40.488197326660156
2015-09-22,39.85396957397461
2015-09-23,39.03086471557617
2015-09-24,39.091575622558594
2015-09-25,39.179290771484375
2015-09-28,38.120033264160156
2015-09-29,38.120033264160156
2015-09-30,38.57882308959961
2015-10-01,38.12678527832031
2015-10-02,39.118560791015625
2015-10-05,40.656856536865234
2015-10-06,41.30457305908203
2015-10-07,41.783599853515625
2015-10-08,43.07225036621094
2015-10-09,41.49347686767578
2015-10-12,41.075172424316406
2015-10-13,40.704097747802734
2015-10-14,40.04290008544922
2015-10-15,40.34650802612305
2015-10-16,39.54363250732422
2015-10-19,38.9364013671875
2015-10-20,41.51373291015625
2015-10-21,41.74986267089844
2015-10-22,43.180198669433594
2015-10-23,43.477073669433594
2015-10-26,43.126220703125
2015-10-27,42.134429931640625
2015-10-28,43.051998138427734
2015-10-29,43.234195709228516
2015-10-30,43.4703254699707
2015-11-02,44.016822814941406
2015-11-03,44.11803436279297
2015-11-04,43.854888916015625
2015-11-05,43.517555236816406
2015-11-06,43.51079559326172
2015-11-09,43.11273956298828
2015-11-10,43.1734619140625
2015-11-11,42.82937240600586
2015-11-12,43.11273956298828
2015-11-13,42.57298278808594
2015-11-16,43.39610290527344
2015-11-17,42.930572509765625
2015-11-18,43.83464050292969
2015-11-19,44.09103012084961
2015-11-20,44.13151168823242
2015-11-23,44.0235710144043
2015-11-24,44.4688606262207
2015-11-25,44.20404052734375
2015-11-27,44.1972541809082
2015-11-30,44.74726104736328
2015-12-01,45.202205657958984
2015-12-02,44.170101165771484
2015-12-03,44.58430099487305
2015-12-04,43.966400146484375
2015-12-07,43.60651779174805
2015-12-08,42.84601974487305
2015-12-09,43.04972839355469
2015-12-10,43.307735443115234
2015-12-11,41.92255401611328
2015-12-14,42.1330451965332
2015-12-15,42.173789978027344
2015-12-16,41.72562789916992
2015-12-17,40.374385833740234
2015-12-18,39.722537994384766
2015-12-21,40.177467346191406
2015-12-22,40.63920211791992
2015-12-23,42.14662170410156
2015-12-24,42.37070083618164
2015-12-28,42.30959701538086
2015-12-29,42.21452713012695
2015-12-30,41.88180160522461
2015-12-31,41.63058090209961
2016-01-04,41.85464859008789
2016-01-05,41.060203552246094
2016-01-06,40.19105911254883
2016-01-07,39.61388397216797
2016-01-08,39.274375915527344
2016-01-11,38.68364334106445
2016-01-12,38.344120025634766
2016-01-13,37.5632438659668
2016-01-14,37.82807540893555
2016-01-15,35.9200325012207
2016-01-19,36.150901794433594
2016-01-20,35.750274658203125
2016-01-21,35.88607406616211
2016-01-22,36.184837341308594
2016-01-25,36.0286750793457
2016-01-26,38.065738677978516
2016-01-27,37.556461334228516
2016-01-28,38.44599151611328
2016-01-29,39.68857192993164
2016-02-01,39.260799407958984
2016-02-02,38.5817756652832
2016-02-03,39.545982360839844
2016-02-04,40.51698684692383
2016-02-05,40.700321197509766
2016-02-08,40.51698684692383
2016-02-09,39.47130584716797
2016-02-10,38.71079635620117
2016-02-11,38.87376403808594
2016-02-12,40.19105911254883
2016-02-16,40.937984466552734
