Date,TER
2015-07-01,18.076515197753906
2015-07-02,18.151243209838867
2015-07-06,18.104530334472656
2015-07-07,18.085845947265625
2015-07-08,17.786907196044922
2015-07-09,17.870981216430664
2015-07-10,18.06717300415039
2015-07-13,18.244657516479492
2015-07-14,18.244657516479492
2015-07-15,17.992431640625
2015-07-16,18.020458221435547
2015-07-17,17.94571876525879
2015-07-20,17.68415641784668
2015-07-21,17.740198135375977
2015-07-22,17.37586784362793
2015-07-23,17.58139419555664
2015-07-24,17.15166664123535
2015-07-27,17.086265563964844
2015-07-28,17.3385009765625
2015-07-29,17.385211944580078
2015-07-30,17.92704200744629
2015-07-31,17.992431640625
2015-08-03,17.58139419555664
2015-08-04,17.46928596496582
2015-08-05,17.70283317565918
2015-08-06,17.6561279296875
2015-08-07,17.68415641784668
2015-08-10,18.020458221435547
2015-08-11,17.6748046875
2015-08-12,17.628101348876953
2015-08-13,17.34784698486328
2015-08-14,17.42258071899414
2015-08-17,17.51599884033203
2015-08-18,17.235740661621094
2015-08-19,17.048906326293945
2015-08-20,16.581804275512695
2015-08-21,16.12405776977539
2015-08-24,15.684993743896484
2015-08-25,15.675649642944336
2015-08-26,16.357603073120117
2015-08-27,16.806013107299805
2015-08-28,16.834041595458984
2015-08-31,16.852724075317383
2015-09-01,16.404312133789062
2015-09-02,16.694904327392578
2015-09-03,16.882381439208984
2015-09-04,16.516803741455078
2015-09-08,16.97612190246582
2015-09-09,16.65740966796875
2015-09-10,16.7698917388916
2015-09-11,16.7698917388916
2015-09-14,16.807397842407227
2015-09-15,17.782270431518555
2015-09-16,18.100984573364258
2015-09-17,17.67916488647461
2015-09-18,17.276084899902344
2015-09-21,16.90113067626953
2015-09-22,16.441810607910156
2015-09-23,16.24495506286621
2015-09-24,16.263700485229492
2015-09-25,16.235586166381836
2015-09-28,15.898124694824219
2015-09-29,16.057476043701172
2015-09-30,16.882381439208984
2015-10-01,16.685527801513672
2015-10-02,17.07923698425293
2015-10-05,17.529178619384766
2015-10-06,17.66978645324707
2015-10-07,17.829153060913086
2015-10-08,17.894765853881836
2015-10-09,17.51043128967285
2015-10-12,17.37919807434082
2015-10-13,17.03236198425293
2015-10-14,17.435441970825195
2015-10-15,17.341703414916992
2015-10-16,17.069862365722656
2015-10-19,17.097972869873047
2015-10-20,17.14484977722168
2015-10-21,17.435441970825195
2015-10-22,17.463560104370117
2015-10-23,17.857269287109375
2015-10-26,17.57605743408203
2015-10-27,17.37919807434082
2015-10-28,19.066499710083008
2015-10-29,18.166603088378906
2015-10-30,18.297840118408203
2015-11-02,18.663423538208008
2015-11-03,18.775903701782227
2015-11-04,18.747783660888672
2015-11-05,18.560306549072266
2015-11-06,18.73841667175293
2015-11-09,18.860271453857422
2015-11-10,18.85089874267578
2015-11-11,19.263351440429688
2015-11-12,18.757169723510742
2015-11-13,18.672800064086914
2015-11-16,19.000883102416992
2015-11-17,18.832155227661133
2015-11-18,19.216476440429688
2015-11-19,19.244609832763672
2015-11-20,19.29146957397461
2015-11-23,19.160247802734375
2015-11-24,19.14148712158203
2015-11-25,19.282093048095703
2015-11-27,19.32897186279297
2015-11-30,19.535802841186523
2015-12-01,19.75202751159668
2015-12-02,19.611003875732422
2015-12-03,19.159748077392578
2015-12-04,19.535802841186523
2015-12-07,19.366580963134766
2015-12-08,19.35717010498047
2015-12-09,19.10333824157715
2015-12-10,19.178546905517578
2015-12-11,19.009326934814453
2015-12-14,18.7460880279541
2015-12-15,19.046924591064453
2015-12-16,19.131542205810547
2015-12-17,19.385374069213867
2015-12-18,19.404178619384766
2015-12-21,19.73322296142578
2015-12-22,19.902450561523438
2015-12-23,20.19388198852539
2015-12-24,20.175077438354492
2015-12-28,20.043458938598633
2015-12-29,20.081071853637695
2015-12-30,19.968246459960938
2015-12-31,19.432382583618164
2016-01-04,19.12213897705078
2016-01-05,19.281957626342773
2016-01-06,18.840105056762695
2016-01-07,18.341838836669922
2016-01-08,17.965789794921875
2016-01-11,18.069194793701172
2016-01-12,18.266624450683594
2016-01-13,17.81536865234375
2016-01-14,18.24782371520996
2016-01-15,17.84356689453125
2016-01-19,18.040998458862305
2016-01-20,18.24782371520996
2016-01-21,18.191417694091797
2016-01-22,18.59566879272461
2016-01-25,18.276025772094727
2016-01-26,18.63327407836914
2016-01-27,18.7460880279541
