Date,MSCI
2018-04-19,150.0
2018-04-20,149.58999633789062
2018-04-23,150.0
2018-04-24,147.69000244140625
2018-04-25,149.2100067138672
2018-04-26,149.60000610351562
2018-04-27,150.1999969482422
2018-04-30,149.8300018310547
2018-05-01,150.66000366210938
2018-05-02,150.44000244140625
2018-05-03,149.1999969482422
2018-05-04,152.1300048828125
2018-05-07,154.9199981689453
2018-05-08,155.30999755859375
2018-05-09,156.6300048828125
2018-05-10,159.85000610351562
2018-05-11,160.97000122070312
2018-05-14,160.5399932861328
2018-05-15,158.7100067138672
2018-05-16,158.32000732421875
2018-05-17,156.75999450683594
2018-05-18,156.1999969482422
2018-05-21,157.99000549316406
2018-05-22,156.52999877929688
2018-05-23,158.36000061035156
2018-05-24,159.1300048828125
2018-05-25,159.33999633789062
2018-05-29,158.8800048828125
2018-05-30,161.99000549316406
2018-05-31,162.57000732421875
2018-06-01,163.39999389648438
2018-06-04,163.47999572753906
2018-06-05,163.7100067138672
2018-06-06,165.4499969482422
2018-06-07,165.22000122070312
2018-06-08,166.2899932861328
2018-06-11,166.49000549316406
2018-06-12,169.74000549316406
2018-06-13,172.1999969482422
2018-06-14,172.35000610351562
2018-06-15,172.75
2018-06-18,171.5800018310547
2018-06-19,171.75999450683594
2018-06-20,171.7100067138672
2018-06-21,170.75999450683594
2018-06-22,170.6300048828125
2018-06-25,168.55999755859375
2018-06-26,166.3300018310547
2018-06-27,163.5500030517578
2018-06-28,164.61000061035156
2018-06-29,165.42999267578125
2018-07-02,167.13999938964844
2018-07-03,165.72999572753906
2018-07-05,164.91000366210938
2018-07-06,166.61000061035156
2018-07-09,168.63999938964844
2018-07-10,168.72999572753906
2018-07-11,169.27999877929688
2018-07-12,169.25999450683594
2018-07-13,169.5800018310547
2018-07-16,170.5800018310547
2018-07-17,170.74000549316406
2018-07-18,171.52999877929688
2018-07-19,170.69000244140625
2018-07-20,170.97999572753906
2018-07-23,173.2899932861328
2018-07-24,172.5800018310547
2018-07-25,176.25
2018-07-26,173.77000427246094
2018-07-27,171.57000732421875
2018-07-30,167.5
2018-07-31,166.19000244140625
2018-08-01,163.0
2018-08-02,170.2899932861328
2018-08-03,166.82000732421875
2018-08-06,170.1699981689453
2018-08-07,172.86000061035156
2018-08-08,172.69000244140625
2018-08-09,173.1699981689453
2018-08-10,173.1300048828125
2018-08-13,172.60000610351562
2018-08-14,175.44000244140625
2018-08-15,173.61000061035156
2018-08-16,173.9199981689453
2018-08-17,173.27999877929688
2018-08-20,174.1699981689453
2018-08-21,173.5399932861328
2018-08-22,173.13999938964844
2018-08-23,173.08999633789062
2018-08-24,174.02000427246094
2018-08-27,174.94000244140625
2018-08-28,177.16000366210938
2018-08-29,178.07000732421875
2018-08-30,177.64999389648438
2018-08-31,180.25999450683594
2018-09-04,182.22999572753906
2018-09-05,178.52000427246094
2018-09-06,179.24000549316406
2018-09-07,179.17999267578125
2018-09-10,178.11000061035156
2018-09-11,177.4600067138672
2018-09-12,176.52999877929688
2018-09-13,180.5399932861328
2018-09-14,182.17999267578125
2018-09-17,177.94000244140625
2018-09-18,178.22000122070312
2018-09-19,174.52999877929688
2018-09-20,176.32000732421875
2018-09-21,176.2899932861328
2018-09-24,178.0399932861328
2018-09-25,178.89999389648438
2018-09-26,178.77000427246094
2018-09-27,178.6300048828125
2018-09-28,177.41000366210938
2018-10-01,179.8000030517578
2018-10-02,176.9600067138672
2018-10-03,177.27999877929688
2018-10-04,172.52000427246094
2018-10-05,170.57000732421875
2018-10-08,167.82000732421875
2018-10-09,166.9600067138672
2018-10-10,156.83999633789062
2018-10-11,151.58999633789062
2018-10-12,154.0399932861328
2018-10-15,151.22999572753906
2018-10-16,156.25
2018-10-17,157.27999877929688
2018-10-18,153.75
2018-10-19,153.86000061035156
2018-10-22,156.39999389648438
2018-10-23,155.0
2018-10-24,148.69000244140625
2018-10-25,149.33999633789062
2018-10-26,142.75999450683594
2018-10-29,143.0
2018-10-30,144.50999450683594
2018-10-31,150.3800048828125
2018-11-01,147.2899932861328
2018-11-02,144.11000061035156
2018-11-05,145.0800018310547
2018-11-06,147.77000427246094
2018-11-07,151.85000610351562
2018-11-08,152.00999450683594
2018-11-09,149.7899932861328
2018-11-12,148.0500030517578
2018-11-13,147.7100067138672
2018-11-14,148.1699981689453
2018-11-15,151.66000366210938
2018-11-16,153.2899932861328
2018-11-19,145.52999877929688
2018-11-20,144.35000610351562
2018-11-21,146.33999633789062
2018-11-23,149.8300018310547
2018-11-26,152.39999389648438
2018-11-27,152.1999969482422
2018-11-28,158.61000061035156
2018-11-29,157.0399932861328
2018-11-30,157.08999633789062
2018-12-03,161.60000610351562
2018-12-04,154.32000732421875
2018-12-06,152.32000732421875
2018-12-07,149.75
2018-12-10,150.16000366210938
2018-12-11,152.0
2018-12-12,153.88999938964844
2018-12-13,152.82000732421875
2018-12-14,150.4499969482422
2018-12-17,144.2100067138672
2018-12-18,144.25
2018-12-19,143.1300048828125
2018-12-20,140.9499969482422
2018-12-21,137.2899932861328
2018-12-24,135.08999633789062
2018-12-26,141.52999877929688
2018-12-27,145.27000427246094
2018-12-28,145.39999389648438
2018-12-31,147.42999267578125
2019-01-02,146.94000244140625
2019-01-03,141.33999633789062
2019-01-04,146.60000610351562
2019-01-07,147.27999877929688
2019-01-08,150.33999633789062
2019-01-09,151.80999755859375
2019-01-10,153.94000244140625
2019-01-11,154.8300018310547
2019-01-14,153.7100067138672
2019-01-15,157.05999755859375
2019-01-16,160.25
2019-01-17,160.72999572753906
2019-01-18,165.97000122070312
2019-01-22,162.25999450683594
2019-01-23,162.77999877929688
2019-01-24,161.74000549316406
2019-01-25,163.8300018310547
2019-01-28,162.44000244140625
2019-01-29,160.85000610351562
2019-01-30,162.77000427246094
2019-01-31,170.27000427246094
2019-02-01,172.85000610351562
2019-02-04,172.55999755859375
2019-02-05,174.49000549316406
2019-02-06,171.9499969482422
2019-02-07,172.4499969482422
2019-02-08,172.2899932861328
2019-02-11,171.75
2019-02-12,174.6199951171875
2019-02-13,174.8699951171875
2019-02-14,174.1300048828125
2019-02-15,175.1699981689453
2019-02-19,174.8000030517578
2019-02-20,176.11000061035156
2019-02-21,174.22000122070312
2019-02-22,177.16000366210938
2019-02-25,178.16000366210938
2019-02-26,178.3300018310547
2019-02-27,180.74000549316406
2019-02-28,184.72000122070312
2019-03-01,190.2100067138672
2019-03-04,187.16000366210938
2019-03-05,187.6699981689453
2019-03-06,186.4600067138672
2019-03-07,182.05999755859375
2019-03-08,182.44000244140625
2019-03-11,183.66000366210938
2019-03-12,185.02000427246094
2019-03-13,185.58999633789062
2019-03-14,186.80999755859375
2019-03-15,189.5800018310547
2019-03-18,190.97000122070312
2019-03-19,191.77000427246094
2019-03-20,191.97000122070312
2019-03-21,195.6699981689453
2019-03-22,191.86000061035156
2019-03-25,191.5800018310547
2019-03-26,194.44000244140625
2019-03-27,193.36000061035156
2019-03-28,196.63999938964844
2019-03-29,198.83999633789062
2019-04-01,201.8800048828125
2019-04-02,204.88999938964844
2019-04-03,206.33999633789062
2019-04-04,206.27999877929688
2019-04-05,206.99000549316406
2019-04-08,211.0
2019-04-09,211.88999938964844
2019-04-10,214.61000061035156
2019-04-11,216.3000030517578
2019-04-12,217.99000549316406
2019-04-15,218.99000549316406
2019-04-16,219.33999633789062
2019-04-17,219.0
2019-04-18,221.35000610351562
2019-04-22,222.52999877929688
2019-04-23,226.02999877929688
2019-04-24,224.77000427246094
2019-04-25,223.27999877929688
2019-04-26,226.02000427246094
2019-04-29,223.77999877929688
2019-04-30,225.3800048828125
2019-05-01,222.72000122070312
2019-05-02,221.2899932861328
2019-05-03,226.92999267578125
2019-05-06,229.6300048828125
2019-05-07,221.92999267578125
2019-05-08,223.8300018310547
2019-05-09,221.8800048828125
2019-05-10,224.27999877929688
2019-05-13,215.35000610351562
2019-05-14,220.44000244140625
2019-05-15,220.89999389648438
2019-05-16,226.07000732421875
2019-05-17,224.80999755859375
2019-05-20,222.6699981689453
2019-05-21,224.91000366210938
2019-05-22,225.1199951171875
2019-05-23,217.6699981689453
2019-05-24,218.86000061035156
2019-05-28,221.36000061035156
2019-05-29,220.5399932861328
2019-05-30,222.77999877929688
2019-05-31,220.00999450683594
2019-06-03,216.25999450683594
2019-06-04,224.8300018310547
2019-06-05,234.5
2019-06-06,237.5800018310547
2019-06-07,240.3000030517578
2019-06-10,243.99000549316406
2019-06-11,236.35000610351562
2019-06-12,234.85000610351562
2019-06-13,234.82000732421875
2019-06-14,235.77999877929688
2019-06-17,232.58999633789062
2019-06-18,233.58999633789062
2019-06-19,236.64999389648438
2019-06-20,237.44000244140625
2019-06-21,232.39999389648438
2019-06-24,235.00999450683594
2019-06-25,230.75
2019-06-26,231.52000427246094
2019-06-27,234.10000610351562
2019-06-28,238.7899932861328
2019-07-01,240.50999450683594
2019-07-02,244.5800018310547
2019-07-03,245.57000732421875
2019-07-05,242.2899932861328
2019-07-08,234.6999969482422
2019-07-09,238.0
2019-07-10,238.0
2019-07-11,240.27999877929688
2019-07-12,245.1199951171875
2019-07-15,245.1999969482422
2019-07-16,241.57000732421875
2019-07-17,241.5800018310547
2019-07-18,245.72999572753906
2019-07-19,240.97999572753906
2019-07-22,240.58999633789062
2019-07-23,235.61000061035156
2019-07-24,232.25
2019-07-25,231.88999938964844
2019-07-26,237.27000427246094
2019-07-29,232.3699951171875
2019-07-30,227.8800048828125
2019-07-31,227.24000549316406
2019-08-01,225.3300018310547
2019-08-02,220.17999267578125
2019-08-05,209.24000549316406
2019-08-06,214.33999633789062
2019-08-07,217.17999267578125
2019-08-08,225.47000122070312
2019-08-09,224.0500030517578
2019-08-12,219.9600067138672
2019-08-13,226.30999755859375
2019-08-14,218.89999389648438
2019-08-15,222.16000366210938
2019-08-16,226.22999572753906
2019-08-19,230.30999755859375
2019-08-20,231.5
2019-08-21,235.02999877929688
2019-08-22,236.0
2019-08-23,233.0
2019-08-26,231.63999938964844
2019-08-27,231.22999572753906
2019-08-28,231.72999572753906
2019-08-29,235.61000061035156
2019-08-30,234.6300048828125
2019-09-03,233.49000549316406
2019-09-04,230.1999969482422
2019-09-05,235.42999267578125
2019-09-06,241.27000427246094
2019-09-09,237.50999450683594
2019-09-10,228.42999267578125
2019-09-11,226.7100067138672
2019-09-12,232.38999938964844
2019-09-13,229.63999938964844
2019-09-16,230.0
2019-09-17,240.14999389648438
2019-09-18,233.75
2019-09-19,235.38999938964844
2019-09-20,225.72999572753906
2019-09-23,225.9600067138672
2019-09-24,225.61000061035156
2019-09-25,227.05999755859375
2019-09-26,223.5500030517578
2019-09-27,215.88999938964844
2019-09-30,217.75
2019-10-01,216.22999572753906
2019-10-02,212.6999969482422
2019-10-03,217.83999633789062
2019-10-04,221.00999450683594
2019-10-07,220.7899932861328
2019-10-08,214.50999450683594
2019-10-09,219.47000122070312
2019-10-10,222.64999389648438
2019-10-11,225.3300018310547
2019-10-14,225.11000061035156
2019-10-15,227.0800018310547
2019-10-16,225.97999572753906
2019-10-17,229.02999877929688
2019-10-18,224.39999389648438
2019-10-21,226.14999389648438
2019-10-22,216.3800048828125
2019-10-23,218.3300018310547
2019-10-24,222.5800018310547
2019-10-25,222.1999969482422
2019-10-28,225.02999877929688
2019-10-29,228.07000732421875
2019-10-30,229.13999938964844
2019-10-31,234.55999755859375
2019-11-01,245.91000366210938
2019-11-04,245.7899932861328
2019-11-05,238.47000122070312
2019-11-06,241.27999877929688
2019-11-07,246.67999267578125
2019-11-08,245.0
2019-11-11,245.0
2019-11-12,246.17999267578125
2019-11-13,249.2100067138672
2019-11-14,250.0
2019-11-15,250.0
2019-11-18,252.58999633789062
2019-11-19,257.5
2019-11-20,256.3699951171875
2019-11-21,255.6199951171875
2019-11-22,257.9700012207031
2019-11-25,264.010009765625
2019-11-26,259.7699890136719
2019-11-27,258.17999267578125
2019-11-29,259.19000244140625
2019-12-02,256.57000732421875
2019-12-03,254.35000610351562
2019-12-04,259.0299987792969
2019-12-05,260.4200134277344
2019-12-06,266.32000732421875
2019-12-09,263.5299987792969
2019-12-10,261.5
2019-12-11,260.7900085449219
2019-12-12,259.8599853515625
2019-12-13,260.0899963378906
2019-12-16,261.19000244140625
2019-12-17,258.489990234375
2019-12-18,257.5
2019-12-19,259.7799987792969
2019-12-20,259.25
2019-12-23,258.7200012207031
2019-12-24,260.3599853515625
2019-12-26,260.4800109863281
2019-12-27,259.989990234375
2019-12-30,256.9200134277344
2019-12-31,258.17999267578125
2020-01-02,266.04998779296875
2020-01-03,260.75
2020-01-06,262.04998779296875
2020-01-07,262.4100036621094
2020-01-08,266.55999755859375
2020-01-09,267.8299865722656
2020-01-10,265.7200012207031
2020-01-13,271.989990234375
2020-01-14,266.6700134277344
2020-01-15,269.739990234375
2020-01-16,277.2900085449219
2020-01-17,279.07000732421875
2020-01-21,278.0299987792969
2020-01-22,279.2300109863281
2020-01-23,279.1499938964844
2020-01-24,276.1099853515625
2020-01-27,273.94000244140625
2020-01-28,278.1700134277344
2020-01-29,282.2799987792969
2020-01-30,292.7699890136719
2020-01-31,285.79998779296875
2020-02-03,292.6499938964844
2020-02-04,301.1499938964844
2020-02-05,295.17999267578125
2020-02-06,296.8999938964844
2020-02-07,297.8299865722656
2020-02-10,301.4700012207031
2020-02-11,303.57000732421875
2020-02-12,308.17999267578125
2020-02-13,313.3999938964844
2020-02-14,322.55999755859375
2020-02-18,327.0899963378906
2020-02-19,332.1099853515625
2020-02-20,321.7099914550781
2020-02-21,309.0799865722656
2020-02-24,303.5299987792969
2020-02-25,300.30999755859375
2020-02-26,305.6099853515625
2020-02-27,297.3599853515625
2020-02-28,295.44000244140625
2020-03-02,315.5299987792969
2020-03-03,308.6499938964844
2020-03-04,318.4700012207031
2020-03-05,300.8900146484375
2020-03-06,285.8399963378906
2020-03-09,257.8500061035156
2020-03-10,274.510009765625
2020-03-11,262.5799865722656
2020-03-12,256.69000244140625
2020-03-13,283.3999938964844
2020-03-16,246.39999389648438
2020-03-17,257.6000061035156
2020-03-18,224.64999389648438
2020-03-19,237.35000610351562
2020-03-20,243.07000732421875
2020-03-23,231.5500030517578
2020-03-24,273.30999755859375
2020-03-25,263.7699890136719
2020-03-26,291.8599853515625
2020-03-27,275.739990234375
2020-03-30,293.7200012207031
2020-03-31,288.9599914550781
2020-04-01,271.2799987792969
2020-04-02,286.989990234375
2020-04-03,270.6099853515625
2020-04-06,302.489990234375
2020-04-07,286.0799865722656
2020-04-08,297.17999267578125
2020-04-09,310.69000244140625
2020-04-13,309.5199890136719
2020-04-14,313.4100036621094
2020-04-15,309.6199951171875
2020-04-16,309.3999938964844
2020-04-17,317.17999267578125
2020-04-20,321.95001220703125
2020-04-21,311.32000732421875
2020-04-22,320.6199951171875
2020-04-23,317.44000244140625
2020-04-24,324.8900146484375
2020-04-27,331.6099853515625
2020-04-28,319.1600036621094
2020-04-29,334.70001220703125
2020-04-30,327.0
2020-05-01,319.94000244140625
2020-05-04,321.4599914550781
2020-05-05,337.3399963378906
2020-05-06,330.25
2020-05-07,334.1000061035156
2020-05-08,333.5799865722656
2020-05-11,347.25
2020-05-12,347.1199951171875
2020-05-13,335.6199951171875
2020-05-14,342.04998779296875
2020-05-15,341.2200012207031
2020-05-18,346.75
2020-05-19,337.5299987792969
2020-05-20,341.510009765625
2020-05-21,333.3500061035156
2020-05-22,337.9700012207031
2020-05-26,326.1700134277344
2020-05-27,315.1700134277344
2020-05-28,322.67999267578125
2020-05-29,328.8500061035156
2020-06-01,335.3699951171875
2020-06-02,324.9200134277344
2020-06-03,318.5799865722656
2020-06-04,311.5799865722656
2020-06-05,330.8800048828125
2020-06-08,331.0899963378906
2020-06-09,327.1600036621094
2020-06-10,331.2699890136719
2020-06-11,299.94000244140625
2020-06-12,320.95001220703125
2020-06-15,322.1199951171875
2020-06-16,322.8999938964844
2020-06-17,325.8999938964844
2020-06-18,330.07000732421875
2020-06-19,333.4599914550781
2020-06-22,337.54998779296875
2020-06-23,334.82000732421875
2020-06-24,328.3599853515625
2020-06-25,342.1700134277344
2020-06-26,332.20001220703125
2020-06-29,325.75
2020-06-30,333.82000732421875
2020-07-01,340.92999267578125
2020-07-02,342.1300048828125
2020-07-06,351.2099914550781
2020-07-07,352.6099853515625
2020-07-08,370.7099914550781
2020-07-09,375.1400146484375
2020-07-10,370.95001220703125
2020-07-13,363.8699951171875
2020-07-14,369.0799865722656
2020-07-15,376.25
2020-07-16,370.1600036621094
2020-07-17,379.6199951171875
2020-07-20,389.0199890136719
2020-07-21,389.04998779296875
2020-07-22,390.1199951171875
2020-07-23,384.9800109863281
2020-07-24,385.6499938964844
2020-07-27,394.0
2020-07-28,376.25
2020-07-29,383.0199890136719
2020-07-30,374.5400085449219
2020-07-31,375.9800109863281
2020-08-03,371.9100036621094
2020-08-04,364.3500061035156
2020-08-05,364.5799865722656
2020-08-06,372.7200012207031
2020-08-07,362.3699951171875
2020-08-10,354.30999755859375
2020-08-11,350.5299987792969
2020-08-12,354.7699890136719
2020-08-13,359.8699951171875
2020-08-14,356.4100036621094
2020-08-17,361.6600036621094
2020-08-18,366.20001220703125
2020-08-19,371.3999938964844
2020-08-20,368.739990234375
2020-08-21,363.69000244140625
2020-08-24,363.989990234375
2020-08-25,365.5299987792969
2020-08-26,371.6000061035156
2020-08-27,369.8900146484375
2020-08-28,373.67999267578125
2020-08-31,373.2699890136719
2020-09-01,377.55999755859375
2020-09-02,378.5899963378906
2020-09-03,360.4599914550781
2020-09-04,348.17999267578125
2020-09-08,339.6400146484375
2020-09-09,348.69000244140625
2020-09-10,342.5299987792969
2020-09-11,339.25
2020-09-14,342.3699951171875
2020-09-15,346.0
2020-09-16,344.4700012207031
2020-09-17,340.3599853515625
2020-09-18,344.9599914550781
2020-09-21,351.7300109863281
2020-09-22,351.239990234375
2020-09-23,345.4599914550781
2020-09-24,346.1199951171875
2020-09-25,352.9599914550781
2020-09-28,354.4700012207031
2020-09-29,356.0299987792969
2020-09-30,356.7799987792969
2020-10-01,359.5400085449219
2020-10-02,348.1600036621094
2020-10-05,351.30999755859375
2020-10-06,347.9200134277344
2020-10-07,342.80999755859375
2020-10-08,346.3999938964844
2020-10-09,352.3299865722656
2020-10-12,352.6400146484375
2020-10-13,359.9700012207031
2020-10-14,359.0400085449219
2020-10-15,361.6199951171875
2020-10-16,365.6099853515625
2020-10-19,362.6700134277344
2020-10-20,358.57000732421875
2020-10-21,350.010009765625
2020-10-22,347.6300048828125
2020-10-23,350.54998779296875
2020-10-26,349.55999755859375
2020-10-27,356.8999938964844
2020-10-28,340.67999267578125
2020-10-29,345.489990234375
2020-10-30,349.8399963378906
2020-11-02,356.8500061035156
2020-11-03,369.4700012207031
2020-11-04,398.2200012207031
2020-11-05,417.7300109863281
2020-11-06,421.1499938964844
2020-11-09,390.4599914550781
2020-11-10,379.82000732421875
2020-11-11,397.0199890136719
2020-11-12,389.4800109863281
2020-11-13,388.4200134277344
2020-11-16,397.6000061035156
2020-11-17,403.6400146484375
2020-11-18,399.95001220703125
2020-11-19,400.7900085449219
2020-11-20,400.29998779296875
2020-11-23,401.9700012207031
2020-11-24,399.6400146484375
2020-11-25,403.95001220703125
2020-11-27,402.25
2020-11-30,409.4200134277344
2020-12-01,414.5
2020-12-02,416.1600036621094
2020-12-03,419.29998779296875
2020-12-04,421.7099914550781
2020-12-07,422.82000732421875
2020-12-08,426.3999938964844
2020-12-09,414.6199951171875
2020-12-10,422.6000061035156
2020-12-11,419.4700012207031
2020-12-14,423.8999938964844
2020-12-15,424.0
2020-12-16,429.8399963378906
2020-12-17,436.7799987792969
2020-12-18,443.05999755859375
2020-12-21,435.0400085449219
2020-12-22,437.5799865722656
2020-12-23,428.6300048828125
2020-12-24,432.4599914550781
2020-12-28,436.3699951171875
2020-12-29,434.57000732421875
2020-12-30,436.989990234375
2020-12-31,446.5299987792969
2021-01-04,437.6400146484375
2021-01-05,431.3699951171875
2021-01-06,435.1700134277344
2021-01-07,443.6400146484375
2021-01-08,452.67999267578125
2021-01-11,451.7900085449219
2021-01-12,453.19000244140625
2021-01-13,438.3999938964844
2021-01-14,409.5199890136719
2021-01-15,415.29998779296875
2021-01-19,411.4800109863281
2021-01-20,418.5199890136719
2021-01-21,414.3500061035156
2021-01-22,411.8800048828125
2021-01-25,403.489990234375
2021-01-26,404.6099853515625
2021-01-27,393.3399963378906
2021-01-28,395.2300109863281
2021-01-29,395.29998779296875
2021-02-01,416.25
2021-02-02,425.1300048828125
2021-02-03,416.8699951171875
2021-02-04,430.19000244140625
2021-02-05,429.80999755859375
2021-02-08,422.7300109863281
2021-02-09,417.9700012207031
2021-02-10,419.6600036621094
2021-02-11,426.8599853515625
2021-02-12,434.7699890136719
2021-02-16,440.9200134277344
2021-02-17,439.32000732421875
2021-02-18,437.54998779296875
2021-02-19,432.9700012207031
2021-02-22,413.6000061035156
2021-02-23,415.1499938964844
2021-02-24,417.2300109863281
2021-02-25,406.29998779296875
2021-02-26,414.5199890136719
2021-03-01,420.0299987792969
2021-03-02,418.80999755859375
2021-03-03,409.7200012207031
2021-03-04,409.0
2021-03-05,414.7200012207031
2021-03-08,402.6300048828125
2021-03-09,414.5199890136719
2021-03-10,409.82000732421875
2021-03-11,410.05999755859375
2021-03-12,416.5299987792969
2021-03-15,419.54998779296875
2021-03-16,416.5799865722656
2021-03-17,413.1700134277344
2021-03-18,405.6199951171875
2021-03-19,410.3599853515625
2021-03-22,419.3599853515625
2021-03-23,420.760009765625
2021-03-24,424.0299987792969
2021-03-25,412.04998779296875
2021-03-26,424.8699951171875
2021-03-29,426.3699951171875
2021-03-30,417.510009765625
2021-03-31,419.2799987792969
2021-04-01,428.54998779296875
2021-04-05,440.6099853515625
2021-04-06,440.1000061035156
2021-04-07,437.45001220703125
2021-04-08,445.2900085449219
2021-04-09,448.5
2021-04-12,453.1400146484375
2021-04-13,460.0
2021-04-14,457.4100036621094
2021-04-15,469.6499938964844
2021-04-16,473.5199890136719
2021-04-19,468.2699890136719
2021-04-20,468.0299987792969
2021-04-21,470.6199951171875
2021-04-22,471.75
2021-04-23,486.5
2021-04-26,487.0
2021-04-27,487.6099853515625
2021-04-28,484.0299987792969
2021-04-29,494.8299865722656
2021-04-30,485.7699890136719
2021-05-03,486.20001220703125
2021-05-04,482.5
2021-05-05,478.17999267578125
2021-05-06,475.9100036621094
2021-05-07,482.30999755859375
2021-05-10,476.8900146484375
2021-05-11,472.6700134277344
2021-05-12,460.17999267578125
2021-05-13,461.0899963378906
2021-05-14,463.4599914550781
2021-05-17,455.7799987792969
2021-05-18,454.0899963378906
2021-05-19,447.5899963378906
2021-05-20,457.2300109863281
2021-05-21,456.8800048828125
2021-05-24,462.8500061035156
2021-05-25,464.6099853515625
2021-05-26,465.1000061035156
2021-05-27,464.3699951171875
2021-05-28,468.1300048828125
2021-06-01,461.9700012207031
2021-06-02,468.8699951171875
2021-06-03,461.9800109863281
2021-06-04,466.3599853515625
2021-06-07,464.3699951171875
2021-06-08,463.3699951171875
2021-06-09,465.8299865722656
2021-06-10,476.4599914550781
2021-06-11,479.510009765625
2021-06-14,490.760009765625
2021-06-15,495.0
2021-06-16,495.8999938964844
2021-06-17,505.5400085449219
2021-06-18,502.8999938964844
2021-06-21,515.5900268554688
2021-06-22,522.1900024414062
2021-06-23,523.8599853515625
2021-06-24,533.0800170898438
2021-06-25,531.75
2021-06-28,534.469970703125
2021-06-29,542.1699829101562
2021-06-30,533.0800170898438
2021-07-01,534.030029296875
2021-07-02,541.9099731445312
2021-07-06,550.02001953125
2021-07-07,555.77001953125
2021-07-08,553.5399780273438
2021-07-09,560.22998046875
2021-07-12,559.9500122070312
2021-07-13,557.5700073242188
2021-07-14,555.1900024414062
2021-07-15,559.8499755859375
2021-07-16,564.8300170898438
2021-07-19,556.8400268554688
2021-07-20,563.5700073242188
2021-07-21,564.8599853515625
2021-07-22,572.1500244140625
2021-07-23,578.9500122070312
2021-07-26,575.9000244140625
2021-07-27,584.2100219726562
2021-07-28,591.8400268554688
2021-07-29,594.760009765625
2021-07-30,595.9600219726562
2021-08-02,610.9199829101562
2021-08-03,619.0700073242188
2021-08-04,624.219970703125
2021-08-05,627.3800048828125
2021-08-06,628.9000244140625
2021-08-09,627.6799926757812
2021-08-10,625.0800170898438
2021-08-11,624.9400024414062
2021-08-12,625.1599731445312
2021-08-13,630.02001953125
2021-08-16,630.2100219726562
2021-08-17,629.47998046875
2021-08-18,610.2100219726562
2021-08-19,610.0
2021-08-20,618.8599853515625
2021-08-23,621.1900024414062
2021-08-24,618.3699951171875
2021-08-25,627.9099731445312
2021-08-26,623.9099731445312
2021-08-27,629.5900268554688
2021-08-30,638.4299926757812
2021-08-31,634.5800170898438
2021-09-01,649.2100219726562
2021-09-02,649.4199829101562
2021-09-03,650.75
2021-09-07,655.8200073242188
2021-09-08,659.1799926757812
2021-09-09,652.8599853515625
2021-09-10,650.8699951171875
2021-09-13,643.25
2021-09-14,653.27001953125
2021-09-15,647.3599853515625
2021-09-16,652.1500244140625
2021-09-17,641.6599731445312
2021-09-20,634.5900268554688
2021-09-21,640.7000122070312
2021-09-22,645.1500244140625
2021-09-23,653.5800170898438
2021-09-24,661.3699951171875
2021-09-27,638.6799926757812
2021-09-28,597.7999877929688
2021-09-29,610.7000122070312
2021-09-30,608.3400268554688
2021-10-01,610.7000122070312
2021-10-04,587.2999877929688
2021-10-05,602.1199951171875
2021-10-06,599.9400024414062
2021-10-07,608.5
2021-10-08,600.1199951171875
2021-10-11,597.2100219726562
2021-10-12,595.25
