Date,UHS
2015-07-01,136.82525634765625
2015-07-02,136.46188354492188
2015-07-06,136.17498779296875
2015-07-07,135.44822692871094
2015-07-08,133.8513641357422
2015-07-09,134.72152709960938
2015-07-10,135.55349731445312
2015-07-13,136.7391357421875
2015-07-14,137.10255432128906
2015-07-15,136.19410705566406
2015-07-16,135.0657958984375
2015-07-17,135.04672241210938
2015-07-20,135.79249572753906
2015-07-21,134.1095733642578
2015-07-22,134.8458709716797
2015-07-23,135.58213806152344
2015-07-24,134.8171844482422
2015-07-27,134.1478271484375
2015-07-28,135.1805419921875
2015-07-29,136.0793914794922
2015-07-30,135.24745178222656
2015-07-31,138.8715362548828
2015-08-03,139.41659545898438
2015-08-04,139.8373260498047
2015-08-05,137.65716552734375
2015-08-06,136.2801971435547
2015-08-07,136.49057006835938
2015-08-10,137.0069122314453
2015-08-11,135.2091827392578
2015-08-12,135.86900329589844
2015-08-13,136.05068969726562
2015-08-14,136.82525634765625
2015-08-17,139.12973022460938
2015-08-18,139.08187866210938
2015-08-19,139.5791015625
2015-08-20,134.9606170654297
2015-08-21,134.53030395507812
2015-08-24,127.03350830078125
2015-08-25,126.3929214477539
2015-08-26,130.90623474121094
2015-08-27,134.79803466796875
2015-08-28,134.319580078125
2015-08-31,131.22885131835938
2015-09-01,126.09986114501953
2015-09-02,130.46322631835938
2015-09-03,129.36289978027344
2015-09-04,129.20021057128906
2015-09-08,131.86036682128906
2015-09-09,129.2193603515625
2015-09-10,128.8939666748047
2015-09-11,127.46817779541016
2015-09-14,129.4298858642578
2015-09-15,129.47769165039062
2015-09-16,130.44415283203125
2015-09-17,133.0181884765625
2015-09-18,131.3148956298828
2015-09-21,132.99905395507812
2015-09-22,133.3148193359375
2015-09-23,133.28616333007812
2015-09-24,127.8222885131836
2015-09-25,124.41574096679688
2015-09-28,119.50682830810547
2015-09-29,115.9375991821289
2015-09-30,119.43028259277344
2015-10-01,121.0091552734375
2015-10-02,121.69810485839844
2015-10-05,124.70281219482422
2015-10-06,122.3871078491211
2015-10-07,124.05204772949219
2015-10-08,121.94690704345703
2015-10-09,122.96125030517578
2015-10-12,123.69805908203125
2015-10-13,122.2531509399414
2015-10-14,120.84650421142578
2015-10-15,119.83216094970703
2015-10-16,122.93252563476562
2015-10-19,123.82240295410156
2015-10-20,122.63587951660156
2015-10-21,120.06182861328125
2015-10-22,106.9140625
2015-10-23,110.95217895507812
2015-10-26,112.80855560302734
2015-10-27,111.03828430175781
2015-10-28,115.47827911376953
2015-10-29,116.90404510498047
2015-10-30,116.8274917602539
2015-11-02,119.74604034423828
2015-11-03,117.54519653320312
2015-11-04,119.64081573486328
2015-11-05,117.61219787597656
2015-11-06,120.43502807617188
2015-11-09,119.07624816894531
2015-11-10,119.70777130126953
2015-11-11,115.60270690917969
2015-11-12,112.5501937866211
2015-11-13,114.59794616699219
2015-11-16,115.04766845703125
2015-11-17,117.3729476928711
2015-11-18,119.07624816894531
2015-11-19,113.94728088378906
2015-11-20,117.2198486328125
2015-11-23,118.0810317993164
2015-11-24,118.95182800292969
2015-11-25,118.41594696044922
2015-11-27,119.31617736816406
2015-11-30,116.37613677978516
2015-12-01,120.02484893798828
2015-12-02,117.73602294921875
2015-12-03,113.15837097167969
2015-12-04,114.39373016357422
2015-12-07,112.13365173339844
2015-12-08,115.18862915039062
2015-12-09,113.7233657836914
2015-12-10,115.98346710205078
2015-12-11,114.43201446533203
2015-12-14,111.24300384521484
2015-12-15,113.302001953125
2015-12-16,111.80804443359375
2015-12-17,111.20472717285156
2015-12-18,110.09381866455078
2015-12-21,114.09687042236328
2015-12-22,112.78487396240234
2015-12-23,115.97391510009766
2015-12-24,115.53337860107422
2015-12-28,114.29798889160156
2015-12-29,116.26122283935547
2015-12-30,114.93960571289062
2015-12-31,114.43201446533203
2016-01-04,112.92849731445312
2016-01-05,113.41693878173828
2016-01-06,110.80247497558594
2016-01-07,108.12101745605469
2016-01-08,107.62301635742188
2016-01-11,109.61495971679688
2016-01-12,107.54639434814453
2016-01-13,104.48184967041016
2016-01-14,106.47383117675781
2016-01-15,104.54891204833984
2016-01-19,102.82510375976562
2016-01-20,102.84426879882812
2016-01-21,102.42286682128906
2016-01-22,102.96875762939453
2016-01-25,103.86895751953125
2016-01-26,107.16333770751953
2016-01-27,106.37805938720703
2016-01-28,103.44757843017578
2016-01-29,107.87201690673828
2016-02-01,110.19915771484375
2016-02-02,107.3548583984375
2016-02-03,106.85688018798828
2016-02-04,107.11544799804688
2016-02-05,104.42442321777344
2016-02-08,100.0478286743164
2016-02-09,101.05340576171875
2016-02-10,104.37653350830078
2016-02-11,97.34721374511719
2016-02-12,99.84674072265625
2016-02-16,101.60885620117188
2016-02-17,103.17941284179688
2016-02-18,102.77720642089844
2016-02-19,102.46115112304688
2016-02-22,105.37249755859375
2016-02-23,105.08519744873047
2016-02-24,105.975830078125
2016-02-25,106.56957244873047
2016-02-26,108.64002227783203
2016-02-29,105.79317474365234
2016-03-01,109.0329818725586
2016-03-02,110.57624816894531
2016-03-03,112.62751770019531
2016-03-04,110.74878692626953
2016-03-07,109.64646911621094
2016-03-08,107.18305206298828
2016-03-09,108.32368469238281
2016-03-10,108.26617431640625
2016-03-11,110.8925552368164
2016-03-14,110.60498809814453
2016-03-15,107.44183349609375
2016-03-16,109.00423431396484
2016-03-17,109.02342987060547
2016-03-18,111.81272888183594
2016-03-21,111.77442169189453
2016-03-22,113.97905731201172
2016-03-23,113.70108032226562
2016-03-24,113.02051544189453
2016-03-28,114.20907592773438
2016-03-29,118.77169799804688
2016-03-30,120.13280487060547
2016-03-31,119.54810333251953
2016-04-01,120.19031524658203
2016-04-04,119.50016784667969
2016-04-05,117.59272766113281
2016-04-06,119.05926513671875
2016-04-07,117.9377670288086
2016-04-08,118.1103286743164
2016-04-11,116.69168090820312
2016-04-12,117.41059875488281
2016-04-13,120.02737426757812
2016-04-14,120.49703216552734
2016-04-15,120.18073272705078
2016-04-18,120.89006042480469
2016-04-19,120.53540802001953
2016-04-20,123.0083999633789
2016-04-21,122.38536071777344
2016-04-22,123.82313537597656
2016-04-25,122.50997161865234
2016-04-26,126.7083969116211
2016-04-27,126.64126586914062
2016-04-28,129.31553649902344
2016-04-29,128.13653564453125
2016-05-02,128.60626220703125
2016-05-03,128.3282470703125
2016-05-04,127.73394775390625
2016-05-05,128.03115844726562
2016-05-06,128.31869506835938
2016-05-09,129.4689178466797
2016-05-10,129.44972229003906
2016-05-11,130.1494598388672
2016-05-12,127.76268768310547
2016-05-13,128.06944274902344
2016-05-16,129.42100524902344
2016-05-17,128.8362579345703
2016-05-18,128.00234985351562
2016-05-19,128.1461181640625
2016-05-20,128.54872131347656
2016-05-23,126.56458282470703
2016-05-24,129.25802612304688
2016-05-25,130.1590576171875
2016-05-26,128.87460327148438
2016-05-27,129.2007598876953
2016-05-31,129.36386108398438
2016-06-01,130.38059997558594
2016-06-02,131.77151489257812
2016-06-03,129.86260986328125
2016-06-06,131.3782501220703
2016-06-07,132.22238159179688
2016-06-08,133.085693359375
2016-06-09,132.3758544921875
2016-06-10,129.66122436523438
2016-06-13,126.64910888671875
2016-06-14,127.97290802001953
2016-06-15,126.75469207763672
2016-06-16,126.44773864746094
2016-06-17,125.90093994140625
2016-06-20,127.23430633544922
2016-06-21,127.25349426269531
2016-06-22,129.34466552734375
2016-06-23,132.64443969726562
2016-06-24,130.74514770507812
2016-06-27,124.0879898071289
2016-06-28,126.69712829589844
2016-06-29,128.00169372558594
2016-06-30,128.6348419189453
2016-07-01,128.0976104736328
2016-07-05,126.95613861083984
2016-07-06,127.87702178955078
2016-07-07,129.24876403808594
2016-07-08,131.57008361816406
2016-07-11,131.6468505859375
2016-07-12,130.98495483398438
2016-07-13,131.04249572753906
2016-07-14,129.59408569335938
2016-07-15,129.71875
2016-07-18,130.26551818847656
2016-07-19,130.34226989746094
2016-07-20,130.45738220214844
2016-07-21,131.71395874023438
2016-07-22,132.59645080566406
2016-07-25,131.0712890625
2016-07-26,132.64443969726562
2016-07-27,125.2774429321289
2016-07-28,124.6827163696289
2016-07-29,124.25102996826172
2016-08-01,122.99443817138672
2016-08-02,120.17425537109375
2016-08-03,122.72586822509766
2016-08-04,122.46687316894531
2016-08-05,122.06396484375
2016-08-08,121.70906066894531
2016-08-09,121.01840209960938
2016-08-10,121.07597351074219
2016-08-11,121.65150451660156
2016-08-12,121.21983337402344
2016-08-15,121.16229248046875
2016-08-16,117.68023681640625
2016-08-17,115.91521453857422
2016-08-18,115.97276306152344
2016-08-19,116.34687042236328
2016-08-22,116.62506103515625
2016-08-23,116.52912902832031
2016-08-24,115.44514465332031
2016-08-25,115.22456359863281
2016-08-26,114.58185577392578
2016-08-29,116.25096130371094
2016-08-30,116.19335174560547
2016-08-31,115.71334075927734
2016-09-01,114.07164764404297
2016-09-02,115.87651062011719
2016-09-06,114.88768005371094
2016-09-07,117.31657409667969
2016-09-08,116.69258880615234
2016-09-09,115.31010437011719
2016-09-12,117.50859832763672
2016-09-13,116.53894805908203
2016-09-14,115.73253631591797
2016-09-15,117.12458801269531
2016-09-16,118.57422637939453
2016-09-19,118.34382629394531
2016-09-20,117.60460662841797
2016-09-21,117.89261627197266
2016-09-22,119.28468322753906
2016-09-23,118.01742553710938
2016-09-26,116.23175048828125
2016-09-27,116.85577392578125
2016-09-28,118.04621887207031
2016-09-29,117.2973861694336
2016-09-30,118.29586029052734
2016-10-03,115.94375610351562
2016-10-04,116.06855773925781
2016-10-05,115.28130340576172
2016-10-06,115.19490814208984
2016-10-07,115.3581314086914
2016-10-10,117.48939514160156
2016-10-11,116.2509536743164
2016-10-12,116.98057556152344
2016-10-13,119.68790435791016
2016-10-14,118.43026733398438
2016-10-17,118.5262222290039
2016-10-18,120.82073974609375
2016-10-19,118.89104461669922
2016-10-20,119.51507568359375
2016-10-21,118.62222290039062
2016-10-24,119.4478759765625
2016-10-25,116.74056243896484
2016-10-26,114.33086395263672
2016-10-27,117.4605941772461
2016-10-28,115.71334075927734
2016-10-31,115.8861312866211
2016-11-01,115.48290252685547
2016-11-02,116.06855773925781
2016-11-03,113.908447265625
2016-11-04,115.54051971435547
2016-11-07,119.89910125732422
2016-11-08,122.9424057006836
2016-11-09,114.49407958984375
