Date,KMB
2015-07-01,74.60553741455078
2015-07-02,74.39798736572266
2015-07-06,74.43258666992188
2015-07-07,75.93368530273438
2015-07-08,75.4217758178711
2015-07-09,75.19348907470703
2015-07-10,75.89910125732422
2015-07-13,76.68769073486328
2015-07-14,76.74996185302734
2015-07-15,76.92289733886719
2015-07-16,77.49703216552734
2015-07-17,77.75296783447266
2015-07-20,78.12651824951172
2015-07-21,77.81522369384766
2015-07-22,77.61463928222656
2015-07-23,77.22032165527344
2015-07-24,77.36561584472656
2015-07-27,77.72530364990234
2015-07-28,78.3686294555664
2015-07-29,78.51392364501953
2015-07-30,79.25410461425781
2015-07-31,79.53076934814453
2015-08-03,80.02885437011719
2015-08-04,80.24330139160156
2015-08-05,81.3570327758789
2015-08-06,80.69984436035156
2015-08-07,80.73444366455078
2015-08-10,80.86588287353516
2015-08-11,80.68600463867188
2015-08-12,80.00118255615234
2015-08-13,80.09107971191406
2015-08-14,80.35396575927734
2015-08-17,80.40241241455078
2015-08-18,80.27095794677734
2015-08-19,79.80748748779297
2015-08-20,78.89439392089844
2015-08-21,77.06815338134766
2015-08-24,73.58863067626953
2015-08-25,71.49259948730469
2015-08-26,73.45027923583984
2015-08-27,74.52249908447266
2015-08-28,74.16278839111328
2015-08-31,73.69237518310547
2015-09-01,71.9630126953125
2015-09-02,73.10716247558594
2015-09-03,73.70018005371094
2015-09-04,72.22114562988281
2015-09-08,73.9373779296875
2015-09-09,72.46531677246094
2015-09-10,72.31880950927734
2015-09-11,72.59088897705078
2015-09-14,72.40251922607422
2015-09-15,73.70018005371094
2015-09-16,74.83037567138672
2015-09-17,75.2350082397461
2015-09-18,75.24199676513672
2015-09-21,75.88381958007812
2015-09-22,75.2350082397461
2015-09-23,75.24895477294922
2015-09-24,75.46524810791016
2015-09-25,75.84196472167969
2015-09-28,74.51644134521484
2015-09-29,75.16525268554688
2015-09-30,76.07219696044922
2015-10-01,75.86290740966797
2015-10-02,76.1419677734375
2015-10-05,78.15121459960938
2015-10-06,77.7674789428711
2015-10-07,78.15819549560547
2015-10-08,79.39305114746094
2015-10-09,80.04185485839844
2015-10-12,80.53021240234375
2015-10-13,80.26513671875
2015-10-14,80.02787017822266
2015-10-15,81.01856994628906
2015-10-16,81.82084655761719
2015-10-19,81.939453125
2015-10-20,81.77899932861328
2015-10-21,82.38597106933594
2015-10-22,84.27662658691406
2015-10-23,84.58356475830078
2015-10-26,84.6533432006836
2015-10-27,84.44404602050781
2015-10-28,84.31847381591797
2015-10-29,84.9533462524414
2015-10-30,83.51615142822266
2015-11-02,84.80683135986328
2015-11-03,84.43705749511719
2015-11-04,83.62081146240234
2015-11-05,83.63475036621094
2015-11-06,82.72781372070312
2015-11-09,82.33714294433594
2015-11-10,82.96501922607422
2015-11-11,83.27198028564453
2015-11-12,82.1069107055664
2015-11-13,81.84876251220703
2015-11-16,83.39059448242188
2015-11-17,83.14641571044922
2015-11-18,84.37427520751953
2015-11-19,84.8766098022461
2015-11-20,83.87895202636719
2015-11-23,84.82776641845703
2015-11-24,84.49288177490234
2015-11-25,84.04637145996094
2015-11-27,84.3115005493164
2015-11-30,83.12549591064453
2015-12-01,84.5068359375
2015-12-02,84.16950225830078
2015-12-03,83.101318359375
2015-12-04,85.2447509765625
2015-12-07,85.81397247314453
2015-12-08,85.42745208740234
2015-12-09,84.52792358398438
2015-12-10,84.56305694580078
2015-12-11,83.76892852783203
2015-12-14,86.1934585571289
2015-12-15,87.45138549804688
2015-12-16,88.49148559570312
2015-12-17,88.43524932861328
2015-12-18,86.81890869140625
2015-12-21,87.7887191772461
2015-12-22,88.8077392578125
2015-12-23,89.29261016845703
2015-12-24,89.1661376953125
2015-12-28,90.1148452758789
2015-12-29,91.03545379638672
2015-12-30,90.95814514160156
2015-12-31,89.46128845214844
