Date,NSC
2015-07-01,88.0999984741211
2015-07-02,87.83000183105469
2015-07-06,86.94000244140625
2015-07-07,87.81999969482422
2015-07-08,85.4000015258789
2015-07-09,85.62000274658203
2015-07-10,86.3499984741211
2015-07-13,86.45999908447266
2015-07-14,86.72000122070312
2015-07-15,86.95999908447266
2015-07-16,85.5999984741211
2015-07-17,85.94000244140625
2015-07-20,86.08999633789062
2015-07-21,85.91999816894531
2015-07-22,85.37000274658203
2015-07-23,83.4800033569336
2015-07-24,82.95999908447266
2015-07-27,82.80000305175781
2015-07-28,84.91999816894531
2015-07-29,85.97000122070312
2015-07-30,85.80000305175781
2015-07-31,84.33000183105469
2015-08-03,83.01000213623047
2015-08-04,83.18000030517578
2015-08-05,82.58000183105469
2015-08-06,81.5999984741211
2015-08-07,81.11000061035156
2015-08-10,82.62000274658203
2015-08-11,80.9800033569336
2015-08-12,81.33999633789062
2015-08-13,81.0199966430664
2015-08-14,81.73999786376953
2015-08-17,82.1500015258789
2015-08-18,82.3499984741211
2015-08-19,81.5
2015-08-20,79.94999694824219
2015-08-21,77.9800033569336
2015-08-24,74.73999786376953
2015-08-25,72.44000244140625
2015-08-26,74.12000274658203
2015-08-27,77.91999816894531
2015-08-28,79.19999694824219
2015-08-31,77.91000366210938
2015-09-01,75.70999908447266
2015-09-02,76.54000091552734
2015-09-03,77.16000366210938
2015-09-04,76.52999877929688
2015-09-08,78.69000244140625
2015-09-09,78.94000244140625
2015-09-10,79.04000091552734
2015-09-11,79.16999816894531
2015-09-14,78.69000244140625
2015-09-15,80.5199966430664
2015-09-16,81.69000244140625
2015-09-17,81.11000061035156
2015-09-18,78.94999694824219
2015-09-21,79.56999969482422
2015-09-22,77.43000030517578
2015-09-23,76.33999633789062
2015-09-24,75.69000244140625
2015-09-25,75.62000274658203
2015-09-28,74.66000366210938
2015-09-29,74.91000366210938
2015-09-30,76.4000015258789
2015-10-01,77.33000183105469
2015-10-02,79.01000213623047
2015-10-05,79.9800033569336
2015-10-06,79.43000030517578
2015-10-07,81.19999694824219
2015-10-08,82.9800033569336
2015-10-09,82.91000366210938
2015-10-12,80.9800033569336
2015-10-13,79.29000091552734
2015-10-14,78.2300033569336
2015-10-15,79.45999908447266
2015-10-16,78.36000061035156
2015-10-19,77.7699966430664
2015-10-20,78.83999633789062
2015-10-21,78.69999694824219
2015-10-22,80.5199966430664
2015-10-23,81.0
2015-10-26,80.27999877929688
2015-10-27,77.44000244140625
2015-10-28,81.5999984741211
2015-10-29,81.08999633789062
2015-10-30,80.02999877929688
2015-11-02,80.37999725341797
2015-11-03,80.68000030517578
2015-11-04,80.3499984741211
2015-11-05,80.1500015258789
2015-11-06,79.87000274658203
2015-11-09,88.62000274658203
2015-11-10,88.56999969482422
2015-11-11,88.88999938964844
2015-11-12,88.75
2015-11-13,88.95999908447266
2015-11-16,88.30000305175781
2015-11-17,86.97000122070312
2015-11-18,92.48999786376953
2015-11-19,96.8499984741211
2015-11-20,97.55999755859375
2015-11-23,95.55999755859375
2015-11-24,94.55000305175781
2015-11-25,95.4000015258789
2015-11-27,95.37999725341797
2015-11-30,95.05999755859375
2015-12-01,94.80999755859375
2015-12-02,92.1500015258789
2015-12-03,93.11000061035156
2015-12-04,92.05999755859375
2015-12-07,91.5199966430664
2015-12-08,86.31999969482422
2015-12-09,87.55000305175781
2015-12-10,87.68000030517578
2015-12-11,89.44000244140625
2015-12-14,89.3499984741211
2015-12-15,91.0199966430664
2015-12-16,89.79000091552734
2015-12-17,85.05999755859375
2015-12-18,84.2699966430664
2015-12-21,84.08000183105469
2015-12-22,86.06999969482422
2015-12-23,86.8499984741211
2015-12-24,86.77999877929688
2015-12-28,85.58999633789062
2015-12-29,85.55999755859375
2015-12-30,84.86000061035156
2015-12-31,84.58999633789062
2016-01-04,81.80999755859375
2016-01-05,82.2699966430664
2016-01-06,79.4800033569336
2016-01-07,78.0
2016-01-08,77.79000091552734
2016-01-11,75.97000122070312
2016-01-12,75.93000030517578
2016-01-13,71.44000244140625
2016-01-14,72.1500015258789
2016-01-15,71.7699966430664
2016-01-19,71.8499984741211
2016-01-20,71.18000030517578
2016-01-21,70.06999969482422
2016-01-22,68.58999633789062
2016-01-25,67.7300033569336
2016-01-26,68.9000015258789
2016-01-27,69.88999938964844
2016-01-28,70.11000061035156
2016-01-29,70.5
2016-02-01,70.19000244140625
2016-02-02,66.5999984741211
2016-02-03,67.31999969482422
2016-02-04,69.37000274658203
2016-02-05,70.13999938964844
2016-02-08,70.48999786376953
2016-02-09,71.41999816894531
2016-02-10,73.0199966430664
2016-02-11,71.66999816894531
2016-02-12,72.55999755859375
2016-02-16,73.98999786376953
2016-02-17,75.7699966430664
2016-02-18,74.83000183105469
2016-02-19,75.0
2016-02-22,75.95999908447266
2016-02-23,73.87000274658203
2016-02-24,73.94000244140625
2016-02-25,73.66999816894531
2016-02-26,74.69999694824219
2016-02-29,73.16999816894531
2016-03-01,75.30999755859375
2016-03-02,76.4000015258789
2016-03-03,77.0
2016-03-04,77.4000015258789
2016-03-07,79.72000122070312
2016-03-08,76.36000061035156
2016-03-09,75.75
2016-03-10,75.76000213623047
2016-03-11,79.01000213623047
2016-03-14,78.97000122070312
2016-03-15,79.0
2016-03-16,80.98999786376953
2016-03-17,82.80000305175781
2016-03-18,84.0199966430664
2016-03-21,84.04000091552734
2016-03-22,84.30000305175781
2016-03-23,82.86000061035156
2016-03-24,83.87000274658203
2016-03-28,81.75
2016-03-29,82.80000305175781
2016-03-30,84.75
2016-03-31,83.25
2016-04-01,82.97000122070312
2016-04-04,82.48999786376953
2016-04-05,81.19999694824219
2016-04-06,81.1500015258789
2016-04-07,80.0999984741211
2016-04-08,81.48999786376953
2016-04-11,79.27999877929688
2016-04-12,78.72000122070312
2016-04-13,81.13999938964844
2016-04-14,82.13999938964844
2016-04-15,81.62999725341797
2016-04-18,81.54000091552734
2016-04-19,82.7699966430664
2016-04-20,83.16000366210938
2016-04-21,82.62999725341797
2016-04-22,91.33000183105469
2016-04-25,91.37000274658203
2016-04-26,93.05000305175781
2016-04-27,93.2300033569336
2016-04-28,91.9800033569336
2016-04-29,90.11000061035156
2016-05-02,90.72000122070312
2016-05-03,89.13999938964844
2016-05-04,88.87000274658203
2016-05-05,88.94999694824219
2016-05-06,89.66000366210938
2016-05-09,88.27999877929688
2016-05-10,90.30999755859375
2016-05-11,88.81999969482422
2016-05-12,88.18000030517578
2016-05-13,85.97000122070312
2016-05-16,86.23999786376953
2016-05-17,85.86000061035156
2016-05-18,85.51000213623047
2016-05-19,84.33000183105469
2016-05-20,85.44000244140625
2016-05-23,84.69000244140625
2016-05-24,82.2300033569336
2016-05-25,83.30999755859375
2016-05-26,83.83000183105469
2016-05-27,84.0
2016-05-31,84.05999755859375
2016-06-01,83.01000213623047
2016-06-02,83.16999816894531
2016-06-03,83.11000061035156
2016-06-06,83.2699966430664
2016-06-07,83.73999786376953
2016-06-08,85.94999694824219
2016-06-09,85.5999984741211
2016-06-10,84.08999633789062
2016-06-13,83.2300033569336
2016-06-14,82.80000305175781
2016-06-15,83.5
2016-06-16,84.19000244140625
2016-06-17,85.19000244140625
2016-06-20,85.6500015258789
2016-06-21,85.01000213623047
2016-06-22,86.05000305175781
2016-06-23,87.0
2016-06-24,82.63999938964844
2016-06-27,79.68000030517578
2016-06-28,82.2300033569336
2016-06-29,83.75
2016-06-30,85.12999725341797
2016-07-01,85.19999694824219
2016-07-05,83.9000015258789
2016-07-06,84.94999694824219
2016-07-07,84.04000091552734
2016-07-08,86.41999816894531
2016-07-11,86.94999694824219
2016-07-12,88.41999816894531
2016-07-13,90.7699966430664
2016-07-14,91.79000091552734
2016-07-15,91.48999786376953
2016-07-18,91.61000061035156
2016-07-19,91.4000015258789
2016-07-20,91.75
2016-07-21,91.55999755859375
2016-07-22,92.01000213623047
2016-07-25,91.95999908447266
2016-07-26,92.75
2016-07-27,90.13999938964844
2016-07-28,90.0199966430664
2016-07-29,89.77999877929688
2016-08-01,88.55000305175781
2016-08-02,87.16999816894531
2016-08-03,88.33000183105469
2016-08-04,87.61000061035156
2016-08-05,88.87999725341797
2016-08-08,89.5199966430664
2016-08-09,89.25
2016-08-10,88.56999969482422
2016-08-11,89.4800033569336
2016-08-12,88.36000061035156
2016-08-15,88.91999816894531
2016-08-16,89.12000274658203
2016-08-17,89.81999969482422
2016-08-18,91.66999816894531
2016-08-19,91.58000183105469
2016-08-22,91.36000061035156
2016-08-23,92.02999877929688
2016-08-24,92.0999984741211
2016-08-25,92.08000183105469
2016-08-26,92.2699966430664
2016-08-29,94.01000213623047
2016-08-30,94.37000274658203
2016-08-31,93.9000015258789
2016-09-01,93.80000305175781
2016-09-02,94.16000366210938
2016-09-06,95.1500015258789
2016-09-07,93.94000244140625
2016-09-08,93.98999786376953
2016-09-09,90.77999877929688
2016-09-12,92.37999725341797
2016-09-13,90.73999786376953
2016-09-14,90.66999816894531
2016-09-15,91.51000213623047
2016-09-16,91.3499984741211
2016-09-19,92.02999877929688
2016-09-20,91.91999816894531
2016-09-21,93.11000061035156
2016-09-22,93.91000366210938
2016-09-23,93.62000274658203
2016-09-26,93.27999877929688
2016-09-27,94.4800033569336
2016-09-28,95.52999877929688
2016-09-29,95.1500015258789
2016-09-30,97.05999755859375
2016-10-03,96.91000366210938
2016-10-04,95.79000091552734
2016-10-05,97.04000091552734
2016-10-06,97.44999694824219
2016-10-07,96.77999877929688
2016-10-10,95.83000183105469
2016-10-11,94.66999816894531
2016-10-12,93.41999816894531
2016-10-13,94.81999969482422
2016-10-14,94.94000244140625
2016-10-17,94.83999633789062
2016-10-18,94.9800033569336
2016-10-19,95.63999938964844
2016-10-20,93.12999725341797
2016-10-21,92.91999816894531
2016-10-24,92.94999694824219
2016-10-25,93.2699966430664
2016-10-26,90.02999877929688
2016-10-27,91.3499984741211
2016-10-28,92.2699966430664
2016-10-31,93.0
2016-11-01,91.5999984741211
2016-11-02,91.98999786376953
2016-11-03,91.76000213623047
2016-11-04,91.62000274658203
2016-11-07,94.94999694824219
2016-11-08,96.0
2016-11-09,98.80000305175781
2016-11-10,100.5
2016-11-11,100.91000366210938
2016-11-14,103.98999786376953
2016-11-15,104.58000183105469
2016-11-16,103.0
2016-11-17,103.13999938964844
2016-11-18,103.44999694824219
2016-11-21,104.5999984741211
2016-11-22,103.91999816894531
2016-11-23,104.04000091552734
2016-11-25,104.33999633789062
2016-11-28,103.98999786376953
2016-11-29,104.37000274658203
2016-11-30,106.45999908447266
2016-12-01,106.83000183105469
2016-12-02,105.5999984741211
2016-12-05,105.95999908447266
2016-12-06,106.20999908447266
2016-12-07,109.75
2016-12-08,110.0199966430664
2016-12-09,110.5999984741211
2016-12-12,110.69000244140625
2016-12-13,109.83000183105469
2016-12-14,107.58000183105469
2016-12-15,108.11000061035156
2016-12-16,106.66999816894531
2016-12-19,106.93000030517578
2016-12-20,108.16999816894531
2016-12-21,108.05000305175781
2016-12-22,108.77999877929688
2016-12-23,109.27999877929688
2016-12-27,109.44999694824219
2016-12-28,108.72000122070312
2016-12-29,108.81999969482422
2016-12-30,108.06999969482422
