Date,AME
2015-07-01,51.63797378540039
2015-07-02,51.68447494506836
2015-07-06,50.67964553833008
2015-07-07,51.01459884643555
2015-07-08,50.03764343261719
2015-07-09,50.530784606933594
2015-07-10,51.26579666137695
2015-07-13,52.03804397583008
2015-07-14,51.89848709106445
2015-07-15,51.20997619628906
2015-07-16,51.442588806152344
2015-07-17,51.042503356933594
2015-07-20,51.26579666137695
2015-07-21,50.884334564208984
2015-07-22,51.18206787109375
2015-07-23,51.31232833862305
2015-07-24,50.19581985473633
2015-07-27,48.39081573486328
2015-07-28,48.80018997192383
2015-07-29,49.62826156616211
2015-07-30,49.64689254760742
2015-07-31,49.358455657958984
2015-08-03,49.58175277709961
2015-08-04,49.972511291503906
2015-08-05,50.45633316040039
2015-08-06,51.20997619628906
2015-08-07,51.116939544677734
2015-08-10,52.1776008605957
2015-08-11,51.75893020629883
2015-08-12,51.62865447998047
2015-08-13,52.149696350097656
2015-08-14,52.717247009277344
2015-08-17,53.49878692626953
2015-08-18,53.49878692626953
2015-08-19,52.60559844970703
2015-08-20,51.228580474853516
2015-08-21,50.093475341796875
2015-08-24,48.92115783691406
2015-08-25,47.907012939453125
2015-08-26,49.50732421875
2015-08-27,50.930850982666016
2015-08-28,50.95875549316406
2015-08-31,50.07487487792969
2015-09-01,48.23265838623047
2015-09-02,49.060707092285156
2015-09-03,49.10725021362305
2015-09-04,48.31637954711914
2015-09-08,49.88878631591797
2015-09-09,49.30263137817383
2015-09-10,49.24680709838867
2015-09-11,49.516632080078125
2015-09-14,49.09724044799805
2015-09-15,49.758941650390625
2015-09-16,50.11310958862305
2015-09-17,49.86146545410156
2015-09-18,48.612586975097656
2015-09-21,48.621917724609375
2015-09-22,48.02544021606445
2015-09-23,48.05339431762695
2015-09-24,48.0161247253418
2015-09-25,48.48210906982422
2015-09-28,47.373050689697266
2015-09-29,47.65263748168945
2015-09-30,48.761714935302734
2015-10-01,48.332984924316406
2015-10-02,49.65641784667969
2015-10-05,51.00780487060547
2015-10-06,50.75617599487305
2015-10-07,51.39925003051758
2015-10-08,52.1075553894043
2015-10-09,52.21007537841797
2015-10-12,51.98640060424805
2015-10-13,51.194210052490234
2015-10-14,50.42997360229492
2015-10-15,50.8214111328125
2015-10-16,50.420658111572266
2015-10-19,50.588417053222656
2015-10-20,50.88664245605469
2015-10-21,50.9052734375
2015-10-22,51.84660720825195
2015-10-23,52.06094741821289
2015-10-26,52.47102737426758
2015-10-27,50.103755950927734
2015-10-28,50.53249740600586
2015-10-29,50.961212158203125
2015-10-30,51.091678619384766
2015-11-02,51.66952133178711
2015-11-03,51.930484771728516
2015-11-04,52.359195709228516
2015-11-05,52.638790130615234
