Date,SW
2015-07-01,20.58677101135254
2015-07-02,20.58677101135254
2015-07-06,20.58677101135254
2015-07-07,20.58677101135254
2015-07-08,20.58677101135254
2015-07-09,20.58677101135254
2015-07-10,20.58677101135254
2015-07-13,20.383981704711914
2015-07-14,20.383981704711914
2015-07-15,20.383981704711914
2015-07-16,21.691631317138672
2015-07-17,21.691631317138672
2015-07-20,21.691631317138672
2015-07-21,21.691631317138672
2015-07-22,21.691631317138672
2015-07-23,21.691631317138672
2015-07-24,21.691631317138672
2015-07-27,21.691631317138672
2015-07-28,21.691631317138672
2015-07-29,21.691631317138672
2015-07-30,21.691631317138672
2015-07-31,21.691631317138672
2015-08-03,21.691631317138672
2015-08-04,21.691631317138672
2015-08-05,21.691631317138672
2015-08-06,21.691631317138672
2015-08-07,21.691631317138672
2015-08-10,21.656665802001953
2015-08-11,21.656665802001953
2015-08-12,21.656665802001953
2015-08-13,21.656665802001953
2015-08-14,21.656665802001953
2015-08-17,21.656665802001953
2015-08-18,21.600725173950195
2015-08-19,21.600725173950195
2015-08-20,21.600725173950195
2015-08-21,21.600725173950195
2015-08-24,21.600725173950195
2015-08-25,21.600725173950195
2015-08-26,19.52386474609375
2015-08-27,19.52386474609375
2015-08-28,19.52386474609375
2015-08-31,19.52386474609375
2015-09-01,19.950428009033203
2015-09-02,19.950428009033203
2015-09-03,20.237133026123047
2015-09-04,20.237133026123047
2015-09-08,20.237133026123047
2015-09-09,20.237133026123047
2015-09-10,20.237133026123047
2015-09-11,20.237133026123047
2015-09-14,20.237133026123047
2015-09-15,20.237133026123047
2015-09-16,20.237133026123047
2015-09-17,20.237133026123047
2015-09-18,20.237133026123047
2015-09-21,20.237133026123047
2015-09-22,20.237133026123047
2015-09-23,20.237133026123047
2015-09-24,20.237133026123047
2015-09-25,20.237133026123047
2015-09-28,20.237133026123047
2015-09-29,20.237133026123047
2015-09-30,20.237133026123047
2015-10-01,20.39499282836914
2015-10-02,20.39499282836914
2015-10-05,20.39499282836914
2015-10-06,20.39499282836914
2015-10-07,20.39499282836914
2015-10-08,20.39499282836914
2015-10-09,20.39499282836914
2015-10-12,20.39499282836914
2015-10-13,20.39499282836914
2015-10-14,20.39499282836914
2015-10-15,20.39499282836914
2015-10-16,20.39499282836914
2015-10-19,19.2603702545166
2015-10-20,19.2603702545166
2015-10-21,19.2603702545166
2015-10-22,19.2603702545166
2015-10-23,19.2603702545166
2015-10-26,19.2603702545166
2015-10-27,19.2603702545166
2015-10-28,19.2603702545166
2015-10-29,19.2603702545166
2015-10-30,19.2603702545166
2015-11-02,19.2603702545166
2015-11-03,19.429506301879883
2015-11-04,19.429506301879883
2015-11-05,19.429506301879883
2015-11-06,19.429506301879883
2015-11-09,19.429506301879883
2015-11-10,19.429506301879883
2015-11-11,19.429506301879883
2015-11-12,19.429506301879883
2015-11-13,19.429506301879883
2015-11-16,19.32379150390625
2015-11-17,19.32379150390625
2015-11-18,19.32379150390625
2015-11-19,19.32379150390625
2015-11-20,19.32379150390625
2015-11-23,19.32379150390625
2015-11-24,19.32379150390625
2015-11-25,18.351266860961914
2015-11-27,18.351266860961914
2015-11-30,18.351266860961914
2015-12-01,18.351266860961914
2015-12-02,18.351266860961914
2015-12-03,18.351266860961914
2015-12-04,18.351266860961914
2015-12-07,18.351266860961914
2015-12-08,18.351266860961914
2015-12-09,17.963653564453125
2015-12-10,17.963653564453125
2015-12-11,17.963653564453125
2015-12-14,17.963653564453125
2015-12-15,17.963653564453125
2015-12-16,17.963653564453125
2015-12-17,17.963653564453125
2015-12-18,17.963653564453125
2015-12-21,17.963653564453125
2015-12-22,17.963653564453125
2015-12-23,17.963653564453125
2015-12-24,17.963653564453125
2015-12-28,17.78042984008789
2015-12-29,18.083463668823242
2015-12-30,18.083463668823242
2015-12-31,18.083463668823242
2016-01-04,18.083463668823242
2016-01-05,18.083463668823242
2016-01-06,18.083463668823242
2016-01-07,18.083463668823242
2016-01-08,18.083463668823242
2016-01-11,18.083463668823242
2016-01-12,18.083463668823242
2016-01-13,18.083463668823242
2016-01-14,17.237783432006836
2016-01-15,17.237783432006836
2016-01-19,17.237783432006836
2016-01-20,17.237783432006836
2016-01-21,16.20887565612793
2016-01-22,16.20887565612793
2016-01-25,16.20887565612793
2016-01-26,16.20887565612793
2016-01-27,16.20887565612793
2016-01-28,16.20887565612793
