Date,WMB
2015-07-01,31.401933670043945
2015-07-02,31.451082229614258
2015-07-06,31.194456100463867
2015-07-07,31.06340217590332
2015-07-08,30.582902908325195
2015-07-09,30.82316780090332
2015-07-10,31.609439849853516
2015-07-13,31.795082092285156
2015-07-14,31.68587303161621
2015-07-15,31.39103126525879
2015-07-16,31.647661209106445
2015-07-17,31.489309310913086
2015-07-20,30.54469108581543
2015-07-21,29.867616653442383
2015-07-22,29.23422622680664
2015-07-23,28.9066104888916
2015-07-24,28.7427978515625
2015-07-27,28.33328628540039
2015-07-28,28.99942398071289
2015-07-29,29.490861892700195
2015-07-30,28.928451538085938
2015-07-31,28.655431747436523
2015-08-03,28.20223617553711
2015-08-04,27.989276885986328
2015-08-05,26.842634201049805
2015-08-06,26.498634338378906
2015-08-07,26.646066665649414
2015-08-10,27.24123191833496
2015-08-11,27.29037094116211
2015-08-12,27.90737533569336
2015-08-13,28.022045135498047
2015-08-14,28.518932342529297
2015-08-17,29.976821899414062
2015-08-18,29.40894889831543
2015-08-19,28.944826126098633
2015-08-20,27.683515548706055
2015-08-21,27.11018180847168
2015-08-24,25.5212459564209
2015-08-25,24.390979766845703
2015-08-26,24.936996459960938
2015-08-27,26.034513473510742
2015-08-28,26.71158790588379
2015-08-31,26.318445205688477
2015-09-01,25.122648239135742
2015-09-02,25.777875900268555
2015-09-03,25.85431480407715
2015-09-04,25.346521377563477
2015-09-08,25.70143699645996
2015-09-09,25.122648239135742
2015-09-10,24.172561645507812
2015-09-11,23.46273422241211
2015-09-14,23.08051300048828
2015-09-15,23.79034423828125
2015-09-16,25.040748596191406
2015-09-17,24.958831787109375
2015-09-18,25.19363021850586
2015-09-21,25.3192195892334
2015-09-22,24.64927864074707
2015-09-23,23.51426124572754
2015-09-24,23.15437889099121
2015-09-25,23.032573699951172
2015-09-28,20.24208641052246
2015-09-29,19.339614868164062
2015-09-30,20.402650833129883
2015-10-01,21.58196258544922
2015-10-02,22.711444854736328
2015-10-05,23.010425567626953
2015-10-06,23.32048225402832
2015-10-07,24.11775779724121
2015-10-08,24.25064468383789
2015-10-09,24.26725196838379
2015-10-12,23.553020477294922
2015-10-13,22.921842575073242
2015-10-14,22.68376350402832
2015-10-15,23.060256958007812
2015-10-16,23.4090633392334
2015-10-19,23.21527862548828
2015-10-20,22.955066680908203
2015-10-21,22.41246223449707
2015-10-22,22.04151153564453
2015-10-23,21.703779220581055
2015-10-26,20.80129051208496
2015-10-27,20.745927810668945
2015-10-28,21.205467224121094
2015-10-29,21.205467224121094
2015-10-30,21.836650848388672
2015-11-02,21.90863037109375
2015-11-03,22.301733016967773
2015-11-04,21.55428123474121
2015-11-05,21.177783966064453
2015-11-06,21.028297424316406
2015-11-09,20.458019256591797
2015-11-10,20.380502700805664
2015-11-11,20.125810623168945
2015-11-12,19.433727264404297
2015-11-13,19.433727264404297
2015-11-16,20.65733528137207
2015-11-17,20.795753479003906
2015-11-18,21.09473419189453
2015-11-19,20.88434410095215
2015-11-20,20.38604736328125
2015-11-23,20.291921615600586
2015-11-24,20.563213348388672
2015-11-25,20.175643920898438
2015-11-27,20.009552001953125
2015-11-30,20.24208641052246
2015-12-01,20.297454833984375
2015-12-02,19.599836349487305
2015-12-03,18.414979934692383
2015-12-04,17.22460174560547
2015-12-07,14.932415008544922
2015-12-08,15.081901550292969
2015-12-09,16.408662796020508
2015-12-10,16.82823371887207
2015-12-11,14.979846000671387
2015-12-14,14.497904777526855
2015-12-15,14.650996208190918
