Date,ADM
2015-07-01,35.348907470703125
2015-07-02,35.35618209838867
2015-07-06,34.94921112060547
2015-07-07,34.98554229736328
2015-07-08,34.527687072753906
2015-07-09,34.22246170043945
2015-07-10,34.30967712402344
2015-07-13,34.52042770385742
2015-07-14,34.731178283691406
2015-07-15,34.491363525390625
2015-07-16,34.77479553222656
2015-07-17,34.89834213256836
2015-07-20,34.91287612915039
2015-07-21,34.51316452026367
2015-07-22,34.6512451171875
2015-07-23,34.89834213256836
2015-07-24,34.29513168334961
2015-07-27,34.34601593017578
2015-07-28,35.138160705566406
2015-07-29,34.978267669677734
2015-07-30,34.75299835205078
2015-07-31,34.46228790283203
2015-08-03,34.6657829284668
2015-08-04,35.181766510009766
2015-08-05,35.043678283691406
2015-08-06,34.84746170043945
2015-08-07,33.73554229736328
2015-08-10,33.81547927856445
2015-08-11,33.48116683959961
2015-08-12,34.07711410522461
2015-08-13,34.527687072753906
2015-08-14,34.30241012573242
2015-08-17,34.733734130859375
2015-08-18,34.85802459716797
2015-08-19,34.15619659423828
2015-08-20,33.776023864746094
2015-08-21,32.986446380615234
2015-08-24,31.838661193847656
2015-08-25,31.44386863708496
2015-08-26,32.16032791137695
2015-08-27,32.774436950683594
2015-08-28,32.642852783203125
2015-08-31,32.891414642333984
2015-09-01,31.685123443603516
2015-09-02,31.889822006225586
2015-09-03,31.984859466552734
2015-09-04,31.36345863342285
2015-09-08,31.948312759399414
2015-09-09,31.429244995117188
2015-09-10,31.48042869567871
2015-09-11,31.304967880249023
2015-09-14,31.38538360595703
2015-09-15,31.78017234802246
2015-09-16,32.306549072265625
2015-09-17,32.35041427612305
2015-09-18,31.604705810546875
2015-09-21,31.714378356933594
2015-09-22,31.03445816040039
2015-09-23,30.749340057373047
2015-09-24,30.720090866088867
2015-09-25,31.071022033691406
2015-09-28,30.040191650390625
2015-09-29,29.989013671875
2015-09-30,30.30337905883789
2015-10-01,30.310693740844727
2015-10-02,31.01253318786621
2015-10-05,31.904451370239258
2015-10-06,31.904451370239258
2015-10-07,32.394287109375
2015-10-08,32.99375915527344
2015-10-09,33.20577621459961
2015-10-12,33.22038650512695
2015-10-13,32.840232849121094
2015-10-14,32.869476318359375
2015-10-15,33.30812454223633
2015-10-16,33.60056686401367
2015-10-19,33.607872009277344
2015-10-20,33.41049575805664
2015-10-21,33.11073684692383
2015-10-22,34.141563415527344
2015-10-23,34.28047561645508
2015-10-26,33.91493606567383
2015-10-27,33.80526351928711
2015-10-28,34.21467590332031
2015-10-29,33.28620147705078
2015-10-30,33.381248474121094
2015-11-02,33.834503173828125
2015-11-03,31.54621696472168
2015-11-04,31.45117950439453
2015-11-05,31.487735748291016
2015-11-06,30.80051612854004
2015-11-09,30.354557037353516
2015-11-10,29.703895568847656
2015-11-11,29.616159439086914
2015-11-12,28.153993606567383
2015-11-13,27.605684280395508
2015-11-16,28.16545867919922
2015-11-17,27.39945411682129
2015-11-18,27.55413246154785
2015-11-19,26.832313537597656
2015-11-20,26.3903865814209
2015-11-23,27.0459041595459
2015-11-24,26.545061111450195
2015-11-25,26.861783981323242
2015-11-27,26.854398727416992
2015-11-30,26.87651252746582
