Date,SPGI
2015-07-01,91.43104553222656
2015-07-02,91.99885559082031
2015-07-06,91.57528686523438
2015-07-07,91.2417984008789
2015-07-08,90.36761474609375
2015-07-09,90.9263687133789
2015-07-10,92.97219848632812
2015-07-13,93.50393676757812
2015-07-14,94.07172393798828
2015-07-15,94.30602264404297
2015-07-16,94.8828353881836
2015-07-17,94.43220520019531
2015-07-20,95.40554809570312
2015-07-21,95.47764587402344
2015-07-22,95.8832015991211
2015-07-23,95.98236083984375
2015-07-24,95.1531753540039
2015-07-27,89.75475311279297
2015-07-28,88.68229675292969
2015-07-29,91.4581069946289
2015-07-30,92.68378448486328
2015-07-31,91.70146179199219
2015-08-03,91.22380828857422
2015-08-04,91.10663604736328
2015-08-05,91.5662612915039
2015-08-06,90.66500091552734
2015-08-07,90.7731704711914
2015-08-10,93.1434097290039
2015-08-11,92.1250228881836
2015-08-12,91.41307067871094
2015-08-13,91.19674682617188
2015-08-14,91.6563720703125
2015-08-17,92.6116943359375
2015-08-18,92.42243957519531
2015-08-19,92.44046783447266
2015-08-20,90.3946533203125
2015-08-21,86.95188903808594
2015-08-24,83.75057220458984
2015-08-25,84.2750473022461
2015-08-26,87.06043243408203
2015-08-27,89.61065673828125
2015-08-28,89.93620300292969
2015-08-31,87.7115478515625
2015-09-01,83.89523315429688
2015-09-02,84.70008850097656
2015-09-03,84.7724609375
2015-09-04,84.26602172851562
2015-09-08,86.96092987060547
2015-09-09,84.20276641845703
2015-09-10,84.5915756225586
2015-09-11,85.52303314208984
2015-09-14,83.91333770751953
2015-09-15,85.82145690917969
2015-09-16,85.60444641113281
2015-09-17,85.06185913085938
2015-09-18,83.39788818359375
2015-09-21,83.83196258544922
2015-09-22,82.51160430908203
2015-09-23,82.41209411621094
2015-09-24,80.66677856445312
2015-09-25,80.61249542236328
2015-09-28,77.34784698486328
2015-09-29,77.23030090332031
2015-09-30,78.22505187988281
2015-10-01,79.93424987792969
2015-10-02,80.7752685546875
2015-10-05,81.74295043945312
2015-10-06,80.63059997558594
2015-10-07,80.40450286865234
2015-10-08,81.01040649414062
2015-10-09,81.15510559082031
2015-10-12,81.59823608398438
2015-10-13,81.59823608398438
2015-10-14,82.22222137451172
2015-10-15,84.19366455078125
2015-10-16,83.78670501708984
2015-10-19,84.15751647949219
2015-10-20,84.13037872314453
2015-10-21,83.14463806152344
2015-10-22,84.24793243408203
2015-10-23,86.26460266113281
2015-10-26,85.79436492919922
2015-10-27,84.96235656738281
2015-10-28,84.98948669433594
2015-10-29,85.24269104003906
2015-10-30,83.77766418457031
2015-11-02,83.42498779296875
2015-11-03,88.36266326904297
2015-11-04,87.99190521240234
2015-11-05,88.254150390625
2015-11-06,89.2308349609375
2015-11-09,87.06043243408203
2015-11-10,86.9790267944336
2015-11-11,87.7025146484375
2015-11-12,86.52685546875
2015-11-13,85.64059448242188
2015-11-16,86.18321228027344
2015-11-17,86.09278869628906
2015-11-18,86.59014892578125
2015-11-19,87.1689224243164
2015-11-20,87.62110900878906
2015-11-23,87.10385131835938
2015-11-24,87.91148376464844
2015-11-25,87.91148376464844
2015-11-27,87.88426971435547
2015-11-30,87.53943634033203
2015-12-01,88.44688415527344
2015-12-02,88.4014892578125
2015-12-03,86.8861083984375
2015-12-04,89.22724914550781
2015-12-07,88.0385513305664
2015-12-08,86.96775817871094
2015-12-09,85.70642852783203
2015-12-10,86.25997161865234
2015-12-11,84.09123992919922
2015-12-14,85.67012786865234
2015-12-15,86.31440734863281
2015-12-16,87.5848159790039
2015-12-17,86.49590301513672
2015-12-18,85.17107391357422
2015-12-21,86.3507308959961
2015-12-22,87.02223205566406
2015-12-23,88.9096450805664
2015-12-24,88.46500396728516
2015-12-28,88.44688415527344
2015-12-29,90.74266815185547
2015-12-30,90.61560821533203
2015-12-31,89.4541015625
2016-01-04,86.02403259277344
2016-01-05,86.31440734863281
2016-01-06,85.37068939208984
2016-01-07,82.68470001220703
2016-01-08,80.31633758544922
2016-01-11,80.28003692626953
2016-01-12,80.50686645507812
2016-01-13,76.55956268310547
2016-01-14,77.04053497314453
2016-01-15,75.51604461669922
2016-01-19,75.6158676147461
2016-01-20,74.87176513671875
2016-01-21,74.20026397705078
2016-01-22,77.58497619628906
2016-01-25,76.1058578491211
2016-01-26,76.5505142211914
2016-01-27,75.7791976928711
2016-01-28,74.75376892089844
2016-01-29,77.14940643310547
2016-02-01,76.35086059570312
2016-02-02,74.11860656738281
2016-02-03,73.29283142089844
2016-02-04,78.94612884521484
2016-02-05,77.82090759277344
2016-02-08,75.65215301513672
2016-02-09,75.8517837524414
2016-02-10,76.92256164550781
2016-02-11,74.64490509033203
2016-02-12,77.6031265258789
2016-02-16,79.23648834228516
2016-02-17,80.64300537109375
2016-02-18,79.69017791748047
2016-02-19,79.80815124511719
2016-02-22,81.1692886352539
2016-02-23,79.44735717773438
2016-02-24,80.5953140258789
2016-02-25,82.0986328125
2016-02-26,81.36065673828125
2016-02-29,81.76152801513672
2016-03-01,84.05746459960938
2016-03-02,84.2943344116211
2016-03-03,85.93431091308594
2016-03-04,86.60852813720703
2016-03-07,85.77033996582031
2016-03-08,85.59722137451172
2016-03-09,84.95946502685547
2016-03-10,84.64966583251953
2016-03-11,86.67232513427734
2016-03-14,85.49696350097656
2016-03-15,84.85010528564453
2016-03-16,86.189453125
2016-03-17,87.41941833496094
2016-03-18,89.09580993652344
2016-03-21,87.64717864990234
2016-03-22,88.55824279785156
2016-03-23,88.5765151977539
2016-03-24,87.82028198242188
2016-03-28,88.73139190673828
2016-03-29,90.6173324584961
2016-03-30,90.14358520507812
2016-03-31,90.18002319335938
2016-04-01,90.47157287597656
2016-04-04,89.46025848388672
2016-04-05,87.81118774414062
2016-04-06,89.02293395996094
2016-04-07,88.13006591796875
2016-04-08,88.58560943603516
2016-04-11,88.00249481201172
2016-04-12,89.08672332763672
2016-04-13,90.9544906616211
2016-04-14,91.18224334716797
2016-04-15,90.89978790283203
2016-04-18,91.9839859008789
2016-04-19,93.97018432617188
2016-04-20,94.87215423583984
2016-04-21,94.29817199707031
2016-04-22,94.17971801757812
2016-04-25,93.98838806152344
2016-04-26,97.26832580566406
2016-04-27,98.32518005371094
2016-04-28,98.32518005371094
2016-04-29,97.35034942626953
2016-05-02,97.641845703125
2016-05-03,95.2092514038086
2016-05-04,95.01793670654297
2016-05-05,95.36414337158203
2016-05-06,94.99969482421875
2016-05-09,95.22745513916016
2016-05-10,95.62834167480469
2016-05-11,95.7923583984375
2016-05-12,96.5394287109375
2016-05-13,95.59192657470703
2016-05-16,97.02234649658203
2016-05-17,96.30255889892578
2016-05-18,97.53254699707031
2016-05-19,97.35034942626953
2016-05-20,98.46187591552734
2016-05-23,99.16339874267578
2016-05-24,102.0702896118164
2016-05-25,101.69549560546875
2016-05-26,100.90937805175781
2016-05-27,101.8966293334961
2016-05-31,102.20742797851562
2016-06-01,101.28414916992188
2016-06-02,100.96420288085938
2016-06-03,100.22377014160156
2016-06-06,100.7905502319336
2016-06-07,100.20549011230469
2016-06-08,100.58942413330078
2016-06-09,100.58942413330078
2016-06-10,98.2767105102539
2016-06-13,98.02075958251953
2016-06-14,97.6825180053711
2016-06-15,97.8836441040039
2016-06-16,98.25841522216797
2016-06-17,97.57282257080078
2016-06-20,98.09387969970703
2016-06-21,98.5692367553711
2016-06-22,97.92935943603516
2016-06-23,101.11962127685547
2016-06-24,95.19612121582031
2016-06-27,90.84496307373047
2016-06-28,92.86515808105469
2016-06-29,96.89639282226562
2016-06-30,98.04817199707031
2016-07-01,98.59661865234375
2016-07-05,97.0517807006836
2016-07-06,97.6093978881836
2016-07-07,98.09387969970703
2016-07-08,99.51988983154297
2016-07-11,100.7905502319336
2016-07-12,103.27692413330078
2016-07-13,104.08133697509766
2016-07-14,105.3062744140625
2016-07-15,105.70850372314453
2016-07-18,106.82368469238281
2016-07-19,106.56774139404297
2016-07-20,107.05223846435547
2016-07-21,106.79629516601562
2016-07-22,107.23503875732422
2016-07-25,107.09791564941406
2016-07-26,107.4544448852539
2016-07-27,107.3355941772461
2016-07-28,110.97379302978516
2016-07-29,111.70507049560547
2016-08-01,110.80923461914062
2016-08-02,109.7945327758789
2016-08-03,110.16021728515625
2016-08-04,109.34667205810547
2016-08-05,110.5167236328125
2016-08-08,109.84027099609375
2016-08-09,110.22423553466797
2016-08-10,109.53862762451172
2016-08-11,110.06880950927734
2016-08-12,109.61175537109375
2016-08-15,109.93168640136719
2016-08-16,109.36495208740234
2016-08-17,109.78543090820312
2016-08-18,109.72147369384766
2016-08-19,109.96826934814453
2016-08-22,109.96826934814453
2016-08-23,110.85494995117188
2016-08-24,110.8824462890625
2016-08-25,111.01996612548828
2016-08-26,111.4600830078125
2016-08-29,112.40441131591797
2016-08-30,112.74365997314453
2016-08-31,113.26624298095703
2016-09-01,113.63297271728516
2016-09-02,114.99906158447266
2016-09-06,115.3291015625
2016-09-07,115.23744201660156
2016-09-08,115.27411651611328
2016-09-09,112.0560073852539
2016-09-12,113.90805053710938
2016-09-13,111.9643325805664
2016-09-14,111.41422271728516
2016-09-15,113.7888412475586
2016-09-16,113.01868438720703
2016-09-19,114.31141662597656
2016-09-20,114.40311431884766
2016-09-21,116.9519271850586
2016-09-22,116.28263854980469
2016-09-23,114.58650207519531
2016-09-26,114.54066467285156
2016-09-27,116.31014251708984
2016-09-28,116.9519271850586
2016-09-29,114.62315368652344
2016-09-30,116.03507995605469
2016-10-03,114.56813049316406
2016-10-04,113.87137603759766
2016-10-05,113.82550048828125
2016-10-06,114.64151763916016
2016-10-07,113.55963134765625
2016-10-10,114.28394317626953
2016-10-11,112.54193878173828
2016-10-12,113.11036682128906
2016-10-13,112.4686050415039
2016-10-14,112.90867614746094
2016-10-17,112.35860443115234
2016-10-18,112.6703109741211
2016-10-19,112.47774505615234
2016-10-20,111.9643325805664
2016-10-21,113.6788101196289
2016-10-24,114.27477264404297
2016-10-25,113.91720581054688
2016-10-26,113.06453704833984
2016-10-27,112.6427993774414
2016-10-28,112.11101531982422
2016-10-31,111.71678161621094
2016-11-01,110.87330627441406
2016-11-02,109.52552032470703
2016-11-03,112.31272888183594
2016-11-04,112.39523315429688
2016-11-07,115.02657318115234
2016-11-08,115.90673065185547
2016-11-09,115.18243408203125
2016-11-10,115.82421875
2016-11-11,115.02657318115234
2016-11-14,113.4312973022461
2016-11-15,111.79012298583984
2016-11-16,112.18435668945312
2016-11-17,113.66046142578125
2016-11-18,111.67097473144531
2016-11-21,111.60676574707031
2016-11-22,110.76327514648438
2016-11-23,110.54256439208984
2016-11-25,110.2759017944336
2016-11-28,108.87812805175781
2016-11-29,109.99079895019531
2016-11-30,109.4206771850586
2016-12-01,106.91022491455078
2016-12-02,106.38607025146484
2016-12-05,105.0895004272461
2016-12-06,104.43655395507812
2016-12-07,105.14462280273438
2016-12-08,105.03429412841797
2016-12-09,105.75157165527344
2016-12-12,104.37220001220703
2016-12-13,107.3056640625
2016-12-14,105.68718719482422
2016-12-15,105.10784912109375
2016-12-16,104.00436401367188
2016-12-19,103.5445556640625
2016-12-20,103.28710174560547
2016-12-21,102.71694946289062
2016-12-22,100.8778076171875
2016-12-23,100.25248718261719
2016-12-27,100.6294937133789
2016-12-28,99.9398422241211
2016-12-29,99.8754653930664
2016-12-30,98.89151763916016
2017-01-03,99.67314147949219
2017-01-04,102.75371551513672
2017-01-05,103.53536987304688
2017-01-06,105.38372039794922
2017-01-09,104.16987609863281
2017-01-10,102.39512634277344
2017-01-11,102.96524047851562
2017-01-12,103.53536987304688
2017-01-13,103.37904357910156
2017-01-17,104.77680206298828
2017-01-18,105.1998062133789
2017-01-19,105.1998062133789
2017-01-20,106.671142578125
2017-01-23,106.77230072021484
2017-01-24,107.51716613769531
2017-01-25,110.74490356445312
2017-01-26,111.37940979003906
2017-01-27,110.98397827148438
2017-01-30,110.91959381103516
2017-01-31,110.5149917602539
2017-02-01,109.95403289794922
2017-02-02,110.7356948852539
2017-02-03,112.7403793334961
2017-02-06,112.99784851074219
2017-02-07,115.71978759765625
2017-02-08,115.02091979980469
2017-02-09,116.06006622314453
2017-02-10,116.13362121582031
2017-02-13,116.35430908203125
2017-02-14,116.71293640136719
2017-02-15,118.00953674316406
2017-02-16,118.26702880859375
2017-02-17,119.9039077758789
2017-02-21,120.24410247802734
2017-02-22,120.64076232910156
2017-02-23,120.64076232910156
2017-02-24,120.67772674560547
2017-02-27,119.91204833984375
2017-02-28,119.43233489990234
2017-03-01,119.92127227783203
2017-03-02,119.92127227783203
2017-03-03,119.58920288085938
2017-03-06,120.31790924072266
2017-03-07,120.55775451660156
2017-03-08,120.4562759399414
2017-03-09,120.8990707397461
2017-03-10,121.48023223876953
2017-03-13,122.31045532226562
2017-03-14,121.92301940917969
2017-03-15,120.24413299560547
2017-03-16,121.5263442993164
2017-03-17,119.91204833984375
2017-03-20,119.63529205322266
2017-03-21,118.26078796386719
2017-03-22,118.52835083007812
2017-03-23,119.13716888427734
2017-03-24,119.63529205322266
2017-03-27,118.49141693115234
2017-03-28,118.74050903320312
2017-03-29,118.36229705810547
2017-03-30,119.36776733398438
2017-03-31,120.6039047241211
2017-04-03,119.3216552734375
2017-04-04,118.83275604248047
2017-04-05,120.07807922363281
2017-04-06,119.8843765258789
2017-04-07,119.96739196777344
2017-04-10,119.54303741455078
2017-04-11,119.18328857421875
2017-04-12,118.93423461914062
2017-04-13,118.3346176147461
2017-04-17,120.62230682373047
2017-04-18,120.40093994140625
