Date,PSX
2015-07-01,54.645957946777344
2015-07-02,54.74677276611328
2015-07-06,54.80730056762695
2015-07-07,55.351722717285156
2015-07-08,52.763916015625
2015-07-09,53.4024658203125
2015-07-10,54.77366256713867
2015-07-13,56.0709114074707
2015-07-14,56.138160705566406
2015-07-15,54.96186447143555
2015-07-16,55.92977523803711
2015-07-17,55.949928283691406
2015-07-20,55.338287353515625
2015-07-21,55.103050231933594
2015-07-22,55.002197265625
2015-07-23,54.70645523071289
2015-07-24,53.120155334472656
2015-07-27,51.56752395629883
2015-07-28,52.86477279663086
2015-07-29,53.79231643676758
2015-07-30,53.18068313598633
2015-07-31,53.43608093261719
2015-08-03,52.88492202758789
2015-08-04,52.60260772705078
2015-08-05,52.616058349609375
2015-08-06,53.53017807006836
2015-08-07,53.516746520996094
2015-08-10,55.46595764160156
2015-08-11,56.25912094116211
2015-08-12,56.67585754394531
2015-08-13,56.215736389160156
2015-08-14,55.68797302246094
2015-08-17,56.202213287353516
2015-08-18,56.33078384399414
2015-08-19,54.67298889160156
2015-08-20,53.81364822387695
2015-08-21,51.24916076660156
2015-08-24,48.48843765258789
2015-08-25,47.737369537353516
2015-08-26,49.59815216064453
2015-08-27,50.76197052001953
2015-08-28,52.25736999511719
2015-08-31,53.50238800048828
2015-09-01,52.50094223022461
2015-09-02,53.15729522705078
2015-09-03,53.08964157104492
2015-09-04,52.2370491027832
2015-09-08,54.05046844482422
2015-09-09,54.57147216796875
2015-09-10,54.82183837890625
2015-09-11,54.53764724731445
2015-09-14,52.92048263549805
2015-09-15,53.597110748291016
2015-09-16,53.583595275878906
2015-09-17,53.6647834777832
2015-09-18,53.177581787109375
2015-09-21,53.630977630615234
2015-09-22,52.89341735839844
2015-09-23,52.67688751220703
2015-09-24,52.54155731201172
2015-09-25,52.737789154052734
2015-09-28,50.146217346191406
2015-09-29,50.416900634765625
2015-09-30,51.99348831176758
2015-10-01,52.731014251708984
2015-10-02,53.779815673828125
2015-10-05,55.3631477355957
2015-10-06,55.87741470336914
2015-10-07,56.32399368286133
2015-10-08,57.230712890625
2015-10-09,56.51346969604492
2015-10-12,56.75029754638672
2015-10-13,55.593231201171875
2015-10-14,55.8029899597168
2015-10-15,56.4931526184082
2015-10-16,56.9194450378418
2015-10-19,55.22782516479492
2015-10-20,55.21430587768555
2015-10-21,54.46998977661133
2015-10-22,55.89771270751953
2015-10-23,56.3984375
2015-10-26,56.16160583496094
2015-10-27,56.5405158996582
2015-10-28,57.44044876098633
2015-10-29,58.48249816894531
2015-10-30,60.25531768798828
2015-11-02,61.30411911010742
2015-11-03,62.704769134521484
2015-11-04,63.15138244628906
2015-11-05,63.388206481933594
2015-11-06,62.7589225769043
2015-11-09,62.2581901550293
2015-11-10,62.70069885253906
2015-11-11,61.67269515991211
2015-11-12,60.75363540649414
2015-11-13,60.64472198486328
2015-11-16,61.99949264526367
2015-11-17,62.03352355957031
2015-11-18,63.000244140625
2015-11-19,62.89133071899414
2015-11-20,62.40795135498047
2015-11-23,62.74835205078125
2015-11-24,63.40191650390625
2015-11-25,63.156822204589844
2015-11-27,63.14999008178711
2015-11-30,62.31265640258789
2015-12-01,63.08872985839844
2015-12-02,61.570579528808594
2015-12-03,60.297515869140625
2015-12-04,61.40721130371094
2015-12-07,59.017616271972656
2015-12-08,58.8542366027832
2015-12-09,58.60913848876953
2015-12-10,59.0584716796875
2015-12-11,56.35575866699219
2015-12-14,55.4162712097168
2015-12-15,55.67494583129883
2015-12-16,56.546363830566406
2015-12-17,55.67494583129883
2015-12-18,54.84440994262695
2015-12-21,54.88523483276367
2015-12-22,55.6204948425293
2015-12-23,57.73093795776367
2015-12-24,57.43138122558594
2015-12-28,56.13788986206055
2015-12-29,56.34893798828125
2015-12-30,55.83152770996094
2015-12-31,55.688575744628906
2016-01-04,54.51762771606445
2016-01-05,55.14393615722656
2016-01-06,53.12200164794922
2016-01-07,52.046348571777344
2016-01-08,51.20216369628906
2016-01-11,51.86252975463867
2016-01-12,52.979034423828125
2016-01-13,51.229393005371094
2016-01-14,53.97297286987305
2016-01-15,53.421539306640625
2016-01-19,53.55768966674805
2016-01-20,52.37313461303711
2016-01-21,51.76721954345703
2016-01-22,54.48355484008789
2016-01-25,51.896583557128906
2016-01-26,52.93818283081055
2016-01-27,52.91775894165039
2016-01-28,53.57811737060547
2016-01-29,54.565269470214844
2016-02-01,54.10913848876953
2016-02-02,53.441959381103516
2016-02-03,53.85043716430664
2016-02-04,54.3814582824707
2016-02-05,53.326236724853516
2016-02-08,51.930633544921875
2016-02-09,51.35875701904297
2016-02-10,51.25663375854492
2016-02-11,50.00144958496094
2016-02-12,51.57899856567383
2016-02-16,53.67097091674805
2016-02-17,55.27594757080078
2016-02-18,54.48719024658203
2016-02-19,54.933006286621094
2016-02-22,55.468013763427734
2016-02-23,53.88359451293945
2016-02-24,54.24711608886719
2016-02-25,54.02077102661133
2016-02-26,54.25398635864258
2016-02-29,54.452884674072266
2016-03-01,57.21016311645508
2016-03-02,58.00578308105469
2016-03-03,59.048336029052734
2016-03-04,58.83573532104492
2016-03-07,59.9537467956543
2016-03-08,58.163551330566406
2016-03-09,59.048336029052734
2016-03-10,58.595672607421875
2016-03-11,59.28154754638672
2016-03-14,59.11007308959961
2016-03-15,59.398162841796875
2016-03-16,60.06346893310547
2016-03-17,60.61903381347656
2016-03-18,61.32551956176758
2016-03-21,61.517574310302734
2016-03-22,61.83991622924805
2016-03-23,60.44071578979492
2016-03-24,60.39954376220703
2016-03-28,60.00859069824219
2016-03-29,59.967472076416016
2016-03-30,60.09778594970703
2016-03-31,59.39129638671875
2016-04-01,58.760276794433594
2016-04-04,58.80142593383789
2016-04-05,58.170406341552734
2016-04-06,58.314449310302734
2016-04-07,57.96464920043945
2016-04-08,59.02774429321289
2016-04-11,58.01268005371094
2016-04-12,58.9729118347168
2016-04-13,59.67937469482422
2016-04-14,59.61763000488281
2016-04-15,58.19784164428711
2016-04-18,58.746551513671875
2016-04-19,59.27470397949219
2016-04-20,59.45988464355469
2016-04-21,59.94688034057617
2016-04-22,60.34470748901367
2016-04-25,60.310401916503906
2016-04-26,60.63276672363281
2016-04-27,61.00999069213867
2016-04-28,60.21432876586914
2016-04-29,56.31850051879883
2016-05-02,56.380226135253906
2016-05-03,54.87814712524414
2016-05-04,54.40485382080078
2016-05-05,54.24026870727539
2016-05-06,53.85614776611328
2016-05-09,53.7189826965332
2016-05-10,54.35687255859375
2016-05-11,54.452884674072266
2016-05-12,53.67097091674805
2016-05-13,53.73268127441406
2016-05-16,54.403411865234375
2016-05-17,54.14757537841797
2016-05-18,54.023094177246094
2016-05-19,53.69120788574219
2016-05-20,53.86408233642578
2016-05-23,53.80876541137695
2016-05-24,55.108680725097656
2016-05-25,55.406009674072266
2016-05-26,55.343772888183594
2016-05-27,55.75172424316406
2016-05-31,55.565040588378906
2016-06-01,55.90383529663086
2016-06-02,55.89003372192383
2016-06-03,55.406009674072266
2016-06-06,55.84163284301758
2016-06-07,56.22883224487305
2016-06-08,56.95484924316406
2016-06-09,56.09744644165039
2016-06-10,55.3645133972168
2016-06-13,54.48638916015625
2016-06-14,54.5555534362793
2016-06-15,54.72145462036133
2016-06-16,54.922000885009766
2016-06-17,54.278961181640625
2016-06-20,54.66615295410156
2016-06-21,54.86667251586914
2016-06-22,54.998043060302734
2016-06-23,55.91767120361328
2016-06-24,54.36193084716797
2016-06-27,53.1726188659668
2016-06-28,54.45180892944336
2016-06-29,55.108680725097656
2016-06-30,54.85977554321289
2016-07-01,55.16400146484375
2016-07-05,53.884822845458984
2016-07-06,52.80615997314453
2016-07-07,51.35411071777344
2016-07-08,51.75513458251953
2016-07-11,52.00407028198242
2016-07-12,52.82689666748047
2016-07-13,52.723167419433594
2016-07-14,52.97208786010742
2016-07-15,52.315208435058594
2016-07-18,52.308311462402344
2016-07-19,52.370540618896484
2016-07-20,52.093955993652344
2016-07-21,51.94184494018555
2016-07-22,52.12852478027344
2016-07-25,51.492393493652344
2016-07-26,52.7093391418457
2016-07-27,52.13544464111328
2016-07-28,52.723167419433594
2016-07-29,52.59178924560547
2016-08-01,51.34719467163086
2016-08-02,52.65403366088867
2016-08-03,54.38957595825195
2016-08-04,53.61515426635742
2016-08-05,54.1268196105957
2016-08-08,54.33424758911133
2016-08-09,53.04816436767578
2016-08-10,53.20719909667969
2016-08-11,54.043861389160156
2016-08-12,54.49327850341797
2016-08-15,54.3411865234375
2016-08-16,54.3551139831543
2016-08-17,54.166900634765625
2016-08-18,54.334190368652344
2016-08-19,54.40391540527344
2016-08-22,53.65111541748047
2016-08-23,54.24359893798828
2016-08-24,54.145999908447266
2016-08-25,55.114898681640625
2016-08-26,54.80121612548828
2016-08-29,54.98245620727539
2016-08-30,55.2961311340332
2016-08-31,54.68270492553711
2016-09-01,54.57119369506836
2016-09-02,54.9754753112793
2016-09-06,55.14276885986328
2016-09-07,55.47735595703125
2016-09-08,55.81890869140625
2016-09-09,54.27147674560547
2016-09-12,54.95457458496094
2016-09-13,53.84627914428711
2016-09-14,53.65111541748047
2016-09-15,55.13581466674805
2016-09-16,55.12881088256836
2016-09-19,56.00710678100586
2016-09-20,55.47037887573242
2016-09-21,55.811920166015625
2016-09-22,55.784053802490234
2016-09-23,55.47037887573242
2016-09-26,55.3936882019043
2016-09-27,55.35189437866211
2016-09-28,56.59260940551758
2016-09-29,55.26127243041992
2016-09-30,56.14651107788086
2016-10-03,56.04893112182617
2016-10-04,55.63768005371094
2016-10-05,56.522911071777344
2016-10-06,56.29984664916992
2016-10-07,56.03498458862305
2016-10-10,56.669281005859375
2016-10-11,56.153472900390625
2016-10-12,55.63070297241211
2016-10-13,55.1706428527832
2016-10-14,55.28216552734375
2016-10-17,55.16366958618164
2016-10-18,55.47735595703125
2016-10-19,55.53310012817383
2016-10-20,55.58190155029297
2016-10-21,56.00710678100586
2016-10-24,56.17439270019531
2016-10-25,56.29288864135742
2016-10-26,56.50199508666992
2016-10-27,55.75617599487305
2016-10-28,55.85375213623047
2016-10-31,56.56472396850586
2016-11-01,55.93739700317383
2016-11-02,54.606040954589844
2016-11-03,55.12186813354492
2016-11-04,54.78728485107422
2016-11-07,55.7143440246582
2016-11-08,55.686439514160156
2016-11-09,57.47090148925781
2016-11-10,57.91698455810547
2016-11-11,57.310569763183594
2016-11-14,58.10519790649414
2016-11-15,58.786441802978516
2016-11-16,58.29481887817383
2016-11-17,58.87776565551758
2016-11-18,58.744327545166016
2016-11-21,59.60116958618164
2016-11-22,59.61522674560547
2016-11-23,59.741641998291016
2016-11-25,59.62224197387695
2016-11-28,59.06038284301758
2016-11-29,57.866390228271484
2016-11-30,58.35099792480469
2016-12-01,59.68547058105469
2016-12-02,59.61522674560547
2016-12-05,60.008544921875
2016-12-06,59.63630676269531
2016-12-07,61.111209869384766
2016-12-08,61.54667663574219
2016-12-09,61.21656799316406
2016-12-12,61.31489562988281
2016-12-13,61.92593765258789
2016-12-14,60.69684600830078
2016-12-15,60.802188873291016
2016-12-16,61.427276611328125
2016-12-19,61.2236213684082
2016-12-20,61.06207275390625
2016-12-21,60.949710845947266
2016-12-22,61.49751663208008
2016-12-23,61.60989761352539
2016-12-27,61.623939514160156
2016-12-28,61.18849563598633
2016-12-29,60.8583984375
2016-12-30,60.689823150634766
2017-01-03,60.95671844482422
2017-01-04,61.286827087402344
2017-01-05,60.92161178588867
2017-01-06,59.98045349121094
2017-01-09,59.01121139526367
2017-01-10,58.8286018371582
2017-01-11,59.62224197387695
2017-01-12,59.2359504699707
2017-01-13,58.49849319458008
2017-01-17,58.68812561035156
2017-01-18,59.08847427368164
2017-01-19,58.28779220581055
2017-01-20,58.322906494140625
2017-01-23,57.73295211791992
2017-01-24,59.1306037902832
2017-01-25,59.699501037597656
2017-01-26,59.16571807861328
2017-01-27,58.13325881958008
2017-01-30,57.824241638183594
2017-01-31,57.325584411621094
2017-02-01,56.714542388916016
2017-02-02,56.92524337768555
2017-02-03,56.15266799926758
2017-02-06,55.583744049072266
